 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD-OBS,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_T7,rel_flux_T8,rel_flux_T9,rel_flux_C10,rel_flux_C11,rel_flux_C12,rel_flux_C13,rel_flux_C14,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_T7,rel_flux_err_T8,rel_flux_err_T9,rel_flux_err_C10,rel_flux_err_C11,rel_flux_err_C12,rel_flux_err_C13,rel_flux_err_C14,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_T7,rel_flux_SNR_T8,rel_flux_SNR_T9,rel_flux_SNR_C10,rel_flux_SNR_C11,rel_flux_SNR_C12,rel_flux_SNR_C13,rel_flux_SNR_C14,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,X(IJ)_T8,Y(IJ)_T8,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Source_SNR_T8,Peak_T8,Mean_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,X-Width_T8,Y-Width_T8,Angle_T8,Roundness_T8,X(IJ)_T9,Y(IJ)_T9,X(FITS)_T9,Y(FITS)_T9,RA_T9,DEC_T9,Source-Sky_T9,Source_Error_T9,Source_SNR_T9,Peak_T9,Mean_T9,Sky/Pixel_T9,FWHM_T9,Width_T9,X-Width_T9,Y-Width_T9,Angle_T9,Roundness_T9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10,X(IJ)_C11,Y(IJ)_C11,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Source_SNR_C11,Peak_C11,Mean_C11,Sky/Pixel_C11,FWHM_C11,Width_C11,X-Width_C11,Y-Width_C11,Angle_C11,Roundness_C11,X(IJ)_C12,Y(IJ)_C12,X(FITS)_C12,Y(FITS)_C12,RA_C12,DEC_C12,Source-Sky_C12,Source_Error_C12,Source_SNR_C12,Peak_C12,Mean_C12,Sky/Pixel_C12,FWHM_C12,Width_C12,X-Width_C12,Y-Width_C12,Angle_C12,Roundness_C12,X(IJ)_C13,Y(IJ)_C13,X(FITS)_C13,Y(FITS)_C13,RA_C13,DEC_C13,Source-Sky_C13,Source_Error_C13,Source_SNR_C13,Peak_C13,Mean_C13,Sky/Pixel_C13,FWHM_C13,Width_C13,X-Width_C13,Y-Width_C13,Angle_C13,Roundness_C13,X(IJ)_C14,Y(IJ)_C14,X(FITS)_C14,Y(FITS)_C14,RA_C14,DEC_C14,Source-Sky_C14,Source_Error_C14,Source_SNR_C14,Peak_C14,Mean_C14,Sky/Pixel_C14,FWHM_C14,Width_C14,X-Width_C14,Y-Width_C14,Angle_C14,Roundness_C14
1,cpt1m010-fa16-20190614-0076-e91.fits,1,0,58649.29848,2458649.298,2458649.302,1.077839,70.064,6.598676,11,23,35,0.115521,0.204717,0.017927,0.00712,0.015788,0.054744,0.006151,0.012577,0.53092,0.774086,0.208281,0.204668,0.130051,0.118959,0.000371,0.000426,0.000318,0.000314,0.000323,0.000341,0.000312,0.000317,0.000669,0.001274,0.000488,0.000489,0.0004,0.000405,311.508418,480.628738,56.416854,22.677053,48.90105,160.371753,19.702844,39.637903,793.030279,607.482087,426.657063,418.667987,324.963265,293.746838,2957265.559,2513.879143,1992.749912,2042.906427,1993.249912,2053.593573,12.518799,-23.77371,341625.093,380.132711,1057.531251,323.040187,8769.087891,898.699541,2203.912481,1946,6.651275,9.184983,9.534859,8.835108,28.322381,0.980857,1937.974811,2265.60002,1938.474811,1830.89998,12.518354,-23.749635,605402.3843,1149.676937,526.584786,15141.68848,1592.607967,2163.879335,6.406374,8.870737,9.261342,8.480131,24.113673,0.982592,1845.146449,2104.295221,1845.646449,1992.204779,12.517631,-23.767178,53016.18055,938.641092,56.481845,3273.265381,139.467557,2172.222108,6.483268,8.941067,9.100401,8.781732,32.029237,0.993366,1961.196601,2135.222179,1961.696601,1961.277821,12.518545,-23.763737,21055.47743,928.320149,22.681267,2690.536865,55.389807,2186.875586,6.877592,8.407961,9.417405,7.398517,20.466048,0.901834,2175.730909,1809.901579,2176.230909,2286.598421,12.520256,-23.798799,46688.67756,953.932916,48.943355,3279.184082,122.822047,2256.62639,6.375391,8.996574,9.240307,8.75284,33.986053,0.97916,2314.603117,1839.265,2315.103117,2257.235,12.521351,-23.795505,161891.1043,1000.049371,161.883112,5364.876465,425.880487,2268.610087,7.106361,9.062335,9.190474,8.934196,32.707691,0.995381,1871.710367,2283.154762,1872.210367,1813.345238,12.51783,-23.747786,18190.10477,923.092785,19.705608,2542.503662,47.851985,2151.467804,6.10611,9.013812,9.809725,8.2179,357.359136,0.969031,2229.065463,2261.800696,2229.565463,1834.699304,12.520651,-23.749813,37193.21518,937.791674,39.660424,3081.873291,97.842712,2197.065533,6.143121,7.9976,7.993093,8.002107,45.494335,0.995733,2215.631163,1657.808692,2216.131163,2438.691308,12.52058,-23.815239,1570072.557,1462.334005,1073.675749,31552.98633,4130.327413,2296.39022,6.911216,9.184298,9.190382,9.178214,44.518511,0.993785,2874.702511,1969.002743,2875.202511,2127.497257,12.525762,-23.78098,1290342.269,1344.935904,959.408002,29089.45508,3394.452073,1998.713769,6.504366,8.878427,8.949831,8.807024,326.72265,0.998366,2859.267516,1605.199575,2859.767516,2491.300425,12.525663,-23.820394,509768.1618,1098.039544,464.253009,9512.455078,1341.026823,2062.942524,8.133679,9.544603,9.012921,10.076285,74.533844,0.983235,1965.131784,2878.628611,1965.631784,1217.871389,12.518533,-23.68322,502427.9227,1107.618614,453.610942,13737.71289,1321.717148,2129.251847,5.939567,8.629303,9.362777,7.89583,16.929792,0.958691,3148.920386,2082.568481,3149.420386,2013.931519,12.527918,-23.768438,340334.2141,1003.486529,339.151752,9362.686523,895.303677,1893.440061,6.446637,8.733189,8.800782,8.665597,325.433743,0.998112,2565.460099,2127.159348,2565.960099,1969.340652,12.523312,-23.764116,314392.9914,1035.007588,303.759117,9128.630859,827.061135,2137.926767,6.296514,8.766121,8.967093,8.565149,10.83098,0.997568
2,cpt1m010-fa16-20190614-0077-e91.fits,2,0,58649.2996,2458649.3,2458649.303,1.080336,70.065,7.082698,11,23,35,0.113671,0.203363,0.017668,0.007602,0.015776,0.054686,0.005621,0.012713,0.529685,0.773377,0.207729,0.205483,0.130342,0.118727,0.000371,0.000426,0.000319,0.000314,0.000324,0.000344,0.000312,0.000319,0.00067,0.001277,0.000489,0.000491,0.000403,0.000407,306.280756,477.238873,55.355879,24.178413,48.66786,158.982312,18.023334,39.908283,790.203603,605.573987,424.975434,418.453764,323.466141,291.722159,2967250.412,2531.108046,1992.759888,2042.957762,1993.259888,2053.542238,12.518801,-23.773705,337289.2969,380.132711,1062.993792,317.301286,9138.728516,887.293535,2248.462935,1947,6.492322,8.965965,9.468868,8.463063,24.486701,0.970976,1937.963291,2265.641852,1938.463291,1830.858148,12.518356,-23.749632,603427.7371,1154.900084,522.493457,16080.70996,1587.413341,2209.494413,6.210711,8.734776,9.124927,8.344625,23.11977,0.983384,1845.193135,2104.199524,1845.693135,1992.300476,12.517633,-23.767187,52424.78916,945.99368,55.417695,3331.247803,137.911807,2211.127615,6.981619,8.69254,9.123745,8.261334,19.283641,0.983978,1961.113586,2135.11632,1961.613586,1961.38368,12.518546,-23.763749,22557.80186,932.774354,24.183557,2787.501465,59.341912,2227.555884,6.790216,8.845932,9.017372,8.674492,36.530922,0.982312,2175.753598,1809.796273,2176.253598,2286.703727,12.520258,-23.79881,46810.08468,960.998284,48.709853,3235.71167,123.141427,2305.225168,6.808731,9.162524,9.323881,9.001166,36.979291,0.983764,2314.603077,1839.325634,2315.103077,2257.174366,12.521352,-23.7955,162266.6541,1011.229403,160.464731,5595.928223,426.868431,2320.897212,6.802769,8.837001,8.994338,8.679664,29.112252,0.99543,1871.848055,2282.538294,1872.348055,1813.961706,12.517833,-23.747853,16679.66851,925.339188,18.025464,2620.970459,43.87854,2193.775538,6.27802,7.138502,8.099764,6.17724,11.885804,0.916454,2229.132274,2262.009606,2229.632274,1834.490394,12.520653,-23.749794,37722.49078,944.681747,39.931428,3150.288086,99.235056,2245.547569,6.383747,9.075443,9.358351,8.792536,4.633704,0.996017,2215.618999,1657.787091,2216.118999,2438.712909,12.520582,-23.81524,1571709.031,1469.230838,1069.749552,32834.32813,4134.63242,2349.212388,6.831878,9.082925,9.12702,9.038829,41.711307,0.992815,2874.664551,1969.033174,2875.164551,2127.466826,12.525763,-23.780983,1294030.072,1351.790067,957.271475,30546.75977,3404.153428,2045.225631,6.458584,8.75777,8.89619,8.619349,334.161965,0.997403,2859.248682,1605.199823,2859.748682,2491.300177,12.525664,-23.820398,510367.1052,1103.795338,462.374761,9857.083008,1342.602439,2110.989298,8.135408,9.46884,9.015662,9.922018,72.909278,0.986673,1965.108052,2878.699823,1965.608052,1217.800177,12.518535,-23.683219,505789.1057,1114.87958,453.671513,14239.9668,1330.559278,2168.85475,5.949919,8.558741,9.302056,7.815426,15.541448,0.959479,3148.882501,2082.620494,3149.382501,2013.879506,12.527919,-23.768442,342159.3886,1013.675088,337.543452,9818.076172,900.105091,1940.854146,6.006913,8.639486,8.790925,8.488046,334.857155,0.996992,2565.468537,2127.251931,2565.968537,1969.248069,12.523314,-23.764112,314904.7413,1044.180897,301.580638,9310.232422,828.407375,2189.463069,6.428257,8.6593,8.899395,8.419204,11.019664,0.996426
3,cpt1m010-fa16-20190614-0078-e91.fits,3,0,58649.30072,2458649.301,2458649.304,1.082888,70.065,7.016667,11,23,35,0.114393,0.204014,0.017431,0.006694,0.014979,0.054465,0.004949,0.012799,0.530307,0.773059,0.208059,0.20557,0.130445,0.118396,0.000374,0.000429,0.000322,0.000317,0.000327,0.000346,0.000314,0.00032,0.000674,0.001285,0.000493,0.000493,0.000406,0.00041,305.898226,475.047546,54.212429,21.095645,45.83205,157.261008,15.742089,39.947801,786.900965,601.67079,421.923934,416.595798,321.412085,288.854008,2967080.075,2547.712593,1992.641598,2042.930293,1993.141598,2053.569707,12.518801,-23.773707,339411.9845,380.132711,1070.599442,317.029854,9223.510742,892.877605,2283.509337,1928,6.584593,8.997746,9.462853,8.532638,23.055344,0.97788,1937.861746,2265.568827,1938.361746,1830.931173,12.518356,-23.749639,605324.4705,1163.41238,520.300867,15836.65332,1592.403002,2240.174809,6.083744,8.733551,9.152793,8.314309,21.970005,0.982304,1845.069162,2104.167232,1845.569162,1992.332768,12.517633,-23.76719,51718.92752,952.9708,54.271262,3447.529297,136.054925,2249.266527,6.477328,8.603273,9.009465,8.197082,31.702383,0.955709,1961.235144,2135.016051,1961.735144,1961.483949,12.518548,-23.763759,19860.61062,941.301001,21.099107,2740.948242,52.246518,2261.300584,6.102659,7.46616,8.505092,6.427228,358.96818,0.925365,2175.595734,1809.586685,2176.095734,2286.913315,12.520258,-23.798832,44444.45868,968.973213,45.867582,3268.131348,116.918269,2345.718734,6.934478,8.183904,8.261295,8.106513,40.583086,0.984835,2314.554288,1839.317594,2315.054288,2257.182406,12.521352,-23.7955,161601.6601,1018.189782,158.714675,5543.816895,425.119058,2358.430085,6.819581,8.813183,8.872908,8.753459,39.507102,0.994942,1871.706539,2282.786693,1872.206539,1813.713307,12.517833,-23.747826,14685.4587,932.793393,15.743528,2673.257324,38.632452,2225.842576,6.27489,5.936209,7.312365,4.560052,346.572952,0.756767,2228.833033,2261.701361,2229.333033,1834.798639,12.520651,-23.749828,37976.03753,950.082078,39.971323,3147.413818,99.902051,2281.678551,6.750558,8.588845,9.041992,8.135698,335.178351,0.973593,2215.51698,1657.770295,2216.01698,2438.729705,12.520582,-23.815241,1573463.042,1474.072097,1067.426109,33109.70313,4139.246626,2382.353132,6.43284,9.061668,9.128943,8.994392,39.790109,0.99326,2874.581156,1969.02911,2875.081156,2127.47089,12.525763,-23.780985,1293655.826,1359.685267,951.437702,30435.28516,3403.168915,2094.308386,6.268194,8.755591,8.877897,8.633285,332.135809,0.99754,2859.154981,1605.214147,2859.654981,2491.285853,12.525664,-23.820397,511006.9516,1113.340918,458.985153,9821.083984,1344.285658,2157.768139,8.18123,9.439733,8.989772,9.889694,73.277233,0.987005,1965.001024,2878.660275,1965.501024,1217.839725,12.518535,-23.683223,505937.4162,1119.63503,451.877087,14146.83984,1330.949433,2194.706934,5.841988,8.537001,9.33604,7.737962,14.670505,0.954684,3148.783301,2082.606122,3149.283301,2013.893878,12.527919,-23.768445,342378.6309,1020.78595,335.40688,9992.790039,900.681843,1994.662181,6.071667,8.615913,8.817113,8.414714,339.61476,0.996201,2565.361974,2127.182052,2565.861974,1969.317948,12.523314,-23.76412,314101.2506,1052.131585,298.537992,9240.767578,826.293664,2233.302254,6.326889,8.577431,8.85338,8.301482,6.693323,0.995635
4,cpt1m010-fa16-20190614-0079-e91.fits,4,0,58649.30185,2458649.302,2458649.305,1.085492,70.064,6.995886,11,23,35,0.114505,0.203859,0.017789,0.007708,0.015621,0.055253,0.005937,0.012774,0.529979,0.771435,0.207669,0.206254,0.129795,0.119425,0.000376,0.00043,0.000323,0.00032,0.000328,0.000348,0.000316,0.000322,0.000677,0.001288,0.000496,0.000495,0.000408,0.000414,304.566985,474.177234,55.106397,24.096772,47.618875,158.934675,18.789259,39.650441,783.344788,599.080891,418.570145,416.8347,317.753358,288.481323,2965514.584,2558.762887,1992.802542,2042.91374,1993.302542,2053.58626,12.518799,-23.773703,339566.7503,380.132711,1075.729842,315.661737,9142.085938,893.284741,2305.733735,1825,6.514831,9.11092,9.534183,8.687658,26.46691,0.976339,1937.974567,2265.551622,1938.474567,1830.948378,12.518354,-23.749633,604547.377,1163.346968,519.662142,15504.90137,1590.358734,2264.820381,6.388651,8.776706,9.230315,8.323096,21.886082,0.979618,1845.264524,2104.297202,1845.764524,1992.202798,12.517631,-23.767171,52753.05175,956.211767,55.168796,3391.055176,138.775355,2270.760599,6.769064,8.643933,8.906784,8.381081,33.138902,0.977189,1961.106489,2135.237754,1961.606489,1961.262246,12.518544,-23.763729,22856.93731,948.342626,24.101982,2828.488281,60.128836,2284.069963,5.918342,9.609741,10.045651,9.173831,2.572563,0.991737,2175.826145,1809.81251,2176.326145,2286.68749,12.520257,-23.798802,46325.10503,972.009228,47.659121,3342.10376,121.865611,2370.430589,6.71193,8.924802,9.219868,8.629737,19.715774,0.992687,2314.657503,1839.323239,2315.157503,2257.176761,12.521351,-23.795493,163853.6734,1021.209765,160.450555,5768.402344,431.04334,2380.19655,6.947816,8.991045,9.072414,8.909675,36.684785,0.996001,1871.698625,2282.870011,1872.198625,1813.629989,12.51783,-23.74781,17607.52995,936.982979,18.791729,2661.212891,46.319429,2247.65108,5.662601,7.858575,8.670708,7.046442,32.540844,0.764406,2229.133852,2261.769935,2229.633852,1834.730065,12.520651,-23.74981,37881.36756,954.823972,39.673666,3181.537598,99.653007,2302.189592,5.902061,8.377011,8.38931,8.364711,44.592981,0.957281,2215.668952,1657.772141,2216.168952,2438.727859,12.52058,-23.815237,1571660.833,1478.662386,1062.893631,32476.67578,4134.505627,2412.641527,6.842952,9.100533,9.150017,9.051049,41.292356,0.9929,2874.724429,1968.988052,2875.224429,2127.511948,12.525762,-23.780975,1291440.179,1361.644911,948.441234,30335.07422,3397.340302,2126.930799,6.405941,8.772194,8.858916,8.685471,328.206061,0.998025,2859.282169,1605.180678,2859.782169,2491.319322,12.525663,-23.820391,509944.6312,1120.744894,455.00509,9837.516602,1341.491054,2190.136604,8.151251,9.421501,8.871199,9.971802,75.318732,0.982156,1965.1509,2878.596428,1965.6509,1217.903572,12.518533,-23.683216,507065.8792,1120.107242,452.694046,13874.10938,1333.918036,2212.663436,5.910056,8.595218,9.313744,7.876692,16.804574,0.960256,3148.952683,2082.570355,3149.452683,2013.929645,12.527918,-23.768432,340689.6578,1028.145802,331.363176,9881.560547,896.238729,2032.226278,6.461843,8.651921,8.789269,8.514573,339.282431,0.998207,2565.512141,2127.180007,2566.012141,1969.319993,12.523312,-23.764108,316374.2358,1060.847541,298.227807,9265.313477,832.273116,2256.828113,6.338394,8.651435,8.916692,8.386178,8.677493,0.99588
5,cpt1m010-fa16-20190614-0080-e91.fits,5,0,58649.30297,2458649.303,2458649.306,1.088151,70.064,7.087905,11,23,35,0.11543,0.204188,0.018125,0.007695,0.015264,0.054411,0.005838,0.01309,0.529171,0.775101,0.206674,0.20657,0.129873,0.118473,0.000379,0.000432,0.000327,0.000321,0.00033,0.00035,0.000318,0.000325,0.000678,0.001301,0.000498,0.000497,0.000413,0.000415,304.386375,472.250159,55.501089,23.968713,46.242442,155.369247,18.350538,40.246182,780.196553,595.876054,415.009903,415.324164,314.843666,285.329152,2969539.205,2576.094514,1992.622376,2043.120082,1993.122376,2053.379918,12.518801,-23.773704,342774.0245,380.132711,1086.145717,315.587512,9109.43457,901.72199,2343.179851,1838,6.617719,9.023731,9.45765,8.589812,26.465257,0.974662,1937.797059,2265.747614,1938.297059,1830.752386,12.518356,-23.749637,606344.5472,1171.25475,517.688015,15695.38379,1595.086478,2299.362449,6.276137,8.685059,9.103225,8.266893,22.538572,0.98149,1845.073815,2104.413521,1845.573815,1992.086479,12.517633,-23.76718,53822.24036,968.626383,55.565532,3485.506592,141.588026,2312.336061,6.29242,8.899072,9.25541,8.542734,27.649351,0.980275,1961.172506,2135.26572,1961.672506,1961.23428,12.518547,-23.763749,22850.95812,953.159968,23.973896,2834.020996,60.113106,2324.15543,6.02819,8.793546,9.782848,7.804244,20.740245,0.912039,2175.803697,1809.897155,2176.303697,2286.602845,12.520259,-23.798815,45326.74717,979.408948,46.279695,3421.178955,119.239271,2406.811994,6.661145,8.539029,8.391513,8.686545,55.224404,0.990226,2314.496314,1839.441545,2314.996314,2257.058455,12.521352,-23.795504,161576.6453,1030.463013,156.800044,5771.14209,425.053253,2423.541785,7.306961,8.730759,8.85995,8.601567,34.992081,0.992527,1871.107702,2282.970324,1871.607702,1813.529676,12.517829,-23.747823,17334.81917,944.529411,18.352863,2760.180908,45.602019,2286.903298,6.635796,7.818992,7.764002,7.873981,60.206287,0.999228,2228.769028,2261.981039,2229.269028,1834.518961,12.520651,-23.749814,38870.10498,965.219679,40.270734,3225.243896,102.254039,2341.922775,6.387989,8.98513,9.590638,8.379623,21.640873,0.966033,2215.481947,1657.932175,2215.981947,2438.567825,12.520581,-23.815241,1571394.438,1482.667012,1059.843124,33297.64844,4133.804833,2450.048073,6.686063,8.988307,9.019111,8.957503,42.677834,0.992834,2874.526272,1969.198713,2875.026272,2127.301287,12.525763,-23.780983,1296654.733,1369.035059,947.130407,31117.8125,3411.058019,2167.578822,6.49566,8.698142,8.816548,8.579736,334.758657,0.99817,2859.11398,1605.411599,2859.61398,2491.088401,12.525664,-23.820392,508609.814,1128.204961,450.813311,9866.726562,1337.979603,2235.535393,8.12814,9.320023,8.790607,9.84944,72.772978,0.981139,1964.973946,2878.789141,1965.473946,1217.710859,12.518535,-23.683226,508397.3698,1126.679128,451.235278,14668.25098,1337.420735,2245.720381,5.89932,8.510483,9.242953,7.778013,17.922193,0.955568,3148.757429,2082.752139,3149.257429,2013.747861,12.527919,-23.768446,341333.2249,1040.029037,328.195861,10008.11328,897.931735,2076.066599,6.150613,8.530435,8.639049,8.421821,328.839107,0.996996,2565.293326,2127.336713,2565.793326,1969.163287,12.523313,-23.76412,314544.0639,1066.814538,294.844186,9547.786133,827.458555,2298.308804,6.668631,8.523349,8.761879,8.28482,16.955107,0.995459
6,cpt1m010-fa16-20190614-0081-e91.fits,6,0,58649.30409,2458649.304,2458649.307,1.090855,70.069,6.960641,11,23,35,0.114511,0.204951,0.017411,0.007715,0.016472,0.055386,0.005728,0.013313,0.531519,0.775987,0.207241,0.205932,0.129903,0.118153,0.00038,0.000435,0.000327,0.000324,0.000333,0.000352,0.000321,0.000328,0.000683,0.001308,0.000501,0.000499,0.000415,0.000417,301.205221,471.441324,53.206658,23.802315,49.478715,157.309209,17.826559,40.64521,778.617981,593.172779,413.948682,412.439731,313.350549,283.18864,2961923.451,2581.363643,1992.748293,2043.001867,1993.248293,2053.498133,12.518801,-23.773701,339171.7516,380.132711,1086.558847,312.152216,9264.711914,892.245633,2370.440375,1859,6.485668,9.021888,9.454404,8.589372,25.452924,0.976987,1937.975467,2265.625775,1938.475467,1830.874225,12.518356,-23.749635,607048.4783,1173.937796,517.104467,16095.75098,1596.938281,2324.965866,6.167607,8.72572,9.101726,8.349713,23.040311,0.98462,1845.292212,2104.306194,1845.792212,1992.193806,12.517634,-23.767177,51570.68453,968.209852,53.263953,3476.453125,135.664948,2335.479008,6.630647,8.731339,8.792033,8.670645,43.327538,0.94323,1960.820743,2135.492077,1961.320743,1961.007923,12.518543,-23.76371,22852.70216,959.897567,23.807438,2978.654541,60.117694,2349.384235,5.785521,9.012069,9.579795,8.444343,11.898342,0.981189,2175.603099,1809.806263,2176.103099,2286.693737,12.520257,-23.79881,48787.69469,985.116818,49.524781,3464.255127,128.343847,2429.216788,6.789976,8.782897,9.047509,8.518285,28.50646,0.987774,2314.598778,1839.344915,2315.098778,2257.155085,12.521352,-23.7955,164047.7644,1032.989445,158.808752,5654.980957,431.553927,2447.848018,6.830422,8.94523,9.043737,8.846724,34.265699,0.99638,1871.834439,2282.791748,1872.334439,1813.708252,12.517833,-23.747827,16965.53486,951.585038,17.828711,2775.892822,44.630558,2308.676828,5.8435,7.149975,7.049046,7.250904,47.797663,0.916192,2228.962413,2261.853242,2229.462413,1834.646758,12.520651,-23.749813,39431.65989,969.534008,40.670734,3277.265869,103.731299,2365.963023,6.079444,8.713333,9.261473,8.165193,4.386143,0.983921,2215.63883,1657.831466,2216.13883,2438.668534,12.520582,-23.815237,1574318.25,1485.17166,1060.024435,33589.19922,4141.496388,2472.60668,6.786855,9.034888,9.060084,9.009693,42.93372,0.99401,2874.69551,1969.065827,2875.19551,2127.434173,12.525763,-23.780982,1294161.73,1370.863333,944.048687,30981.64063,3404.499776,2197.600595,6.454507,8.711866,8.796242,8.62749,327.835773,0.998001,2859.263143,1605.284357,2859.763143,2491.215643,12.525664,-23.820391,508458.5766,1130.234571,449.869956,10078.79981,1337.581749,2262.892975,8.049423,9.369297,8.829861,9.908733,75.181211,0.982564,1965.138323,2878.704051,1965.638323,1217.795949,12.518535,-23.68322,505795.3003,1129.353452,447.862713,14515.55859,1330.575574,2274.786571,5.860124,8.487613,9.213882,7.761344,15.738607,0.960317,3148.927417,2082.677827,3149.427417,2013.822173,12.527919,-23.768439,340526.9487,1042.533226,326.634145,9952.033203,895.810696,2110.84098,6.155766,8.546369,8.697882,8.394856,335.407487,0.997059,2565.478759,2127.244581,2565.978759,1969.255419,12.523314,-23.764115,312980.8955,1069.778973,292.565944,9663.8125,823.34639,2323.699285,6.441609,8.564847,8.863379,8.266314,7.075341,0.994844
