 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD-OBS,EXPTIME,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_T7,rel_flux_T8,rel_flux_T9,rel_flux_T10,rel_flux_C11,rel_flux_C12,rel_flux_C13,rel_flux_C14,rel_flux_C15,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_T7,rel_flux_err_T8,rel_flux_err_T9,rel_flux_err_T10,rel_flux_err_C11,rel_flux_err_C12,rel_flux_err_C13,rel_flux_err_C14,rel_flux_err_C15,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_T7,rel_flux_SNR_T8,rel_flux_SNR_T9,rel_flux_SNR_T10,rel_flux_SNR_C11,rel_flux_SNR_C12,rel_flux_SNR_C13,rel_flux_SNR_C14,rel_flux_SNR_C15,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,X(IJ)_T8,Y(IJ)_T8,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Source_SNR_T8,Peak_T8,Mean_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,X-Width_T8,Y-Width_T8,Angle_T8,Roundness_T8,X(IJ)_T9,Y(IJ)_T9,X(FITS)_T9,Y(FITS)_T9,RA_T9,DEC_T9,Source-Sky_T9,Source_Error_T9,Source_SNR_T9,Peak_T9,Mean_T9,Sky/Pixel_T9,FWHM_T9,Width_T9,X-Width_T9,Y-Width_T9,Angle_T9,Roundness_T9,X(IJ)_T10,Y(IJ)_T10,X(FITS)_T10,Y(FITS)_T10,RA_T10,DEC_T10,Source-Sky_T10,Source_Error_T10,Source_SNR_T10,Peak_T10,Mean_T10,Sky/Pixel_T10,FWHM_T10,Width_T10,X-Width_T10,Y-Width_T10,Angle_T10,Roundness_T10,X(IJ)_C11,Y(IJ)_C11,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Source_SNR_C11,Peak_C11,Mean_C11,Sky/Pixel_C11,FWHM_C11,Width_C11,X-Width_C11,Y-Width_C11,Angle_C11,Roundness_C11,X(IJ)_C12,Y(IJ)_C12,X(FITS)_C12,Y(FITS)_C12,RA_C12,DEC_C12,Source-Sky_C12,Source_Error_C12,Source_SNR_C12,Peak_C12,Mean_C12,Sky/Pixel_C12,FWHM_C12,Width_C12,X-Width_C12,Y-Width_C12,Angle_C12,Roundness_C12,X(IJ)_C13,Y(IJ)_C13,X(FITS)_C13,Y(FITS)_C13,RA_C13,DEC_C13,Source-Sky_C13,Source_Error_C13,Source_SNR_C13,Peak_C13,Mean_C13,Sky/Pixel_C13,FWHM_C13,Width_C13,X-Width_C13,Y-Width_C13,Angle_C13,Roundness_C13,X(IJ)_C14,Y(IJ)_C14,X(FITS)_C14,Y(FITS)_C14,RA_C14,DEC_C14,Source-Sky_C14,Source_Error_C14,Source_SNR_C14,Peak_C14,Mean_C14,Sky/Pixel_C14,FWHM_C14,Width_C14,X-Width_C14,Y-Width_C14,Angle_C14,Roundness_C14,X(IJ)_C15,Y(IJ)_C15,X(FITS)_C15,Y(FITS)_C15,RA_C15,DEC_C15,Source-Sky_C15,Source_Error_C15,Source_SNR_C15,Peak_C15,Mean_C15,Sky/Pixel_C15,FWHM_C15,Width_C15,X-Width_C15,Y-Width_C15,Angle_C15,Roundness_C15
1,lsc1m005-fa15-20190613-0164-e91.fits,1,0,58648.75957,2458648.76,2458648.761,59.989,1.915384,11.782492,16,28,42,0.144392,0.057672,0.021614,0.00267,0.002759,0.0016,0.004115,0.006493,0.00449,0.013338,0.459096,0.196073,0.339343,0.155701,0.153849,0.000352,0.000299,0.000279,0.00027,0.000269,0.000269,0.000269,0.000271,0.00027,0.000274,0.000742,0.000442,0.000596,0.000404,0.0004,409.808225,192.56787,77.470385,9.894683,10.261516,5.939834,15.294126,23.922639,16.653954,48.665268,619.030884,443.629843,569.41101,385.645746,384.853678,2950858.613,2348.143477,2008.501712,2045.471623,2009.001712,2051.028377,23.549581,-29.416871,426080.3035,804.247719,982.869657,433.506417,4209.51709,529.787394,631.215855,2712,11.957846,13.311291,12.542914,14.079668,79.435015,0.984783,2166.047834,1965.221764,2166.547834,2131.278236,23.550891,-29.425465,170181.0927,873.308701,194.869343,2274.505127,211.602829,630.885788,11.345794,13.113154,12.276311,13.949996,76.27941,0.979485,2100.594319,1700.701947,2101.094319,2395.798053,23.55036,-29.454142,63778.92799,821.702655,77.618014,1250.642944,79.302591,628.992606,11.836146,12.923754,12.488806,13.358702,78.170218,0.994612,1823.581311,1882.542396,1824.081311,2213.957604,23.548056,-29.434617,7880.197667,796.382622,9.894989,766.060669,9.798222,632.157989,11.641173,13.245925,12.17797,14.313881,56.484355,0.831447,1786.756621,1807.694592,1787.256621,2288.805408,23.547754,-29.442741,8140.462658,793.273759,10.261858,731.719666,10.121835,624.967964,10.360673,10.580663,7.479139,13.682187,291.183271,0.466084,1889.609738,1743.194896,1890.109738,2353.305104,23.54861,-29.449665,4721.601581,794.895772,5.9399,788.235901,5.87083,631.688323,15.336586,10.799934,12.589495,9.010372,28.740281,0.640012,1926.64387,2275.343818,1927.14387,1821.156182,23.548893,-29.392032,12142.32163,793.86178,15.295259,760.328796,15.097738,625.253354,10.915667,13.332388,12.309199,14.355576,288.341384,0.963796,2142.50726,2206.509428,2143.00726,1889.990572,23.550684,-29.399356,19160.74116,800.800815,23.926975,807.961609,23.824427,627.622521,13.023714,13.558945,12.404437,14.713453,279.582519,0.967963,2228.628035,2001.208659,2229.128035,2095.291341,23.551407,-29.42153,13250.52083,795.568239,16.655417,742.769226,16.475671,629.723708,8.759835,17.968784,17.922885,18.014684,313.263322,0.992889,1838.304533,2431.5847,1838.804533,1664.9153,23.548154,-29.375167,39357.97492,808.142102,48.7018,1011.343262,48.937627,626.957692,11.833786,13.936691,12.863232,15.01015,81.284916,0.974237,1891.823058,2786.60491,1892.323058,1309.89509,23.548582,-29.336701,928469.8818,1173.848194,790.962483,7975.930176,1154.457587,635.862696,12.767059,13.632552,12.706206,14.558897,82.353563,0.980332,2709.601031,2466.50186,2710.101031,1629.99814,23.555369,-29.370848,483735.5663,1008.001814,479.895532,4827.420898,601.475832,626.595362,11.982642,13.384176,12.419177,14.349176,78.344826,0.9756,739.631836,1807.772061,740.131836,2288.727939,23.539076,-29.443259,747645.4886,1109.418541,673.907512,6891.732422,929.6209,633.444733,12.645998,13.450934,12.897624,14.004245,89.113443,0.993248,3064.444053,1569.122822,3064.944053,2527.377178,23.558357,-29.467756,397552.9567,975.765124,407.426897,4257.979004,494.316548,634.666811,10.972978,13.051374,12.283342,13.819405,68.517457,0.974311,2132.257055,1217.834671,2132.757055,2878.665329,23.550645,-29.5064,393454.7197,967.917081,406.496308,4098.051758,489.220809,629.449544,11.357478,13.045017,12.416815,13.673219,72.581118,0.986294
2,lsc1m005-fa15-20190613-0165-e91.fits,2,0,58648.76057,2458648.761,2458648.762,59.988,1.899317,12.210619,16,28,42,0.144363,0.057667,0.022029,0.003314,0.003196,0.002169,0.004205,0.006614,0.004327,0.012938,0.461305,0.192271,0.339971,0.156713,0.154546,0.000351,0.000297,0.000277,0.000269,0.000266,0.000267,0.000267,0.000269,0.000269,0.000273,0.000742,0.000436,0.000595,0.000403,0.0004,411.563379,193.968344,79.649921,12.317945,12.003904,8.130129,15.758943,24.560687,16.103805,47.428254,621.69263,440.615039,571.507267,389.077364,386.168036,2936417.636,2329.182888,2008.288768,2045.387559,2008.788768,2051.112441,23.549581,-29.416873,423910.6463,804.247719,973.570191,435.418679,3873.19165,527.089647,614.196216,2589,11.694172,13.86066,13.079644,14.641677,80.699978,0.985951,2165.853054,1965.285351,2166.353054,2131.214649,23.550891,-29.425454,169335.6872,862.612065,196.305725,1997.182495,210.551654,611.504701,11.845234,13.595083,12.863521,14.326646,75.629196,0.985021,2100.337328,1700.25571,2100.837328,2396.24429,23.55036,-29.45419,64686.01351,810.506582,79.809362,1100.147583,80.430459,609.828504,11.454761,14.172743,13.619973,14.725512,82.927918,0.993549,1822.644084,1883.919805,1823.144084,2212.580195,23.54805,-29.434463,9731.886096,790.019883,12.318533,716.071838,12.100608,614.006159,14.31602,16.713574,16.391155,17.035993,301.439462,0.992843,1786.164487,1807.783808,1786.664487,2288.716192,23.547751,-29.442728,9385.356334,781.823212,12.004448,712.920654,11.669733,606.212201,9.467219,14.341991,14.178546,14.505436,311.249551,0.969523,1886.744202,1743.038693,1887.244202,2353.461307,23.548587,-29.449682,6369.561382,783.435128,8.130298,712.606567,7.9199,611.494644,11.502297,12.673991,13.306761,12.041222,35.091719,0.913675,1926.398369,2275.829349,1926.898369,1820.670651,23.548892,-29.391968,12348.06947,783.498288,15.760174,782.053284,15.353565,606.883559,8.961433,13.65658,12.39069,14.922471,271.907761,0.966064,2141.765967,2205.393844,2142.265967,1891.106156,23.55068,-29.399469,19421.20708,790.593569,24.565349,783.957764,24.14829,610.330315,8.94456,15.305295,14.758453,15.852136,63.739504,0.986243,2228.915124,2000.815973,2229.415124,2095.684027,23.551412,-29.421568,12707.07558,789.008513,16.105118,741.459839,15.799952,612.196659,13.749551,17.560993,18.231966,16.890021,325.590128,0.955397,1838.158069,2431.50109,1838.658069,1664.99891,23.548155,-29.375162,37990.93864,800.452086,47.461852,901.706055,47.237857,610.031563,11.537099,14.096861,13.245204,14.948517,75.030254,0.980699,1891.448506,2786.388829,1891.948506,1310.111171,23.548581,-29.336704,926968.4103,1165.176558,795.56047,7416.825684,1152.590661,617.69824,11.715299,14.004332,13.048201,14.960463,86.719281,0.981283,2709.287363,2466.333992,2709.787363,1630.166008,23.555369,-29.370857,473539.6468,995.54835,475.657106,4318.27002,588.798246,613.520281,11.277648,13.876513,12.881699,14.871327,80.392646,0.97718,739.259724,1807.640772,739.759724,2288.859228,23.539072,-29.443263,745014.106,1101.118867,676.597348,6153.321777,926.349044,613.794349,12.522068,13.932288,13.353678,14.510899,89.544524,0.993123,3064.201385,1569.15614,3064.701385,2527.34386,23.558357,-29.467761,397829.5768,967.072533,411.375117,3923.01709,494.660497,618.188934,10.892698,13.579905,12.751384,14.408427,74.691771,0.980045,2131.927639,1217.876687,2132.427639,2878.623313,23.550644,-29.506404,393065.896,963.663817,407.886951,3782.841797,488.737346,612.059554,11.496733,13.672269,13.031774,14.312763,75.492711,0.988571
3,lsc1m005-fa15-20190613-0166-e91.fits,3,0,58648.76157,2458648.762,2458648.763,59.972,1.883549,12.248626,16,28,42,0.144193,0.058049,0.022026,0.003193,0.002259,0.001773,0.003529,0.006131,0.004199,0.012247,0.460319,0.194848,0.339205,0.15588,0.15415,0.000355,0.000301,0.000281,0.000272,0.000271,0.000271,0.000271,0.000274,0.000272,0.000277,0.000747,0.000442,0.000598,0.000406,0.000403,406.55781,192.740534,78.245831,11.721353,8.343986,6.534511,13.009459,22.3407,15.429087,44.217435,616.41579,440.780711,566.951995,384.284706,382.467847,2914667.456,2330.146893,2008.730222,2045.324794,2009.230222,2051.175206,23.549583,-29.416853,420274.7329,804.247719,977.612785,429.898974,3288.791016,522.568759,622.064992,2631,12.31214,14.522986,14.020684,15.025288,74.948702,0.993622,2166.256202,1965.020165,2166.756202,2131.479835,23.550892,-29.425456,169192.405,867.341039,195.070217,1736.473755,210.373497,621.108243,11.79962,14.519267,13.942283,15.096251,72.55354,0.99064,2100.675065,1700.136996,2101.175065,2396.363004,23.550361,-29.454176,64198.97549,818.871065,78.39937,1070.404907,79.824877,618.788534,11.378375,14.625216,14.245768,15.004664,59.636015,0.988753,1824.285801,1883.329672,1824.785801,2213.170328,23.548062,-29.434498,9307.216344,794.004584,11.721867,719.089661,11.572574,624.377426,15.904531,16.954962,15.699505,18.210419,274.412695,0.977784,1785.512428,1807.133268,1786.012428,2289.366732,23.547744,-29.44277,6583.099357,788.945834,8.344172,720.377686,8.185413,618.497705,6.897597,12.853762,9.06806,16.639463,73.36359,0.579703,1888.568182,1742.42727,1889.068182,2354.07273,23.548601,-29.449719,5168.568962,790.954108,6.5346,721.015442,6.426588,622.366333,7.993585,14.74165,15.884318,13.598983,22.417611,0.952778,1927.319824,2275.58801,1927.819824,1820.91199,23.548899,-29.391968,10286.30229,790.635935,13.010163,777.896179,12.789968,617.756691,10.577938,12.907395,13.503453,12.311337,335.284529,0.979918,2142.133822,2206.15398,2142.633822,1890.34602,23.550682,-29.399361,17869.25847,799.724629,22.344264,815.937683,22.2186,620.900132,12.021485,14.784065,13.890406,15.677725,270.395969,0.985488,2228.337194,2000.794464,2228.837194,2095.705536,23.551405,-29.421545,12238.94356,793.177994,15.430261,736.964844,15.217878,621.082613,10.306331,17.935692,18.962041,16.909344,344.789744,0.982501,1838.740098,2431.743492,1839.240098,1664.756508,23.548158,-29.37511,35694.92766,806.754583,44.245088,899.008484,44.383001,620.786849,12.225088,14.153234,13.689024,14.617444,70.410473,0.992854,1891.922699,2786.341723,1892.422699,1310.158277,23.548583,-29.336685,918756.0447,1165.76307,788.115586,6518.298828,1142.379422,627.876455,12.399598,14.684636,14.020645,15.348626,86.16903,0.991708,2709.65672,2466.254296,2710.15672,1630.245704,23.555371,-29.370843,475305.6265,997.197566,476.641382,3764.661133,590.994062,618.052562,12.103009,14.57403,13.921807,15.226254,76.89198,0.990086,739.722582,1807.372212,740.222582,2289.127788,23.539075,-29.44326,738250.8048,1100.032635,671.117184,5307.421875,917.939569,625.419619,12.162712,14.677966,14.358443,14.99749,83.718594,0.998012,3064.573159,1568.858363,3065.073159,2527.641637,23.558358,-29.467768,393067.1465,968.022989,406.051459,3432.736328,488.738901,623.92242,11.733175,14.260949,13.769112,14.752785,65.405344,0.988888,2132.306726,1217.719218,2132.806726,2878.780782,23.550645,-29.506392,389287.8337,963.866026,403.881684,3322.967529,484.039711,618.888893,11.703585,14.377552,14.024497,14.730608,65.178488,0.994255
4,lsc1m005-fa15-20190613-0167-e91.fits,4,0,58648.76257,2458648.763,2458648.764,59.973,1.868192,13.145219,16,28,42,0.143674,0.058,0.022077,0.003371,0.00291,0.002254,0.003758,0.006162,0.004033,0.012503,0.458425,0.193926,0.340001,0.156126,0.155361,0.000354,0.000302,0.00028,0.000272,0.00027,0.000271,0.00027,0.000273,0.000271,0.000275,0.000743,0.000441,0.000599,0.000405,0.000404,405.42762,192.097137,78.710863,12.384569,10.794306,8.32718,13.920744,22.578018,14.863619,45.451732,616.721114,439.84032,567.247735,385.48418,384.613263,2912480.293,2326.43295,2008.168465,2045.372182,2008.668465,2051.127818,23.54958,-29.416869,418447.9425,804.247719,976.493542,428.520952,3413.936035,520.297332,619.232507,2623,12.138819,14.500766,13.867312,15.134221,75.886364,0.990205,2165.734376,1965.147978,2166.234376,2131.352022,23.55089,-29.425463,168923.7213,868.952197,194.399326,1752.041138,210.039416,615.17896,12.41627,14.279609,13.654105,14.905113,70.521704,0.987356,2100.276981,1700.637916,2100.776981,2395.862084,23.550359,-29.454143,64297.67697,815.268249,78.866897,1092.881836,79.947602,614.512318,12.760671,14.313882,13.93712,14.690644,66.091156,0.993862,1822.089077,1884.858711,1822.589077,2211.641289,23.548045,-29.434356,9816.914225,792.634276,12.385175,726.68457,12.206331,618.218414,12.44019,18.081431,17.576868,18.585995,68.139797,0.994046,1786.441067,1808.833864,1786.941067,2287.666136,23.547753,-29.442607,8474.634459,785.073138,10.794707,735.875061,10.537343,611.356572,11.93062,12.349235,11.212986,13.485484,281.711153,0.960454,1891.407362,1744.546509,1891.907362,2351.953491,23.548626,-29.44951,6564.991004,788.363573,8.327365,726.911255,8.162897,616.833082,20.522793,15.643327,17.443833,13.84282,30.21424,0.788082,1927.04811,2275.591345,1927.54811,1820.908655,23.548898,-29.391988,10946.23804,786.277022,13.921605,733.203552,13.61053,613.014633,10.670307,13.876809,11.630545,16.123072,74.465248,0.864344,2141.726739,2206.411899,2142.226739,1890.088101,23.55068,-29.399353,17947.16191,794.766085,22.581691,801.444153,22.315465,616.138522,11.913762,14.237713,12.842822,15.632605,86.507969,0.961768,2226.090351,2000.268945,2226.590351,2096.231055,23.551388,-29.421623,11746.75923,790.247041,14.864667,724.207336,14.605897,617.191175,11.285128,18.032796,17.780239,18.285354,65.757314,0.998215,1837.930049,2431.345057,1838.430049,1665.154943,23.548153,-29.375173,36416.09391,800.675436,45.481717,916.195984,45.279698,616.723518,9.797214,15.011782,14.539369,15.484195,70.829545,0.993573,1891.492147,2786.419591,1891.992147,1310.080409,23.548581,-29.336695,915476.443,1161.793775,787.985323,6436.956055,1138.301572,623.859801,12.17571,14.653071,13.865424,15.440718,80.647985,0.987192,2709.311498,2466.331308,2709.811498,1630.168692,23.555369,-29.370852,473066.876,995.238076,475.330363,3972.687744,588.210404,613.556915,11.492121,14.451972,13.626444,15.2775,78.130173,0.984525,739.305968,1807.635039,739.805968,2288.864961,23.539073,-29.443256,738989.6217,1100.721467,671.368411,5362.01709,918.858212,622.536384,12.733693,14.557418,14.137686,14.977149,87.940905,0.996663,3064.248212,1569.132234,3064.748212,2527.367766,23.558358,-29.467757,393307.5907,965.292011,407.449338,3530.526123,489.037869,620.792351,10.974823,14.169637,13.567153,14.772122,68.469246,0.986502,2131.916682,1217.82594,2132.416682,2878.67406,23.550643,-29.506403,391639.7621,963.665012,406.406539,3531.8125,486.964094,615.665204,11.677534,14.209203,13.674684,14.743722,75.104162,0.992506
5,lsc1m005-fa15-20190613-0168-e91.fits,5,0,58648.76358,2458648.764,2458648.765,59.985,1.853005,12.739532,16,28,42,0.143728,0.057675,0.022065,0.003018,0.002451,0.002064,0.004101,0.005824,0.004158,0.012318,0.461064,0.195045,0.338732,0.155868,0.153865,0.000352,0.0003,0.000279,0.000271,0.000268,0.000269,0.000269,0.00027,0.00027,0.000275,0.000744,0.000441,0.000595,0.000403,0.000401,408.425234,192.454917,79.174015,11.151971,9.146261,7.678531,15.227268,21.557993,15.412926,44.85306,619.643102,442.495023,569.374191,386.921941,383.622926,2930412.929,2331.534623,2008.164925,2045.668526,2008.664925,2050.831474,23.54958,-29.416876,421182.6356,804.247719,975.269261,431.862925,3924.786377,523.697644,618.673031,2609,11.973266,14.168652,13.459066,14.878238,80.719145,0.988892,2165.670667,1965.481515,2166.170667,2131.018485,23.550889,-29.425466,169012.1328,867.834313,194.751614,2013.907837,210.149347,618.677241,11.394438,13.945742,13.181075,14.710409,77.717636,0.985548,2100.096248,1700.519908,2100.596248,2395.980092,23.550357,-29.454196,64658.94103,815.046755,79.331573,1146.108276,80.396798,615.207924,11.004588,14.05885,13.256739,14.860962,89.315035,0.987056,1821.658547,1884.113449,1822.158547,2212.386551,23.548041,-29.434476,8845.223823,793.122154,11.15241,712.546082,10.998134,619.437859,10.633503,16.753594,16.704174,16.803014,310.756761,0.998402,1786.071007,1807.943929,1786.571007,2288.556071,23.547749,-29.442743,7183.744057,785.408802,9.146503,728.884827,8.932253,611.875143,10.019121,10.595197,9.052642,12.137752,63.001432,0.764708,1887.659172,1742.811227,1888.159172,2353.688773,23.548594,-29.449739,6047.790786,787.608672,7.678675,704.975586,7.519811,616.756822,15.172268,12.797926,12.299331,13.29652,51.478301,0.879597,1927.186906,2276.382464,1927.686906,1820.117536,23.548899,-29.39194,12017.91406,789.178474,15.228386,743.687866,14.94305,613.757286,13.262953,13.74028,13.044733,14.435826,276.508804,0.989257,2141.73881,2205.620677,2142.23881,1890.879323,23.550679,-29.399477,17066.01191,791.516226,21.561165,829.45929,21.219845,616.165546,11.458625,15.063334,13.861157,16.265511,77.787225,0.969655,2228.927,2001.565474,2229.427,2094.934526,23.551411,-29.421521,12183.4917,790.412912,15.414085,721.627991,15.148929,617.21494,12.563612,16.80534,18.396541,15.21414,357.401656,0.964483,1838.121896,2431.821334,1838.621896,1664.678666,23.548154,-29.375159,36095.87316,804.245716,44.881648,914.098938,44.881536,617.162911,11.979111,14.073684,12.745639,15.401729,81.822977,0.961995,1891.381935,2786.671213,1891.881935,1309.828787,23.54858,-29.336705,924743.1059,1166.576567,792.698167,7580.173828,1149.823722,624.491081,12.124958,14.335122,13.417532,15.252712,86.684133,0.983525,2709.202875,2466.660712,2709.702875,1629.839288,23.555368,-29.370855,478276.5819,999.743552,478.399267,4486.395996,594.688142,616.558375,11.905085,14.115431,13.21763,15.013233,81.35872,0.982394,739.060913,1807.686394,739.560913,2288.813606,23.53907,-29.443288,741465.8058,1100.489334,673.760102,5935.358398,921.937095,619.763405,12.23751,14.365858,13.814895,14.916822,86.677685,0.994054,3064.161337,1569.246628,3064.661337,2527.253372,23.558357,-29.467787,395164.6902,966.268984,408.959303,3998.350342,491.346983,623.362576,10.883582,13.823885,13.077645,14.570125,72.438431,0.982677,2131.72567,1217.995404,2132.22567,2878.504596,23.550641,-29.506426,390762.7453,964.838389,405.003314,3816.375977,485.873613,618.265591,11.335145,13.839043,13.226518,14.451567,75.228983,0.989688
6,lsc1m005-fa15-20190613-0169-e91.fits,6,0,58648.76458,2458648.765,2458648.766,59.972,1.838163,12.186436,16,28,42,0.143881,0.057774,0.022373,0.002896,0.002441,0.001857,0.004116,0.006576,0.003818,0.012445,0.460084,0.195061,0.33961,0.156237,0.153443,0.000351,0.000299,0.000278,0.000269,0.000268,0.000267,0.000269,0.000269,0.000269,0.000273,0.000741,0.000439,0.000594,0.000403,0.000399,409.484136,193.263665,80.39821,10.753127,9.099916,6.943926,15.308435,24.412041,14.185757,45.567648,620.851445,444.590825,571.477032,387.654586,384.338392,2937620.76,2330.910845,2008.444948,2045.566686,2008.944948,2050.933314,23.549581,-29.416875,422667.3265,804.247719,976.191805,432.975696,3971.485596,525.543705,617.503516,2606,11.713381,13.998719,13.216746,14.780691,81.053789,0.986303,2165.994703,1965.31544,2166.494703,2131.18456,23.55089,-29.425471,169719.387,867.788412,195.576923,2034.940918,211.028745,614.372188,11.118995,13.821134,13.010891,14.631377,76.788735,0.982976,2100.468147,1700.565392,2100.968147,2395.934608,23.550359,-29.454177,65723.20751,815.80594,80.562306,1168.924683,81.720104,612.248358,11.793449,14.275591,13.826357,14.724825,80.566589,0.995585,1823.908659,1882.489459,1824.408659,2214.010541,23.548059,-29.434638,8506.274269,791.022424,10.753518,712.754761,10.576684,617.586442,11.079834,16.767995,16.939381,16.59661,325.835751,0.996936,1785.134401,1808.703147,1785.634401,2287.796853,23.547741,-29.442649,7170.126673,787.912723,9.100153,710.65509,8.915321,611.552344,8.36209,12.079602,9.058321,15.100883,277.527125,0.762335,1887.641556,1744.034491,1888.141556,2352.465509,23.548593,-29.449593,5455.678379,785.664424,6.944031,706.855591,6.78358,614.388315,13.747607,7.682888,5.927563,9.438213,279.292908,0.79008,1926.880516,2275.647426,1927.380516,1820.852574,23.548895,-29.392009,12092.2976,789.852483,15.309565,745.34967,15.035539,611.255331,10.818471,14.310709,15.297192,13.324227,2.575702,0.981019,2142.143985,2206.439554,2142.643985,1890.060446,23.550682,-29.399377,19319.00045,791.223321,24.416622,784.006226,24.021206,612.509581,10.821438,15.216819,14.757312,15.676326,57.156988,0.978523,2227.963217,2001.407779,2228.463217,2095.092221,23.551402,-29.421526,11217.04534,790.675799,14.186656,735.230591,13.947252,615.032264,12.179156,17.240434,17.534366,16.946503,319.05596,0.941641,1838.285771,2431.450903,1838.785771,1665.049097,23.548154,-29.375189,36557.9841,801.754799,45.597462,915.675964,45.456124,615.111161,10.797624,14.087616,13.140751,15.034481,77.889867,0.978468,1891.722755,2786.669045,1892.222755,1309.830955,23.548582,-29.336696,925666.8969,1166.615447,793.463604,7645.572754,1150.972362,621.159392,12.379159,14.239249,13.339358,15.13914,87.306897,0.98401,2709.51864,2466.582647,2710.01864,1629.917353,23.555369,-29.370853,479486.1366,997.117254,480.872369,4501.996094,596.1921,612.153207,11.92534,14.063004,13.017296,15.108712,81.652865,0.976158,739.457992,1807.781007,739.957992,2288.718993,23.539073,-29.443266,744728.3195,1100.595905,676.659177,6520.632324,925.993698,619.500832,11.802826,14.054958,13.464792,14.645124,272.346629,0.992925,3064.435606,1569.30679,3064.935606,2527.19321,23.558358,-29.467765,396947.516,968.923208,409.679026,4040.605469,493.563745,620.22929,10.344031,13.759016,12.989536,14.528496,73.619086,0.982419,2132.039911,1217.824234,2132.539911,2878.675766,23.550643,-29.506428,390791.8912,963.217222,405.715224,3955.910645,485.909853,614.327332,11.173613,13.770262,13.231609,14.308915,71.633334,0.9905
