 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,JD_MOBS,HJD_MOBS,BJD_TDB,ALT_OBJ,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_T7,rel_flux_T8,rel_flux_T9,rel_flux_T10,rel_flux_T11,rel_flux_T12,rel_flux_T13,rel_flux_T14,rel_flux_T15,rel_flux_T16,rel_flux_T17,rel_flux_C18,rel_flux_C19,rel_flux_C20,rel_flux_C21,rel_flux_C22,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_T7,rel_flux_err_T8,rel_flux_err_T9,rel_flux_err_T10,rel_flux_err_T11,rel_flux_err_T12,rel_flux_err_T13,rel_flux_err_T14,rel_flux_err_T15,rel_flux_err_T16,rel_flux_err_T17,rel_flux_err_C18,rel_flux_err_C19,rel_flux_err_C20,rel_flux_err_C21,rel_flux_err_C22,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_T7,rel_flux_SNR_T8,rel_flux_SNR_T9,rel_flux_SNR_T10,rel_flux_SNR_T11,rel_flux_SNR_T12,rel_flux_SNR_T13,rel_flux_SNR_T14,rel_flux_SNR_T15,rel_flux_SNR_T16,rel_flux_SNR_T17,rel_flux_SNR_C18,rel_flux_SNR_C19,rel_flux_SNR_C20,rel_flux_SNR_C21,rel_flux_SNR_C22,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,Variance_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,Variance_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,Variance_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,Variance_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,Variance_T6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,Variance_T7,X(IJ)_T8,Y(IJ)_T8,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Source_SNR_T8,Peak_T8,Mean_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,X-Width_T8,Y-Width_T8,Angle_T8,Roundness_T8,Variance_T8,X(IJ)_T9,Y(IJ)_T9,X(FITS)_T9,Y(FITS)_T9,RA_T9,DEC_T9,Source-Sky_T9,Source_Error_T9,Source_SNR_T9,Peak_T9,Mean_T9,Sky/Pixel_T9,FWHM_T9,Width_T9,X-Width_T9,Y-Width_T9,Angle_T9,Roundness_T9,Variance_T9,X(IJ)_T10,Y(IJ)_T10,X(FITS)_T10,Y(FITS)_T10,RA_T10,DEC_T10,Source-Sky_T10,Source_Error_T10,Source_SNR_T10,Peak_T10,Mean_T10,Sky/Pixel_T10,FWHM_T10,Width_T10,X-Width_T10,Y-Width_T10,Angle_T10,Roundness_T10,Variance_T10,X(IJ)_T11,Y(IJ)_T11,X(FITS)_T11,Y(FITS)_T11,RA_T11,DEC_T11,Source-Sky_T11,Source_Error_T11,Source_SNR_T11,Peak_T11,Mean_T11,Sky/Pixel_T11,FWHM_T11,Width_T11,X-Width_T11,Y-Width_T11,Angle_T11,Roundness_T11,Variance_T11,X(IJ)_T12,Y(IJ)_T12,X(FITS)_T12,Y(FITS)_T12,RA_T12,DEC_T12,Source-Sky_T12,Source_Error_T12,Source_SNR_T12,Peak_T12,Mean_T12,Sky/Pixel_T12,FWHM_T12,Width_T12,X-Width_T12,Y-Width_T12,Angle_T12,Roundness_T12,Variance_T12,X(IJ)_T13,Y(IJ)_T13,X(FITS)_T13,Y(FITS)_T13,RA_T13,DEC_T13,Source-Sky_T13,Source_Error_T13,Source_SNR_T13,Peak_T13,Mean_T13,Sky/Pixel_T13,FWHM_T13,Width_T13,X-Width_T13,Y-Width_T13,Angle_T13,Roundness_T13,Variance_T13,X(IJ)_T14,Y(IJ)_T14,X(FITS)_T14,Y(FITS)_T14,RA_T14,DEC_T14,Source-Sky_T14,Source_Error_T14,Source_SNR_T14,Peak_T14,Mean_T14,Sky/Pixel_T14,FWHM_T14,Width_T14,X-Width_T14,Y-Width_T14,Angle_T14,Roundness_T14,Variance_T14,X(IJ)_T15,Y(IJ)_T15,X(FITS)_T15,Y(FITS)_T15,RA_T15,DEC_T15,Source-Sky_T15,Source_Error_T15,Source_SNR_T15,Peak_T15,Mean_T15,Sky/Pixel_T15,FWHM_T15,Width_T15,X-Width_T15,Y-Width_T15,Angle_T15,Roundness_T15,Variance_T15,X(IJ)_T16,Y(IJ)_T16,X(FITS)_T16,Y(FITS)_T16,RA_T16,DEC_T16,Source-Sky_T16,Source_Error_T16,Source_SNR_T16,Peak_T16,Mean_T16,Sky/Pixel_T16,FWHM_T16,Width_T16,X-Width_T16,Y-Width_T16,Angle_T16,Roundness_T16,Variance_T16,X(IJ)_T17,Y(IJ)_T17,X(FITS)_T17,Y(FITS)_T17,RA_T17,DEC_T17,Source-Sky_T17,Source_Error_T17,Source_SNR_T17,Peak_T17,Mean_T17,Sky/Pixel_T17,FWHM_T17,Width_T17,X-Width_T17,Y-Width_T17,Angle_T17,Roundness_T17,Variance_T17,X(IJ)_C18,Y(IJ)_C18,X(FITS)_C18,Y(FITS)_C18,RA_C18,DEC_C18,Source-Sky_C18,Source_Error_C18,Source_SNR_C18,Peak_C18,Mean_C18,Sky/Pixel_C18,FWHM_C18,Width_C18,X-Width_C18,Y-Width_C18,Angle_C18,Roundness_C18,Variance_C18,X(IJ)_C19,Y(IJ)_C19,X(FITS)_C19,Y(FITS)_C19,RA_C19,DEC_C19,Source-Sky_C19,Source_Error_C19,Source_SNR_C19,Peak_C19,Mean_C19,Sky/Pixel_C19,FWHM_C19,Width_C19,X-Width_C19,Y-Width_C19,Angle_C19,Roundness_C19,Variance_C19,X(IJ)_C20,Y(IJ)_C20,X(FITS)_C20,Y(FITS)_C20,RA_C20,DEC_C20,Source-Sky_C20,Source_Error_C20,Source_SNR_C20,Peak_C20,Mean_C20,Sky/Pixel_C20,FWHM_C20,Width_C20,X-Width_C20,Y-Width_C20,Angle_C20,Roundness_C20,Variance_C20,X(IJ)_C21,Y(IJ)_C21,X(FITS)_C21,Y(FITS)_C21,RA_C21,DEC_C21,Source-Sky_C21,Source_Error_C21,Source_SNR_C21,Peak_C21,Mean_C21,Sky/Pixel_C21,FWHM_C21,Width_C21,X-Width_C21,Y-Width_C21,Angle_C21,Roundness_C21,Variance_C21,X(IJ)_C22,Y(IJ)_C22,X(FITS)_C22,Y(FITS)_C22,RA_C22,DEC_C22,Source-Sky_C22,Source_Error_C22,Source_SNR_C22,Peak_C22,Mean_C22,Sky/Pixel_C22,FWHM_C22,Width_C22,X-Width_C22,Y-Width_C22,Angle_C22,Roundness_C22,Variance_C22
1,cpt1m010-fa16-20190825-0075-e91.fits,1,0,58721.29338,2458721.2933830,NaN,NaN,NaN,2458721.296885880,NaN,1.063874,9.592989,12,21,32,0.201675,0.629752,0.084706,0.028654,0.075842,0.081052,0.025628,0.013409,0.00969,0.037478,0.010241,0.014409,0.013039,0.022597,0.0251,0.013546,0.01548,0.227673,0.348402,0.246988,0.243839,0.193408,0.00036,0.00072,0.000239,0.000167,0.000229,0.000236,0.000162,0.000143,0.000138,0.000179,0.000139,0.000145,0.000144,0.000159,0.000162,0.000143,0.000147,0.000431,0.000577,0.000453,0.000449,0.000389,559.900947,875.211164,354.031808,171.124005,330.545761,343.852028,158.215395,93.611597,70.165012,208.861846,73.600585,99.08219,90.80509,142.548212,155.331531,94.465165,105.211293,528.686416,604.220078,544.7506,542.883211,497.427508,2172744.231,1589.304321,2122.103074,2068.97174,2122.603074,2027.52826,18.424543,-52.214465,438189.1793,452.389342,713.972859,613.733664,10626.30859,968.610749,120.337673,1436,6.343013,9.978867,10.479342,9.478393,33.049537,0.939013,16.46673,2396.116964,2112.237091,2396.616964,1984.262909,18.427771,-52.209649,1368290.141,1201.012042,1139.28095,34752.13672,3024.585271,126.886339,11.758822,10.189791,11.601384,8.778198,342.338365,0.88899,15.180476,2480.244036,2064.164478,2480.744036,2032.335522,18.428766,-52.214815,184044.9454,502.120351,366.535523,4510.29541,406.82865,116.859114,10.924306,10.39636,9.889824,10.902895,58.619796,0.95489,16.807146,2062.012309,1984.844668,2062.512309,2111.655332,18.423838,-52.223607,62256.95635,360.95055,172.480569,1281.129517,137.618088,116.604552,10.825034,10.278417,11.601802,8.955032,20.762216,0.885524,23.435624,1694.256825,2052.146325,1694.756825,2044.353675,18.419499,-52.216448,164786.1396,483.736029,340.653021,4005.840576,364.257343,118.502665,10.425308,9.698834,10.618155,8.779513,22.796569,0.927906,16.480602,2138.928489,2405.480026,2139.428489,1691.019974,18.424725,-52.177993,176104.212,495.686759,355.273181,4824.253418,389.275776,118.101317,6.199643,8.96334,9.470999,8.455682,353.658845,0.986605,14.198335,2244.688236,2321.352954,2245.188236,1775.147046,18.425976,-52.187062,55682.16703,349.5742,159.285688,1464.827881,123.084613,114.859667,7.66828,10.651631,12.97559,8.327672,351.130844,0.80875,16.132968,2211.037407,2234.822252,2211.537407,1861.677748,18.425583,-52.196454,29134.7193,310.499312,93.831832,862.709106,64.401869,115.493018,10.549494,10.568508,9.549839,11.587176,78.794143,0.957314,15.183228,2129.313966,2169.924226,2129.813966,1926.575774,18.424623,-52.203522,21053.50912,299.661631,70.257607,693.244141,46.538473,116.169431,7.836405,11.434372,13.779225,9.089519,355.86871,0.841821,13.045382,2352.851613,1879.084921,2353.351613,2217.415079,18.427274,-52.234936,81430.08394,385.298483,211.342861,2077.458252,180.000005,115.591013,12.352343,10.760057,12.82523,8.694883,3.680147,0.860649,15.927145,2081.241354,1956.001101,2081.741354,2140.498899,18.424066,-52.226724,22250.13883,301.870839,73.70748,665.855408,49.183605,117.210107,17.539578,13.175845,17.013511,9.33818,356.051663,0.70611,15.508686,2211.037407,1934.368425,2211.537407,2162.131575,18.425598,-52.229012,31307.06425,315.139701,99.343447,893.042847,69.203806,116.912773,8.347114,8.983318,9.556539,8.410096,11.307211,0.981042,15.28472,1864.914599,2162.713334,1865.414599,1933.786666,18.421507,-52.204409,28331.3048,311.312277,91.006063,777.683777,62.625933,116.553403,17.05188,13.303397,10.352494,16.254299,73.108522,0.741198,17.611212,2292.760848,2141.080658,2293.260848,1955.419342,18.426551,-52.206574,49098.21713,342.554861,143.329501,1361.745605,108.530888,116.775211,14.958924,11.951076,10.038412,13.86374,68.711213,0.820372,15.311618,2381.695181,2278.087603,2382.195181,1818.412397,18.427592,-52.191684,54535.26615,348.815887,156.343986,1571.742676,120.549405,114.843984,6.627229,10.209351,12.202884,8.215817,6.007118,0.852074,14.508089,1845.685554,1903.121227,1846.185554,2193.378773,18.42129,-52.232546,29432.17795,310.82177,94.691494,781.536621,65.059397,114.779551,9.430667,10.258547,9.222823,11.294271,82.386431,0.957085,17.939966,1903.372688,1855.048615,1903.872688,2241.451385,18.421973,-52.237734,33633.98415,318.732266,105.524253,855.82135,74.347428,116.007768,8.221647,11.211418,11.966841,10.455994,36.226101,0.802027,19.403644,1697.252611,2600.018477,1697.752611,1496.481523,18.419515,-52.157077,402936.7062,688.866045,584.927518,10793.41406,890.685674,122.393721,5.055784,10.261248,12.24769,8.274806,16.722953,0.799968,15.203065,1652.463358,2721.589306,1652.963358,1374.910694,18.418984,-52.143917,561396.2838,795.976535,705.292505,15173.86719,1240.958244,123.318071,7.336874,9.216922,9.642543,8.791301,6.662713,0.99103,14.416877,2189.934392,2865.554762,2190.434392,1230.945238,18.425304,-52.128115,430349.7331,707.487458,608.278957,13289.37793,951.281768,120.60046,9.870149,10.18002,9.33151,11.02853,281.583451,0.967574,12.27246,2602.635365,2958.3325,2603.135365,1138.1675,18.430155,-52.117855,425938.9066,703.430064,605.517063,13301.30859,941.5317,118.274884,6.532227,8.604909,9.243758,7.96606,344.706377,0.970574,12.325949,2605.834597,2321.685262,2606.334597,1774.814738,18.430231,-52.186842,352122.6013,649.939069,541.777865,9636.442383,778.361841,118.083066,5.191042,9.01348,9.853853,8.173107,354.886598,0.964713,13.96792
2,cpt1m010-fa16-20190825-0076-e91.fits,2,0,58721.29415,2458721.2941450,NaN,NaN,NaN,2458721.297647820,NaN,1.064047,9.899658,12,21,32,0.201779,0.631254,0.08556,0.02874,0.075746,0.081714,0.025443,0.013384,0.009208,0.037517,0.009946,0.014656,0.013437,0.022157,0.024639,0.013457,0.015271,0.227925,0.34749,0.246972,0.244771,0.193041,0.00036,0.00072,0.00024,0.000167,0.000229,0.000236,0.000161,0.000143,0.000137,0.000179,0.000138,0.000146,0.000143,0.000158,0.000161,0.000143,0.000146,0.000431,0.000575,0.000453,0.00045,0.000388,560.284632,876.241731,357.024035,172.000582,330.661133,346.547261,157.682822,93.673423,67.166639,209.122279,71.99611,100.278918,93.78938,140.611931,153.47819,94.195194,104.571363,529.359901,604.04966,544.954018,543.965203,497.016949,2173360.598,1589.013663,2122.103074,2068.97174,2122.603074,2027.52826,18.424547,-52.214454,438538.6993,452.389342,714.021584,614.181292,10447.26465,969.383357,119.945931,1428,6.721747,10.303044,10.931965,9.674123,32.94855,0.911291,16.780058,2396.116964,2112.237091,2396.616964,1984.262909,18.427775,-52.209639,1371941.793,1202.207088,1141.185913,32830.03516,3032.657194,125.982389,11.135736,10.035168,11.154728,8.915608,339.367202,0.914036,16.677216,2480.244036,2064.164478,2480.744036,2032.335522,18.42877,-52.214805,185952.7994,502.783677,369.846532,4567.003418,411.045934,115.016499,10.515555,10.232032,9.827269,10.636796,61.282698,0.978463,16.234937,2062.012309,1984.844668,2062.512309,2111.655332,18.423842,-52.223596,62462.59875,360.270452,173.376968,1240.638062,138.072658,115.076937,10.411896,10.102348,11.278535,8.926162,20.891067,0.905079,24.608945,1694.256825,2052.146325,1694.756825,2044.353675,18.419503,-52.216436,164622.4968,483.090561,340.769433,3927.910889,363.895613,117.662773,10.098098,9.498016,10.26021,8.735822,22.350609,0.949665,16.839387,2138.928489,2405.480026,2139.428489,1691.019974,18.42473,-52.177981,177593.9982,495.74457,358.236901,4729.541016,392.568926,116.353429,5.984828,9.088607,9.76576,8.411454,352.428839,0.976432,14.64556,2244.688236,2321.352954,2245.188236,1775.147046,18.42598,-52.18705,55295.87849,348.339644,158.741273,1433.463623,122.230728,113.91483,8.234963,10.861183,13.536926,8.185441,353.284887,0.771914,16.178307,2211.037407,2234.822252,2211.537407,1861.677748,18.425587,-52.196443,29089.0854,309.80808,93.893889,846.785461,64.300996,115.267147,9.906357,10.233262,9.301011,11.165512,79.775319,0.962807,15.661107,2129.313966,2169.924226,2129.813966,1926.575774,18.424627,-52.203511,20011.49286,297.578518,67.247774,624.000732,44.235111,116.373817,8.689502,11.226588,14.178505,8.274671,357.1481,0.755647,15.985981,2352.851613,1879.084921,2353.351613,2217.415079,18.427278,-52.234926,81537.28169,385.318053,211.610334,2004.868286,180.236964,115.289926,11.712588,10.484137,12.30298,8.665295,2.544944,0.885644,16.409946,2081.241354,1956.001101,2081.741354,2140.498899,18.42407,-52.226714,21617.208,299.838954,72.096063,613.067444,47.784521,116.674379,16.988827,12.846185,16.180831,9.511538,353.818151,0.752057,17.460019,2211.037407,1934.368425,2211.537407,2162.131575,18.425602,-52.229002,31852.30216,316.782211,100.549529,817.861206,70.409046,116.6206,7.310369,9.055584,9.47688,8.634289,19.739194,0.985531,18.30029,1864.914599,2162.713334,1865.414599,1933.786666,18.421511,-52.204397,29202.86145,310.633486,94.010668,777.67395,64.552497,115.388028,16.703395,13.32051,10.631122,16.009899,75.563134,0.803698,16.699367,2292.760848,2141.080658,2293.260848,1955.419342,18.426555,-52.206563,48155.63252,340.657271,141.360941,1361.948608,106.447319,116.943017,14.331678,11.526788,9.662503,13.391073,72.44824,0.851539,14.709025,2381.695181,2278.087603,2382.195181,1818.412397,18.427597,-52.191673,53550.34525,346.7081,154.45369,1545.780151,118.372252,114.876266,7.38776,10.442147,12.764654,8.11964,6.641404,0.810326,14.313319,1845.685554,1903.121227,1846.185554,2193.378773,18.421294,-52.232535,29247.55618,309.762234,94.419374,812.486877,64.651294,114.929126,9.429072,10.328152,9.253714,11.40259,69.922804,0.927475,16.098671,1903.372688,1855.048615,1903.872688,2241.451385,18.421977,-52.237723,33188.98834,316.45226,104.878342,840.864929,73.363772,115.32496,9.219352,11.537253,12.49976,10.574745,34.326369,0.7928,19.387758,1697.252611,2600.018477,1697.752611,1496.481523,18.419519,-52.157064,403415.1047,688.645124,585.809862,10808.33398,891.743167,121.107825,6.024212,10.652418,12.859695,8.445141,17.643107,0.763033,14.872344,1652.463358,2721.589306,1652.963358,1374.910694,18.418988,-52.143904,560464.9491,795.215903,704.795952,15133.02832,1238.899543,123.127498,6.715505,9.200023,9.772733,8.627313,357.215345,0.984472,14.254658,2189.934392,2865.554762,2190.434392,1230.945238,18.425308,-52.128102,430450.3233,707.410286,608.48751,12673.40918,951.504121,119.516079,9.362106,10.154936,9.557279,10.752592,294.600192,0.967773,13.05297,2602.635365,2958.3325,2603.135365,1138.1675,18.430159,-52.117843,427368.2277,704.03899,607.023523,12678.06738,944.691194,117.651343,6.205371,8.735347,9.272901,8.197793,349.169016,0.982595,13.420635,2605.834597,2321.685262,2606.334597,1774.814738,18.430235,-52.186831,351661.9932,649.818261,541.169761,9082.333008,777.343674,118.434313,5.110579,9.257498,10.188863,8.326134,0.689594,0.960298,15.257461
3,cpt1m010-fa16-20190825-0077-e91.fits,3,0,58721.29491,2458721.2949060,NaN,NaN,NaN,2458721.298408770,NaN,1.064233,10.075531,12,21,32,0.202638,0.630893,0.085505,0.028865,0.075157,0.081892,0.02539,0.01327,0.009325,0.036981,0.010105,0.01484,0.013484,0.022329,0.024597,0.013415,0.015795,0.22762,0.346872,0.247692,0.244098,0.193774,0.000362,0.000721,0.00024,0.000167,0.000229,0.000237,0.000161,0.000143,0.000137,0.000179,0.000138,0.000145,0.000143,0.000158,0.000161,0.000143,0.000147,0.000431,0.000575,0.000455,0.00045,0.00039,560.498805,874.942716,356.593771,172.461734,328.559489,346.105322,157.448632,92.852227,67.964813,206.789252,73.319794,102.168005,94.258863,141.52333,152.752532,93.610642,107.783684,528.384602,602.946063,544.943193,542.39605,497.18127,2166983.074,1586.532192,2122.103074,2068.97174,2122.603074,2027.52826,18.424545,-52.214461,439112.8145,452.389342,714.429312,614.634376,9116.998047,970.652431,119.15155,1425,6.550567,10.461009,11.000322,9.921695,33.079111,0.935275,19.902555,2396.116964,2112.237091,2396.616964,1984.262909,18.427774,-52.209645,1367133.432,1199.862219,1139.408684,28740.73828,3022.028383,125.085235,11.536785,10.371569,11.543325,9.199813,340.656244,0.918302,19.475846,2480.244036,2064.164478,2480.744036,2032.335522,18.428768,-52.214811,185287.3775,501.582743,369.405407,4015.813965,409.575028,114.320802,10.819707,10.554018,10.04263,11.065405,62.218958,0.970772,19.003578,2062.012309,1984.844668,2062.512309,2111.655332,18.423841,-52.223602,62548.89018,359.779961,173.85318,1130.388306,138.263404,113.467167,10.595593,10.541276,11.640279,9.442273,21.346016,0.921242,27.374617,1694.256825,2052.146325,1694.756825,2044.353675,18.419502,-52.216443,162864.4557,481.137163,338.499015,3500.255615,360.009488,117.634016,10.479279,9.94497,10.657596,9.232344,24.339273,0.95337,18.813545,2138.928489,2405.480026,2139.428489,1691.019974,18.424728,-52.177989,177459.1256,495.997215,357.782504,4066.157471,392.270792,116.087803,6.345335,9.387317,9.894222,8.880412,350.382856,0.986993,17.834148,2244.688236,2321.352954,2245.188236,1775.147046,18.425978,-52.187058,55019.39234,347.113952,158.505275,1259.630005,121.619559,112.966755,8.29262,10.946538,13.509688,8.383387,351.597204,0.784918,19.598153,2211.037407,2234.822252,2211.537407,1861.677748,18.425586,-52.19645,28756.36544,308.98388,93.067526,746.43927,63.565524,114.866582,9.715834,10.774178,9.785671,11.762686,80.003253,0.962506,18.325114,2129.313966,2169.924226,2129.813966,1926.575774,18.424626,-52.203518,20206.38686,296.938292,68.049111,554.52594,44.665922,114.390011,8.13711,11.473566,14.440776,8.506356,355.768159,0.759763,19.525559,2352.851613,1879.084921,2353.351613,2217.415079,18.427276,-52.234932,80136.47243,383.060165,209.200746,1767.235352,177.140496,113.468697,12.082038,10.795251,12.627605,8.962897,2.797789,0.890076,19.470212,2081.241354,1956.001101,2081.741354,2140.498899,18.424069,-52.22672,21897.67928,298.229244,73.425661,567.39856,48.404499,114.515094,17.014473,13.368179,16.551173,10.185186,355.647483,0.792148,18.39769,2211.037407,1934.368425,2211.537407,2162.131575,18.425601,-52.229008,32157.96964,313.873977,102.455036,758.770874,71.08472,114.887446,7.807686,9.402005,9.956422,8.847589,4.25572,0.985878,20.349926,1864.914599,2162.713334,1865.414599,1933.786666,18.421509,-52.204404,29218.90966,309.246779,94.484119,715.736633,64.587971,113.323876,17.379576,13.591268,11.122043,16.060492,74.239566,0.829738,18.457531,2292.760848,2141.080658,2293.260848,1955.419342,18.426554,-52.20657,48386.97785,340.06079,142.2892,1209.749878,106.958704,115.652004,14.495135,11.946251,10.084151,13.808352,71.071555,0.851408,17.463159,2381.695181,2278.087603,2382.195181,1818.412397,18.427595,-52.191681,53300.90256,346.747304,153.716848,1341.288696,117.820863,114.377061,7.019086,10.607472,12.819863,8.395081,7.069377,0.830061,17.254888,1845.685554,1903.121227,1846.185554,2193.378773,18.421293,-52.232541,29069.28927,309.803848,93.831273,709.208801,64.257237,114.880517,9.413949,10.543892,9.539947,11.547837,77.447105,0.956565,20.129729,1903.372688,1855.048615,1903.872688,2241.451385,18.421975,-52.23773,34226.56877,316.558436,108.120855,782.798828,75.657328,113.792402,8.671649,11.616325,12.374684,10.857966,36.174089,0.816165,21.554132,1697.252611,2600.018477,1697.752611,1496.481523,18.419518,-52.157074,401791.9847,687.23359,584.65126,9173.929688,888.155284,121.166163,6.002843,10.763035,12.80686,8.719209,16.928371,0.80515,18.296613,1652.463358,2721.589306,1652.963358,1374.910694,18.418987,-52.143914,558082.1695,793.48688,703.328793,13035.5,1233.632443,122.397241,7.417562,9.528404,9.998157,9.05865,0.181836,0.990325,16.87663,2189.934392,2865.554762,2190.434392,1230.945238,18.425307,-52.128112,430190.3413,706.682133,608.746594,10971.15137,950.929434,118.596246,9.984453,10.4664,9.728746,11.204055,288.194284,0.969643,15.504485,2602.635365,2958.3325,2603.135365,1138.1675,18.430158,-52.117852,425172.4512,702.792302,604.975965,11146.92188,939.837462,117.680685,6.458601,8.985377,9.531845,8.43891,345.448959,0.980763,15.064726,2605.834597,2321.685262,2606.334597,1774.814738,18.430234,-52.186838,351746.1271,649.504659,541.560592,7866.124512,777.529651,117.549486,5.54214,9.474313,10.310095,8.63853,357.54584,0.969125,18.359543
