Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10
coj1m011-fa12-20190302-0085-e91.fits,0,58544.92702,2458544.927022,2458544.928493,1.12632,8,27.082081,30.893332,1.35,29,48,72,0.434141,0.021038,0.014045,0.011139,0.013071,0.084279,0.361353,0.062956,0.120334,0.961549,0.000623,0.000189,0.000177,0.000171,0.000176,0.000287,0.000659,0.000257,0.000338,0.001568,696.40292,111.157623,79.547436,64.995436,74.351162,293.248231,548.133862,245.299778,355.731993,613.225837,1827712.494,1492.938365,2029.1291,2105.942927,2029.6291,1990.557073,6.563632,-58.524262,793484.7094,2998.329691,937.096697,846.747953,1884.994263,264.642248,20.191012,7670,27.257878,21.954447,20.785473,23.123422,288.664572,0.982166,1709.887506,1865.242622,1710.387506,2231.257378,6.559264,-58.551035,38452.10472,344.495258,111.618676,143.544937,12.824509,19.157319,27.456088,21.920329,20.348917,23.491741,282.218521,0.975452,2233.320769,2060.574763,2233.820769,2035.925237,6.566475,-58.528768,25669.88499,322.017144,79.715895,97.996567,8.561395,18.687493,26.849238,22.765006,21.590959,23.939053,276.511947,0.988851,2417.875762,2176.319978,2418.375762,1920.180022,6.569003,-58.515805,20358.05633,312.781122,65.087228,97.764442,6.789799,18.612649,26.485308,18.60403,17.297119,19.91094,88.964655,0.980428,2116.986077,2361.679781,2117.486077,1734.820219,6.564783,-58.496309,23889.63509,320.715048,74.488663,105.356514,7.967648,18.994729,27.177388,22.246989,21.116433,23.377545,289.642677,0.982846,2420.688332,2980.639524,2421.188332,1115.860476,6.56882,-58.428448,142064.5679,469.497104,302.588806,378.341492,47.381236,18.740219,27.101216,21.960644,20.838635,23.082652,290.416587,0.981855,1822.815278,985.850805,1823.315278,3110.649195,6.561052,-58.646322,485141.9714,752.509462,644.698833,1265.477295,161.804078,19.545937,26.838869,21.661726,20.516494,22.806958,286.123871,0.984456,2298.042156,1522.403617,2298.542156,2574.096383,6.567519,-58.587078,108250.5178,432.030626,250.562139,288.184174,36.103607,18.798592,27.27515,21.883296,20.63261,23.133981,284.942562,0.982732,1241.476097,1523.514134,1241.976097,2572.985866,6.552841,-58.589014,196313.0568,525.615433,373.491805,516.087585,65.47414,19.498995,27.286037,21.917166,20.657195,23.177137,285.627384,0.98203,2712.445319,3714.796081,2712.945319,381.703919,6.572645,-58.348076,895942.3804,989.568036,905.387349,2316.678955,298.813831,19.89106,27.093634,21.697481,20.598892,22.79607,290.885872,0.981658
coj1m011-fa12-20190302-0098-e91.fits,0,58544.93229,2458544.932292,2458544.933763,1.127992,8,29.683316,30.763301,1.35,29,48,72,0.498914,0.026462,0.016261,0.013168,0.014303,0.083316,0.504829,0.081499,0.138069,0.641883,0.000779,0.00024,0.000223,0.000216,0.000221,0.000339,0.000984,0.000334,0.000422,0.001216,640.255694,110.265048,72.963723,60.88028,64.629718,245.971133,512.912361,244.316354,327.216803,527.719091,1444313.212,1360.465875,2031.267184,2101.116021,2031.767184,1995.383979,6.563667,-58.524764,720587.6672,2973.142557,897.758913,802.651644,1699.62561,242.365663,20.692914,7700,26.932099,22.028997,20.897438,23.160556,287.502815,0.984352,1711.716583,1860.664176,1712.216583,2235.835824,6.559294,-58.551295,38219.34451,344.738763,110.864656,138.537781,12.854864,19.613846,26.840937,22.235161,22.052679,22.417643,305.758938,0.997319,2235.348975,2055.495325,2235.848975,2041.004675,6.566498,-58.529371,23486.43104,321.130764,73.136659,91.621231,7.899531,19.277745,27.053296,21.958777,21.023644,22.89391,293.757863,0.984154,2419.740164,2172.017559,2420.240164,1924.482441,6.569022,-58.516441,19018.15067,311.871983,60.980632,90.313683,6.396649,19.212816,27.464603,19.588078,17.166646,22.009511,279.601631,0.933507,2118.6955,2355.968537,2119.1955,1740.531463,6.564823,-58.497026,20658.41835,319.04985,64.749814,91.202103,6.948344,19.610962,26.527724,21.725852,20.824517,22.627187,275.539956,0.992876,2422.361025,2975.582363,2422.861025,1120.917637,6.568882,-58.429422,111079.2006,438.663306,253.222002,317.948914,37.360873,19.556163,27.032654,21.891217,20.833262,22.949173,287.300088,0.986276,1824.793225,980.947832,1825.293225,3115.552168,6.561031,-58.646387,484527.3969,751.374819,644.854451,1196.237549,162.968101,19.411928,26.909953,21.80665,20.732584,22.880715,281.770556,0.98851,2299.79201,1517.692157,2300.29201,2578.807843,6.567505,-58.5875,108840.3679,432.911001,251.415112,300.580597,36.607854,18.924978,27.188798,22.211415,21.092625,23.330204,283.8503,0.987119,1243.05422,1518.584398,1243.55422,2577.915602,6.552868,-58.589001,175221.629,506.314581,346.07265,449.491669,58.934823,19.614136,27.016336,21.987372,20.867173,23.10757,284.618619,0.986435,2713.829564,3709.157833,2714.329564,387.342167,6.572731,-58.349472,564644.618,806.294855,700.29545,1355.091187,189.915084,20.655106,26.784682,21.509129,20.518426,22.499833,291.752231,0.983938
coj1m011-fa12-20190302-0099-e91.fits,0,58544.93269,2458544.932688,2458544.934159,1.128142,8,29.796238,30.59636,1.35,29,48,72,0.528773,0.028114,0.016433,0.013057,0.01607,0.095596,0.382961,0.070189,0.154398,0.774617,0.000909,0.000286,0.000267,0.000263,0.000267,0.000411,0.000893,0.000366,0.000509,0.00164,581.666885,98.303875,61.66132,49.676666,60.199655,232.816388,428.850441,192.001192,303.449382,472.24986,1180767.135,1259.173786,2029.202799,2106.364603,2029.702799,1990.135397,6.563634,-58.524245,624358.1987,2940.961923,841.94023,741.570691,1565.120483,212.297274,20.728931,7744,26.836466,21.845309,20.738292,22.952326,287.730037,0.984596,1709.50841,1865.469314,1710.00841,2231.030686,6.55926,-58.551034,33196.47935,335.831793,98.848531,117.594276,11.287626,19.473927,26.778388,22.689721,21.719746,23.659697,297.702857,0.977405,2233.589403,2061.124706,2234.089403,2035.375294,6.56648,-58.528739,19403.59443,313.999117,61.79506,86.01162,6.597703,19.423816,27.050688,21.514304,21.411764,21.616843,49.032387,0.995384,2417.65831,2176.332866,2418.15831,1920.167134,6.569001,-58.515838,15417.72311,309.925666,49.746519,78.742889,5.242408,19.71391,26.021134,21.451361,21.265601,21.637122,63.173297,0.999146,2116.961607,2361.335136,2117.461607,1735.164864,6.564784,-58.496377,18975.10892,314.552763,60.324089,83.933403,6.452008,19.586193,26.95818,21.979832,21.811855,22.14781,311.902205,0.979944,2420.54907,2980.909592,2421.04907,1115.590408,6.568821,-58.428456,103027.6745,427.801026,240.830826,281.430328,35.031965,19.584884,27.012208,22.175139,21.163937,23.186341,292.182064,0.983793,1822.712058,986.142187,1823.212058,3110.357813,6.56105,-58.646312,326970.7678,639.311631,511.44192,884.721985,111.178171,19.928903,26.83221,21.707362,20.632479,22.782244,283.610021,0.987658,2298.037487,1522.135261,2298.537487,2574.364739,6.567519,-58.587137,77441.69147,394.510453,196.298199,241.994629,26.332096,19.205381,26.772828,21.727443,20.268209,23.186677,283.459753,0.977509,1241.394189,1523.389969,1241.894189,2573.110031,6.55284,-58.589043,157924.5423,488.61374,323.209377,462.467926,53.698261,19.873233,26.977245,21.849787,20.813976,22.885597,285.102986,0.988018,2712.312387,3714.374162,2712.812387,382.125838,6.572647,-58.348166,515402.4588,774.211639,665.712621,1208.95813,175.24962,20.617343,27.03972,21.639784,20.694521,22.585047,292.742193,0.984532
coj1m011-fa12-20190302-0100-e91.fits,0,58544.93309,2458544.933089,2458544.934560,1.128298,8,29.822661,30.913915,1.35,29,48,72,0.542176,0.032859,0.015074,0.010432,0.014287,0.069355,0.605032,0.075483,0.220037,0.444348,0.000804,0.000239,0.000213,0.000209,0.000213,0.000308,0.001123,0.000315,0.000529,0.000868,674.733994,137.257868,70.721195,49.95783,67.19382,225.223195,538.742626,239.297832,416.203874,512.109683,1507557.104,1384.233025,2027.240717,2113.168584,2027.740717,1983.331416,6.563615,-58.523489,817361.8753,3002.32631,950.895852,859.570345,2024.881104,272.242851,20.75254,7655,26.723305,21.8185,20.517413,23.119587,284.627118,0.981446,1707.402986,1872.507581,1707.902986,2223.992419,6.55924,-58.550026,49537.32881,358.029324,138.361094,157.603638,16.499649,18.76203,27.049542,21.624578,20.000022,23.249133,277.254861,0.976182,2231.592553,2068.239793,2232.092553,2028.260207,6.566448,-58.528021,22724.61547,320.64862,70.870773,94.068451,7.569003,19.378231,26.624186,22.494262,22.015602,22.972922,301.426609,0.991308,2415.950934,2183.639433,2416.450934,1912.860567,6.56897,-58.515222,15727.54937,314.485116,50.010473,75.386002,5.238454,19.784969,26.575093,20.113968,18.144142,22.083794,273.164728,0.961899,2114.997222,2368.606896,2115.497222,1727.893104,6.564775,-58.495704,21537.92791,319.923711,67.322074,92.705017,7.173747,19.348796,27.076749,21.143892,19.39289,22.894895,283.082491,0.966408,2418.790616,2987.239269,2419.290616,1109.260731,6.568834,-58.428246,97775.81871,424.402213,230.3848,278.451111,32.566686,19.616078,26.79569,21.854563,20.685154,23.023972,286.573963,0.983756,1820.580899,993.064715,1821.080899,3103.435285,6.560976,-58.645038,568287.9292,805.458722,705.545689,1490.824463,189.282533,19.246198,26.750323,21.651351,20.515903,22.786799,280.397309,0.987482,2296.035408,1529.419208,2296.535408,2567.080792,6.567454,-58.586229,105807.6215,430.865239,245.570104,281.098358,35.241879,19.127774,26.733028,21.828849,20.636038,23.021661,283.130793,0.985237,1238.900901,1530.483071,1239.400901,2566.016929,6.552819,-58.5877,271891.6857,592.434655,458.939536,707.917847,90.560338,18.828451,27.119949,21.917408,20.646777,23.18804,282.049093,0.983975,2710.251816,3721.46489,2710.751816,375.03511,6.572682,-58.348272,463794.0485,742.021833,625.040973,1240.255615,154.478228,20.683325,26.982506,21.43905,20.226939,22.651161,289.032357,0.979504
coj1m011-fa12-20190302-0103-e91.fits,0,58544.93429,2458544.934290,2458544.935761,1.128789,8,29.894246,31.717111,1.35,29,48,72,0.487871,0.022475,0.014863,0.012165,0.016061,0.097068,0.283953,0.062605,0.090763,1.213554,0.000727,0.000219,0.000207,0.000202,0.000208,0.000338,0.000606,0.000287,0.000332,0.002205,670.904136,102.406464,71.68777,60.307298,77.315244,287.213536,468.434649,217.777838,272.983252,550.362707,1605367.469,1430.927116,2023.930231,2105.350117,2024.430231,1991.149883,6.563565,-58.524385,783211.7822,3160.364068,935.661704,837.067264,1802.334717,247.823278,20.805573,7702,26.889578,22.028525,20.992262,23.064789,288.445677,0.986222,1704.419672,1864.793968,1704.919672,2231.706032,6.559218,-58.551081,36080.85071,350.858969,102.835766,116.989403,11.416675,19.610043,27.376664,22.990378,21.901105,24.079651,294.671973,0.978941,2228.21739,2060.70108,2228.71739,2035.79892,6.566399,-58.528758,23861.34645,332.170802,71.834569,94.414383,7.550189,19.327621,26.343698,21.182024,19.730466,22.633583,287.378118,0.972431,2412.951474,2175.305284,2413.451474,1921.194716,6.568915,-58.515943,19529.60433,323.366639,60.394617,83.101334,6.179543,19.069334,27.083529,22.801357,21.194645,24.40807,289.008481,0.968315,2111.769015,2361.148131,2112.269015,1735.351869,6.564706,-58.496531,25783.25281,332.689317,77.499491,93.389702,8.158317,19.009324,27.434649,24.186257,22.44492,25.927594,86.412469,0.979154,2415.531092,2979.999569,2416.031092,1116.500431,6.568713,-58.428926,142041.5757,476.896957,297.845422,366.159302,44.944688,19.177084,27.166434,21.914499,20.754528,23.074471,287.291068,0.983559,1817.431554,984.882115,1817.931554,3111.617885,6.561019,-58.645991,355035.3327,667.269123,532.072173,941.039917,112.340011,20.210386,26.808695,21.829361,20.753195,22.905528,282.393069,0.988263,2292.762448,1521.692658,2293.262448,2574.807342,6.567447,-58.586895,94583.33757,425.806912,222.127295,261.393066,29.927988,19.267396,26.546164,21.92435,20.638197,23.210503,276.898599,0.985504,1235.758684,1522.683973,1236.258684,2573.816027,6.552827,-58.589017,133584.1566,473.755141,281.968775,352.713867,42.268597,20.371113,26.906076,21.93761,20.763029,23.11219,283.987141,0.985382,2707.036798,3713.592685,2707.536798,382.907315,6.572502,-58.348915,880123.066,984.437992,894.036062,2402.544922,278.487873,19.883263,26.564308,21.561311,20.597438,22.525184,292.221899,0.98438
coj1m011-fa12-20190302-0111-e91.fits,0,58544.93751,2458544.937513,2458544.938984,1.130265,8,29.651278,30.661907,1.35,29,48,72,0.561752,0.031272,0.015574,0.013143,0.016206,0.082845,0.531568,0.076456,0.196597,0.517673,0.000864,0.000253,0.000229,0.000225,0.00023,0.000347,0.001054,0.000335,0.000522,0.001033,650.532319,123.732828,67.903555,58.357389,70.429316,239.013849,504.318217,228.113476,376.699741,501.314276,1378317.208,1331.217392,2031.118158,2099.859772,2031.618158,1996.640228,6.563659,-58.524915,774272.1729,2953.576236,925.9493,836.192838,1861.347534,262.147346,20.34957,7841,27.165199,21.938236,20.704462,23.17201,285.170715,0.983122,1711.376422,1859.252856,1711.876422,2237.247144,6.559284,-58.551451,43102.18123,345.852401,124.625942,145.418228,14.593218,18.718794,26.717764,21.843807,21.152999,22.534615,287.355901,0.994091,2235.056226,2055.443764,2235.556226,2041.056236,6.566487,-58.529395,21465.42468,315.435796,68.05006,96.32634,7.267605,18.997588,26.496477,21.875133,20.903203,22.847064,290.893069,0.985853,2420.519165,2170.026465,2421.019165,1926.473535,6.569026,-58.516679,18115.39003,309.928065,58.450305,90.900169,6.133375,18.963482,26.435236,21.190669,21.376283,21.005054,359.279676,0.999693,2118.859966,2354.718701,2119.359966,1741.781299,6.56482,-58.497183,22336.96995,316.419834,70.592825,100.826965,7.562686,18.981643,26.473348,22.819695,22.145918,23.493473,71.375613,0.994506,2422.630256,2974.684788,2423.130256,1121.815212,6.568881,-58.429563,105450.3887,428.656711,246.001955,299.514618,35.702613,19.100202,26.704386,21.819007,20.688629,22.949386,289.723302,0.982093,1824.785298,979.948961,1825.285298,3116.551039,6.561023,-58.646478,478378.802,745.782883,641.445135,1249.299072,161.965957,19.032616,26.655601,21.6607,20.538647,22.782754,282.319358,0.987078,2299.474751,1515.92685,2299.974751,2580.57315,6.567493,-58.587697,97895.59331,418.133142,234.12541,288.118164,33.144766,18.757734,26.831488,21.83659,20.368768,23.304412,281.298135,0.978987,1243.105605,1517.260129,1243.605605,2579.239871,6.552864,-58.589129,226453.0623,551.962687,410.268787,597.102051,76.670803,19.002936,26.628687,21.531583,20.494533,22.568633,287.276193,0.986384,2714.431848,3708.5743,2714.931848,387.9257,6.572735,-58.349602,470139.3612,743.43993,632.383791,1285.147949,159.176308,20.221625,26.510346,21.269211,20.070587,22.467835,289.435751,0.979175
coj1m011-fa12-20190302-0135-e91.fits,0,58544.94761,2458544.947606,2458544.949077,1.136428,8,29.67374,30.745157,1.35,29,48,72,0.503656,0.025607,0.016225,0.012628,0.014537,0.087373,0.408112,0.068766,0.150142,0.769708,0.000698,0.000199,0.000184,0.000179,0.000182,0.000299,0.000735,0.00027,0.000385,0.001277,721.784746,128.743074,88.026495,70.507336,79.876725,292.409005,554.906675,254.423332,390.176211,602.741291,1769856.608,1471.890079,2031.281932,2100.149361,2031.781932,1996.350639,6.563663,-58.524853,891398.2467,2969.636529,987.745376,902.457524,2084.556885,300.170825,20.489753,7671,26.656371,21.910285,20.91895,22.90162,286.136392,0.988593,1711.786534,1859.532517,1712.286534,2236.967483,6.559292,-58.551387,45320.02236,349.995585,129.487412,143.19223,15.261134,18.638452,26.694682,21.335635,20.095067,22.576203,293.691575,0.9707,2235.499808,2055.163522,2235.999808,2041.336478,6.566495,-58.529393,28716.45815,325.349836,88.263324,101.350258,9.670025,18.646964,27.140073,22.252378,22.116496,22.388259,300.192932,0.999389,2420.126989,2170.708602,2420.626989,1925.791398,6.569022,-58.516576,22350.08901,316.444132,70.628862,99.56823,7.526204,18.874973,26.512546,21.94694,20.197605,23.696276,283.199277,0.968724,2119.002799,2355.910469,2119.502799,1740.589531,6.564823,-58.497027,25727.80904,321.382486,80.05355,122.253479,8.663622,18.827471,26.492811,21.309767,20.253221,22.366312,279.166306,0.989141,2422.456373,2974.757813,2422.956373,1121.742187,6.568879,-58.429535,142211.9689,470.835485,302.041739,370.608856,47.888678,19.267592,27.063266,22.058582,20.872737,23.244427,286.233462,0.983854,1824.767616,980.083272,1825.267616,3116.416728,6.561025,-58.646421,512956.2168,769.635212,666.492656,1377.868896,172.73367,19.29866,26.445396,21.637656,20.797716,22.477596,283.60475,0.992402,2299.646647,1516.465962,2300.146647,2580.034038,6.567497,-58.587601,113875.1808,437.021371,260.571195,309.586517,38.346505,18.759007,26.70592,21.788833,20.713016,22.864649,284.860602,0.987133,1243.62988,1517.710209,1244.12988,2578.789791,6.552874,-58.589044,231040.6832,555.659659,415.795315,655.208496,77.800997,18.872718,26.586717,21.658646,20.613857,22.703436,286.303653,0.986944,2714.227942,3708.283677,2714.727942,388.216323,6.572733,-58.349621,769772.5582,923.412505,833.617212,1896.550293,259.214402,20.045859,26.788342,21.52885,20.534577,22.523123,290.217259,0.985336
coj1m011-fa12-20190302-0136-e91.fits,0,58544.94802,2458544.948020,2458544.949491,1.136733,8,29.494595,30.614802,1.35,29,48,72,0.508299,0.027205,0.015443,0.012299,0.01469,0.082416,0.423013,0.068462,0.174693,0.705917,0.000603,0.00016,0.000143,0.000138,0.000142,0.000242,0.000646,0.000222,0.000353,0.001004,843.489173,170.091852,108.360895,89.028173,103.266964,340.843737,654.316795,307.762086,494.209624,703.22955,2324426.153,1644.810613,2028.708907,2105.918694,2029.208907,1990.581306,6.563631,-58.524271,1181502.768,2944.508346,1123.861055,1051.289002,2988.289551,401.256383,20.114925,7716,26.542312,21.625387,20.496758,22.754016,284.059829,0.986069,1709.393871,1865.118068,1709.893871,2231.381932,6.55926,-58.551051,63236.50179,369.075814,171.337431,179.697861,21.476082,17.84624,26.563602,21.468317,20.136189,22.800444,285.637835,0.979078,2232.864167,2060.747724,2233.364167,2035.752276,6.566474,-58.528763,35895.11749,330.280015,108.680864,119.243286,12.19053,17.859348,26.500121,21.768721,20.939407,22.598036,277.774204,0.993763,2417.904324,2176.478291,2418.404324,1920.021709,6.569009,-58.515803,28587.57057,320.469179,89.205366,107.054482,9.708776,18.063773,26.511015,21.84834,21.31885,22.37783,78.194553,0.997205,2116.594289,2361.237498,2117.094289,1735.262502,6.564783,-58.49636,34146.63896,329.779708,103.543784,118.704994,11.59672,18.204375,26.462667,21.998664,20.694928,23.3024,288.163501,0.978506,2420.217811,2980.64894,2420.717811,1115.85106,6.568823,-58.428445,176982.6561,502.952707,351.887272,456.470734,60.106013,18.661107,26.541185,21.338359,20.274068,22.402651,286.619628,0.985846,1822.850291,985.604386,1823.350291,3110.895614,6.561053,-58.646374,690972.5973,876.704979,788.147226,1749.996216,234.664846,19.053914,26.529374,21.539536,20.425701,22.65337,277.48838,0.988599,2297.450945,1521.893548,2297.950945,2574.606452,6.567514,-58.587162,148937.9217,471.761942,315.705674,409.178406,50.581593,18.071254,26.621916,21.596531,20.2755,22.917561,277.676476,0.984025,1241.124487,1523.243989,1241.624487,2573.256011,6.552836,-58.58904,345673.5327,647.661369,533.725723,922.733459,117.39601,18.099176,26.388385,21.354671,20.256534,22.452809,280.112778,0.98805,2712.23633,3714.555704,2712.73633,381.944296,6.572655,-58.348091,961859.4452,1020.688163,942.363672,2512.626953,326.662156,19.567819,26.611638,21.425003,20.332809,22.517196,288.869782,0.983464
coj1m011-fa12-20190302-0139-e91.fits,0,58544.94929,2458544.949289,2458544.950760,1.137686,8,29.32456,30.342723,1.35,29,48,72,0.47824,0.026569,0.014395,0.010387,0.014516,0.088525,0.288062,0.051806,0.15086,1.06056,0.000678,0.0002,0.000181,0.000176,0.000181,0.0003,0.000573,0.000245,0.000387,0.001776,705.717535,132.870728,79.3162,59.024568,80.248862,295.412192,502.749007,211.443677,389.723872,597.139118,1748834.716,1459.034242,2028.768667,2105.800704,2029.268667,1990.699296,6.563634,-58.524258,836363.0506,2892.404229,957.934473,873.090043,1868.795288,289.158425,20.500603,7833,26.680139,21.929924,20.6744,23.185449,282.816268,0.983976,1709.129677,1865.135359,1709.629677,2231.364641,6.55926,-58.551027,46465.48557,347.549177,133.694708,145.707855,16.064658,18.658633,26.556321,21.439474,20.733302,22.145646,290.586963,0.992357,2233.211511,2061.014267,2233.711511,2035.485733,6.566481,-58.528702,25174.99903,316.704787,79.490428,106.883766,8.703831,18.897505,26.482115,22.857036,22.203522,23.510549,278.746263,0.996411,2417.607456,2176.007311,2418.107456,1920.492689,6.569006,-58.515821,18164.5007,307.371391,59.096263,85.836098,6.28007,19.188482,25.286431,19.952872,20.844672,19.061072,345.67527,0.989666,2116.25528,2361.156818,2116.75528,1735.343182,6.56478,-58.496345,25386.42485,315.636435,80.429323,105.350174,8.776928,18.635245,26.338749,21.821016,20.080353,23.561679,285.62089,0.96562,2420.291741,2980.19342,2420.791741,1116.30658,6.568823,-58.428473,142225.7822,465.627624,305.449623,385.377808,49.172166,18.690979,26.520463,21.58011,20.384402,22.775818,284.838984,0.983831,1822.305005,985.229743,1822.805005,3111.270257,6.561051,-58.646378,391109.0263,683.611769,572.121552,971.983276,135.219352,19.10265,26.584029,21.658671,20.593371,22.72397,284.660799,0.987332,2297.465059,1521.643968,2297.965059,2574.856032,6.567518,-58.587148,86138.11051,400.845362,214.891124,248.022858,29.7808,18.711278,26.355218,21.608348,20.64917,22.567525,278.230072,0.991464,1240.593481,1522.967152,1241.093481,2573.532848,6.552834,-58.589054,229245.1119,551.805672,415.445371,579.890991,79.257633,18.842731,26.420166,21.629969,20.624699,22.63524,284.668696,0.98868,2711.753373,3714.142839,2712.253373,382.357161,6.572644,-58.34812,900116.6851,989.686961,909.496356,2269.9375,311.200169,19.955514,26.527378,21.487562,20.38116,22.593965,289.150487,0.982871
