Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,Variance_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,Variance_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,Variance_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,Variance_T5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,Variance_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,Variance_C8
elp1m008-fa05-20201118-0373-e91.fits,1,0,59172.85776,2459172.858,2459172.860264,1.73503,33.503849,30,53,80,0.090245,0.057479,0.081397,0.057409,0.072231,0.687939,1.004896,0.100373,0.000291,0.000277,0.000288,0.000279,0.000284,0.000846,0.001233,0.000318,310.26102,207.648087,282.933086,206.002741,254.522877,812.952272,815.111954,315.270447,5556870.233,3407.202011,2003.239417,2039.124919,2003.739417,2057.375081,10.108046,74.82782,501480.3257,2827.433388,1586.800676,316.032337,1436.097168,177.362384,552.972279,9706,33.303888,27.741296,28.185374,27.297218,357.752704,0.998969,35318.62414,1863.716353,1925.348121,1864.216353,2171.151879,10.111826,74.840448,319402.5667,1525.673501,209.351848,1107.11438,112.96555,551.748161,33.52963,27.551208,28.665074,26.437343,359.045432,0.993476,14729.52887,1892.398127,1754.015939,1892.898127,2342.484061,10.110937,74.858922,452313.7086,1574.419584,287.289178,1326.655884,159.97325,553.717234,33.595805,28.038158,28.313102,27.763213,22.590005,0.999226,27737.17905,1685.156006,1709.239028,1685.656006,2387.260972,10.116636,74.864217,319016.6841,1536.200859,207.665998,1108.405029,112.829072,555.801742,33.414792,26.58616,27.593682,25.578637,7.366839,0.993876,16354.1556,1705.09239,2269.223014,1705.59239,1827.276986,10.116386,74.803585,401377.8455,1557.659311,257.680125,1245.992798,141.958374,554.059842,33.285183,26.913739,27.589832,26.237645,358.605833,0.997473,24659.64264,1451.006572,1456.557104,1451.506572,2639.942896,10.122981,74.892027,2264766.456,2074.520004,1091.706251,4214.643066,800.997281,557.07505,33.896518,27.779971,28.061897,27.498045,19.13455,0.999332,699877.0186,1936.660777,2378.63618,1937.160777,1717.86382,10.110077,74.791241,2785220.687,2193.695849,1269.647608,5133.719238,985.070311,554.402915,33.316559,27.422853,27.979056,26.866649,357.330531,0.998341,1106828.11,2766.122075,1569.298504,2766.622075,2527.201496,10.086675,74.87665,506883.0893,1578.952442,321.024925,1424.921387,179.273221,543.921007,33.688416,27.459476,27.715708,27.203243,333.765852,0.999062,37153.82091
elp1m008-fa05-20201118-0374-e91.fits,2,0,59172.85911,2459172.859,2459172.861610,1.729703,37.714198,30,53,80,0.090164,0.056812,0.082435,0.057639,0.073361,0.690586,1.003783,0.099586,0.000291,0.000278,0.000289,0.000279,0.000285,0.00085,0.001233,0.000318,309.665238,204.712796,285.690868,206.913561,257.758645,812.20384,814.027154,312.804337,5547895.561,3406.568235,2002.63009,2038.699354,2003.13009,2057.800646,10.107587,74.826825,500219.7899,2827.433388,1585.886574,315.419651,1355.805786,176.91656,552.331787,9659,33.426746,27.908646,28.806898,27.010395,1.058805,0.995859,33282.91565,1863.252456,1924.917187,1863.752456,2171.582813,10.111362,74.839459,315185.7646,1527.436624,206.349487,1070.733765,111.474161,552.247324,33.782417,27.454778,29.032236,25.87732,2.613875,0.986772,13876.86608,1891.940649,1753.834333,1892.440649,2342.665667,10.11047,74.857904,457340.8675,1576.000663,290.190784,1253.295898,161.751244,553.139473,33.663433,28.34826,29.180008,27.516512,12.664286,0.995792,26257.88058,1684.737292,1708.835,1685.237292,2387.665,10.116167,74.863232,319775.4438,1532.930203,208.604047,1084.019775,113.097428,556.174876,33.570299,26.870216,28.370579,25.369852,7.744648,0.986654,15400.76664,1704.756919,2268.952461,1705.256919,1827.547539,10.115922,74.802587,406999.9658,1559.09418,261.048993,1248.40625,143.946792,553.47257,32.894021,27.291122,28.266434,26.31581,4.033662,0.994802,23620.47864,1450.592197,1456.255071,1451.092197,2640.244929,10.122508,74.891042,2266255.812,2074.491193,1092.439351,4026.94458,801.524033,556.661729,33.937804,28.036693,28.76879,27.304595,13.91262,0.996518,656562.3743,1936.251847,2378.261735,1936.751847,1718.238265,10.109617,74.790243,2779184.538,2193.493667,1267.012793,4791.432617,982.93546,554.269956,33.265597,27.624318,28.751306,26.497331,2.421115,0.993317,1031920.288,2765.663761,1568.957316,2766.163761,2527.542684,10.086208,74.875607,502455.2112,1577.903343,318.432186,1401.851196,177.707179,543.629835,33.669419,27.672514,28.470179,26.87485,351.65514,0.996384,33940.63242
elp1m008-fa05-20201118-0375-e91.fits,3,0,59172.86045,2459172.86,2459172.862952,1.724432,37.912264,30,53,80,0.090314,0.05716,0.08188,0.057513,0.07275,0.68949,1.003928,0.100006,0.00029,0.000277,0.000287,0.000278,0.000283,0.000847,0.001231,0.000318,310.910363,206.523278,285.073196,206.780222,256.952902,813.792717,815.769834,314.746844,5553348.905,3402.592254,2002.806934,2039.0424,2003.306934,2057.4576,10.108062,74.827726,501544.1507,2827.433388,1583.606515,316.710083,1460.924683,177.384957,549.82229,9710,32.985961,27.292652,27.988728,26.596576,0.751485,0.9974,38139.01013,1863.413804,1925.318076,1863.913804,2171.181924,10.11184,74.840345,317427.7841,1524.652286,208.196837,1149.287598,112.267113,548.62455,33.234397,27.268823,28.48965,26.047996,3.16206,0.991917,15596.10129,1892.046589,1754.084658,1892.546589,2342.415342,10.110953,74.858809,454707.3042,1570.534641,289.523894,1385.703125,160.819811,550.84763,33.247654,27.635931,28.129366,27.142497,12.894222,0.998428,30111.59645,1685.060536,1709.295837,1685.560536,2387.204163,10.116646,74.864099,319390.2658,1532.141098,208.460086,1167.255737,112.961199,553.663314,33.290324,26.240733,27.312135,25.169331,8.703662,0.992701,17450.28106,1704.775616,2269.231536,1705.275616,1827.268464,10.116398,74.803473,404008.7264,1552.698197,260.197846,1340.12207,142.888857,550.933699,32.889361,26.552673,27.314141,25.791205,5.387975,0.996597,26909.1829,1450.786396,1456.597887,1451.286396,2639.902113,10.122995,74.891907,2266352.163,2071.826295,1093.891012,4505.620117,801.55811,553.208785,33.536696,27.430989,27.92658,26.935397,17.298701,0.998074,745784.2706,1936.367211,2378.550838,1936.867211,1717.949162,10.110088,74.791144,2782117.056,2191.588108,1269.452525,5674.446289,983.972626,552.098157,33.041259,27.00599,27.760609,26.251371,358.780128,0.996876,1194286.088,2765.794656,1569.325002,2766.294656,2527.174998,10.086691,74.876563,504879.6861,1575.471808,320.462533,1471.519287,178.564662,541.512894,33.35826,26.953505,27.37139,26.53562,339.529344,0.998316,39760.00412
elp1m008-fa05-20201118-0376-e91.fits,4,0,59172.8618,2459172.862,2459172.864303,1.719156,38.230928,30,53,80,0.090515,0.056357,0.081903,0.0573,0.073343,0.693431,1.000176,0.099473,0.000293,0.000279,0.00029,0.00028,0.000286,0.000856,0.001232,0.00032,308.972464,202.203589,282.867639,204.511682,256.392665,810.043275,811.546292,310.568124,5541906.618,3414.359933,2002.541783,2038.889107,2003.041783,2057.610893,10.10755,74.82685,501626.7034,2827.433388,1593.845539,314.7273,1478.159302,177.414154,557.376093,9657,33.264881,27.614176,28.172563,27.055789,353.601229,0.998281,36333.419,1862.884073,1925.095822,1863.384073,2171.404178,10.111334,74.839474,312326.6481,1532.58206,203.791142,1119.407715,110.462955,556.541539,33.504652,27.238989,28.670315,25.807662,1.542555,0.988984,14868.16476,1891.84696,1753.822113,1892.34696,2342.677887,10.110438,74.857936,453896.2316,1580.068772,287.263592,1345.371948,160.532953,558.916949,33.745778,27.871081,28.21223,27.529932,8.689603,0.999342,28549.61285,1684.797789,1709.019119,1685.297789,2387.480881,10.11613,74.863228,317552.1475,1540.358762,206.154667,1140.808228,112.311098,561.192689,33.608799,26.632253,27.798454,25.466052,6.324904,0.991975,16399.78144,1704.457162,2269.02205,1704.957162,1827.47795,10.115885,74.802612,406462.2975,1565.408156,259.6526,1282.779907,143.756631,557.838692,33.198269,26.958495,27.723268,26.193722,359.928196,0.996786,25625.33293,1450.680471,1456.478502,1451.180471,2640.021498,10.122473,74.891012,2269316.753,2078.405911,1091.854455,4386.704102,802.606619,560.63834,33.873412,27.759862,28.170551,27.349172,14.588783,0.998852,709024.8598,1936.118239,2378.332977,1936.618239,1718.167023,10.109575,74.790285,2771197.259,2195.935704,1261.966484,5221.929199,980.110538,559.78775,33.093189,27.302113,28.049318,26.554908,357.159844,0.996979,1120783.642,2765.759533,1569.122646,2766.259533,2527.377354,10.086179,74.875673,501392.6055,1586.17433,316.101828,1471.479858,177.331359,551.05459,33.646183,27.31112,27.668075,26.954165,333.335635,0.998085,37194.48272
elp1m008-fa05-20201118-0377-e91.fits,5,0,59172.86315,2459172.863,2459172.865655,1.713959,34.22669,30,53,80,0.090634,0.057205,0.082396,0.057946,0.073114,0.688301,1.008737,0.099066,0.000292,0.000278,0.000289,0.000279,0.000285,0.000849,0.001241,0.000319,310.221889,205.777062,284.824953,207.486987,256.95977,810.875387,812.673261,311.026416,5545606.408,3409.331619,2002.716193,2039.174239,2003.216193,2057.325761,10.108066,74.827723,502620.6804,2827.433388,1590.458275,316.022551,1461.837158,177.765702,553.841174,9786,33.495826,27.481469,28.154751,26.808187,7.02881,0.997452,37879.34325,1863.245151,1925.252536,1863.745151,2171.247464,10.111846,74.840361,317235.43,1529.260046,207.443744,1125.250854,112.199082,553.688669,33.550843,27.138292,28.257189,26.019395,7.274698,0.992767,15821.08169,1892.04021,1754.059531,1892.54021,2342.440469,10.110955,74.858817,456934.5667,1579.478295,289.294616,1364.599121,161.607544,555.272281,1.573547,27.877088,28.414217,27.339958,13.596224,0.998124,29662.47954,1685.033052,1709.282741,1685.533052,2387.217259,10.116647,74.864105,321343.4733,1536.088686,209.195912,1145.614014,113.652005,558.15509,33.345178,26.541917,27.662806,25.421027,10.40626,0.991865,17632.28214,1704.93355,2269.332657,1705.43355,1827.167343,10.116394,74.803475,405463.637,1558.112954,260.22737,1326.251953,143.403427,555.121126,33.187565,26.762696,27.606777,25.918615,7.479,0.995746,26809.76395,1450.702671,1456.647254,1451.202671,2639.852746,10.122998,74.8919,2260880.26,2075.683741,1089.221934,4369.857422,799.62282,558.79223,33.788283,27.551472,28.012837,27.090108,19.2889,0.998166,743314.5034,1936.345525,2378.653621,1936.845525,1717.846379,10.11009,74.791148,2784862.832,2195.855706,1268.235806,5511.411133,984.943746,556.292292,33.250131,27.176798,27.912729,26.440867,2.62341,0.997046,1180652.314,2765.910659,1569.416471,2766.410659,2527.083529,10.086693,74.87656,499863.3167,1579.017672,316.566005,1474.717529,176.790484,546.908841,33.391217,27.011282,27.492922,26.529643,345.334361,0.998328,39258.69937
elp1m008-fa05-20201118-0378-e91.fits,6,0,59172.8645,2459172.864,2459172.867003,1.708812,38.135043,30,53,80,0.090414,0.057415,0.08234,0.057281,0.073293,0.686767,1.006845,0.100285,0.000293,0.000279,0.00029,0.00028,0.000286,0.000849,0.001241,0.000321,308.92493,205.716654,283.956029,204.305764,256.097451,809.244599,811.274916,312.776616,5539478.174,3411.994442,2002.469038,2038.925478,2002.969038,2057.574522,10.108081,74.827749,500845.3432,2827.433388,1591.632185,314.674048,1419.511841,177.137805,557.678066,9613,33.735744,27.721828,28.54252,26.901135,357.247589,0.996468,36087.53442,1863.251027,1925.106862,1863.751027,2171.393138,10.111852,74.840369,318047.4292,1533.584773,207.388228,1122.544922,112.486268,557.417534,33.79125,27.696167,29.163675,26.228658,2.024473,0.988777,14754.10319,1891.843292,1753.933945,1892.343292,2342.566055,10.110968,74.858816,456121.2187,1581.54992,288.401405,1347.367554,161.319881,560.293723,33.986261,28.096025,28.655015,27.537036,11.6122,0.998127,28445.63455,1684.682831,1709.204195,1685.182831,2387.295805,10.116662,74.864095,317304.2838,1540.739076,205.942907,1134.505005,112.223434,563.062297,33.841909,26.722275,27.903559,25.540991,359.982005,0.992214,16365.89689,1704.614591,2269.146375,1705.114591,1827.353625,10.116407,74.803502,406002.5185,1565.496153,259.344309,1333.429443,143.594017,559.230033,33.742379,27.205192,28.118656,26.291728,0.368446,0.9955,25111.15665,1450.523965,1456.454394,1451.023965,2640.045606,10.123006,74.891889,2255397.824,2075.874594,1086.480768,4227.472168,797.683805,563.113782,34.186558,27.885487,28.442386,27.328587,11.399343,0.998124,697891.5157,1936.081661,2378.488017,1936.581661,1718.011983,10.110103,74.79118,2779185.827,2195.10812,1266.081521,5447.964355,982.935916,559.869139,33.554484,27.518378,28.309364,26.727393,357.824858,0.996682,1113519.23,2765.582695,1569.303626,2766.082695,2527.196374,10.08672,74.876559,504894.5239,1585.544412,318.436065,1474.966675,178.569909,548.980787,34.015069,27.597727,27.968708,27.226747,338.284467,0.99863,36855.80384
elp1m008-fa05-20201118-0379-e91.fits,7,0,59172.86585,2459172.866,2459172.868350,1.703717,38.561776,30,53,80,0.090116,0.057282,0.082596,0.057392,0.072868,0.689758,1.007805,0.098729,0.000292,0.000278,0.000289,0.000279,0.000284,0.00085,0.00124,0.000319,309.001073,206.131293,285.83511,205.353873,256.239713,811.35547,812.839061,309.644227,5551024.726,3412.246205,2002.598448,2038.889207,2003.098448,2057.610793,10.108068,74.827745,500234.6786,2827.433388,1589.40484,314.730814,1508.884277,176.921826,554.61869,9569,33.778922,27.723714,28.547083,26.900344,357.540738,0.996452,37195.84721,1862.922027,1925.035236,1863.422027,2171.464764,10.111854,74.840379,317975.5281,1530.153796,207.806254,1122.799561,112.460838,553.524578,33.886962,27.46279,28.928763,25.996817,5.093259,0.988301,15344.71,1891.916197,1753.842619,1892.416197,2342.657381,10.110957,74.85884,458492.444,1579.091035,290.352129,1374.018066,162.158531,555.672197,33.943347,28.260418,28.91396,27.606876,14.058922,0.997253,29289.33214,1684.765514,1708.955358,1685.265514,2387.544642,10.116655,74.864141,318585.2328,1538.986226,207.009801,1186.519409,112.676477,558.71173,33.592703,26.632329,27.908901,25.355757,3.698725,0.990698,17288.98133,1704.635941,2269.08763,1705.135941,1827.41237,10.116402,74.803485,404491.9904,1558.863542,259.478767,1378.748413,143.059777,555.431876,33.667058,26.971286,27.994023,25.948549,359.946436,0.994265,26348.17099,1450.474798,1456.358613,1450.974798,2640.141387,10.123007,74.89194,2265923.591,2076.299553,1091.32788,4588.539062,801.406534,558.949081,34.063758,27.758174,28.437658,27.078689,11.064894,0.99721,740352.6845,1936.151146,2378.331691,1936.651146,1718.168309,10.110093,74.791164,2786301.755,2196.938814,1268.265523,5848.779297,985.45266,556.761036,33.529515,27.448577,28.456193,26.440961,358.847725,0.994616,1166682.367,2765.654979,1569.169384,2766.154979,2527.330616,10.086693,74.876595,498799.381,1582.99216,315.099085,1445.727661,176.414194,547.863809,33.896897,27.144999,27.879859,26.410139,346.231779,0.996277,39084.47327
elp1m008-fa05-20201118-0380-e91.fits,8,0,59172.86719,2459172.867,2459172.869695,1.698698,34.31662,30,53,80,0.090996,0.056651,0.081695,0.057324,0.073546,0.687037,1.009387,0.099408,0.00029,0.000276,0.000287,0.000277,0.000283,0.000844,0.001237,0.000318,313.370457,204.99863,284.519963,206.592112,259.617536,813.986852,815.804332,312.8487,5568954.321,3410.343902,2002.834186,2038.920119,2003.334186,2057.579881,10.108052,74.827887,506750.2576,2827.433388,1587.040828,319.305117,1546.442505,179.226241,551.976612,9624,33.261393,27.616733,28.162565,27.070901,358.559716,0.998435,38915.09796,1863.352328,1925.111278,1863.852328,2171.388722,10.111833,74.840513,315485.1882,1526.787386,206.633347,1171.256226,111.58006,552.174826,1.880041,27.23537,28.637071,25.83367,4.599523,0.989184,15946.77652,1892.182819,1753.844658,1892.682819,2342.655342,10.110941,74.858979,454955.5254,1574.569694,288.939592,1402.980347,160.907602,554.203241,33.538102,27.822856,28.456296,27.189416,7.432888,0.997783,30346.65023,1685.145876,1709.086053,1685.645876,2387.413947,10.116635,74.864263,319232.0999,1532.812721,208.26556,1203.014771,112.905259,556.662059,33.517965,26.418759,27.673921,25.163597,3.486759,0.990877,17889.88467,1704.670229,2269.151396,1705.170229,1827.348604,10.11639,74.803627,409575.7784,1557.546275,262.962189,1440.074463,144.857799,553.54528,33.330954,26.933841,27.840616,26.027066,7.259909,0.995173,27602.72539,1450.696724,1456.396868,1451.196724,2640.103132,10.12299,74.892065,2267926.877,2074.911325,1093.023519,4740.992188,802.115051,557.219596,33.651579,27.556737,28.059982,27.053493,16.510965,0.998104,763176.2481,1936.356096,2378.485936,1936.856096,1718.014064,10.110078,74.7913,2797484.941,2196.540955,1273.586515,5809.164062,989.407903,554.334553,33.233559,27.186372,28.002481,26.370264,359.338274,0.9964,1222678.165,2765.958798,1569.250025,2766.458798,2527.249975,10.08668,74.876727,503542.5024,1581.264163,318.442999,1523.801758,178.09173,545.787656,33.557587,27.09954,27.54765,26.651429,344.566648,0.998516,40401.16016
elp1m008-fa05-20201118-0381-e91.fits,9,0,59172.86853,2459172.869,2459172.871037,1.693704,38.153028,30,53,80,0.08991,0.056866,0.082018,0.057772,0.072641,0.689883,1.001846,0.100468,0.00029,0.000276,0.000287,0.000277,0.000282,0.000846,0.001225,0.000318,310.254752,205.878122,286.066089,208.407545,257.217331,815.637066,817.621308,316.146731,5572009.045,3406.908348,2002.760839,2038.932969,2003.260839,2057.567031,10.108107,74.827837,500979.9763,2827.433388,1585.41727,315.992506,1478.255981,177.185421,550.407225,9656,33.713588,27.755117,28.797505,26.712728,2.931504,0.994315,37360.19338,1863.294488,1925.212176,1863.794488,2171.287824,10.111885,74.840449,316857.9505,1526.813382,207.528932,1155.011475,112.065576,550.205593,33.9071,27.354096,28.800379,25.907812,3.97779,0.988663,15755.1848,1892.25475,1753.774607,1892.75475,2342.725393,10.110989,74.858924,457002.6484,1572.915124,290.545015,1343.997192,161.631623,552.010652,34.002804,28.102193,28.974605,27.229781,12.175021,0.995364,29720.7247,1684.929901,1708.992545,1685.429901,2387.507455,10.116688,74.864212,321904.8634,1532.001502,210.120462,1160.718506,113.850556,554.192074,33.915139,26.733259,27.957964,25.508553,3.800063,0.991491,17520.82873,1704.819222,2269.071249,1705.319222,1827.428751,10.116436,74.803601,404757.9896,1554.020349,260.458616,1323.138428,143.153855,551.84319,33.584929,26.917674,28.054766,25.780583,7.752514,0.99234,26950.0605,1450.836917,1456.317651,1451.336917,2640.182349,10.12303,74.892001,2274734.609,2073.780067,1096.902533,4548.417969,804.522794,554.721361,34.063385,27.751862,28.504753,26.998971,15.223766,0.996045,751800.2703,1936.441438,2378.439074,1936.941438,1718.060926,10.110128,74.791274,2788574.251,2193.018164,1271.569154,5902.932617,986.256392,553.047879,33.690847,27.433611,28.488952,26.378271,3.18269,0.994025,1180866.566,2766.072302,1569.176503,2766.572302,2527.323497,10.086738,74.876653,508700.1848,1580.231646,321.914946,2052.142822,179.915887,543.894737,34.029812,27.539391,28.178684,26.900098,355.798346,0.9978,39612.98534
elp1m008-fa05-20201118-0382-e91.fits,10,0,59172.86988,2459172.87,2459172.872382,1.688788,38.26313,30,53,80,0.090625,0.057701,0.082595,0.05772,0.07335,0.689299,1.006536,0.099303,0.000289,0.000274,0.000286,0.000276,0.000281,0.000843,0.001229,0.000316,313.943131,210.345963,289.279642,209.475053,260.721421,817.287008,819.064022,314.492519,5567788.839,3396.949737,2002.425756,2039.039471,2002.925756,2057.460529,10.108066,74.827792,504580.5215,2827.433388,1577.477446,319.865443,1474.644897,178.458854,543.503496,9688,33.377078,27.505157,28.486794,26.523521,2.029347,0.994893,40505.81273,1863.011951,1925.115195,1863.511951,2171.384805,10.111843,74.840435,321265.5457,1514.690427,212.099806,1161.927612,113.624444,542.550437,33.612917,27.240977,28.857174,25.624781,2.715727,0.985892,16825.02382,1891.826479,1753.783936,1892.326479,2342.716064,10.110951,74.858907,459871.9763,1564.759148,293.893138,1367.802368,162.64644,543.863916,33.707294,27.878398,28.691635,27.065161,13.913094,0.995655,31859.115,1684.763266,1709.171913,1685.263266,2387.328087,10.116645,74.864183,321372.8379,1521.601107,211.207022,1228.734009,113.662391,547.061112,33.472081,26.364132,27.699112,25.029152,11.473019,0.987967,18830.30093,1704.37725,2269.108949,1704.87725,1827.391051,10.116403,74.803558,408395.502,1546.461549,264.083839,1364.465454,144.440362,544.086482,33.15435,26.806085,27.803085,25.809085,5.954573,0.994237,28595.15548,1450.285381,1456.47221,1450.785381,2640.02779,10.122999,74.891993,2271872.671,2067.903609,1098.635672,4770.481934,803.51059,546.139185,33.724203,27.484961,28.163484,26.806438,16.110006,0.996598,801689.0221,1935.965957,2378.457716,1936.465957,1718.042284,10.110093,74.791222,2792963.031,2189.722031,1275.487478,5893.754883,987.808605,545.910102,33.165382,27.159758,28.160718,26.158799,1.837435,0.994559,1259637.343,2765.460844,1569.377936,2765.960844,2527.122064,10.086692,74.876609,502953.1368,1571.037748,320.140708,1474.64978,177.883284,537.943441,33.738709,26.993537,27.761365,26.22571,351.125969,0.996438,42017.92487
