Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD_MOBS,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,Variance_C4
coj1m003-fa19-20200803-0224-e91.fits,45,0,59065.193901,2459065.193901,2459065.195470,1.464377,48.697156,31,55,83,0.829643,3.98237,0.174819,0.054744,0.00028,0.002846,0.000131,0.000089,2958.670274,1399.501116,1330.542069,612.778347,23834269.82,5669.252283,2040.691035,2043.367401,2041.191035,2053.132599,3.310743,-42.642003,19773940.11,3019.07054,4748.17489,4164.534915,32274.14844,6549.678072,711.585781,10230,29.558093,24.319498,24.15136,24.487636,65.206046,0.999545,403.232742,3516.604521,2708.184293,3517.104521,1388.315707,3.325212,-42.569794,19050548.74,4672.609632,4077.068327,33625.19531,6310.070759,714.556362,49.437614,36.71103,48.23512,25.186939,348.250528,0.611631,400.244136,3584.184128,2099.967827,3584.684128,1996.532173,3.325891,-42.635644,3546660.949,2513.176984,1411.226098,6840.50293,1174.752594,709.103123,40.480242,34.898847,45.18497,24.612725,12.361759,0.643475,391.981039,2807.018644,2606.814882,2807.518644,1489.685118,3.318257,-42.580924,1237060.138,1997.769285,619.220722,2745.894043,409.74867,704.259738,26.563247,27.065691,25.516116,28.615267,57.988069,0.932101,391.172843
coj1m003-fa19-20200803-0225-e91.fits,46,0,59065.194569,2459065.194569,2459065.196138,1.459602,48.194055,31,55,83,0.830192,3.958684,0.176506,0.054453,0.000292,0.002979,0.000139,0.000095,2843.211684,1328.86212,1271.809944,571.150597,22470861.81,5582.535792,2040.691035,2043.367401,2041.191035,2053.132599,3.310758,-42.641787,18655140.33,3019.07054,4644.482789,4016.623849,29631.72656,6179.100517,746.961545,10457,29.023234,24.641594,24.437459,24.845728,55.094846,0.997696,422.766442,3516.604521,2708.184293,3517.104521,1388.315707,3.325216,-42.569822,17939244.07,4568.057821,3927.105297,30463.58398,5941.975793,748.864629,48.884405,36.668691,47.597558,25.739824,346.687356,0.62497,425.134354,3584.184128,2099.967827,3584.684128,1996.532173,3.325888,-42.635598,3371197.759,2500.012073,1348.472591,6546.753906,1116.634313,740.511701,39.242602,34.487379,44.573461,24.401296,11.295946,0.659398,386.379737,2807.018644,2606.814882,2807.518644,1489.685118,3.318268,-42.580864,1160419.985,2011.838275,576.795859,2560.305664,384.363323,741.958289,26.928821,26.788698,25.550213,28.027183,56.700548,0.946031,424.767274
coj1m003-fa19-20200803-0226-e91.fits,47,0,59065.195219,2459065.195219,2459065.196788,1.45494,48.095439,31,55,83,0.831645,3.995022,0.17438,0.054532,0.000278,0.002808,0.000129,0.000087,2996.051561,1422.790013,1350.607333,625.020372,24238604.01,5689.361803,2040.691035,2043.367401,2041.191035,2053.132599,3.310748,-42.642013,20157920.91,3019.07054,4783.385998,4214.153096,31958.33398,6676.863176,696.877968,10586,29.551382,24.595864,24.454788,24.73694,54.20188,0.99868,414.824533,3516.604521,2708.184293,3517.104521,1388.315707,3.325215,-42.569813,19386051.95,4703.492936,4121.628802,33253.90234,6421.198742,702.196568,48.740305,36.496597,47.56829,25.424905,348.481001,0.635491,408.857815,3584.184128,2099.967827,3584.684128,1996.532173,3.325894,-42.635652,3599116.281,2511.72935,1432.923607,6599.765137,1192.127257,697.178522,39.43854,34.722759,44.458776,24.986743,13.171392,0.663418,421.714557,2807.018644,2606.814882,2807.518644,1489.685118,3.318261,-42.580943,1253435.775,1984.239803,631.695712,2639.8479,415.172735,691.593615,26.457475,27.187542,25.44961,28.925473,59.696109,0.932693,427.911303
coj1m003-fa19-20200803-0227-e91.fits,48,0,59065.195869,2459065.195869,2459065.197438,1.450345,47.570571,31,55,83,0.827644,3.992843,0.174779,0.054308,0.000278,0.002831,0.00013,0.000088,2974.427514,1410.558975,1342.014449,615.609849,24034054.98,5678.007794,2040.691035,2043.367401,2041.191035,2053.132599,3.310781,-42.641831,19891645.54,3019.07054,4758.077727,4180.60542,34030.32813,6588.665376,704.846626,10429,29.059888,24.525151,24.456548,24.593754,48.457356,0.997841,364.193046,3516.604521,2708.184293,3517.104521,1388.315707,3.32521,-42.569891,19220353.6,4687.42733,4100.40567,34098.76953,6366.314846,707.552431,48.645718,36.632297,47.76453,25.500063,347.115925,0.618278,390.460566,3584.184128,2099.967827,3584.684128,1996.532173,3.325885,-42.635549,3575688.291,2511.362237,1423.804276,6978.808105,1184.367256,702.134113,37.66586,34.466979,44.597762,24.336195,11.91059,0.650133,376.839656,2807.018644,2606.814882,2807.518644,1489.685118,3.318275,-42.580961,1238013.092,1990.190255,622.057659,2790.189209,410.064315,699.327086,26.815378,26.770267,25.387211,28.153323,57.656451,0.941907,372.24034
coj1m003-fa19-20200803-0228-e91.fits,49,0,59065.196523,2459065.196523,2459065.198092,1.445768,46.948956,31,55,83,0.825155,3.991724,0.174856,0.054296,0.000305,0.003231,0.000147,0.000103,2705.986559,1235.327165,1186.476001,526.340817,20994726.39,5497.761991,2040.691035,2043.367401,2041.191035,2053.132599,3.310785,-42.641814,17323913.28,3019.07054,4517.364522,3834.96023,27523.56641,5738.16115,790.486096,10345,30.23046,24.860415,24.7453,24.97553,51.577043,0.998344,419.291907,3516.604521,2708.184293,3517.104521,1388.315707,3.325213,-42.569888,16788819.33,4458.833953,3765.293686,29123.60938,5560.923174,792.543756,48.111772,36.475441,47.196241,25.75464,346.759526,0.634559,405.418648,3584.184128,2099.967827,3584.684128,1996.532173,3.325887,-42.635543,3124684.106,2490.227878,1254.778381,5959.018066,1034.982146,788.79659,35.117486,34.369653,44.187885,24.551421,11.491657,0.670785,416.002959,2807.018644,2606.814882,2807.518644,1489.685118,3.318278,-42.580953,1081222.957,2035.424232,531.202754,2485.004395,358.131068,784.944577,26.765537,26.78545,25.157392,28.413508,60.88801,0.947102,421.145375
coj1m003-fa19-20200803-0229-e91.fits,50,0,59065.197194,2459065.197194,2459065.198763,1.441163,50.863217,31,55,83,0.83952,3.961743,0.175566,0.05507,0.000328,0.003476,0.00016,0.000114,2557.03997,1139.898877,1098.413855,483.119094,19198986.47,5378.137985,2040.691035,2043.367401,2041.191035,2053.132599,3.310756,-42.641819,16117941.14,3019.07054,4398.476928,3664.436895,26621.12891,5338.709686,829.824268,10380,29.563957,24.47433,24.400677,24.547983,51.375362,0.999256,396.779886,3516.604521,2708.184293,3517.104521,1388.315707,3.325212,-42.56986,15329582.44,4311.123976,3555.820368,27509.9707,5077.583395,835.680958,49.536986,36.877865,48.284177,25.471553,347.911037,0.616992,390.608744,3584.184128,2099.967827,3584.684128,1996.532173,3.325884,-42.635631,2867296.593,2472.040493,1159.890625,5710.074707,949.728254,831.198631,NaN,34.90633,45.258147,24.554513,12.055675,0.643252,401.253057,2807.018644,2606.814882,2807.518644,1489.685118,3.318265,-42.5809,1002107.429,2056.111391,487.379932,2614.188721,331.925808,827.562563,26.539752,27.098032,25.706211,28.489853,56.629198,0.932681,333.393033
coj1m003-fa19-20200803-0230-e91.fits,51,0,59065.197847,2459065.197847,2459065.199416,1.436649,49.855184,31,55,83,0.838332,3.977498,0.174654,0.055096,0.000328,0.003496,0.000159,0.000114,2555.274345,1137.754281,1095.389434,483.63084,19176787.27,5371.433925,2040.691035,2043.367401,2041.191035,2053.132599,3.310756,-42.641803,16076506.93,3019.07054,4393.810357,3658.898683,27059.19727,5324.985526,827.305355,10391,29.582083,24.460573,24.152941,24.768205,64.518178,0.998405,384.891139,3516.604521,2708.184293,3517.104521,1388.315707,3.325212,-42.569843,15324091.14,4307.998056,3557.125825,27746.30078,5075.764524,832.083972,49.859096,36.966426,48.283444,25.649407,347.431683,0.617606,387.1406,3584.184128,2099.967827,3584.684128,1996.532173,3.325884,-42.635614,2851312.816,2465.980539,1156.259253,5837.42627,944.433983,829.534084,43.261741,34.836794,45.232857,24.44073,11.54834,0.645029,380.748989,2807.018644,2606.814882,2807.518644,1489.685118,3.318265,-42.580884,1001383.317,2052.412029,487.905597,2444.802979,331.685962,824.044966,25.854596,26.960806,25.736831,28.184782,55.60151,0.937235,407.434518
coj1m003-fa19-20200803-0231-e91.fits,52,0,59065.198500,2459065.198500,2459065.200069,1.432225,48.24874,31,55,83,0.829744,3.999575,0.174631,0.054127,0.000305,0.003223,0.000147,0.000102,2718.663495,1240.885605,1191.610544,528.678762,21039640.79,5489.373661,2040.691035,2043.367401,2041.191035,2053.132599,3.310748,-42.641899,17457512.5,3019.07054,4526.353556,3856.860116,29032.68555,5782.412921,777.004385,10388,29.362818,24.499143,24.311393,24.686894,53.409121,0.997194,396.283421,3516.604521,2708.184293,3517.104521,1388.315707,3.325217,-42.569753,16831355.14,4458.063805,3775.485474,30652.52344,5575.012215,782.697459,48.397871,36.474845,47.487408,25.462282,346.478644,0.61395,379.853521,3584.184128,2099.967827,3584.684128,1996.532173,3.325894,-42.635597,3127942.107,2481.80573,1260.349297,6448.976074,1036.061286,778.15296,38.760664,34.202328,44.329159,24.075496,10.988534,0.655307,356.953467,2807.018644,2606.814882,2807.518644,1489.685118,3.318263,-42.580856,1080343.544,2024.729763,533.57419,2621.031982,357.839782,774.761433,26.618423,26.29485,24.924844,27.664856,57.997997,0.943785,372.075658
coj1m003-fa19-20200803-0232-e91.fits,53,0,59065.199151,2459065.199151,2459065.200720,1.427819,48.040284,31,55,83,0.828019,3.997241,0.174232,0.054553,0.000294,0.003056,0.000139,0.000096,2820.298749,1307.838228,1249.592598,565.379043,22208210.39,5561.890276,2040.691035,2043.367401,2041.191035,2053.132599,3.310777,-42.641969,18388825.26,3019.07054,4615.554079,3984.099189,31742.57813,6090.889569,747.051732,10217,29.414472,23.992069,23.881253,24.102885,54.240202,0.999151,375.872416,3516.604521,2708.184293,3517.104521,1388.315707,3.325204,-42.569984,17764116.47,4547.784148,3906.103696,33201.08203,5883.96867,749.803958,48.81485,36.639971,48.399723,24.880219,348.232477,0.597077,369.752319,3584.184128,2099.967827,3584.684128,1996.532173,3.325881,-42.635641,3295250.272,2490.645977,1323.050447,6778.812012,1091.478396,746.453693,39.67075,34.73287,45.232506,24.233235,12.27396,0.629099,361.709557,2807.018644,2606.814882,2807.518644,1489.685118,3.31827,-42.581076,1148843.652,2012.204117,570.937929,2754.233154,380.52892,741.409881,26.012323,26.735047,25.265563,28.204532,57.190164,0.929507,362.158409
coj1m003-fa19-20200803-0233-e91.fits,54,0,59065.199801,2459065.199801,2459065.201370,1.423449,47.289255,31,55,83,0.830092,3.993717,0.174808,0.054245,0.000301,0.003156,0.000144,0.0001,2754.29524,1265.521304,1212.794651,541.937799,21417334.53,5509.492812,2040.691035,2043.367401,2041.191035,2053.132599,3.310783,-42.642013,17778355.58,3019.07054,4555.026371,3903.019244,32669.16211,5888.685059,761.318936,10405,29.191014,24.100181,23.95471,24.245653,51.738669,0.997317,334.193065,3516.604521,2708.184293,3517.104521,1388.315707,3.325207,-42.570017,17128478.17,4486.795695,3817.530224,33615.82422,5673.427615,768.207101,48.142589,36.540463,47.861417,25.219509,347.154366,0.606379,332.600257,3584.184128,2099.967827,3584.684128,1996.532173,3.325884,-42.635662,3186844.135,2483.056721,1283.435899,6880.791992,1055.571273,762.522837,37.531276,34.385941,44.639816,24.132066,11.830528,0.642439,327.143978,2807.018644,2606.814882,2807.518644,1489.685118,3.318273,-42.581118,1102012.225,2014.349711,547.080886,2771.159912,365.017051,758.719688,26.251855,26.215464,24.710862,27.720065,58.23087,0.934076,336.668241
coj1m003-fa19-20200803-0234-e91.fits,55,0,59065.200464,2459065.200464,2459065.202034,1.419045,47.783488,31,55,83,0.805961,4.008561,0.174832,0.053567,0.000325,0.003631,0.000163,0.000117,2480.73665,1103.987142,1071.883325,457.457202,18747005.44,5354.326489,2040.691035,2043.367401,2041.191035,2053.132599,3.310758,-42.641803,15109360.2,3019.07054,4298.117867,3515.343382,26386.40039,5004.639674,862.996689,10441,29.485225,24.115216,24.020482,24.20995,52.170501,0.998994,373.200613,3516.604521,2708.184293,3517.104521,1388.315707,3.325215,-42.569852,15004013.12,4279.427432,3506.079577,28793.86719,4969.745795,850.691635,48.517619,36.577215,48.06653,25.087899,347.640661,0.603751,351.750713,3584.184128,2099.967827,3584.684128,1996.532173,3.325887,-42.635624,2789832.282,2466.558321,1131.062768,5990.114258,924.069923,845.236102,39.476266,34.522683,44.923255,24.122111,11.657065,0.638182,354.630895,2807.018644,2606.814882,2807.518644,1489.685118,3.318268,-42.580889,953160.0404,2066.737296,461.19071,2550.948242,315.713074,852.485774,26.365587,26.500494,24.981898,28.019089,58.349637,0.93536,349.7568
coj1m003-fa19-20200803-0235-e91.fits,56,0,59065.201129,2459065.201129,2459065.202699,1.414735,49.242939,31,55,83,0.841409,3.994224,0.173753,0.055074,0.000725,0.009808,0.000424,0.000348,1160.417345,407.229984,409.792432,158.320578,7337264.268,4858.088687,2040.691035,2043.367401,2041.191035,2053.132599,3.310751,-42.642028,6173641.606,3019.07054,3405.234899,1812.985532,11731.37109,2044.881537,1390.296473,10358,28.7742,24.138487,23.86749,24.409484,66.285453,0.998899,374.454454,3516.604521,2708.184293,3517.104521,1388.315707,3.325217,-42.570054,5868114.213,3360.604645,1746.148337,11798.79199,1943.68238,1391.483958,49.334784,36.866993,48.50579,25.228196,348.225632,0.607711,384.454529,3584.184128,2099.967827,3584.684128,1996.532173,3.325888,-42.635863,1086148.351,2551.285903,425.725847,3385.158691,359.762495,1395.034505,44.336278,35.006904,45.310696,24.703111,12.305752,0.644936,354.943783,2807.018644,2606.814882,2807.518644,1489.685118,3.318266,-42.581089,383001.7047,2407.966436,159.056081,2104.271973,126.8608,1388.794811,26.743009,26.648719,24.967068,28.330369,59.47628,0.932565,326.252994
coj1m003-fa19-20200803-0236-e91.fits,57,0,59065.201783,2459065.201783,2459065.203353,1.410494,47.905301,31,55,83,0.8832,3.899283,0.178863,0.055283,0.000466,0.00521,0.000242,0.000185,1893.772863,748.384331,740.352867,298.757253,12805807.52,5079.112202,2040.691035,2043.367401,2041.191035,2053.132599,3.310748,-42.642019,11310086.85,3019.07054,3942.682276,2868.627513,22040.98828,3746.214836,1085.422557,10443,28.637326,24.121079,23.937537,24.304622,54.362777,0.997753,313.572668,3516.604521,2708.184293,3517.104521,1388.315707,3.325204,-42.56986,10191995.09,3815.292974,2671.353198,20258.34766,3375.871797,1122.758685,48.521677,36.696328,48.082221,25.310436,346.826084,0.600988,349.71815,3584.184128,2099.967827,3584.684128,1996.532173,3.325882,-42.63565,1942957.001,2502.466045,776.416929,4637.791504,643.561313,1111.560574,39.238206,34.461154,44.925213,23.997094,11.168971,0.638631,368.948042,2807.018644,2606.814882,2807.518644,1489.685118,3.318255,-42.580987,670855.4291,2231.274071,300.660254,2369.600586,222.205947,1106.765752,25.981058,26.291301,25.030744,27.551858,56.370303,0.938746,316.600036
coj1m003-fa19-20200803-0237-e91.fits,58,0,59065.202439,2459065.202439,2459065.204009,1.406214,46.632457,31,55,83,0.817186,4.006904,0.174657,0.053782,0.000312,0.003385,0.000153,0.000108,2620.824427,1183.846933,1141.803662,498.344826,20139396.45,5444.553972,2040.691035,2043.367401,2041.191035,2053.132599,3.310748,-42.642062,16457640.49,3019.07054,4431.414494,3713.85717,30032.02344,5451.227546,814.949133,10454,29.227129,24.13078,24.017441,24.244118,50.788653,0.997809,341.699278,3516.604521,2708.184293,3517.104521,1388.315707,3.325212,-42.569887,16117071.11,4393.307565,3668.550601,30889.36523,5338.421509,816.564843,48.13894,36.5485,47.911522,25.185477,347.315087,0.606224,351.881073,3584.184128,2099.967827,3584.684128,1996.532173,3.325891,-42.635712,2994473.906,2482.264018,1206.347868,6664.708008,991.852912,811.355045,34.915809,34.358426,44.612664,24.104189,11.888607,0.6413,317.892669,2807.018644,2606.814882,2807.518644,1489.685118,3.31826,-42.58101,1027851.434,2044.598234,502.715603,2630.637207,340.452938,810.134595,26.342651,26.317032,24.708946,27.925118,59.724622,0.938673,357.894055
coj1m003-fa19-20200803-0238-e91.fits,59,0,59065.203106,2459065.203106,2459065.204676,1.401978,47.546477,31,55,83,0.828889,4.010963,0.173986,0.054142,0.000336,0.003709,0.000166,0.00012,2465.93303,1081.442493,1046.835785,452.303109,18344031.09,5327.225861,2040.691035,2043.367401,2041.191035,2053.132599,3.310758,-42.641778,15205162.14,3019.07054,4303.770457,3532.986318,27778.60547,5036.371936,855.097239,10371,28.97798,23.965874,23.656926,24.274822,61.811248,0.997833,350.086575,3516.604521,2708.184293,3517.104521,1388.315707,3.325214,-42.569821,14683251.4,4247.584209,3456.847629,29063.79883,4863.500606,860.584453,48.650436,36.764111,48.323915,25.204307,346.78752,0.591611,339.731612,3584.184128,2099.967827,3584.684128,1996.532173,3.325886,-42.635592,2718607.106,2463.517884,1103.546731,6096.075195,900.478167,859.181326,39.628566,34.446866,45.099886,23.793847,10.933644,0.629978,333.364597,2807.018644,2606.814882,2807.518644,1489.685118,3.318267,-42.580861,942172.5847,2066.021151,456.0324,2677.658936,312.073723,853.256499,26.296467,26.167858,24.789303,27.546412,57.844914,0.941253,304.711119
coj1m003-fa19-20200803-0239-e91.fits,60,0,59065.203757,2459065.203757,2459065.205327,1.397844,47.667098,31,55,83,0.812397,3.960287,0.178074,0.053124,0.000491,0.00612,0.000274,0.000214,1653.746932,647.106519,649.787674,248.51484,10998098.34,4902.91002,2040.691035,2043.367401,2041.191035,2053.132599,3.310749,-42.641886,8934819.105,3019.07054,3650.315764,2447.683894,17398.81836,2959.4602,1121.27761,10265,29.04132,23.852467,23.614091,24.090842,56.82688,0.997519,332.089854,3516.604521,2708.184293,3517.104521,1388.315707,3.325202,-42.569855,8780868.015,3624.365205,2422.732676,18356.0332,2908.467324,1117.042083,48.705884,36.637672,48.147646,25.127698,347.107992,0.596643,323.086354,3584.184128,2099.967827,3584.684128,1996.532173,3.325876,-42.635619,1662440.127,2443.914861,680.236515,4380.054688,550.646335,1106.371343,39.74696,34.38382,44.873385,23.894255,11.578211,0.631422,318.816894,2807.018644,2606.814882,2807.518644,1489.685118,3.318255,-42.580931,554790.1953,2220.311617,249.87042,2166.301025,183.761919,1119.694478,25.627749,26.102829,24.666444,27.539215,57.037223,0.927649,325.707804
coj1m003-fa19-20200803-0240-e91.fits,61,0,59065.204413,2459065.204413,2459065.205983,1.393725,50.557021,31,55,83,0.824416,4.014995,0.173807,0.054108,0.000318,0.003441,0.000155,0.00011,2594.46118,1166.778256,1123.527786,494.089412,19669766.98,5386.621537,2040.691035,2043.367401,2041.191035,2053.132599,3.310747,-42.641906,16216066.36,3019.07054,4398.289484,3686.902925,30384.0293,5371.211486,801.724383,10599,29.070613,23.918076,23.572062,24.264089,61.46977,0.99717,333.004223,3516.604521,2708.184293,3517.104521,1388.315707,3.32521,-42.569962,15747575.93,4345.950285,3623.50577,32216.85742,5216.034446,806.683354,48.988834,36.836277,48.532359,25.140196,346.7793,0.584917,319.244964,3584.184128,2099.967827,3584.684128,1996.532173,3.325881,-42.63576,2912532.923,2454.702449,1186.511597,6575.731934,964.711783,802.878852,NaN,34.457041,45.28844,23.625642,10.80958,0.621223,318.799333,2807.018644,2606.814882,2807.518644,1489.685118,3.31826,-42.580987,1009658.128,2025.547724,498.461782,2666.156494,334.426809,797.327092,25.944517,26.066864,24.917609,27.216118,54.949241,0.93314,337.801485
coj1m003-fa19-20200803-0241-e91.fits,62,0,59065.205072,2459065.205072,2459065.206642,1.389644,48.807012,31,55,83,0.828901,4.007732,0.173899,0.054355,0.000294,0.003069,0.000139,0.000096,2815.587389,1305.767673,1247.246149,564.54411,22057149.74,5534.203242,2040.691035,2043.367401,2041.191035,2053.132599,3.310797,-42.641819,18283185.6,3019.07054,4595.971884,3978.089089,32231.91797,6055.898781,730.19101,10270,28.82111,23.819606,23.620049,24.019162,55.798268,0.997928,366.583752,3516.604521,2708.184293,3517.104521,1388.315707,3.32522,-42.569905,17652530.71,4530.661635,3896.236826,33540.02344,5847.008368,737.993069,49.273793,36.726655,48.509888,24.943423,348.472222,0.60021,358.979425,3584.184128,2099.967827,3584.684128,1996.532173,3.325894,-42.635537,3267500.356,2474.29682,1320.577357,6726.845215,1082.286854,732.802798,40.08134,34.729213,45.133044,24.325381,12.842743,0.627797,365.761807,2807.018644,2606.814882,2807.518644,1489.685118,3.318288,-42.580972,1137118.677,1994.584147,570.103136,2703.522949,376.645283,727.213156,26.494785,26.661753,25.046797,28.276709,57.7052,0.920876,373.028151
coj1m003-fa19-20200803-0242-e91.fits,63,0,59065.205721,2459065.205721,2459065.207291,1.385576,51.020382,31,55,83,0.828746,4.001639,0.174345,0.054266,0.000278,0.00282,0.000129,0.000087,2983.189866,1419.186483,1348.277225,621.760288,24016985.71,5654.248547,2040.691035,2043.367401,2041.191035,2053.132599,3.310739,-42.642175,19903977,3019.07054,4749.547124,4190.710499,34382.875,6592.749898,679.593708,10381,28.875725,23.928412,23.816662,24.040163,51.777332,0.998412,379.224925,3516.604521,2708.184293,3517.104521,1388.315707,3.325224,-42.569945,19215162.44,4678.610203,4107.023583,36495.71875,6364.59539,686.008403,48.878271,36.676038,48.450855,24.901222,347.715006,0.59033,358.029857,3584.184128,2099.967827,3584.684128,1996.532173,3.325902,-42.63586,3565601.72,2492.127955,1430.745846,7399.786621,1181.026303,680.274265,NaN,34.531986,45.135524,23.928448,11.869433,0.624126,345.027318,2807.018644,2606.814882,2807.518644,1489.685118,3.318262,-42.581062,1236221.553,1967.341215,628.371705,2848.546875,409.470907,675.858155,26.500136,26.476555,25.183745,27.769364,56.333006,0.936084,363.360469
coj1m003-fa19-20200803-0243-e91.fits,64,0,59065.206384,2459065.206384,2459065.207954,1.381571,51.782932,31,55,83,0.824903,4.018673,0.173676,0.054052,0.000274,0.002799,0.000127,0.000086,3009.682317,1435.871667,1362.207528,630.853481,24373734.27,5675.847972,2040.691035,2043.367401,2041.191035,2053.132599,3.31074,-42.642159,20105959.83,3019.07054,4765.160695,4219.366589,35857.88281,6659.652221,668.292884,10369,29.060183,24.002423,23.840692,24.164155,52.716374,0.997436,351.370824,3516.604521,2708.184293,3517.104521,1388.315707,3.325208,-42.569883,19517125.12,4705.988133,4147.295865,36779.16406,6464.613816,674.469849,48.773152,36.613745,48.258822,24.968668,347.898109,0.598875,358.952387,3584.184128,2099.967827,3584.684128,1996.532173,3.325889,-42.635737,3606727.878,2495.285535,1445.416898,7488.606445,1194.648429,670.121135,NaN,34.561404,44.910761,24.212047,12.245294,0.635243,338.690157,2807.018644,2606.814882,2807.518644,1489.685118,3.318253,-42.581042,1249881.266,1960.223455,637.62183,2911.949707,413.995383,665.00623,26.49508,26.451867,24.971189,27.932545,57.445234,0.929689,346.652474
coj1m003-fa19-20200803-0244-e91.fits,65,0,59065.207032,2459065.207032,2459065.208602,1.377646,49.074542,31,55,83,0.82678,3.996815,0.174732,0.054169,0.00027,0.002715,0.000125,0.000083,3056.779919,1472.337773,1395.080284,649.004978,24907910.83,5704.591849,2040.691035,2043.367401,2041.191035,2053.132599,3.310793,-42.641923,20593351.49,3019.07054,4810.570948,4280.853918,36789.66797,6821.089875,652.785554,10453,29.298701,23.94075,23.839522,24.041978,51.353014,0.998522,352.526358,3516.604521,2708.184293,3517.104521,1388.315707,3.325216,-42.57,19923152.98,4742.125658,4201.312748,38054.94922,6599.101517,658.452828,48.874835,36.685563,48.400275,24.970851,347.604533,0.592459,351.532339,3584.184128,2099.967827,3584.684128,1996.532173,3.325891,-42.635636,3704859.189,2499.956345,1481.969554,7607.406738,1227.152244,652.861825,39.893836,34.5714,45.163726,23.979073,11.774308,0.626579,347.157552,2807.018644,2606.814882,2807.518644,1489.685118,3.318284,-42.58107,1279898.659,1950.597521,656.157226,2873.55249,423.937978,648.824337,26.447864,26.358746,24.952492,27.764999,57.212346,0.93379,374.200103
coj1m003-fa19-20200803-0245-e91.fits,66,0,59065.207684,2459065.207684,2459065.209254,1.37373,51.121177,31,55,83,0.824736,4.010962,0.1742,0.053969,0.00027,0.002734,0.000125,0.000084,3048.93345,1466.851715,1390.41183,645.743029,24819292.02,5695.237614,2040.691035,2043.367401,2041.191035,2053.132599,3.31074,-42.642162,20469373.69,3019.07054,4796.894665,4267.213503,36642.82813,6780.024983,652.121534,10507,28.985358,23.855025,23.655619,24.05443,55.446374,0.997803,356.421218,3516.604521,2708.184293,3517.104521,1388.315707,3.32521,-42.569875,19866292.54,4735.851745,4194.872139,37902.09375,6580.267759,657.471372,48.968709,36.688926,48.400679,24.977172,347.388665,0.589815,356.787147,3584.184128,2099.967827,3584.684128,1996.532173,3.325891,-42.635736,3682104.544,2493.473356,1476.696968,7754.08252,1219.615274,651.615784,NaN,34.496785,45.170158,23.823413,11.433067,0.624346,332.756267,2807.018644,2606.814882,2807.518644,1489.685118,3.318253,-42.581037,1270894.933,1946.800028,652.812263,2962.849121,420.955693,648.081123,26.334923,26.162411,24.823203,27.501618,56.7024,0.933922,345.630433
coj1m003-fa19-20200803-0246-e91.fits,67,0,59065.208343,2459065.208343,2459065.209913,1.369774,49.873239,31,55,83,0.827964,3.995591,0.174761,0.0542,0.000269,0.002679,0.000124,0.000082,3082.521506,1491.386883,1411.697616,659.420685,25165658.94,5712.139704,2040.691035,2043.367401,2041.191035,2053.132599,3.31075,-42.642135,20836251.65,3019.07054,4829.385826,4314.472357,37998.68359,6901.545152,638.563283,10344,29.333361,23.899347,23.684752,24.113941,58.996102,0.998536,339.698452,3516.604521,2708.184293,3517.104521,1388.315707,3.325217,-42.56988,20128085.22,4757.846029,4230.503699,39389.35938,6666.980766,643.270377,49.073388,36.805712,48.668751,24.942673,347.846923,0.589424,337.754565,3584.184128,2099.967827,3584.684128,1996.532173,3.325898,-42.635728,3743716.442,2495.265239,1500.328055,7824.475586,1240.022846,637.321894,43.727012,34.765179,45.455895,24.074462,11.769095,0.624371,333.589488,2807.018644,2606.814882,2807.518644,1489.685118,3.318262,-42.581032,1293857.274,1940.384641,666.804533,2944.764893,428.561459,633.52803,26.238019,26.472517,25.133857,27.811177,56.042649,0.928014,355.000139
