Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD_MOBS,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,Variance_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,Variance_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,Variance_C4
coj1m003-fa19-20200803-0313-e91.fits,134,0,59065.252372,2459065.252372,2459065.253944,1.172233,46.795044,31,55,83,0.819504,4.03613,0.173445,0.05347,0.000253,0.002478,0.000114,0.000073,3245.20744,1628.598153,1527.42409,737.486239,26876111.66,5729.882925,2040.691035,2043.367401,2041.191035,2053.132599,3.310778,-42.64201,22025071.04,3019.07054,4900.358394,4494.583716,39338.64063,7295.315146,512.184644,10284,28.818032,23.750031,23.772177,23.727885,44.245584,0.994984,360.56998,3516.604521,2708.184293,3517.104521,1388.315707,3.325265,-42.570043,21539452.47,4851.682001,4439.584555,42402.64844,7134.464793,512.867194,48.313608,36.186389,47.765992,24.606787,347.330609,0.587389,334.619995,3584.184128,2099.967827,3584.684128,1996.532173,3.325934,-42.635934,3972523.395,2440.417907,1627.804559,8081.525391,1315.810062,508.065286,36.081436,33.843606,44.138619,23.548592,12.119088,0.627053,345.784827,2807.018644,2606.814882,2807.518644,1489.685118,3.318305,-42.581046,1364135.794,1826.77326,746.746092,2985.638916,451.839656,505.108217,26.373642,25.721348,24.057675,27.385021,59.896627,0.932781,353.746864
coj1m003-fa19-20200803-0314-e91.fits,135,0,59065.253023,2459065.253023,2459065.254595,1.170108,47.483491,31,55,83,0.821677,4.029494,0.173828,0.053453,0.000253,0.002471,0.000114,0.000072,3246.653408,1630.749389,1529.861716,737.870684,26856869.63,5726.513496,2040.691035,2043.367401,2041.191035,2053.132599,3.310745,-42.641992,22067682.33,3019.07054,4905.06597,4498.957295,40594.62109,7309.42919,510.506897,10450,28.884645,23.550806,23.470778,23.630833,47.889706,0.995445,346.744867,3516.604521,2708.184293,3517.104521,1388.315707,3.325215,-42.569755,21516994.81,4849.656805,4436.807732,43401.57422,7127.02619,512.384128,48.703336,36.417041,48.226914,24.607168,347.267874,0.577477,325.462599,3584.184128,2099.967827,3584.684128,1996.532173,3.325895,-42.63561,3977134.229,2438.668124,1630.863252,8621.319336,1317.337298,506.350306,39.513305,34.022267,44.623473,23.421061,11.768551,0.61611,307.391414,2807.018644,2606.814882,2807.518644,1489.685118,3.318259,-42.580896,1362740.596,1823.919812,747.149402,3046.458008,451.377528,504.617584,26.037635,25.646726,24.185777,27.107674,57.699705,0.929905,342.989233
coj1m003-fa19-20200803-0315-e91.fits,136,0,59065.253674,2459065.253674,2459065.255246,1.168004,47.638626,31,55,83,0.82294,4.02434,0.173903,0.053619,0.000254,0.00247,0.000114,0.000073,3244.498714,1629.246939,1528.046688,738.115554,26800392.31,5720.741493,2040.691035,2043.367401,2041.191035,2053.132599,3.310785,-42.641834,22055111.82,3019.07054,4903.572642,4497.76386,39227.59375,7305.265486,509.301579,10259,28.875875,23.70393,23.65041,23.75745,46.991077,0.995772,363.832936,3516.604521,2708.184293,3517.104521,1388.315707,3.325211,-42.569898,21466280.36,4843.172314,4432.276815,42323.40625,7110.228156,510.8172,48.666909,36.362938,48.00613,24.719746,347.36748,0.587481,334.198183,3584.184128,2099.967827,3584.684128,1996.532173,3.325886,-42.635545,3970238.767,2437.375599,1628.899037,8178.644043,1315.05333,504.992112,39.470277,34.049859,44.450886,23.648831,12.029762,0.625512,335.93246,2807.018644,2606.814882,2807.518644,1489.685118,3.318277,-42.580969,1363873.186,1824.764467,747.424235,2950.47876,451.752673,503.018998,26.057951,25.80352,24.126409,27.48063,59.713925,0.93059,362.386041
coj1m003-fa19-20200803-0316-e91.fits,137,0,59065.254323,2459065.254323,2459065.255895,1.165896,46.605468,31,55,83,0.821635,4.021328,0.173961,0.053705,0.000253,0.002462,0.000114,0.000072,3247.5125,1633.263101,1530.88762,741.314163,26852818.4,5723.797671,2040.691035,2043.367401,2041.191035,2053.132599,3.310746,-42.641936,22063203.36,3019.07054,4903.038979,4499.903724,40840.13281,7307.945631,508.388257,10381,28.568262,23.729712,23.70485,23.754573,45.797251,0.994329,337.619644,3516.604521,2708.184293,3517.104521,1388.315707,3.325217,-42.569751,21505065.9,4847.0416,4436.740526,42452.04297,7123.075003,509.194152,48.537759,36.37084,47.975203,24.766476,346.945642,0.584015,333.716202,3584.184128,2099.967827,3584.684128,1996.532173,3.325895,-42.635605,3979120.229,2438.116095,1632.04707,8517.667969,1317.995117,504.299913,35.537863,33.914274,44.424248,23.4043,11.427071,0.623417,309.835094,2807.018644,2606.814882,2807.518644,1489.685118,3.318262,-42.580869,1368632.275,1823.084586,750.723409,3049.275635,453.329015,501.573331,26.139362,25.673183,24.236741,27.109626,57.956856,0.934842,337.319906
coj1m003-fa19-20200803-0317-e91.fits,138,0,59065.255002,2459065.255002,2459065.256574,1.163735,46.283995,31,55,83,0.820572,4.039885,0.173261,0.053455,0.000252,0.002474,0.000113,0.000072,3250.030016,1633.005829,1531.492733,739.938667,26893549.25,5724.111801,2040.691035,2043.367401,2041.191035,2053.132599,3.310781,-42.642014,22068091.02,3019.07054,4903.415444,4500.555026,41197.25,7309.564559,506.473849,10257,29.038634,23.712074,23.755913,23.668235,43.357027,0.995839,330.728383,3516.604521,2708.184293,3517.104521,1388.315707,3.325205,-42.569969,21557405.39,4850.711649,4444.173752,43389.69922,7140.411296,506.98055,48.180043,36.221082,47.744032,24.698132,347.875538,0.598434,319.113687,3584.184128,2099.967827,3584.684128,1996.532173,3.325884,-42.635623,3971499.358,2432.874361,1632.430931,8426.072266,1315.470873,501.795513,35.047684,34.025393,44.111243,23.939544,12.951903,0.632973,315.222459,2807.018644,2606.814882,2807.518644,1489.685118,3.318271,-42.58109,1364644.507,1821.311271,749.264845,3177.116943,452.008156,499.577318,26.264151,25.967992,24.04406,27.891924,61.278205,0.925005,304.028472
coj1m003-fa19-20200803-0318-e91.fits,139,0,59065.255664,2459065.255664,2459065.257236,1.161663,46.880093,31,55,83,0.827207,4.004017,0.174428,0.054094,0.000255,0.002453,0.000114,0.000073,3244.048803,1632.406475,1528.623184,743.687571,26698541.3,5706.988392,2040.691035,2043.367401,2041.191035,2053.132599,3.310785,-42.641833,22085212.46,3019.07054,4905.22301,4502.38703,37829.49219,7315.235656,505.471216,10477,29.286799,24.151736,24.099508,24.203965,46.758571,0.99503,376.184324,3516.604521,2708.184293,3517.104521,1388.315707,3.325211,-42.569878,21363119.15,4831.462745,4421.666952,38561.58203,7076.0583,506.122719,48.866859,36.530338,47.818489,25.242187,346.856007,0.60408,385.384551,3584.184128,2099.967827,3584.684128,1996.532173,3.325886,-42.635526,3965317.211,2432.733108,1629.98448,7693.904297,1313.423174,500.535206,36.682085,34.1158,44.378428,23.853172,11.494793,0.640828,367.335189,2807.018644,2606.814882,2807.518644,1489.685118,3.318277,-42.580959,1370104.935,1818.926571,753.249172,2857.741455,453.816801,498.338551,26.400636,26.078652,24.581598,27.575706,58.80425,0.939026,376.026355
coj1m003-fa19-20200803-0319-e91.fits,140,0,59065.256319,2459065.256319,2459065.257891,1.159629,46.546091,31,55,83,0.823801,4.019605,0.173833,0.053884,0.000253,0.002457,0.000113,0.000072,3250.823282,1635.665082,1532.154384,744.342624,26835795.39,5716.943937,2040.691035,2043.367401,2041.191035,2053.132599,3.3108,-42.641745,22107367.13,3019.07054,4905.794182,4506.378848,38001.96094,7322.573897,503.094679,10259,29.235271,24.092675,24.046247,24.139103,46.347223,0.993278,377.760313,3516.604521,2708.184293,3517.104521,1388.315707,3.325223,-42.569851,21489598.77,4842.698061,4437.526044,40578.69141,7117.951861,504.34503,48.646644,36.35969,47.628133,25.091247,347.032591,0.604554,354.839603,3584.184128,2099.967827,3584.684128,1996.532173,3.325897,-42.635479,3974118.144,2432.917629,1633.478297,7669.084473,1316.338287,497.863,35.55354,33.980566,44.061672,23.899459,11.962094,0.644062,372.437661,2807.018644,2606.814882,2807.518644,1489.685118,3.318291,-42.58091,1372078.471,1820.064638,753.862496,2877.3125,454.470491,496.535284,25.868814,25.908662,24.275132,27.542191,59.619246,0.933878,375.88774
coj1m003-fa19-20200803-0320-e91.fits,141,0,59065.256972,2459065.256972,2459065.258544,1.157605,47.014602,31,55,83,0.823922,4.023718,0.173841,0.053696,0.000253,0.002458,0.000113,0.000072,3252.435697,1636.779454,1533.841616,743.586543,26850007.38,5716.74887,2040.691035,2043.367401,2041.191035,2053.132599,3.310742,-42.642145,22122310.33,3019.07054,4906.982557,4508.332784,39463.75781,7327.523501,501.8498,10334,29.446824,23.869576,23.869952,23.869201,44.986141,0.995774,354.357167,3516.604521,2708.184293,3517.104521,1388.315707,3.32521,-42.569881,21505358.66,4844.405974,4439.214793,41390.35156,7123.171975,502.378328,48.726586,36.497281,48.115498,24.879064,347.792933,0.596966,343.722502,3584.184128,2099.967827,3584.684128,1996.532173,3.325891,-42.635733,3976376.217,2431.39807,1635.427891,8073.728516,1317.086224,497.41126,36.852141,34.229429,44.657061,23.801796,12.081315,0.626588,339.870756,2807.018644,2606.814882,2807.518644,1489.685118,3.318255,-42.581036,1368272.501,1816.934736,753.0664,2966.580078,453.209848,495.413747,26.486767,26.122421,24.497088,27.747754,58.703356,0.927478,350.887626
coj1m003-fa19-20200803-0321-e91.fits,142,0,59065.257626,2459065.257626,2459065.259198,1.1556,47.005346,31,55,83,0.825796,4.00823,0.17447,0.053873,0.000254,0.002447,0.000114,0.000072,3250.906678,1637.970663,1534.20842,745.180066,26786663.03,5709.599797,2040.691035,2043.367401,2041.191035,2053.132599,3.310786,-42.641823,22120323.48,3019.07054,4905.950265,4508.876422,37662.59375,7326.865399,500.623403,10431,28.997615,24.16534,24.134925,24.195755,45.937042,0.994075,382.678721,3516.604521,2708.184293,3517.104521,1388.315707,3.325212,-42.569867,21438134.31,4836.648545,4432.435831,38961.75391,7100.905404,501.155088,48.643906,36.469818,47.617449,25.322186,346.435173,0.605346,379.952433,3584.184128,2099.967827,3584.684128,1996.532173,3.325887,-42.635517,3979216.611,2432.036119,1636.166741,7864.192383,1318.027041,495.130565,36.68414,33.967282,44.221581,23.712984,11.114451,0.642669,352.520669,2807.018644,2606.814882,2807.518644,1489.685118,3.318278,-42.580947,1369312.102,1814.265968,754.747168,2876.810547,453.554193,493.70131,26.681121,25.933529,24.491924,27.375133,58.634648,0.941482,368.640471
coj1m003-fa19-20200803-0322-e91.fits,143,0,59065.258278,2459065.258278,2459065.259850,1.153624,46.059461,31,55,83,0.82853,4.007387,0.174229,0.054105,0.000255,0.002444,0.000114,0.000072,3253.409566,1639.392699,1534.190844,748.428562,26758221.88,5703.348357,2040.691035,2043.367401,2041.191035,2053.132599,3.310788,-42.641888,22169980.07,3019.07054,4909.835033,4515.422601,38050.40234,7343.313043,498.065158,10596,28.697468,24.299783,24.486304,24.113262,39.206144,0.99416,369.954256,3516.604521,2708.184293,3517.104521,1388.315707,3.325212,-42.569877,21414472.32,4832.983613,4430.901082,39546.96094,7093.067895,499.248403,47.961024,36.186452,47.21665,25.156255,347.047046,0.615453,360.658822,3584.184128,2099.967827,3584.684128,1996.532173,3.32589,-42.635527,3970311.766,2426.621117,1636.148197,7891.757812,1315.077509,492.793364,34.204844,33.927572,43.831854,24.02329,12.121832,0.651856,340.162727,2807.018644,2606.814882,2807.518644,1489.685118,3.318278,-42.580983,1373437.796,1811.618567,758.127467,2836.899658,454.920737,491.895323,26.369163,26.192603,24.642987,27.742219,59.735351,0.942559,374.689074
coj1m003-fa19-20200803-0323-e91.fits,144,0,59065.258930,2459065.258930,2459065.260503,1.151649,46.138975,31,55,83,0.820348,4.02952,0.173601,0.053635,0.000252,0.002448,0.000113,0.000072,3261.745729,1645.893808,1541.511643,748.895607,27005504.33,5723.997127,2040.691035,2043.367401,2041.191035,2053.132599,3.310743,-42.642091,22153901.37,3019.07054,4907.391277,4514.39474,39154.99219,7337.987329,496.366834,10379,29.026693,23.847037,23.883351,23.810722,43.797605,0.994731,365.380848,3516.604521,2708.184293,3517.104521,1388.315707,3.325212,-42.569856,21636104.14,4855.241096,4456.23682,41179.01953,7166.478508,497.952981,48.430265,36.377199,47.873142,24.881255,347.177948,0.593671,353.574343,3584.184128,2099.967827,3584.684128,1996.532173,3.325892,-42.63571,3994696.393,2430.226487,1643.754775,8348.24707,1323.154375,491.531469,34.379162,33.992026,44.337248,23.646805,11.577093,0.632897,320.576115,2807.018644,2606.814882,2807.518644,1489.685118,3.318257,-42.580997,1374703.792,1812.395166,758.501136,3026.923584,455.34007,490.022267,26.660321,25.903169,24.287195,27.519144,59.702649,0.935921,335.887905
coj1m003-fa19-20200803-0324-e91.fits,145,0,59065.259586,2459065.259586,2459065.261159,1.149694,46.768769,31,55,83,0.823378,4.016194,0.174095,0.053823,0.000253,0.002441,0.000113,0.000072,3259.056643,1645.305585,1540.56461,749.443437,26914808.71,5715.196642,2040.691035,2043.367401,2041.191035,2053.132599,3.310748,-42.641917,22161072.76,3019.07054,4908.522608,4514.815257,38138.83984,7340.362692,494.9596,10446,29.321149,23.93297,23.965244,23.900697,43.748765,0.996185,379.82591,3516.604521,2708.184293,3517.104521,1388.315707,3.325218,-42.569789,21549224.76,4846.065402,4446.746581,40660.63672,7137.701645,496.730278,48.341737,36.357309,47.867813,24.846805,347.610917,0.598223,356.758099,3584.184128,2099.967827,3584.684128,1996.532173,3.325894,-42.635635,3990931.089,2428.958874,1643.062438,8013.780762,1321.907201,490.967895,36.473856,34.101593,44.343457,23.859729,12.266606,0.633191,346.538106,2807.018644,2606.814882,2807.518644,1489.685118,3.318263,-42.580882,1374652.865,1810.878673,759.108208,2889.538086,455.323202,489.332806,26.79936,25.981224,24.350855,27.611593,59.552321,0.933946,375.621742
coj1m003-fa19-20200803-0325-e91.fits,146,0,59065.260243,2459065.260243,2459065.261816,1.147755,47.530676,31,55,83,0.825779,4.02148,0.1739,0.053748,0.000253,0.002446,0.000113,0.000072,3261.188429,1644.195212,1539.858522,748.438758,26903090.92,5713.342219,2040.691035,2043.367401,2041.191035,2053.132599,3.310801,-42.641829,22216010.71,3019.07054,4914.013787,4520.950015,37101.14844,7358.559666,493.970413,10298,29.501981,23.88204,24.015528,23.748553,39.821387,0.996134,399.54963,3516.604521,2708.184293,3517.104521,1388.315707,3.325224,-42.569893,21545489.29,4845.215715,4446.755431,39540.61328,7136.464354,494.354307,48.527489,36.281931,47.745612,24.818251,348.388091,0.609095,371.657964,3584.184128,2099.967827,3584.684128,1996.532173,3.325899,-42.635527,3985378.806,2426.822482,1642.220985,7787.90625,1320.068131,489.581515,39.026656,34.235845,44.249146,24.222543,13.340247,0.636299,361.619452,2807.018644,2606.814882,2807.518644,1489.685118,3.318292,-42.580969,1372222.825,1810.164807,758.065133,2857.804932,454.518305,487.721122,26.297809,26.245361,24.398532,28.09219,60.340477,0.924675,377.156841
coj1m003-fa19-20200803-0326-e91.fits,147,0,59065.260895,2459065.260895,2459065.262468,1.145846,46.629234,31,55,83,0.825537,4.014451,0.174073,0.053918,0.000253,0.002438,0.000113,0.000072,3261.100678,1646.56666,1541.248602,751.047745,26889479.35,5709.959393,2040.691035,2043.367401,2041.191035,2053.132599,3.310763,-42.641802,22198247.91,3019.07054,4910.728743,4520.357175,39263.78516,7352.676135,492.334063,10450,29.80334,24.204154,24.208037,24.200271,44.863214,0.995485,352.815784,3516.604521,2708.184293,3517.104521,1388.315707,3.325217,-42.569829,21527081.73,4842.799481,4445.173047,40890.14063,7130.367257,493.366392,48.338326,36.4364,47.72229,25.15051,346.939628,0.603666,348.447303,3584.184128,2099.967827,3584.684128,1996.532173,3.32589,-42.635594,3986744.189,2425.135329,1643.926482,7879.208008,1320.520384,487.456995,34.365099,34.104862,44.316952,23.892772,11.55343,0.642964,351.007372,2807.018644,2606.814882,2807.518644,1489.685118,3.318271,-42.580878,1375653.437,1808.216827,760.779027,2915.407959,455.654619,486.642037,26.479496,26.049571,24.461158,27.637984,59.804328,0.939524,359.504379
coj1m003-fa19-20200803-0327-e91.fits,148,0,59065.261550,2459065.261550,2459065.263123,1.143958,47.579286,31,55,83,0.824234,4.018643,0.173852,0.053911,0.000252,0.002437,0.000113,0.000072,3264.631307,1648.825048,1542.73807,752.867042,26956448.8,5714.768041,2040.691035,2043.367401,2041.191035,2053.132599,3.310776,-42.641357,22218430.47,3019.07054,4912.425425,4522.90438,39360.36719,7359.361159,491.03841,10325,29.626918,23.96561,23.977644,23.953576,44.545506,0.995993,358.009679,3516.604521,2708.184293,3517.104521,1388.315707,3.325223,-42.569772,21585186.51,4847.852829,4452.525122,41504.21875,7149.613175,491.946133,48.506014,36.437599,47.917251,24.957948,347.473034,0.59964,342.54243,3584.184128,2099.967827,3584.684128,1996.532173,3.325884,-42.635463,3992353.37,2426.470964,1645.333255,7885.76709,1322.378301,486.544023,39.095072,34.167032,44.420278,23.913786,12.052123,0.636155,356.038284,2807.018644,2606.814882,2807.518644,1489.685118,3.318284,-42.580666,1378908.92,1808.075045,762.639208,2931.164795,456.732926,484.359057,26.459907,26.092605,24.39644,27.788771,60.055422,0.933403,359.896257
coj1m003-fa19-20200803-0328-e91.fits,149,0,59065.262202,2459065.262202,2459065.263775,1.142065,46.590406,31,55,83,0.824116,4.012096,0.174232,0.053894,0.000252,0.002428,0.000113,0.000071,3266.126817,1652.378866,1546.634595,753.776802,26973343.95,5714.672203,2040.691035,2043.367401,2041.191035,2053.132599,3.310783,-42.64204,22229151.07,3019.07054,4913.382196,4524.205563,39565.98047,7362.912118,489.908625,10313,29.13263,23.935352,23.968401,23.902303,43.853066,0.99524,356.179147,3516.604521,2708.184293,3517.104521,1388.315707,3.325206,-42.569992,21591694.62,4848.770934,4453.024264,42327.39063,7151.768841,490.388018,48.279162,36.342386,47.843859,24.840912,347.429366,0.596093,331.434199,3584.184128,2099.967827,3584.684128,1996.532173,3.325885,-42.635639,4002294.614,2425.623876,1650.006274,8153.650391,1325.671117,484.515558,34.875765,34.008371,44.334884,23.681858,11.876539,0.63096,335.958178,2807.018644,2606.814882,2807.518644,1489.685118,3.318272,-42.581116,1379354.719,1806.446132,763.573679,2908.635498,456.880587,482.608774,26.49478,25.999298,24.453125,27.545471,58.901167,0.935431,368.133995
coj1m003-fa19-20200803-0329-e91.fits,150,0,59065.262872,2459065.262872,2459065.264445,1.14017,45.28512,31,55,83,0.820772,4.027974,0.173693,0.053629,0.000251,0.002431,0.000112,0.000071,3272.362541,1657.163465,1549.45785,757.194291,27105461.15,5722.647991,2040.691035,2043.367401,2041.191035,2053.132599,3.31079,-42.641828,22247396.35,3019.07054,4915.170829,4526.271237,40868.03906,7368.955462,487.93171,10969,29.467315,24.000581,24.024901,23.976261,44.259109,0.993858,336.070652,3516.604521,2708.184293,3517.104521,1388.315707,3.325213,-42.569887,21714530.06,4860.23928,4467.79033,43029.16016,7192.455349,488.662887,47.96694,36.259382,47.487913,25.030851,346.762753,0.601388,324.833884,3584.184128,2099.967827,3584.684128,1996.532173,3.325888,-42.635521,4011290.562,2427.306324,1652.568744,8419.048828,1328.650824,482.764798,30.929079,33.80202,43.924115,23.679925,11.754487,0.640757,315.673067,2807.018644,2606.814882,2807.518644,1489.685118,3.31828,-42.580966,1379640.535,1798.598949,767.064017,2985.419189,456.975257,481.813495,26.186739,25.74139,24.139132,27.343647,60.177315,0.939783,349.359208
coj1m003-fa19-20200803-0330-e91.fits,151,0,59065.263525,2459065.263525,2459065.265098,1.138328,46.326554,31,55,83,0.827474,4.011857,0.174251,0.053889,0.000253,0.002431,0.000113,0.000072,3265.216135,1650.410966,1544.107007,753.575271,26881700.78,5703.132533,2040.691035,2043.367401,2041.191035,2053.132599,3.310747,-42.64198,22243916.37,3019.07054,4913.024692,4527.540114,35987.77734,7367.802799,486.113603,10397,29.652456,24.30756,24.38346,24.23166,42.386549,0.995301,411.997802,3516.604521,2708.184293,3517.104521,1388.315707,3.325218,-42.569794,21518079.78,4839.330757,4446.499085,37848.36328,7127.385564,486.573722,48.708911,36.435049,47.771356,25.098742,348.316709,0.618027,395.871681,3584.184128,2099.967827,3584.684128,1996.532173,3.325895,-42.635647,3989063.865,2421.670847,1647.236192,7330.684082,1321.288725,480.628998,34.84522,34.354069,44.374379,24.333759,12.923588,0.643139,401.712863,2807.018644,2606.814882,2807.518644,1489.685118,3.318262,-42.580912,1374557.13,1800.58569,763.394454,2744.581299,455.291492,479.298876,26.814509,26.555631,24.828276,28.282987,59.675933,0.930153,401.116041
coj1m003-fa19-20200803-0331-e91.fits,152,0,59065.264188,2459065.264188,2459065.265761,1.136463,45.680277,31,55,83,0.823747,4.016252,0.174165,0.053764,0.000252,0.002422,0.000112,0.000071,3274.506683,1658.356701,1551.566526,756.946304,27069488.44,5717.869759,2040.691035,2043.367401,2041.191035,2053.132599,3.310743,-42.642064,22298410.58,3019.07054,4918.047118,4533.996938,39070.95703,7385.852792,484.209953,10374,28.931535,24.036504,24.144969,23.92804,41.606317,0.994169,365.046097,3516.604521,2708.184293,3517.104521,1388.315707,3.325213,-42.569826,21673131.5,4854.509387,4464.535913,41079.76172,7178.742999,484.687322,48.010377,36.298955,47.5572,25.04071,347.127512,0.605323,350.251339,3584.184128,2099.967827,3584.684128,1996.532173,3.325892,-42.635682,4015246.905,2425.655349,1655.324573,8142.757812,1329.961275,479.453029,32.502366,33.90493,43.965736,23.844124,12.273107,0.640438,334.687581,2807.018644,2606.814882,2807.518644,1489.685118,3.318257,-42.580968,1381110.032,1801.10225,766.813784,2928.622559,457.461995,477.855927,26.950278,25.930343,24.257973,27.602713,60.310381,0.936399,360.10945
coj1m003-fa19-20200803-0332-e91.fits,153,0,59065.264856,2459065.264856,2459065.266429,1.134635,50.094227,31,55,83,0.824199,4.027815,0.173433,0.053845,0.000252,0.002429,0.000112,0.000071,3276.791017,1658.323861,1549.956247,759.466932,27077652.49,5715.465091,2040.691035,2043.367401,2041.191035,2053.132599,3.310782,-42.641991,22317385.4,3019.07054,4918.912704,4537.05661,38843.10547,7392.137779,481.999531,10502,29.259528,23.821675,24.083999,23.559352,34.990759,0.995862,368.719702,3516.604521,2708.184293,3517.104521,1388.315707,3.325206,-42.570015,21692081.9,4855.16799,4467.83344,40449.26172,7185.019898,483.286461,48.485102,36.264319,47.991661,24.536977,349.159729,0.60296,361.948503,3584.184128,2099.967827,3584.684128,1996.532173,3.325882,-42.635658,4002058.091,2420.882376,1653.140248,7946.473633,1325.592774,477.27246,NaN,34.341274,44.410959,24.27159,13.749559,0.629362,349.790439,2807.018644,2606.814882,2807.518644,1489.685118,3.318272,-42.581107,1383512.496,1798.113879,769.424291,2807.348633,458.257758,475.78745,26.857773,26.52916,24.571265,28.487055,60.75493,0.921103,395.842017
coj1m003-fa19-20200803-0333-e91.fits,154,0,59065.265512,2459065.265512,2459065.267085,1.132845,47.173134,31,55,83,0.823706,4.030448,0.173559,0.053628,0.000251,0.002428,0.000112,0.000071,3279.248923,1659.98846,1553.068705,757.784854,27118034.17,5718.696886,2040.691035,2043.367401,2041.191035,2053.132599,3.310749,-42.641906,22337295.29,3019.07054,4920.400715,4539.730926,39076.44531,7398.73249,480.751313,10366,29.646468,24.069882,24.1312,24.008564,42.928975,0.995024,364.528435,3516.604521,2708.184293,3517.104521,1388.315707,3.32522,-42.569777,21727255.05,4859.09805,4471.458453,41083.27344,7196.670221,481.621759,48.107904,36.289171,47.574321,25.004022,346.969188,0.601457,353.074546,3584.184128,2099.967827,3584.684128,1996.532173,3.325896,-42.635625,4010516.138,2420.693404,1656.76336,8038.101562,1328.394314,476.052247,34.177087,33.951261,44.001181,23.901341,12.091821,0.643957,342.497333,2807.018644,2606.814882,2807.518644,1489.685118,3.318265,-42.580871,1380262.976,1798.027713,767.653894,2905.837158,457.181427,475.151543,26.666849,25.907063,24.286559,27.527567,59.933243,0.937381,365.136861
coj1m003-fa19-20200803-0334-e91.fits,155,0,59065.266163,2459065.266163,2459065.267736,1.131071,45.658204,31,55,83,0.822616,4.022797,0.173904,0.053686,0.000251,0.002419,0.000112,0.000071,3279.610361,1663.078958,1555.299093,759.943005,27133142.79,5717.856441,2040.691035,2043.367401,2041.191035,2053.132599,3.310751,-42.642011,22320148.85,3019.07054,4918.754805,4537.764075,37643.69922,7393.053112,480.231972,10510,29.9528,24.398453,24.408006,24.3889,44.730246,0.993084,385.122981,3516.604521,2708.184293,3517.104521,1388.315707,3.325218,-42.569734,21731144.18,4858.14387,4473.137223,39579.94531,7197.958409,480.510934,48.146837,36.365378,47.291722,25.439035,346.316115,0.614822,372.982748,3584.184128,2099.967827,3584.684128,1996.532173,3.3259,-42.635584,4019546.642,2422.383633,1659.335287,7864.046875,1331.385467,474.627775,30.483445,33.816719,43.728086,23.905353,11.691341,0.654128,354.189234,2807.018644,2606.814882,2807.518644,1489.685118,3.318263,-42.580895,1382451.964,1795.655297,769.887164,2880.416504,457.90648,473.867724,26.876602,25.93101,24.381364,27.480657,60.188434,0.944534,367.505729
coj1m003-fa19-20200803-0335-e91.fits,156,0,59065.266817,2459065.266817,2459065.268390,1.129318,46.187186,31,55,83,0.824817,4.015706,0.174235,0.053732,0.000251,0.002413,0.000112,0.000071,3280.394003,1664.305692,1556.671838,760.346757,27093622.65,5712.289667,2040.691035,2043.367401,2041.191035,2053.132599,3.310721,-42.641984,22347273.55,3019.07054,4920.299818,4541.851997,40633.59375,7402.037566,478.192878,10440,29.532826,24.009227,23.96464,24.053814,46.401322,0.99423,340.525023,3516.604521,2708.184293,3517.104521,1388.315707,3.325204,-42.569805,21691865.66,4853.535108,4469.292007,41332.85547,7184.948273,478.648526,48.537173,36.608531,47.947636,25.269426,346.740194,0.600932,349.273378,3584.184128,2099.967827,3584.684128,1996.532173,3.32588,-42.63571,4020193.619,2420.086536,1661.177631,7953.057617,1331.599764,472.744166,34.338993,34.093538,44.408003,23.779072,11.621064,0.636039,354.929546,2807.018644,2606.814882,2807.518644,1489.685118,3.318243,-42.580903,1381563.368,1793.496964,770.318208,2967.438232,457.612152,471.397623,26.681549,25.945316,24.424872,27.46576,58.561274,0.934359,348.878305
