Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9
coj1m011-fa12-20190330-0088-e91.fits,0,58572.90141,2458572.901,2458572.904543,1.377557,55,8.279433,16.825197,1.35,19,30,45,0.241113,0.007967,0.024944,0.028254,0.060793,0.007288,0.273822,0.651089,0.641227,0.000361,0.000167,0.000185,0.000188,0.000218,0.000167,0.000444,0.000852,0.000841,667.405779,47.731549,135.161633,150.496808,278.692709,43.542473,616.874097,764.603646,762.865815,2996095.464,1925.136167,2065.500123,2034.537074,2066.000123,2061.962926,8.222957,12.222202,722397.9542,889.344887,977.815975,738.787229,9812.592773,812.281,203.316933,3004,7.486293,12.130045,12.000848,12.259241,68.43086,0.999148,2256.622795,1894.830869,2257.122795,2201.669131,8.224379,12.207316,23868.60409,499.824042,47.754014,544.964355,26.838412,197.388863,6.900694,12.502989,12.346681,12.659297,307.14591,0.991474,2332.014272,1844.852601,2332.514272,2251.647399,8.224939,12.201999,74734.53182,550.837926,135.674267,1200.278564,84.033239,198.917623,7.58486,11.138497,10.9085,11.368493,274.205737,0.998259,1895.787384,1827.137476,1896.287384,2269.362524,8.221722,12.199559,84650.62793,559.838497,151.205443,1393.349243,95.183128,198.854396,7.513772,12.05318,11.951848,12.154513,294.744586,0.99933,1871.992867,1755.59293,1872.492867,2340.90707,8.221552,12.19179,182140.9756,642.990602,283.271598,2721.689209,204.803534,200.044061,7.409002,11.745603,11.50454,11.986667,74.314977,0.997691,1960.409549,2223.508224,1960.909549,1872.991776,8.222166,12.242519,21835.71483,501.284498,43.559525,464.160278,24.552584,199.566344,7.541438,14.044456,12.88034,15.208572,71.753145,0.958056,2607.720766,2237.213265,2608.220766,1859.286735,8.226942,12.244775,644042.9954,937.00247,687.343968,8849.066406,724.176869,203.053382,7.429356,12.177117,12.055496,12.298739,85.897802,0.999593,1536.273285,2713.739325,1536.773285,1382.760675,8.218995,12.29504,1181478.218,1190.584955,992.35104,15851.50195,1328.481487,204.363499,7.430738,12.109424,12.045056,12.173792,58.404057,0.999444,1127.618063,1892.670778,1128.118063,2203.829222,8.216048,12.205706,1170574.25,1187.721811,985.562646,16343.51074,1316.220813,208.228824,7.469309,11.937349,11.816029,12.058669,65.563531,0.999045
coj1m011-fa12-20190330-0089-e91.fits,0,58572.90235,2458572.902,2458572.905490,1.377163,55,7.918296,15.424891,1.35,19,30,45,0.241566,0.007662,0.025107,0.028119,0.060745,0.007124,0.274202,0.652471,0.639234,0.000354,0.000153,0.000172,0.000175,0.000207,0.000153,0.000435,0.00084,0.000826,681.497014,50.073599,146.065271,160.706054,293.532248,46.527553,630.842623,776.608936,774.323358,2984652.051,1887.084081,2065.431829,2034.678339,2065.931829,2061.821661,8.222958,12.222225,720989.096,747.470509,954.700374,755.199344,10841.54297,964.571963,204.239686,3002,7.055859,11.689584,11.654937,11.72423,61.242827,0.999878,2256.469802,1894.735706,2256.969802,2201.764294,8.224379,12.207313,22869.85297,456.495816,50.098713,574.912842,30.596328,198.474189,7.119385,9.812632,9.769493,9.85577,313.570659,0.96892,2331.853969,1844.722635,2332.353969,2251.777365,8.22494,12.201992,74935.84124,510.837376,146.692166,1308.804199,100.252572,199.471532,7.171538,11.441046,11.591938,11.290154,8.15828,0.999245,1895.616479,1826.980744,1896.116479,2269.519256,8.221722,12.199549,83926.27438,519.531838,161.54212,1541.121582,112.280382,200.448529,6.757486,11.131822,11.171235,11.092409,42.137507,0.994961,1871.870679,1755.514194,1872.370679,2340.985806,8.221552,12.191788,181304.0426,606.932681,298.721832,2962.609375,242.556784,200.840263,7.032651,11.379575,11.239453,11.519698,89.667912,0.999394,1960.344639,2223.581376,1960.844639,1872.918624,8.222167,12.242536,21261.85752,456.775698,46.547699,517.058228,28.445079,201.622092,6.636726,12.195761,12.014471,12.37705,63.351002,0.997527,2607.608762,2237.305851,2608.108762,1859.194149,8.226943,12.244792,642283.267,911.789447,704.420598,9703.264648,859.275729,203.277635,7.107594,11.675071,11.6392,11.710942,67.13419,0.999923,1536.174088,2713.616265,1536.674088,1382.883735,8.218995,12.295036,1178477.345,1170.4067,1006.895589,17431.98438,1576.620522,205.958783,7.106864,11.700904,11.656295,11.745513,272.205958,0.999942,1127.503519,1892.628273,1128.003519,2203.871727,8.216048,12.205709,1163891.44,1166.136565,998.074732,17956.92578,1557.106836,209.841978,6.997124,11.488964,11.46109,11.516838,61.349632,0.999919
coj1m011-fa12-20190330-0090-e91.fits,0,58572.90331,2458572.903,2458572.906445,1.376822,55,9.460927,18.083914,1.35,19,30,45,0.242052,0.008135,0.025205,0.028401,0.060993,0.007285,0.273961,0.652249,0.639852,0.000371,0.000181,0.000198,0.000201,0.000229,0.000181,0.000455,0.000869,0.000855,652.887781,44.841378,127.537582,141.49611,265.907723,40.158821,602.543325,750.91783,748.415809,2988456.517,1957.47296,2065.850986,2035.004622,2066.350986,2061.495378,8.222957,12.222192,723361.0391,1027.388556,1001.517491,722.265008,7829.172363,704.077377,201.979199,2884,8.483887,13.096773,12.986466,13.20708,73.247045,0.999592,2256.868953,1895.148751,2257.368953,2201.351249,8.224378,12.207291,24312.35911,541.951898,44.860732,462.573242,23.66423,195.441076,8.592432,13.348983,14.061567,12.636398,21.342407,0.979026,2332.330916,1845.455461,2332.830916,2251.044539,8.224939,12.202005,75324.00757,588.538019,127.984948,1000.918579,73.315989,196.52466,8.582078,12.879637,12.585328,13.173946,78.4318,0.997533,1896.055168,1827.66607,1896.555168,2268.83393,8.221721,12.199556,84876.50892,597.268602,142.10777,1121.052246,82.613835,197.504026,8.330447,12.913384,12.867669,12.959098,50.99742,0.998839,1872.291369,1756.242203,1872.791369,2340.257797,8.221552,12.191801,182276.3095,675.009512,270.035172,2157.55542,177.417111,198.283112,8.24252,12.871307,12.818746,12.923868,49.792891,0.997595,1960.958287,2223.083834,1961.458287,1873.416166,8.222168,12.242412,21771.35519,541.943743,40.172722,401.143494,21.190965,197.758734,10.093759,14.670931,13.010206,16.331655,81.882022,0.945796,2608.031181,2237.818976,2608.531181,1858.681024,8.226942,12.244779,642657.7054,958.628283,670.393016,7094.722168,625.525466,200.827457,8.307557,13.094306,12.978191,13.210422,70.077431,0.999466,1536.659096,2714.277268,1537.159096,1382.222732,8.218995,12.295032,1179736.148,1207.754521,976.801269,13227.22754,1148.286246,203.289224,8.192183,12.863282,12.814829,12.911735,57.135789,0.999664,1127.999605,1893.160686,1128.499605,2203.339314,8.216048,12.205698,1166062.664,1205.844609,967.009062,12512.68457,1134.977275,206.606678,8.405182,13.061397,12.917573,13.205222,66.468162,0.998955
coj1m011-fa12-20190330-0091-e91.fits,0,58572.90425,2458572.904,2458572.907390,1.376543,55,9.384582,18.542551,1.35,19,30,45,0.241598,0.008195,0.02543,0.027554,0.060876,0.007267,0.275042,0.651258,0.63904,0.000373,0.000186,0.000202,0.000205,0.000233,0.000187,0.00046,0.000873,0.000859,646.863945,44.042701,125.91771,134.395839,261.550252,38.796993,598.395662,745.957313,743.834024,2992846.348,1973.150664,2065.511901,2034.679911,2066.011901,2061.820089,8.222958,12.222211,723064.6492,1080.161887,1011.052044,715.160662,7809.568848,669.403964,202.975835,3003,8.279984,13.261264,13.140559,13.38197,64.962364,0.999196,2256.636256,1894.97872,2257.136256,2201.52128,8.224379,12.207326,24526.95692,556.655572,44.06128,469.002045,22.706742,195.474368,8.0216,13.583748,13.878146,13.28935,7.389475,0.997992,2331.905725,1844.943252,2332.405725,2251.556748,8.224939,12.202002,76107.86941,602.339104,126.353858,1045.829712,70.459688,196.592433,8.102732,12.990159,12.744164,13.236154,70.176876,0.997582,1895.750841,1827.228238,1896.250841,2269.271762,8.221722,12.199564,82463.53101,611.173562,134.926535,1086.114746,76.343678,198.343208,8.30639,12.713209,12.641224,12.785194,58.456181,0.999374,1871.94276,1755.68463,1872.44276,2340.81537,8.221552,12.191795,182191.5023,686.148706,265.527721,2166.381592,168.670552,197.964887,8.361949,13.050613,12.928925,13.1723,56.520086,0.99773,1960.234809,2223.504457,1960.734809,1872.995543,8.222165,12.242511,21748.67488,560.392891,38.809691,391.690491,20.134644,199.280534,8.702977,15.667573,14.01571,17.319436,76.891131,0.945962,2607.693256,2237.334852,2608.193256,1859.165148,8.226942,12.244778,645593.924,969.846457,665.666116,6950.165039,597.682562,201.186056,8.307987,13.359957,13.261579,13.458336,63.837788,0.999419,1536.266183,2714.025335,1536.766183,1382.474665,8.218995,12.295062,1180381.546,1216.781398,970.085134,12162.83496,1092.782072,204.245542,8.398241,13.414792,13.253811,13.575774,74.894273,0.999229,1127.564828,1892.73154,1128.064828,2203.76846,8.216048,12.20571,1166870.878,1213.327831,961.711129,12310.59863,1080.27407,207.784417,8.518448,13.273514,13.148534,13.398495,64.584741,0.999111
coj1m011-fa12-20190330-0092-e91.fits,0,58572.9052,2458572.905,2458572.908335,1.376318,55,8.600372,16.918329,1.35,19,30,45,0.24112,0.008325,0.025129,0.028121,0.061478,0.006954,0.273477,0.652416,0.64049,0.000362,0.000169,0.000186,0.00019,0.00022,0.00017,0.000445,0.000856,0.000842,665.245646,49.324427,134.841423,148.163976,280.018796,41.025417,614.676042,762.606159,760.30148,2988697.704,1926.231887,2065.612565,2034.764358,2066.112565,2061.735642,8.222958,12.222222,720633.8456,899.217561,978.639708,736.36277,9806.203125,801.400992,204.08193,2952,7.621191,12.147536,12.069861,12.225211,63.916353,0.999565,2256.025854,1895.284433,2256.525854,2201.215567,8.224374,12.207361,24879.65066,504.15336,49.34937,1537.223999,27.66811,197.78618,7.306356,12.521484,12.495678,12.547291,313.639322,0.992463,2332.124491,1844.914724,2332.624491,2251.585276,8.22494,12.202002,75102.54757,554.86212,135.353532,1214.613159,83.519885,197.907016,7.438576,12.056102,11.729719,12.382485,69.570022,0.994882,1895.832641,1827.152195,1896.332641,2269.347805,8.221722,12.199555,84046.19099,564.658935,148.844171,1347.300659,93.465914,199.676811,7.525302,11.992257,11.840127,12.144387,70.865465,0.998956,1872.090417,1755.84378,1872.590417,2340.65622,8.221553,12.191812,183738.8977,645.391934,284.693514,2625.169434,204.331972,199.867758,7.62054,12.104255,11.843857,12.364654,78.593334,0.997823,1960.729315,2223.682954,1961.229315,1872.817046,8.222168,12.242533,20782.96142,506.410339,41.039765,427.570862,23.112273,200.259896,8.01943,13.333885,12.284605,14.383164,86.41116,0.975146,2607.803124,2237.420966,2608.303124,1859.079034,8.226942,12.244794,641817.7311,937.26448,684.777611,8671.783203,713.751331,202.75136,7.481652,12.210213,12.132861,12.287566,74.537673,0.999782,1536.39528,2713.93217,1536.89528,1382.56783,8.218995,12.295054,1180014.43,1191.188954,990.619016,14983.30957,1312.267999,204.321759,7.671734,12.290482,12.203459,12.377506,70.50024,0.999668,1127.707993,1892.871306,1128.207993,2203.628694,8.216048,12.20572,1166865.544,1188.685598,981.643544,16092.76172,1297.645413,209.703729,7.333988,12.026959,11.977326,12.076593,59.259116,0.999701
coj1m011-fa12-20190330-0093-e91.fits,0,58572.90615,2458572.906,2458572.909286,1.376148,55,8.628283,17.109893,1.35,19,30,45,0.241617,0.007718,0.025396,0.02828,0.060998,0.007279,0.273743,0.649512,0.64292,0.000364,0.00017,0.000188,0.00019,0.00022,0.00017,0.000446,0.000854,0.000847,664.344127,45.319462,135.18059,148.558399,276.68079,42.70795,613.729212,760.75708,759.441518,2988378.015,1929.448941,2065.624299,2034.772635,2066.124299,2061.727365,8.222957,12.222223,722043.7645,919.696387,981.792187,735.434417,9410.398438,785.089269,201.73156,2941,7.639145,12.50838,12.356526,12.660235,70.780241,0.999039,2256.583914,1894.966983,2257.083914,2201.533017,8.224378,12.207328,23064.61461,508.716071,45.338875,497.568878,25.07851,196.528997,7.828623,12.197194,12.38971,12.004677,7.956734,0.998923,2332.123445,1844.873192,2332.623445,2251.626808,8.224939,12.202,75893.83582,559.283067,135.698433,1123.495239,82.520533,196.787391,7.861516,12.560592,12.502368,12.618816,76.073599,0.99989,1895.85195,1827.200493,1896.35195,2269.299507,8.221722,12.199564,84511.96655,566.257524,149.246523,1242.823364,91.891159,196.869456,7.741418,12.095457,11.891597,12.299317,56.203043,0.992184,1872.089306,1755.622524,1872.589306,2340.877476,8.221552,12.191792,182285.9967,648.233882,281.204056,2550.793945,198.202362,197.912941,7.588126,12.103733,12.150101,12.057365,34.774006,0.999519,1960.7461,2223.544813,1961.2461,1872.955187,8.222168,12.242518,21751.00476,509.102736,42.724195,438.746338,23.650201,197.508014,7.412473,13.609668,12.359388,14.859949,73.708178,0.953245,2607.842723,2237.429186,2608.342723,1859.070814,8.226942,12.244793,642238.7173,939.257903,683.772492,8263.022461,698.316016,200.431962,7.691341,12.48341,12.414242,12.552577,78.146483,0.999854,1536.397306,2713.879041,1536.897306,1382.620959,8.218995,12.295044,1176704.067,1192.353257,986.875375,14954.40039,1279.448396,203.501289,7.632782,12.543852,12.473453,12.614251,65.999501,0.999719,1127.733736,1892.825941,1128.233736,2203.674059,8.216049,12.205719,1169435.23,1191.159737,981.761886,15054.52148,1271.544877,206.514957,7.658752,12.338503,12.278237,12.398769,56.428109,0.999368
coj1m011-fa12-20190330-0094-e91.fits,0,58572.90709,2458572.907,2458572.910231,1.376037,55,8.311176,16.599495,1.35,19,30,45,0.241227,0.007833,0.025013,0.028066,0.061081,0.007113,0.273168,0.653026,0.640403,0.000359,0.000163,0.00018,0.000184,0.000215,0.000163,0.00044,0.000848,0.000834,672.780932,48.025969,138.724476,152.180317,284.600301,43.668316,621.459597,769.967039,767.689389,3006413.419,1918.716136,2065.584323,2034.323483,2066.084323,2062.176517,8.222957,12.222212,725229.1861,865.644576,973.532211,744.946267,10349.43164,837.790944,200.505453,3019,7.33019,11.900973,11.899241,11.902705,45.894917,0.999913,2256.688657,1894.533589,2257.188657,2201.966411,8.224379,12.207319,23549.46662,490.118216,48.048544,537.834106,27.204545,194.335576,7.291447,11.955102,11.727514,12.182691,64.687847,0.996401,2332.119721,1844.526615,2332.619721,2251.973385,8.22494,12.201999,75199.85538,539.951944,139.271386,1237.766846,86.871515,195.05331,7.310244,11.804138,11.884775,11.723501,39.838719,0.994187,1895.828235,1826.785272,1896.328235,2269.714728,8.221722,12.199555,84379.01455,551.846047,152.903178,1373.942139,97.475358,196.558587,7.591567,11.533122,11.537246,11.528998,315.996349,0.999577,1872.019596,1755.303807,1872.519596,2341.196193,8.221552,12.191793,183636.0209,634.509002,289.414366,2841.585449,212.137898,196.774849,7.244138,11.640686,11.6024,11.678971,67.128046,0.999911,1960.689377,2223.025787,1961.189377,1873.474213,8.222168,12.242499,21385.5296,489.536234,43.685284,443.066284,24.704746,197.235924,7.574,15.09201,14.041796,16.142224,73.117108,0.972242,2607.774847,2236.992916,2608.274847,1859.507084,8.226942,12.244784,645048.8953,931.324931,692.614225,9175.581055,745.165987,200.5225,7.399121,11.982284,12.01225,11.952318,25.554744,0.999937,1536.360442,2713.479518,1536.860442,1383.020482,8.218995,12.29504,1187679.966,1187.931038,999.788647,17095.39844,1372.01803,201.803484,7.181657,11.800564,11.835834,11.765294,34.295482,0.999732,1127.650682,1892.353728,1128.150682,2204.146272,8.216048,12.205703,1173684.558,1184.451489,990.909775,16640.10156,1355.850416,205.725342,7.249933,11.785376,11.784157,11.786596,45.515559,0.999868
coj1m011-fa12-20190330-0095-e91.fits,0,58572.90804,2458572.908,2458572.911178,1.375981,55,8.244887,16.892327,1.35,19,30,45,0.241213,0.007822,0.025155,0.028438,0.061323,0.007378,0.273635,0.652948,0.639705,0.000361,0.000167,0.000184,0.000188,0.000218,0.000167,0.000443,0.000853,0.000838,667.346836,46.945697,136.921359,151.607052,281.858694,44.246399,617.352873,765.098794,762.962215,2991473.804,1921.298725,2065.706016,2035.085568,2066.206016,2061.414432,8.222958,12.222221,721583.6017,896.455726,976.91873,738.63217,10461.85156,804.929436,198.225565,2991,7.22997,12.035823,11.94497,12.126675,79.542847,0.999739,2256.67059,1895.182378,2257.17059,2201.317622,8.224379,12.207314,23399.64104,498.213972,46.967051,554.933533,26.102395,193.224648,7.820264,11.483322,11.013649,11.952995,58.006908,0.96533,2332.205853,1845.187837,2332.705853,2251.312163,8.22494,12.201996,75251.75808,547.469172,137.453873,1283.498779,83.943642,192.86772,7.296961,12.202427,11.813239,12.591615,276.380228,0.995731,1895.935424,1827.448201,1896.435424,2269.051799,8.221722,12.19955,85072.66751,558.472809,152.330904,1358.245605,94.898906,194.346652,7.291435,12.238725,12.216165,12.261285,309.890954,0.999568,1872.145237,1755.964913,1872.645237,2340.535087,8.221553,12.191787,183445.6863,640.089714,286.593711,2696.342285,204.634408,194.443235,7.228106,12.021562,11.956369,12.086755,286.37239,0.999834,1960.686205,2223.718935,1961.186205,1872.781065,8.222167,12.242503,22069.90185,498.593986,44.264276,451.853851,24.619065,194.767663,7.430706,14.747095,13.875949,15.618241,67.208381,0.971701,2607.864169,2237.597055,2608.364169,1858.902945,8.226943,12.244781,642705.2075,934.222564,687.957273,9230.763672,716.940267,198.259679,7.219716,12.04768,12.045488,12.049872,310.225941,0.999995,1536.47472,2714.163975,1536.97472,1382.336025,8.218995,12.295047,1181692.887,1189.503431,993.433778,16555.05859,1318.183211,200.347327,7.144712,12.012321,12.001463,12.023179,51.969554,0.999944,1127.774712,1893.18166,1128.274712,2203.31834,8.216048,12.205714,1167075.709,1184.777861,985.058674,16758.04297,1301.877689,203.001939,7.230934,11.888802,11.872706,11.904897,55.919067,0.999947
coj1m011-fa12-20190330-0096-e91.fits,0,58572.90899,2458572.909,2458572.912123,1.375981,55,7.616632,15.784686,1.35,19,30,45,0.241794,0.007848,0.02521,0.028211,0.061449,0.007159,0.273995,0.651389,0.640645,0.000356,0.000155,0.000174,0.000177,0.000209,0.000156,0.000436,0.000841,0.000829,679.604468,50.577853,145.015155,159.292965,293.548515,46.010878,628.536994,774.43221,772.482064,2984189.941,1891.943198,2065.769908,2034.275111,2066.269908,2062.224889,8.222958,12.222212,721558.3884,782.747663,958.126821,753.092777,11882.82422,921.827586,199.834107,2971,6.759881,11.441544,11.411809,11.47128,55.15509,0.999776,2256.779558,1894.587688,2257.279558,2201.912312,8.224379,12.20733,23420.50692,462.820424,50.603875,611.687012,29.92089,194.157708,6.449892,11.226987,11.442185,11.01179,350.416583,0.998354,2332.208619,1844.487341,2332.708619,2252.012659,8.224939,12.202,75232.68264,516.594643,145.631945,1421.380859,96.113583,194.795082,6.597699,11.177293,10.882289,11.472298,79.067507,0.996769,1895.938991,1826.818291,1896.438991,2269.681709,8.221722,12.199563,84188.37832,525.810794,160.111544,1633.733521,107.554941,195.352648,6.741804,11.353077,11.205523,11.50063,77.415067,0.999175,1872.168231,1755.329335,1872.668231,2341.170665,8.221552,12.1918,183375.8274,613.773074,298.76812,3271.675293,234.271958,196.157665,6.657929,11.074458,11.040062,11.108854,51.838584,0.99931,1960.818369,2222.950233,1961.318369,1873.549767,8.222168,12.242497,21362.77549,464.100789,46.030466,473.835632,27.292034,196.216665,6.893205,13.151972,11.872326,14.431618,270.084154,0.96284,2607.965278,2236.924287,2608.465278,1859.575713,8.226943,12.244783,641802.0281,914.741367,701.621301,10914.30566,819.934774,198.36138,6.697284,11.455107,11.385208,11.525006,73.437028,0.999788,1536.50148,2713.459941,1537.00148,1383.040059,8.218995,12.295044,1177110.663,1172.554797,1003.885419,19204.91016,1503.818816,200.75193,6.793183,11.344881,11.295054,11.394708,64.972565,0.999813,1127.821914,1892.312363,1128.321914,2204.187637,8.216048,12.205703,1165277.249,1169.535183,996.359294,19332.04492,1488.701027,204.710142,6.713924,11.262588,11.210117,11.315059,57.321254,0.999501
coj1m011-fa12-20190330-0097-e91.fits,0,58572.90994,2458572.91,2458572.913073,1.376037,55,9.537029,19.492693,1.35,19,30,45,0.241446,0.008467,0.025124,0.028302,0.061246,0.007224,0.273582,0.653667,0.639085,0.00038,0.000198,0.000212,0.000216,0.000243,0.000198,0.000468,0.000889,0.000872,635.549538,42.786251,118.577738,131.04509,252.480518,36.524767,585.188868,735.59557,732.751329,2985848.586,1999.119424,2065.771041,2034.213021,2066.271041,2062.286979,8.222958,12.2222,720919.8527,1193.695462,1026.506271,702.304383,6780.602051,603.93951,200.17846,3005,8.846504,14.089846,13.966112,14.21358,83.138639,0.999673,2257.216006,1894.516535,2257.716006,2201.983465,8.224382,12.207317,25282.6445,590.663305,42.803818,443.042297,21.180146,193.752138,8.207241,14.569469,13.947734,15.191205,74.271303,0.990026,2332.247343,1844.535285,2332.747343,2251.964715,8.22494,12.201999,75016.91474,630.642191,118.953213,958.564575,62.844266,195.266921,8.631688,13.692136,13.643303,13.740969,49.504729,0.997925,1895.978912,1826.740091,1896.478912,2269.759909,8.221722,12.199551,84506.36994,642.377922,131.55242,1018.866821,70.793911,195.907968,8.638834,13.838502,13.776867,13.900138,301.862608,0.999595,1872.229262,1755.363234,1872.729262,2341.136766,8.221553,12.191801,182871.1051,713.874201,256.16713,1925.278198,153.197454,196.592374,8.622435,13.775285,13.773296,13.777273,46.557465,0.999972,1960.930853,2222.468889,1961.430853,1874.031111,8.222169,12.24244,21569.241,590.360806,36.535693,373.678345,18.0693,197.22533,8.985735,15.74523,14.602447,16.888013,71.184663,0.966756,2608.004393,2236.793458,2608.504393,1859.706542,8.226943,12.244761,641399.0016,987.523277,649.502667,6175.234375,537.322141,199.596289,8.742223,14.071072,13.976273,14.165871,73.234702,0.999739,1536.506862,2713.516304,1537.006862,1382.983696,8.218996,12.295046,1180256.67,1230.21717,959.388878,11208.65527,988.741859,201.506183,8.815143,14.025858,13.972507,14.079208,84.806534,0.99994,1127.824944,1892.360626,1128.324944,2204.139374,8.216049,12.205708,1164192.914,1227.942166,948.084483,11069.92969,975.284694,205.956556,8.726821,13.97587,13.956713,13.995027,281.99273,0.999991
coj1m011-fa12-20190330-0098-e91.fits,0,58572.91088,2458572.911,2458572.914020,1.37615,55,7.856061,15.912014,1.35,19,30,45,0.240807,0.007836,0.025124,0.028232,0.061198,0.007412,0.273925,0.654316,0.637881,0.000356,0.000157,0.000175,0.000178,0.00021,0.000156,0.000437,0.000847,0.000828,676.090847,49.997086,143.531765,158.395572,290.915067,47.465939,626.615099,772.962726,770.411366,2976174.846,1891.342799,2065.845717,2034.841694,2066.345717,2061.658306,8.222958,12.222224,716682.5812,795.426729,957.209314,748.72086,11632.31055,901.003895,198.311649,3103,6.795658,11.56356,11.517196,11.609925,57.320042,0.99963,2256.937934,1894.896898,2257.437934,2201.603102,8.224379,12.207313,23321.98244,466.231319,50.022342,599.404236,29.320089,193.06719,6.515854,11.344535,11.923742,10.765327,34.428664,0.92027,2332.278616,1844.941206,2332.778616,2251.558794,8.22494,12.201998,74774.17434,518.787368,144.132604,1458.997559,94.005106,193.368895,6.633354,11.058957,10.795693,11.32222,83.480348,0.997614,1896.053546,1827.182514,1896.553546,2269.317486,8.221722,12.199553,84022.20209,527.763793,159.20418,1538.775879,105.631605,193.911568,6.798194,11.386086,11.282788,11.489385,89.39138,0.999671,1872.209316,1755.816755,1872.709316,2340.683245,8.221552,12.191803,182135.1074,615.284299,296.017805,3141.213379,228.977856,194.387917,6.758562,11.298685,10.989391,11.607978,74.13618,0.995863,1960.794143,2223.421557,1961.294143,1873.078443,8.222167,12.242499,22058.93438,464.520386,47.487549,470.709167,27.732202,193.906942,7.381599,14.66624,14.589085,14.743394,310.504052,0.995469,2608.000008,2237.35899,2608.500008,1859.14101,8.226943,12.244779,639951.0974,915.118395,699.309621,10252.72656,804.538085,196.465077,6.781315,11.529446,11.5029,11.555992,63.189283,0.99994,1536.606355,2713.910984,1537.106355,1382.589016,8.218995,12.295046,1177137.821,1173.633028,1002.986277,19332.76758,1479.882154,199.674001,6.722792,11.473928,11.479776,11.46808,42.34225,0.999879,1127.920129,1892.795079,1128.420129,2203.704921,8.216048,12.205707,1159085.928,1167.185257,993.060803,18798.78906,1457.187552,203.288769,6.78019,11.456914,11.396034,11.517793,56.178687,0.999219
