Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_T7,rel_flux_T8,rel_flux_T9,rel_flux_T10,rel_flux_T11,rel_flux_T12,rel_flux_T13,rel_flux_C14,rel_flux_C15,rel_flux_C16,rel_flux_C17,rel_flux_C18,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_T7,rel_flux_err_T8,rel_flux_err_T9,rel_flux_err_T10,rel_flux_err_T11,rel_flux_err_T12,rel_flux_err_T13,rel_flux_err_C14,rel_flux_err_C15,rel_flux_err_C16,rel_flux_err_C17,rel_flux_err_C18,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_T7,rel_flux_SNR_T8,rel_flux_SNR_T9,rel_flux_SNR_T10,rel_flux_SNR_T11,rel_flux_SNR_T12,rel_flux_SNR_T13,rel_flux_SNR_C14,rel_flux_SNR_C15,rel_flux_SNR_C16,rel_flux_SNR_C17,rel_flux_SNR_C18,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,Variance_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,Variance_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,Variance_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,Variance_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,Variance_T6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,Variance_T7,X(IJ)_T8,Y(IJ)_T8,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Source_SNR_T8,Peak_T8,Mean_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,X-Width_T8,Y-Width_T8,Angle_T8,Roundness_T8,Variance_T8,X(IJ)_T9,Y(IJ)_T9,X(FITS)_T9,Y(FITS)_T9,RA_T9,DEC_T9,Source-Sky_T9,Source_Error_T9,Source_SNR_T9,Peak_T9,Mean_T9,Sky/Pixel_T9,FWHM_T9,Width_T9,X-Width_T9,Y-Width_T9,Angle_T9,Roundness_T9,Variance_T9,X(IJ)_T10,Y(IJ)_T10,X(FITS)_T10,Y(FITS)_T10,RA_T10,DEC_T10,Source-Sky_T10,Source_Error_T10,Source_SNR_T10,Peak_T10,Mean_T10,Sky/Pixel_T10,FWHM_T10,Width_T10,X-Width_T10,Y-Width_T10,Angle_T10,Roundness_T10,Variance_T10,X(IJ)_T11,Y(IJ)_T11,X(FITS)_T11,Y(FITS)_T11,RA_T11,DEC_T11,Source-Sky_T11,Source_Error_T11,Source_SNR_T11,Peak_T11,Mean_T11,Sky/Pixel_T11,FWHM_T11,Width_T11,X-Width_T11,Y-Width_T11,Angle_T11,Roundness_T11,Variance_T11,X(IJ)_T12,Y(IJ)_T12,X(FITS)_T12,Y(FITS)_T12,RA_T12,DEC_T12,Source-Sky_T12,Source_Error_T12,Source_SNR_T12,Peak_T12,Mean_T12,Sky/Pixel_T12,FWHM_T12,Width_T12,X-Width_T12,Y-Width_T12,Angle_T12,Roundness_T12,Variance_T12,X(IJ)_T13,Y(IJ)_T13,X(FITS)_T13,Y(FITS)_T13,RA_T13,DEC_T13,Source-Sky_T13,Source_Error_T13,Source_SNR_T13,Peak_T13,Mean_T13,Sky/Pixel_T13,FWHM_T13,Width_T13,X-Width_T13,Y-Width_T13,Angle_T13,Roundness_T13,Variance_T13,X(IJ)_C14,Y(IJ)_C14,X(FITS)_C14,Y(FITS)_C14,RA_C14,DEC_C14,Source-Sky_C14,Source_Error_C14,Source_SNR_C14,Peak_C14,Mean_C14,Sky/Pixel_C14,FWHM_C14,Width_C14,X-Width_C14,Y-Width_C14,Angle_C14,Roundness_C14,Variance_C14,X(IJ)_C15,Y(IJ)_C15,X(FITS)_C15,Y(FITS)_C15,RA_C15,DEC_C15,Source-Sky_C15,Source_Error_C15,Source_SNR_C15,Peak_C15,Mean_C15,Sky/Pixel_C15,FWHM_C15,Width_C15,X-Width_C15,Y-Width_C15,Angle_C15,Roundness_C15,Variance_C15,X(IJ)_C16,Y(IJ)_C16,X(FITS)_C16,Y(FITS)_C16,RA_C16,DEC_C16,Source-Sky_C16,Source_Error_C16,Source_SNR_C16,Peak_C16,Mean_C16,Sky/Pixel_C16,FWHM_C16,Width_C16,X-Width_C16,Y-Width_C16,Angle_C16,Roundness_C16,Variance_C16,X(IJ)_C17,Y(IJ)_C17,X(FITS)_C17,Y(FITS)_C17,RA_C17,DEC_C17,Source-Sky_C17,Source_Error_C17,Source_SNR_C17,Peak_C17,Mean_C17,Sky/Pixel_C17,FWHM_C17,Width_C17,X-Width_C17,Y-Width_C17,Angle_C17,Roundness_C17,Variance_C17,X(IJ)_C18,Y(IJ)_C18,X(FITS)_C18,Y(FITS)_C18,RA_C18,DEC_C18,Source-Sky_C18,Source_Error_C18,Source_SNR_C18,Peak_C18,Mean_C18,Sky/Pixel_C18,FWHM_C18,Width_C18,X-Width_C18,Y-Width_C18,Angle_C18,Roundness_C18,Variance_C18
cpt1m013-fa14-20200927-0058-e91.fits,0,59120.23004,2459120.230044,2459120.230739,1.736864,8.215241,20.282969,1.35,17,30,45,0.087287,0.051034,0.012791,0.168594,0.008225,0.00438,0.003294,0.009705,0.003797,0.002996,0.004931,0.004147,0.0058,0.171496,0.121189,0.081338,0.297375,0.789189,0.000194,0.00018,0.000166,0.000228,0.000164,0.000163,0.000162,0.000165,0.000162,0.000164,0.000164,0.000164,0.000163,0.00026,0.000228,0.000204,0.000341,0.000761,449.371329,283.130046,77.218478,739.375929,50.077665,26.888708,20.358624,58.828208,23.366536,18.239316,30.093536,25.282649,35.485511,660.595023,532.259305,398.689602,871.436255,1037.278975,8857114.12,4376.245209,1999.645178,2020.393729,2000.145178,2076.106271,19.787827,-87.323172,773112.1926,1292.447486,1677.48776,460.875013,7475.714355,598.176871,1108.240737,2964,8.09492,14.127931,15.242632,13.013229,19.211235,0.959931,880869.1756,2144.979383,1765.673648,2145.479383,2330.826352,19.810974,-87.350507,452011.6712,1580.782013,285.941811,4781.933594,349.733104,1106.995563,8.78322,13.992163,15.189181,12.795145,20.316382,0.949906,311868.9407,2144.407849,1833.41025,2144.907849,2263.08975,19.810699,-87.343178,113290.0784,1466.068687,77.274741,2053.652832,87.65546,1107.798314,8.191515,14.536706,15.799343,13.274069,23.658129,0.935322,18774.64153,1964.439049,1658.420868,1964.939049,2438.079132,19.782969,-87.362388,1493257.687,1880.026145,794.274958,13388.31543,1155.372039,1115.721946,8.628623,13.997873,15.24654,12.749206,19.60255,0.947824,3374092.383,2209.096349,1881.629883,2209.596349,2214.870117,19.820614,-87.337827,72848.66094,1454.268256,50.093001,1703.851685,56.36489,1107.144725,8.915433,14.333053,15.257365,13.40874,25.020859,0.960002,8498.627602,2272.765156,2085.611597,2273.265156,2010.888403,19.829785,-87.315608,38796.78688,1442.738081,26.891081,1446.906982,30.018076,1102.406122,9.327584,14.222474,14.575346,13.869603,27.362927,0.992626,3063.422469,1964.509784,2068.884532,1965.009784,2027.615468,19.782323,-87.317966,29174.05954,1432.934962,20.359654,1382.63501,22.572723,1107.824763,8.386783,13.712988,15.684927,11.74105,6.749741,0.916027,2355.41169,1774.465189,1601.46315,1774.965189,2495.03685,19.753206,-87.368686,85957.759,1460.54831,58.853075,1876.817627,66.507738,1110.728977,8.861815,13.813355,15.047591,12.579118,23.359974,0.933126,12752.91452,1748.680435,1743.168263,1749.180435,2353.331737,19.749119,-87.353355,33627.54197,1439.036626,23.368093,1436.44873,26.018498,1109.271577,8.634765,13.408274,14.42161,12.394938,25.350981,0.943691,2717.838008,1818.060077,1602.381264,1818.560077,2494.118736,19.760057,-87.36857,26540.17073,1455.048721,18.240056,1401.914917,20.534816,1110.232853,9.102945,11.914845,11.940767,11.888923,44.070212,0.98202,2344.598308,2287.081858,1861.958919,2287.581858,2234.541081,19.832797,-87.339772,43676.70751,1451.204642,30.096863,1513.334961,33.793797,1105.076606,7.964878,13.611219,15.284511,11.937927,18.185959,0.909512,3795.101476,2311.502971,1896.821675,2312.002971,2199.678325,19.83646,-87.335937,36733.70856,1452.80828,25.284622,1462.180176,28.421819,1104.513663,8.128088,14.245816,14.375732,14.115901,26.034816,0.99912,3043.965302,2289.369004,2289.90832,2289.869004,1806.59168,19.831616,-87.293462,51372.7259,1447.48736,35.490967,1610.827637,39.748405,1104.143645,7.229523,14.043988,14.994143,13.093832,23.258006,0.961688,4921.797362,1247.60815,1442.376954,1248.10815,2654.123046,19.669931,-87.385431,1296597.767,1840.892003,704.331251,12198.77832,1003.21118,1122.080684,7.819174,14.140248,15.847855,12.432641,11.398231,0.933321,2503353.771,1157.671,2511.606595,1158.171,1584.893405,19.659417,-87.269533,957360.8514,1731.469075,552.91825,9323.695312,740.734816,1109.847219,7.171923,14.606191,15.756665,13.455716,7.548948,0.973705,1221068.25,2764.162787,2756.517556,2764.662787,1339.982444,19.901164,-87.24133,666228.7734,1638.122543,406.702646,6404.504883,515.478409,1099.763531,8.31245,14.20944,14.565785,13.853094,35.407472,0.976734,635972.0942,829.580256,2687.629537,830.080256,1408.870463,19.610677,-87.249484,2030162.541,2023.856716,1003.115747,17993.5918,1570.789191,1122.574974,7.120342,14.776016,15.992995,13.559037,0.443671,0.973224,5243127.448,1807.381213,3083.483258,1807.881213,1013.016742,19.757512,-87.208276,3906764.187,2446.469319,1596.898909,33931.88672,3022.764351,1119.759545,7.200358,14.607241,15.216592,13.997891,16.958035,0.989927,20123623.77
cpt1m013-fa14-20200927-0059-e91.fits,0,59120.23082,2459120.230816,2459120.231511,1.736776,8.40786,20.32631,1.35,17,30,45,0.08731,0.050486,0.012392,0.168396,0.008351,0.004451,0.003114,0.009398,0.003985,0.003101,0.004728,0.004178,0.005719,0.170871,0.120811,0.080339,0.297725,0.793691,0.000186,0.000171,0.000157,0.00022,0.000155,0.000153,0.000154,0.000156,0.000153,0.000154,0.000154,0.000154,0.000153,0.000251,0.000219,0.000195,0.000331,0.000743,469.981368,294.77793,79.053711,764.329813,53.9327,29.153449,20.286579,60.156966,26.102695,20.11146,30.738825,27.198551,37.353011,681.854712,552.504531,411.646271,898.485789,1067.743113,8867829.122,4248.240379,1999.34455,2020.290229,1999.84455,2076.209771,19.787782,-87.323145,774251.6628,1297.976912,1605.110488,482.366584,7786.915039,596.506498,974.615619,2936,7.725687,14.007394,15.06579,12.948997,19.84946,0.96186,910497.4445,2144.749372,1765.355028,2145.249372,2331.144972,19.810933,-87.35051,447702.983,1503.560348,297.761898,4694.851074,344.923688,976.633465,8.485415,13.857388,14.967987,12.746789,22.225451,0.950222,315278.4888,2144.101459,1833.001339,2144.601459,2263.498661,19.810648,-87.34319,109889.4159,1389.062965,79.110464,1917.187134,84.662073,976.750735,8.3996,14.070572,15.162531,12.978613,26.967986,0.931315,19256.11134,1964.126868,1658.202169,1964.626868,2438.297831,19.782906,-87.362377,1493304.88,1818.059241,821.373059,13585.20996,1150.486473,981.116484,8.385596,13.870491,15.134491,12.60649,18.863171,0.947773,3478646.531,2208.708381,1881.551591,2209.208381,2214.948409,19.820553,-87.337805,74053.36316,1372.611457,53.95071,1629.715088,57.052912,972.780191,8.062281,14.425247,15.178216,13.672279,25.955799,0.971516,8314.307529,2272.252743,2085.880775,2272.752743,2010.619225,19.829714,-87.315547,39473.88604,1353.871918,29.156293,1314.427734,30.411855,970.607105,8.706789,14.579823,14.748205,14.41144,39.981387,0.982441,2924.043663,1963.69895,2068.61656,1964.19895,2027.88344,19.7822,-87.317955,27618.51677,1361.353828,20.287537,1254.816528,21.278126,975.473149,9.067275,14.332265,15.946636,12.717895,5.857229,0.948386,2172.83923,1774.170964,1601.263069,1774.670964,2495.236931,19.753139,-87.368668,83337.15324,1384.753009,60.181962,1786.149902,64.20542,977.671575,7.793096,13.120023,14.467828,11.772218,18.573416,0.93494,13214.46557,1748.304901,1742.902733,1748.804901,2353.597267,19.749046,-87.353341,35339.07454,1353.741902,26.104736,1357.383545,27.226274,975.281266,7.795023,13.477449,14.597286,12.357611,12.532144,0.966804,2785.259018,1818.040101,1602.126513,1818.540101,2494.373487,19.760034,-87.368559,27498.91716,1367.262266,20.112394,1254.344849,21.185983,978.115507,6.953585,13.463594,15.73087,11.196318,6.461783,0.887087,2121.636496,2286.608017,1862.162965,2287.108017,2234.337035,19.832723,-87.339722,41922.86196,1363.692878,30.742158,1415.161011,32.298619,972.447733,7.953415,13.442297,14.863239,12.021354,13.183566,0.945546,3981.187061,2310.912069,1896.611755,2311.412069,2199.888245,19.836371,-87.335932,37052.50329,1362.181315,27.20086,1307.546875,28.54635,972.344555,8.496153,13.523667,13.977227,13.070108,27.036379,0.986961,3088.815401,2289.243768,2289.926482,2289.743768,1806.573518,19.831613,-87.293425,50712.4562,1357.436396,37.358993,1444.575195,39.070384,969.943304,8.140732,13.992098,14.641559,13.342637,22.705785,0.982588,4827.252959,1247.238347,1442.189481,1247.738347,2654.310519,19.669836,-87.385398,1294129.404,1779.827791,727.109337,12205.96582,997.035766,986.891157,7.926123,13.993319,15.704119,12.28252,11.988298,0.93048,2584286.959,1157.354332,2511.267074,1157.854332,1585.232926,19.659374,-87.269499,955853.649,1664.34694,574.311537,9305.418945,736.418067,980.281007,7.084938,14.408887,15.524077,13.293697,7.251236,0.97474,1256282.176,2763.863565,2756.297146,2764.363565,1340.202854,19.901164,-87.241326,659453.4409,1570.287693,419.957084,6466.112793,508.062535,967.951875,8.311875,14.106703,14.481847,13.731559,35.103239,0.975366,636260.6908,829.407225,2687.091872,829.907225,1409.408128,19.610656,-87.249461,2034463.543,1967.361601,1034.107579,18949.27539,1567.411195,992.574241,7.052445,14.575892,15.840617,13.311166,0.335307,0.970329,5530985.568,1807.065113,3083.185076,1807.565113,1013.314924,19.757503,-87.208249,3923929.085,2402.788695,1633.072893,36437.36328,3023.111619,987.983902,6.786217,14.405056,14.984944,13.825169,17.097613,0.990556,21304503.75
cpt1m013-fa14-20200927-0060-e91.fits,0,59120.23159,2459120.231592,2459120.232287,1.736692,8.678597,20.316304,1.35,17,30,45,0.087097,0.050781,0.012641,0.168477,0.008228,0.004524,0.003528,0.009931,0.003872,0.003155,0.004972,0.004239,0.005638,0.172086,0.120787,0.080351,0.297196,0.791886,0.000179,0.000163,0.000148,0.000214,0.000147,0.000144,0.000144,0.000147,0.000145,0.000147,0.000145,0.000146,0.000145,0.000243,0.000211,0.000187,0.000322,0.000721,486.305777,310.961662,85.357123,787.034573,56.09511,31.370542,24.496378,67.416877,26.728781,21.535771,34.204849,29.123673,38.74893,708.508918,571.435907,429.199113,923.231299,1098.030157,8861046.61,4122.132035,2000.111445,2020.559876,2000.611445,2075.940124,19.787861,-87.323165,771767.0322,1296.699318,1545.855574,499.249118,7396.883789,595.178097,867.897753,3088,8.113153,13.918099,14.877436,12.958762,20.490419,0.96697,916390.4863,2145.485942,1765.579649,2145.985942,2330.920351,19.81103,-87.350532,449969.1557,1431.804233,314.267234,4617.594238,347.011176,868.380918,9.209651,13.736272,14.835249,12.637295,22.399692,0.949794,322180.0338,2144.873288,1833.254895,2145.373288,2263.245105,19.810746,-87.343207,112014.1058,1311.264486,85.424494,1787.600464,86.384025,867.674624,8.861823,14.061108,15.446181,12.676035,22.583558,0.923414,20087.07236,1964.891045,1658.437155,1965.391045,2438.062845,19.783012,-87.362409,1492881.612,1765.136875,845.759687,13185.07031,1151.293589,876.002448,8.529409,13.789486,14.984837,12.594135,19.843617,0.949998,3508728.877,2209.591184,1882.006476,2210.091184,2214.493524,19.820666,-87.337796,72911.42109,1299.339503,56.114219,1460.403564,56.228472,866.362019,8.75623,13.978007,14.955677,13.000338,26.720266,0.945384,8826.433321,2272.943688,2086.061405,2273.443688,2010.438595,19.829783,-87.315562,40083.77054,1277.615867,31.373883,1203.120605,30.912155,863.023038,9.843313,14.404381,14.28852,14.520242,47.813208,0.973081,3032.922198,1964.93297,2068.827972,1965.43297,2027.672028,19.782347,-87.317982,31261.35206,1276.07935,24.497969,1152.825439,24.108405,865.426793,7.398208,14.914042,15.82201,14.006074,353.316891,0.984453,2021.658637,1774.83649,1601.437956,1775.33649,2495.062044,19.753229,-87.368717,87998.6586,1304.649151,67.450056,1634.784424,67.863581,867.897623,8.633774,13.76834,15.217697,12.318983,14.890513,0.942442,13155.32904,1749.303679,1742.639723,1749.803679,2353.860277,19.749176,-87.353437,34310.29255,1283.546753,26.730848,1191.758423,26.459714,867.573919,7.824114,12.9459,15.119063,10.772737,15.266205,0.856288,2624.967537,1818.757792,1602.391643,1819.257792,2494.108357,19.760134,-87.368597,27959.00669,1298.193791,21.536851,1133.456909,21.561673,870.30292,8.200513,14.179002,16.083727,12.274278,24.702511,0.835515,2145.201293,2287.374739,1862.345253,2287.874739,2234.154747,19.832821,-87.339739,44053.58737,1287.770929,34.20918,1294.816895,33.973633,865.965308,7.600267,13.223403,13.820046,12.626759,13.686858,0.989715,4033.399374,2311.809317,1897.176289,2312.309317,2199.323711,19.836486,-87.335905,37566.08739,1289.763143,29.126346,1220.23291,28.970546,864.339349,7.816586,13.599208,15.000217,12.198199,21.295012,0.923311,2986.00362,2289.725497,2290.240791,2290.225497,1806.259209,19.831635,-87.293421,49955.29102,1288.994942,38.755227,1315.549805,38.524961,864.313572,8.791752,13.82292,14.643975,13.001865,27.518814,0.957325,4556.225187,1248.071396,1442.296052,1248.571396,2654.203948,19.669949,-87.385486,1300978.478,1719.317683,756.683009,11605.00488,1003.30004,880.217494,8.522172,13.926387,15.547667,12.305107,12.206846,0.936355,2580010.204,1158.06699,2511.423369,1158.56699,1585.076631,19.659387,-87.269567,954955.8423,1607.021653,594.239561,8930.754883,736.451257,872.091619,6.966147,14.321193,15.436416,13.205969,7.031509,0.974531,1271340.978,2764.394115,2756.444494,2764.894115,1340.055506,19.90117,-87.241309,659038.8534,1504.224016,438.12547,6225.020508,508.243387,861.660212,8.613914,13.974127,14.230739,13.717515,38.117344,0.976192,649906.7436,830.040438,2687.398595,830.540438,1409.101405,19.610636,-87.249525,2030122.955,1912.467544,1061.520213,18032.13086,1565.6081,884.30701,6.955361,14.490734,15.706135,13.275333,359.825523,0.972251,5559191.132,1807.739425,3083.496741,1808.239425,1013.003259,19.757487,-87.208258,3915950.482,2352.270952,1664.753152,33519.27344,3019.937181,878.27028,7.170502,14.354577,14.868461,13.840693,19.12572,0.991709,21057482.74
cpt1m013-fa14-20200927-0061-e91.fits,0,59120.23237,2459120.232367,2459120.233062,1.736612,8.370043,20.520065,1.35,17,30,45,0.087145,0.05086,0.012825,0.168647,0.008071,0.004398,0.003243,0.009757,0.004083,0.002852,0.005019,0.003833,0.005897,0.171801,0.120694,0.080328,0.298428,0.790504,0.000174,0.000159,0.000143,0.00021,0.000141,0.000138,0.000138,0.000143,0.000139,0.00014,0.000141,0.00014,0.00014,0.000238,0.000207,0.000182,0.000318,0.000709,499.650979,320.471855,89.711653,804.340107,57.203526,31.770238,23.436112,68.294776,29.332694,20.328253,35.69585,27.304046,42.037271,721.178682,583.657099,442.396591,939.338306,1115.582391,8871732.776,4057.293708,2000.555895,2020.209881,2001.055895,2076.290119,19.787819,-87.323146,773127.3506,1322.84008,1506.39675,513.229566,7318.039062,584.445061,785.202123,2965,7.746697,14.202558,15.282973,13.122143,20.490209,0.959851,834180.237,2145.91638,1765.25347,2146.41638,2331.24653,19.810962,-87.350514,451217.5201,1392.77479,323.970195,4519.578125,341.097557,783.241108,8.080846,14.032701,15.176392,12.889011,21.771491,0.950096,292200.5271,2145.388095,1832.8186,2145.888095,2263.6814,19.810697,-87.343203,113780.6031,1267.224464,89.787253,1730.751343,86.012364,783.168267,8.079178,14.491106,15.849582,13.13263,21.63544,0.934844,17494.77341,1965.294473,1658.037284,1965.794473,2438.462716,19.782936,-87.362387,1496192.509,1729.726885,864.987717,13181.04785,1131.045643,790.137,8.343505,14.138964,15.382336,12.895593,19.690922,0.949014,3152854.66,2209.930627,1881.573768,2210.430627,2214.926232,19.820591,-87.337796,71607.38597,1251.371788,57.22311,1378.00061,54.131552,783.468239,8.642033,14.131443,15.237605,13.025281,22.214004,0.952525,7733.828069,2273.361309,2085.620225,2273.861309,2010.879775,19.829736,-87.315569,39017.4877,1227.984779,31.773592,1121.746582,29.495242,780.318261,6.733824,14.44922,15.433715,13.464725,20.65792,0.967386,2644.57311,1965.352532,2068.376788,1965.852532,2028.123212,19.782306,-87.317973,28771.87196,1227.60207,23.437458,1051.52478,21.750076,782.553948,7.645428,14.084855,15.070256,13.099454,358.82239,0.980579,1841.193736,1775.218217,1601.039956,1775.718217,2495.460044,19.75315,-87.368684,86559.7918,1266.825475,68.328111,1611.029297,65.434812,786.23982,7.940857,14.098387,15.383237,12.813537,16.015697,0.954533,11928.75854,1749.778812,1742.393933,1750.278812,2354.106067,19.749124,-87.353388,36224.96201,1234.857699,29.335333,1111.646606,27.384234,783.500055,8.161068,13.960049,15.423462,12.496637,12.623212,0.947431,2571.701946,1818.961881,1601.880633,1819.461881,2494.619367,19.760026,-87.368578,25297.75723,1244.409166,20.329131,1076.760376,19.123821,788.899789,8.124191,12.505279,14.530962,10.479595,16.486862,0.858395,1925.465414,2287.726049,1862.096279,2288.226049,2234.403721,19.832745,-87.339722,44525.34329,1247.187278,35.700607,1165.834961,33.658901,782.097565,9.335638,13.816335,14.804975,12.827696,27.312345,0.939513,3640.268863,2312.492105,1896.796307,2312.992105,2199.703693,19.836464,-87.335904,34005.89852,1245.35563,27.306175,1090.763794,25.706734,783.013844,8.72392,12.877856,13.386886,12.368826,36.272484,0.930756,2546.500553,2290.048847,2289.633832,2290.548847,1806.866168,19.831589,-87.293451,52314.51345,1244.249309,42.045041,1231.323364,39.547119,779.958944,6.92723,14.489702,14.822966,14.156438,33.839133,0.985347,4330.807361,1248.439607,1441.723181,1248.939607,2654.776819,19.66987,-87.385439,1300711.412,1688.555574,770.310099,11897.56836,983.271849,796.309013,8.051999,14.222465,15.957468,12.487461,12.025193,0.930696,2363302.556,1158.354906,2511.066785,1158.854906,1585.433215,19.659382,-87.269513,955446.6046,1573.543971,607.194093,8918.387695,722.269169,788.036801,7.079372,14.623667,15.809097,13.438236,7.659282,0.972111,1155403.79,2764.895216,2756.363162,2765.395216,1340.136838,19.901173,-87.241315,659659.8967,1459.768714,451.893434,6290.560547,498.669421,777.042114,8.172268,14.256505,14.616522,13.896488,35.909605,0.973832,595665.2636,830.270852,2686.92175,830.770852,1409.57825,19.610645,-87.24947,2039062.597,1887.70216,1080.182372,17930.15039,1541.427893,800.681654,7.223805,14.848666,16.103534,13.593797,0.116632,0.971835,5003997.496,1808.131135,3083.237572,1808.631135,1013.262428,19.757522,-87.208237,3916852.266,2332.386661,1679.332304,33603.89063,2960.941633,796.128359,6.970314,14.700794,15.328902,14.072685,17.88274,0.98895,18996374.1
