Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_T7,rel_flux_T8,rel_flux_T9,rel_flux_T10,rel_flux_T11,rel_flux_T12,rel_flux_T13,rel_flux_C14,rel_flux_C15,rel_flux_C16,rel_flux_C17,rel_flux_C18,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_T7,rel_flux_err_T8,rel_flux_err_T9,rel_flux_err_T10,rel_flux_err_T11,rel_flux_err_T12,rel_flux_err_T13,rel_flux_err_C14,rel_flux_err_C15,rel_flux_err_C16,rel_flux_err_C17,rel_flux_err_C18,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_T7,rel_flux_SNR_T8,rel_flux_SNR_T9,rel_flux_SNR_T10,rel_flux_SNR_T11,rel_flux_SNR_T12,rel_flux_SNR_T13,rel_flux_SNR_C14,rel_flux_SNR_C15,rel_flux_SNR_C16,rel_flux_SNR_C17,rel_flux_SNR_C18,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,Variance_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,Variance_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,Variance_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,Variance_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,Variance_T6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,Variance_T7,X(IJ)_T8,Y(IJ)_T8,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Source_SNR_T8,Peak_T8,Mean_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,X-Width_T8,Y-Width_T8,Angle_T8,Roundness_T8,Variance_T8,X(IJ)_T9,Y(IJ)_T9,X(FITS)_T9,Y(FITS)_T9,RA_T9,DEC_T9,Source-Sky_T9,Source_Error_T9,Source_SNR_T9,Peak_T9,Mean_T9,Sky/Pixel_T9,FWHM_T9,Width_T9,X-Width_T9,Y-Width_T9,Angle_T9,Roundness_T9,Variance_T9,X(IJ)_T10,Y(IJ)_T10,X(FITS)_T10,Y(FITS)_T10,RA_T10,DEC_T10,Source-Sky_T10,Source_Error_T10,Source_SNR_T10,Peak_T10,Mean_T10,Sky/Pixel_T10,FWHM_T10,Width_T10,X-Width_T10,Y-Width_T10,Angle_T10,Roundness_T10,Variance_T10,X(IJ)_T11,Y(IJ)_T11,X(FITS)_T11,Y(FITS)_T11,RA_T11,DEC_T11,Source-Sky_T11,Source_Error_T11,Source_SNR_T11,Peak_T11,Mean_T11,Sky/Pixel_T11,FWHM_T11,Width_T11,X-Width_T11,Y-Width_T11,Angle_T11,Roundness_T11,Variance_T11,X(IJ)_T12,Y(IJ)_T12,X(FITS)_T12,Y(FITS)_T12,RA_T12,DEC_T12,Source-Sky_T12,Source_Error_T12,Source_SNR_T12,Peak_T12,Mean_T12,Sky/Pixel_T12,FWHM_T12,Width_T12,X-Width_T12,Y-Width_T12,Angle_T12,Roundness_T12,Variance_T12,X(IJ)_T13,Y(IJ)_T13,X(FITS)_T13,Y(FITS)_T13,RA_T13,DEC_T13,Source-Sky_T13,Source_Error_T13,Source_SNR_T13,Peak_T13,Mean_T13,Sky/Pixel_T13,FWHM_T13,Width_T13,X-Width_T13,Y-Width_T13,Angle_T13,Roundness_T13,Variance_T13,X(IJ)_C14,Y(IJ)_C14,X(FITS)_C14,Y(FITS)_C14,RA_C14,DEC_C14,Source-Sky_C14,Source_Error_C14,Source_SNR_C14,Peak_C14,Mean_C14,Sky/Pixel_C14,FWHM_C14,Width_C14,X-Width_C14,Y-Width_C14,Angle_C14,Roundness_C14,Variance_C14,X(IJ)_C15,Y(IJ)_C15,X(FITS)_C15,Y(FITS)_C15,RA_C15,DEC_C15,Source-Sky_C15,Source_Error_C15,Source_SNR_C15,Peak_C15,Mean_C15,Sky/Pixel_C15,FWHM_C15,Width_C15,X-Width_C15,Y-Width_C15,Angle_C15,Roundness_C15,Variance_C15,X(IJ)_C16,Y(IJ)_C16,X(FITS)_C16,Y(FITS)_C16,RA_C16,DEC_C16,Source-Sky_C16,Source_Error_C16,Source_SNR_C16,Peak_C16,Mean_C16,Sky/Pixel_C16,FWHM_C16,Width_C16,X-Width_C16,Y-Width_C16,Angle_C16,Roundness_C16,Variance_C16,X(IJ)_C17,Y(IJ)_C17,X(FITS)_C17,Y(FITS)_C17,RA_C17,DEC_C17,Source-Sky_C17,Source_Error_C17,Source_SNR_C17,Peak_C17,Mean_C17,Sky/Pixel_C17,FWHM_C17,Width_C17,X-Width_C17,Y-Width_C17,Angle_C17,Roundness_C17,Variance_C17,X(IJ)_C18,Y(IJ)_C18,X(FITS)_C18,Y(FITS)_C18,RA_C18,DEC_C18,Source-Sky_C18,Source_Error_C18,Source_SNR_C18,Peak_C18,Mean_C18,Sky/Pixel_C18,FWHM_C18,Width_C18,X-Width_C18,Y-Width_C18,Angle_C18,Roundness_C18,Variance_C18
cpt1m013-fa14-20200927-0058-e91.fits,0,59120.23004,2459120.23,2459120.230739,1.736864,8.309942,17,30,45,0.087418,0.05114,0.012684,0.168932,0.008145,0.004418,0.003379,0.009847,0.003783,0.003067,0.004889,0.00422,0.005812,0.171881,0.121037,0.081252,0.297019,0.789589,0.000169,0.000153,0.000136,0.000206,0.000134,0.000133,0.000132,0.000135,0.000132,0.000134,0.000133,0.000133,0.000133,0.000232,0.000201,0.000177,0.000311,0.000695,516.25031,333.277664,93.136535,822.038749,60.768505,33.282005,25.613739,72.686618,28.549627,22.968401,36.639643,31.626372,43.554892,740.512591,603.436588,459.8972,955.750263,1136.238776,8733405.537,3913.736189,1999.592516,2020.422085,2000.092516,2076.077915,19.787819,-87.323169,763459.7375,907.920277,1438.735494,530.646349,7475.714355,840.88852,1108.237096,2964,8.114774,14.127931,15.242632,13.013229,19.211235,0.959931,1072972.592,2144.910586,1765.681714,2145.410586,2330.818286,19.810964,-87.350506,446622.13,1325.059651,337.058131,4781.933594,491.917783,1107.019694,8.552594,13.992163,15.189181,12.795145,20.316382,0.949906,381810.6018,2144.309521,1833.464542,2144.809521,2263.035458,19.810683,-87.343172,110778.6383,1188.385479,93.217765,2053.652832,122.013618,1107.607833,8.256927,14.536706,15.799343,13.274069,23.658129,0.935322,22671.66062,1964.356249,1658.463186,1964.856249,2438.036814,19.782956,-87.362384,1475352.188,1668.530142,884.222676,13388.31543,1624.979886,1115.657268,8.719051,13.997873,15.24654,12.749206,19.60255,0.947824,4125593.363,2209.003584,1881.676992,2209.503584,2214.823008,19.8206,-87.337823,71131.3083,1170.09507,60.79105,1703.851685,78.345324,1107.299214,9.125246,14.333053,15.257365,13.40874,25.020859,0.960002,10155.68588,2272.754378,2085.744946,2273.254378,2010.755054,19.829783,-87.315594,38588.23583,1159.303456,33.285708,1446.906982,42.501789,1102.378093,9.48494,14.222474,14.575346,13.869603,27.362927,0.992626,3442.240369,1964.184157,2068.963785,1964.684157,2027.536215,19.782273,-87.317958,29510.43042,1152.056956,25.615427,1382.63501,32.503328,1107.551176,8.201336,13.712988,15.684927,11.74105,6.749741,0.916027,2661.257104,1774.373528,1601.465056,1774.873528,2495.034944,19.753191,-87.368686,85994.35042,1182.455853,72.72521,1876.817627,94.715751,1110.79344,9.013127,13.813355,15.047591,12.579118,23.359974,0.933126,15276.35092,1748.578514,1743.217824,1749.078514,2353.282176,19.749103,-87.35335,33034.12117,1156.982446,28.551964,1436.44873,36.384385,1109.281562,8.635064,13.408274,14.42161,12.394938,25.350981,0.943691,3145.154207,1817.942535,1602.385334,1818.442535,2494.114666,19.760038,-87.36857,26782.9669,1166.017068,22.969618,1401.914917,29.49925,1110.474975,8.858282,11.914845,11.940767,11.888923,44.070212,0.98202,2638.99614,2286.932068,1862.119709,2287.432068,2234.380291,19.832773,-87.339755,42699.29029,1165.2279,36.644583,1513.334961,47.029779,1105.427733,8.076485,13.611219,15.284511,11.937927,18.185959,0.909512,4449.36071,2311.491115,1896.988821,2311.991115,2199.511179,19.836458,-87.335919,36852.44964,1165.127245,31.629549,1462.180176,40.589962,1104.300923,8.123766,14.245816,14.375732,14.115901,26.034816,0.99912,3501.053604,2289.269704,2289.87592,2289.769704,1806.62408,19.831601,-87.293465,50754.51191,1165.077916,43.563191,1610.827637,55.901948,1104.12699,7.904735,14.043988,14.994143,13.093832,23.258006,0.961688,5782.495723,1247.526676,1442.404548,1248.026676,2654.095452,19.669918,-87.385428,1280936.741,1617.712119,791.819957,12198.77832,1410.847156,1122.07848,7.854719,14.140248,15.847855,12.432641,11.398231,0.933321,3052610.282,1157.593925,2511.623382,1158.093925,1584.876618,19.659406,-87.269531,942933.3408,1500.101825,628.579557,9323.695312,1038.564029,1109.895608,7.213992,14.606191,15.756665,13.455716,7.548948,0.973705,1472221.892,2764.097551,2756.522898,2764.597551,1339.977102,19.901154,-87.24133,656283.5555,1395.754393,470.199885,6404.504883,722.842712,1099.812012,8.309528,14.20944,14.565785,13.853094,35.407472,0.976734,775938.581,829.487748,2687.646744,829.987748,1408.853256,19.610663,-87.249482,1999963.085,1822.203818,1097.551803,17993.5918,2202.795924,1122.684523,7.817097,14.776016,15.992995,13.559037,0.443671,0.973224,6277994.411,1807.297613,3083.486115,1807.797613,1013.013885,19.7575,-87.208276,3853288.815,2276.285546,1692.796768,33931.88672,4244.082782,1119.775432,7.317286,14.607241,15.216592,13.997891,16.958035,0.989927,24184552.37
cpt1m013-fa14-20200927-0059-e91.fits,0,59120.23082,2459120.231,2459120.231511,1.736776,8.432332,17,30,45,0.087411,0.050644,0.012402,0.168582,0.008177,0.004318,0.003212,0.009549,0.004,0.003165,0.004855,0.004159,0.005737,0.171182,0.120708,0.080396,0.297629,0.793253,0.000162,0.000146,0.000129,0.000199,0.000126,0.000124,0.000124,0.000128,0.000124,0.000125,0.000125,0.000125,0.000125,0.000225,0.000193,0.000169,0.000303,0.000681,538.076288,346.886198,96.447038,846.019877,64.760649,34.809291,25.798754,74.818296,32.24709,25.338306,38.84924,33.359683,46.006224,760.533806,624.677558,474.851258,981.435703,1164.987861,8758249.938,3821.225383,1999.278445,2020.325854,1999.778445,2076.174146,19.787772,-87.323141,765564.3835,907.920277,1383.017507,553.546415,7786.915039,843.206615,974.467584,2953,7.807853,14.007394,15.06579,12.948997,19.84946,0.96186,1113381.432,2144.688733,1765.389897,2145.188733,2331.110103,19.810923,-87.350507,443554.7212,1263.945689,350.928624,4694.851074,488.539283,976.562817,8.469758,13.857388,14.967987,12.746789,22.225451,0.950222,386340.4933,2144.041538,1833.045879,2144.541538,2263.454121,19.810639,-87.343186,108622.7528,1125.244928,96.532542,1917.187134,119.639087,976.752832,8.412565,14.070572,15.162531,12.978613,26.967986,0.931315,23397.89135,1964.058333,1658.228314,1964.558333,2438.271686,19.782895,-87.362374,1476479.039,1621.963674,910.303395,13585.20996,1626.221021,981.095908,8.383311,13.870491,15.134491,12.60649,18.863171,0.947773,4276028.858,2208.747337,1881.544333,2209.247337,2214.955667,19.820559,-87.337806,71617.63375,1105.44043,64.786516,1629.715088,78.880972,972.82122,8.060244,14.425247,15.178216,13.672279,25.955799,0.971516,10011.66519,2272.13916,2085.883103,2272.63916,2010.616897,19.829697,-87.315548,37822.39203,1086.434945,34.813306,1314.427734,41.658274,970.65835,8.839176,14.579823,14.748205,14.41144,39.981387,0.982441,3327.606141,1963.648874,2068.551361,1964.148874,2027.948639,19.782193,-87.317962,28130.36577,1090.307854,25.800388,1254.816528,30.983299,975.53802,8.86623,14.332265,15.946636,12.717895,5.857229,0.948386,2411.427822,1774.108168,1601.251356,1774.608168,2495.248644,19.753129,-87.368669,83632.1812,1117.208154,74.858191,1786.149902,92.114014,977.766941,7.981624,13.120023,14.467828,11.772218,18.573416,0.93494,16051.98319,1748.471527,1742.879687,1748.971527,2353.620313,19.749072,-87.353344,35035.66849,1086.367823,32.250282,1357.383545,38.588926,975.420566,7.469789,13.477449,14.597286,12.357611,12.532144,0.966804,3220.797219,1818.001531,1602.297931,1818.501531,2494.202069,19.760028,-87.368541,27716.59292,1093.794471,25.339855,1254.344849,30.527562,977.85049,7.352116,13.463594,15.73087,11.196318,6.461783,0.887087,2401.66983,2286.561972,1862.228266,2287.061972,2234.271734,19.832715,-87.339715,42523.09445,1094.40971,38.854822,1415.161011,46.835714,972.458377,7.96087,13.442297,14.863239,12.021354,13.183566,0.945546,4686.357568,2310.860745,1896.734171,2311.360745,2199.765829,19.836363,-87.335919,36425.42375,1091.783923,33.363217,1307.546875,40.119628,972.36937,8.249853,13.523667,13.977227,13.070108,27.036379,0.986961,3597.509266,2289.179062,2289.959718,2289.679062,1806.540282,19.831603,-87.293421,50245.77445,1091.931629,46.015495,1444.575195,55.341615,970.059015,8.115372,13.992098,14.641559,13.342637,22.705785,0.982588,5710.474858,1247.144099,1442.207906,1247.644099,2654.292094,19.669821,-87.385396,1280122.395,1574.120468,813.230259,12205.96582,1409.950221,987.056108,8.085812,13.993319,15.704119,12.28252,11.988298,0.93048,3165400.512,1157.240013,2511.289959,1157.740013,1585.210041,19.659357,-87.269497,943325.1592,1448.522548,651.232637,9305.418945,1038.995585,980.290737,7.148709,14.408887,15.524077,13.293697,7.251236,0.97474,1519521.571,2763.772135,2756.292769,2764.272135,1340.207231,19.90115,-87.241327,651729.0369,1342.011191,485.636067,6466.112793,717.826282,967.994774,8.304732,14.106703,14.481847,13.731559,35.103239,0.975366,775034.3332,829.311914,2687.133995,829.811914,1409.366005,19.610642,-87.249456,2008825.248,1782.55072,1126.93862,18949.27539,2212.556872,992.42591,7.128312,14.575892,15.840617,13.311166,0.335307,0.970329,6656527.778,1806.971998,3083.210492,1807.471998,1013.289508,19.75749,-87.208246,3874248.099,2246.599542,1724.494297,36437.36328,4267.167721,988.034045,6.835708,14.405056,14.984944,13.825169,17.097613,0.990556,25825050.5
cpt1m013-fa14-20200927-0060-e91.fits,0,59120.23159,2459120.232,2459120.232287,1.736692,8.773795,17,30,45,0.087273,0.050874,0.01266,0.168711,0.008242,0.004463,0.003504,0.010006,0.003884,0.003309,0.004971,0.004238,0.005648,0.172076,0.120783,0.080439,0.297269,0.791539,0.000157,0.00014,0.000122,0.000195,0.00012,0.000117,0.000117,0.000121,0.000118,0.000119,0.000118,0.000118,0.000119,0.000219,0.000188,0.000163,0.000297,0.000665,554.700243,363.218509,103.922775,865.81044,68.746405,38.032544,29.934504,82.899782,32.984984,27.898295,42.042835,35.889592,47.653383,784.746317,642.652921,492.770206,1001.175086,1189.879866,8752193.143,3733.156684,2000.028108,2020.611944,2000.528108,2075.888056,19.787848,-87.323159,763829.8346,907.920277,1337.915811,570.910238,7396.883789,841.296151,867.654791,3083,8.149505,13.918099,14.877436,12.958762,20.490419,0.96697,1121885.904,2145.437643,1765.630604,2145.937643,2330.869396,19.811023,-87.350526,445259.0798,1211.06984,367.65764,4617.594238,490.416495,868.422141,9.178325,13.736272,14.835249,12.637295,22.399692,0.949794,395373.7739,2144.848206,1833.316963,2145.348206,2263.183037,19.810742,-87.343201,110803.8287,1065.165125,104.025025,1787.600464,122.041364,867.672595,8.921597,14.061108,15.446181,12.676035,22.583558,0.923414,24401.57688,1964.846718,1658.482977,1965.346718,2438.017023,19.783005,-87.362404,1476589.815,1584.883419,931.670934,13185.07031,1626.343031,875.938421,8.547493,13.789486,14.984837,12.594135,19.843617,0.949998,4310777.324,2209.613313,1881.999606,2210.113313,2214.500394,19.820669,-87.337797,72137.04723,1048.869785,68.77598,1460.403564,79.453063,866.322079,8.758317,13.978007,14.955677,13.000338,26.720266,0.945384,10590.15372,2273.019563,2086.074957,2273.519563,2010.425043,19.829795,-87.31556,39062.20046,1026.937879,38.03755,1203.120605,43.023822,863.027509,9.744417,14.404381,14.28852,14.520242,47.813208,0.973081,3508.434895,1964.720564,2068.866039,1965.220564,2027.633961,19.782315,-87.317978,30665.13206,1024.324042,29.936945,1152.825439,33.775137,865.413864,7.012868,14.914042,15.82201,14.006074,353.316891,0.984453,2281.630318,1774.822467,1601.458238,1775.322467,2495.041762,19.753227,-87.368715,87576.06189,1055.748196,82.951657,1634.784424,96.457876,867.825679,8.858674,13.76834,15.217697,12.318983,14.890513,0.942442,15973.6264,1749.067053,1742.801961,1749.567053,2353.698039,19.749139,-87.35342,33990.56526,1030.384046,32.988249,1191.758423,37.43783,867.377065,8.493418,12.9459,15.119063,10.772737,15.266205,0.856288,3032.464474,1818.767735,1602.390925,1819.267735,2494.109075,19.760135,-87.368597,28962.55139,1038.074233,27.90027,1133.456909,31.899884,870.250789,8.201586,14.179002,16.083727,12.274278,24.702511,0.835515,2416.298226,2287.215386,1862.420704,2287.715386,2234.079296,19.832796,-87.339731,43505.63558,1034.626697,42.049597,1294.816895,47.917903,865.922047,7.942046,13.223403,13.820046,12.626759,13.686858,0.989715,4805.950381,2311.712451,1897.211441,2312.212451,2199.288559,19.836471,-87.335902,37090.11585,1033.329385,35.893798,1220.23291,40.851732,864.245027,7.993952,13.599208,15.000217,12.198199,21.295012,0.923311,3535.443027,2289.784323,2290.263267,2290.284323,1806.236733,19.831644,-87.293419,49428.85326,1037.043714,47.66323,1315.549805,54.441843,864.257849,8.784127,13.82292,14.643975,13.001865,27.518814,0.957325,5390.570788,1248.010537,1442.325703,1248.510537,2654.174297,19.669939,-87.385483,1284932.808,1528.918343,840.419512,11605.00488,1415.248498,880.330156,8.521461,13.926387,15.547667,12.305107,12.206846,0.936355,3160387.106,1157.987501,2511.456256,1158.487501,1585.043744,19.659375,-87.269563,943194.2444,1406.977146,670.369271,8930.754883,1038.851393,872.008043,7.030994,14.321193,15.436416,13.205969,7.031509,0.974531,1539717.853,2764.358282,2756.443475,2764.858282,1340.056525,19.901164,-87.241309,651599.968,1291.95847,504.350552,6225.020508,717.684123,861.812394,8.698499,13.974127,14.230739,13.717515,38.117344,0.976192,792767.6764,829.978012,2687.428554,830.478012,1409.071446,19.610627,-87.249522,2005565.481,1746.685685,1148.21201,18032.13086,2208.966505,884.603855,6.96423,14.490734,15.706135,13.275333,359.825523,0.972251,6706792.655,1807.67228,3083.517393,1808.17228,1012.982607,19.757477,-87.208255,3866900.642,2213.417102,1747.027543,33519.27344,4259.075097,878.260881,7.694467,14.354577,14.868461,13.840693,19.12572,0.991709,25443495.95
cpt1m013-fa14-20200927-0061-e91.fits,0,59120.23237,2459120.232,2459120.233062,1.736612,8.437095,17,30,45,0.087436,0.051004,0.012703,0.168979,0.008063,0.004362,0.003305,0.009906,0.004087,0.002986,0.005036,0.003806,0.005925,0.171989,0.120738,0.080443,0.298143,0.790178,0.000153,0.000136,0.000117,0.000191,0.000114,0.000112,0.000111,0.000116,0.000112,0.000112,0.000113,0.000113,0.000113,0.000215,0.000183,0.000158,0.000293,0.000654,570.498875,376.379991,109.019373,884.676905,70.595921,39.094089,29.695501,85.515274,36.47986,26.546433,44.644641,33.776771,52.380871,800.480785,658.256047,508.222192,1019.010683,1208.937605,8748388.722,3667.266821,2000.471759,2020.237437,2000.971759,2076.262563,19.787806,-87.323143,764925.1876,907.920277,1301.894231,587.547874,7318.039062,842.502593,785.158912,2959,7.749665,14.202558,15.282973,13.122143,20.490209,0.959851,1053547.702,2145.861716,1765.285398,2146.361716,2331.214602,19.810954,-87.35051,446205.2516,1170.669294,381.153972,4519.578125,491.458626,783.206841,8.032205,14.032701,15.176392,12.889011,21.771491,0.950096,371042.2925,2145.332887,1832.875028,2145.832887,2263.624972,19.810688,-87.343197,111134.9469,1018.340412,109.133395,1730.751343,122.406063,783.138776,8.101212,14.491106,15.849582,13.13263,21.63544,0.934844,21915.31098,1965.211823,1658.054964,1965.711823,2438.445036,19.782923,-87.362385,1478296.406,1551.846515,952.604779,13181.04785,1628.222702,790.033362,8.380963,14.138964,15.382336,12.895593,19.690922,0.949014,4001046.661,2209.814831,1881.616167,2210.314831,2214.883833,19.820573,-87.337791,70541.33473,998.789143,70.626854,1378.00061,77.695516,783.510089,9.03747,14.131443,15.237605,13.025281,22.214004,0.952525,9641.216855,2273.40065,2085.642127,2273.90065,2010.857873,19.829742,-87.315567,38157.19443,975.903818,39.099339,1121.746582,42.027032,780.287588,6.92495,14.44922,15.433715,13.464725,20.65792,0.967386,3185.600577,1965.172773,2068.315343,1965.672773,2028.184657,19.782279,-87.31798,28911.15249,973.511531,29.697802,1051.52478,31.843272,782.607857,7.678139,14.084855,15.070256,13.099454,358.82239,0.980579,2129.565777,1775.096498,1601.039023,1775.596498,2495.460977,19.753131,-87.368684,86658.79222,1012.720774,85.570272,1611.029297,95.447579,786.273977,7.925718,14.098387,15.383237,12.813537,16.015697,0.954533,14913.93886,1749.639671,1742.477201,1750.139671,2354.022799,19.749102,-87.353379,35759.01621,980.125343,36.484126,1111.646606,39.385635,783.677136,8.27616,13.960049,15.423462,12.496637,12.623212,0.947431,3096.584542,1818.931175,1601.798967,1819.431175,2494.701033,19.760021,-87.368587,26122.57705,983.972481,26.548077,1076.760376,28.771884,788.833612,8.12908,12.505279,14.530962,10.479595,16.486862,0.858395,2285.54343,2287.636986,1862.175084,2288.136986,2234.324916,19.83273,-87.339714,44061.16795,986.75788,44.652461,1165.834961,48.529776,782.046573,9.222483,13.816335,14.804975,12.827696,27.312345,0.939513,4426.821115,2312.530219,1896.736787,2313.030219,2199.763213,19.83647,-87.33591,33298.45821,985.740173,33.780157,1090.763794,36.675531,783.096219,8.62969,12.877856,13.386886,12.368826,36.272484,0.930756,3081.264465,2289.906799,2289.685111,2290.406799,1806.814889,19.831567,-87.293446,51836.23708,989.363835,52.393503,1231.323364,57.09338,780.025716,7.346137,14.489702,14.822966,14.156438,33.839133,0.985347,5321.524157,1248.346061,1441.782942,1248.846061,2654.717058,19.669856,-87.385433,1283824.942,1496.893183,857.659689,11897.56836,1414.028274,796.181628,8.090932,14.222465,15.957468,12.487461,12.025193,0.930696,2993893.669,1158.266426,2511.130443,1158.766426,1585.369557,19.659369,-87.269506,942472.8945,1371.621116,687.123349,8918.387695,1038.056885,787.837128,7.235662,14.623667,15.809097,13.438236,7.659282,0.972111,1444893.716,2764.814836,2756.392792,2765.314836,1340.107208,19.901161,-87.241312,651353.6477,1251.272122,520.553152,6290.560547,717.412822,777.123537,8.185962,14.256505,14.616522,13.896488,35.909605,0.973832,752592.7616,830.193488,2686.990002,830.693488,1409.509998,19.610633,-87.249462,2009231.329,1719.010583,1168.83011,17930.15039,2213.004137,800.636113,7.151015,14.848666,16.103534,13.593797,0.116632,0.971835,6223194.993,1808.030407,3083.277705,1808.530407,1013.222295,19.757507,-87.208233,3861505.909,2192.289428,1761.403334,33603.89063,4253.13324,796.061895,6.996462,14.700794,15.328902,14.072685,17.88274,0.98895,23706571.72
