Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10
coj1m011-fa12-20190302-0215-e91.fits,0,58544.981,2458544.981,2458544.982471,1.174161,8,29.744306,29,48,72,0.498039,0.026009,0.015031,0.011668,0.014668,0.081836,0.416335,0.066391,0.156806,0.762403,0.000596,0.000152,0.000134,0.000129,0.000133,0.000236,0.000638,0.000215,0.00033,0.001078,836.017569,171.624156,112.280783,90.697472,109.99891,346.717471,652.946473,309.510544,475.047737,707.389277,2275132.165,1604.611878,2029.808576,2102.345716,2030.308576,1994.154284,6.563643,-58.524709,1133105.096,2642.079422,1094.68972,1035.092478,3096.356445,428.868673,18.357899,7836,26.663995,21.724465,20.863748,22.585183,284.297219,0.991881,1710.274847,1861.60128,1710.774847,2234.89872,6.559271,-58.551342,59174.04696,342.253404,172.895423,172.278748,22.396771,16.314684,27.026749,21.624152,21.067964,22.180339,287.69123,0.996024,2234.055531,2056.858629,2234.555531,2039.641371,6.56648,-58.529278,34198.07767,303.619905,112.634505,123.286186,12.943622,16.20397,26.883888,22.084946,20.386138,23.783754,292.12888,0.954401,2418.359489,2172.518918,2418.859489,1923.981082,6.569004,-58.516403,26545.30962,292.080297,90.883603,111.785156,10.047128,16.505985,26.485539,21.043633,20.414302,21.672963,273.340826,0.99638,2117.362967,2357.51061,2117.862967,1738.98939,6.564797,-58.496897,33371.4326,302.465312,110.331437,115.630562,12.630745,16.388932,27.072524,22.675294,22.449598,22.90099,298.488007,0.998666,2421.113159,2977.176304,2421.613159,1119.323696,6.568851,-58.429179,172103.589,480.306518,358.320328,462.230957,65.139446,16.434862,26.811115,21.639873,20.715916,22.563831,287.375514,0.989237,1823.507188,982.208858,1824.007188,3114.291142,6.561027,-58.646477,668780.8645,853.92195,783.187345,1883.805908,253.126707,17.030915,26.869139,21.754896,20.859993,22.649798,282.721692,0.991727,2298.339536,1518.651044,2298.839536,2577.848956,6.567496,-58.587499,141645.3089,446.054778,317.551377,399.864624,53.611299,16.125736,26.921671,21.781164,20.849231,22.713096,285.479023,0.990079,1242.069025,1519.838879,1242.569025,2576.661121,6.55285,-58.589115,308396.2783,605.942744,508.952837,804.375366,116.724833,16.497518,26.907946,21.818415,20.681592,22.955239,278.672312,0.988146,2712.783911,3711.004774,2713.283911,385.495226,6.572694,-58.349083,984206.1241,1024.095092,961.049547,2784.018555,372.511937,18.191655,26.470316,21.337541,20.382939,22.292144,290.056862,0.986366
coj1m011-fa12-20190302-0219-e91.fits,0,58544.98269,2458544.983,2458544.984164,1.176819,8,29.617013,29,48,72,0.494533,0.026294,0.015045,0.011883,0.015078,0.089228,0.375396,0.065345,0.151015,0.82684,0.000594,0.000153,0.000134,0.000129,0.000135,0.000246,0.00059,0.000213,0.000323,0.001167,832.580569,172.419961,111.963796,91.957309,111.991881,362.456414,636.648739,306.158572,467.183764,708.516332,2268744.738,1602.342044,2028.845197,2106.070664,2029.345197,1990.429336,6.563634,-58.524269,1121970.198,2642.079422,1089.981458,1029.347966,2633.937256,424.654228,18.609968,7666,26.525241,21.773356,20.735086,22.811626,284.028517,0.988374,1709.265801,1865.390191,1709.765801,2231.109809,6.559261,-58.551029,59655.21734,343.41296,173.712772,187.397766,22.578889,16.355695,26.566073,22.063837,21.015551,23.112123,271.121646,0.990997,2233.317982,2060.567597,2233.817982,2035.932403,6.566482,-58.528793,34133.05128,303.903286,112.315506,118.053551,12.91901,16.306969,26.645742,21.953296,20.576024,23.330569,277.844019,0.983148,2417.591037,2176.280505,2418.091037,1920.219495,6.569005,-58.51584,26959.6743,292.557011,92.151865,99.764503,10.203961,16.488765,26.667129,20.4155,18.719201,22.1118,283.850613,0.965254,2116.642933,2361.317342,2117.142933,1735.182658,6.564786,-58.496373,34207.25234,304.487076,112.343856,109.728218,12.947095,16.447572,26.610509,22.473058,21.449797,23.496319,284.473367,0.989215,2420.324521,2980.805408,2420.824521,1115.694592,6.568825,-58.428468,185851.8321,494.392259,375.919786,519.526855,70.343015,16.399339,26.833021,21.78162,20.7095,22.853741,286.185457,0.98648,1822.759857,985.787919,1823.259857,3110.712081,6.561054,-58.646334,619223.2722,824.633665,750.907098,1488.958252,234.369666,17.109229,26.471375,21.615456,20.477851,22.753061,276.556099,0.988384,2297.45729,1522.227191,2297.95729,2574.272809,6.567515,-58.587121,139157.0183,443.249084,313.947672,363.110352,52.669506,16.076153,26.568177,21.591674,20.347955,22.835392,276.814327,0.986041,1240.90859,1523.28063,1241.40859,2573.21937,6.552838,-58.589033,297663.3279,596.243762,499.23093,753.38031,112.662521,16.277549,26.726556,21.771267,20.887747,22.654787,284.893597,0.991283,2711.866181,3714.252062,2712.366181,382.247938,6.572648,-58.348188,1026849.288,1044.547397,983.056672,2552.943359,388.651938,17.995835,26.812003,21.563926,20.647036,22.480816,287.390778,0.989319
coj1m011-fa12-20190302-0221-e91.fits,0,58544.98356,2458544.984,2458544.985027,1.178205,8,29.478093,29,48,72,0.503777,0.026675,0.015576,0.012257,0.015168,0.08547,0.40857,0.067223,0.153939,0.769308,0.000528,0.000127,0.00011,0.000104,0.000109,0.000207,0.000551,0.000185,0.000284,0.000952,954.556779,209.877615,142.105446,117.610077,139.189835,412.028879,741.769517,363.564267,541.421466,807.954487,2896465.035,1786.676184,2028.743539,2106.035023,2029.243539,1990.464977,6.563632,-58.524257,1459172.053,2642.079422,1235.548479,1180.991339,3483.905762,552.281677,18.901145,7677,26.663384,21.896961,20.901982,22.89194,285.123886,0.988978,1709.248978,1865.35417,1709.748978,2231.14583,6.559259,-58.551028,77262.21006,365.031768,211.658866,212.6073,29.242955,15.680066,26.576059,21.461005,20.21928,22.70273,280.940535,0.984553,2233.182761,2060.617411,2233.682761,2035.882589,6.566479,-58.528771,45113.91569,316.245854,142.654568,131.25528,17.075155,15.392611,26.524899,22.166355,20.900111,23.432598,270.810215,0.987022,2417.819582,2176.212299,2418.319582,1920.287701,6.569009,-58.515824,35502.68447,301.072275,117.920803,122.39827,13.437402,15.375241,26.311835,22.019571,20.322493,23.716649,273.278216,0.97621,2116.737869,2361.572745,2117.237869,1734.927255,6.564786,-58.49632,43933.61314,314.472534,139.705725,138.140015,16.628423,15.450741,26.263544,22.312051,22.014403,22.609699,295.672202,0.998176,2420.382753,2980.500783,2420.882753,1115.999217,6.568824,-58.428455,228068.534,533.998182,427.096087,609.952637,86.321604,16.097457,26.591672,21.569109,20.476478,22.661741,283.326646,0.987215,1822.629856,985.64396,1823.129856,3110.85604,6.561053,-58.646368,840149.4123,948.815858,885.471512,2094.807129,317.987947,16.854786,26.693556,21.705978,20.659522,22.752434,277.725351,0.990039,2297.481386,1522.2093,2297.981386,2574.2907,6.567516,-58.587119,182445.2155,488.343477,373.60019,474.010254,69.053645,15.75504,26.643195,21.900576,20.762802,23.03835,279.159091,0.988085,1240.655917,1523.604568,1241.155917,2572.895432,6.552832,-58.58901,386397.8205,666.489888,579.750462,960.909424,146.247617,16.240766,26.377984,21.507425,20.40851,22.606339,277.535885,0.988858,2712.021459,3714.548814,2712.521459,381.951186,6.572649,-58.348084,1259404.053,1150.703295,1094.464628,3284.605713,476.671535,18.138775,26.517792,21.412483,20.427911,22.397056,290.613042,0.985113
coj1m011-fa12-20190302-0222-e91.fits,0,58544.98397,2458544.984,2458544.985439,1.178876,8,29.612797,29,48,72,0.486826,0.026409,0.014214,0.012397,0.014389,0.084719,0.378837,0.063239,0.155843,0.827615,0.000583,0.00015,0.000131,0.000127,0.00013,0.000238,0.000589,0.000209,0.000326,0.001158,835.195556,176.067858,108.413004,97.755651,110.368989,356.467016,643.62869,303.299566,477.647744,714.859402,2307292.263,1615.088089,2028.426129,2102.913811,2028.926129,1993.586189,6.563627,-58.524649,1123249.016,2642.079422,1091.111211,1029.454198,2611.512939,425.138248,18.926093,7778,26.62399,21.780797,20.736344,22.825249,282.352673,0.988906,1708.909691,1862.064239,1709.409691,2234.435761,6.559265,-58.550979,60932.91523,343.43787,177.42049,183.126984,23.062484,15.954149,26.742657,22.048579,21.249502,22.847655,287.849004,0.992055,2232.530538,2057.541838,2233.030538,2038.958162,6.566442,-58.52928,32796.38119,301.641,108.726536,123.945122,12.413094,16.257371,26.659733,21.113552,19.558027,22.669077,270.217185,0.978521,2417.165523,2173.396731,2417.665523,1923.103269,6.568963,-58.516551,28603.43137,291.915462,97.985325,103.646202,10.826106,15.875714,26.830074,22.874798,21.896188,23.853408,85.919961,0.992556,2115.930419,2358.512109,2116.430419,1737.987891,6.564789,-58.496998,33200.52905,299.914846,110.699852,108.734848,12.56606,15.951191,27.099718,22.01337,21.09578,22.930959,280.654742,0.99202,2419.830168,2977.665847,2420.330168,1118.834153,6.56886,-58.429884,180205.5844,488.418675,368.957196,465.814911,68.205968,16.436579,26.46769,21.596928,20.52845,22.665406,284.163777,0.987426,1821.984751,982.96743,1822.484751,3113.53257,6.560953,-58.645578,633930.7954,833.995869,760.112632,1670.008057,239.936313,17.262447,26.496827,21.459979,20.43576,22.484197,277.234042,0.990326,2296.847672,1519.232322,2297.347672,2577.267678,6.567418,-58.587202,137231.5374,441.667594,310.712263,381.189209,51.940731,16.299961,26.524142,21.656056,20.707929,22.604183,274.605913,0.992161,1240.317004,1520.265866,1240.817004,2576.234134,6.552855,-58.588301,311093.0015,608.131295,511.555653,781.409607,117.745515,16.552614,26.672501,21.664654,20.575561,22.753748,280.05432,0.988594,2711.419997,3711.370652,2711.919997,385.129348,6.572726,-58.350416,1044831.344,1053.334558,991.927338,2729.937744,395.457962,18.190613,26.532549,21.337983,20.348131,22.327834,286.607491,0.987755
coj1m011-fa12-20190302-0223-e91.fits,0,58544.98438,2458544.984,2458544.985848,1.179545,8,29.661754,29,48,72,0.505211,0.026119,0.015253,0.012335,0.014574,0.083833,0.408491,0.06761,0.153795,0.773073,0.000541,0.000131,0.000113,0.000108,0.000112,0.000211,0.000563,0.00019,0.000291,0.000979,934.260596,200.017692,134.596218,114.005412,130.071923,397.799338,725.012082,355.666374,528.295128,789.652888,2775791.433,1752.571927,2029.48851,2103.063359,2029.98851,1993.436641,6.563638,-58.524617,1402359.259,2642.079422,1212.083207,1156.982665,3283.917725,530.778616,18.676219,7765,26.8386,21.959828,20.890952,23.028704,281.527286,0.98886,1709.820315,1862.248137,1710.320315,2234.251863,6.559261,-58.551132,72500.39338,359.567893,201.632,197.985199,27.440656,15.969882,26.657558,21.811568,20.841956,22.781179,280.709408,0.990915,2233.796947,2057.655543,2234.296947,2038.844457,6.56647,-58.529229,42338.92899,313.424637,135.084878,131.508057,16.024851,15.73035,26.387564,22.340312,21.059153,23.621471,275.02306,0.986521,2418.129571,2172.840078,2418.629571,1923.659922,6.568995,-58.516475,34238.08374,299.540793,114.301906,112.492119,12.958764,15.57416,26.665612,21.329145,19.140407,23.517883,272.188638,0.95851,2117.225422,2357.787554,2117.725422,1738.712446,6.564802,-58.496916,40454.15125,309.96313,130.512785,154.787323,15.311482,15.621402,26.866833,21.451593,20.162245,22.740942,285.581899,0.980406,2420.82711,2977.212185,2421.32711,1119.287815,6.56887,-58.429404,214703.5115,521.180452,411.956187,542.157043,81.26308,15.961143,26.932784,21.697317,20.678437,22.716198,287.019476,0.987211,1823.215467,983.19515,1823.715467,3113.30485,6.560985,-58.64613,805036.0822,929.889873,865.732713,1932.591797,304.697912,16.740502,26.653361,21.701995,20.674781,22.729209,277.147395,0.990499,2297.89929,1519.469709,2298.39929,2577.030291,6.567462,-58.587386,175787.3871,480.934489,365.512125,441.464355,66.533726,15.558702,26.587117,21.75731,20.45688,23.05774,276.28305,0.985107,1241.750815,1520.758522,1242.250815,2575.741478,6.552839,-58.58869,369998.5451,654.203236,565.571255,917.548767,140.04066,16.25169,26.747419,21.805469,20.778037,22.832902,277.798617,0.99047,2712.413938,3711.402122,2712.913938,385.097878,6.572733,-58.34946,1210265.907,1129.559323,1071.44962,3222.764893,458.07325,18.452838,26.667895,21.425971,20.357351,22.49459,286.44238,0.98596
coj1m011-fa12-20190302-0224-e91.fits,0,58544.98479,2458544.985,2458544.986262,1.180226,8,29.698271,29,48,72,0.502999,0.026591,0.01542,0.012232,0.014727,0.084284,0.420887,0.0686,0.144992,0.770619,0.000562,0.000138,0.000121,0.000114,0.00012,0.000221,0.000602,0.000201,0.000294,0.001019,895.042046,192.449,127.538364,106.887553,122.744434,380.91922,699.129488,341.924007,492.773913,756.527319,2565557.932,1691.138635,2033.030761,2102.892048,2033.530761,1993.607952,6.563686,-58.524606,1290474.255,2642.079422,1164.132388,1108.52878,3088.407471,488.431288,18.189125,7736,26.706994,21.951394,20.913957,22.98883,278.966769,0.990174,1712.993818,1861.97651,1713.493818,2234.52349,6.559299,-58.551112,68221.617,351.628012,194.016446,193.764038,25.821183,15.557088,26.581757,22.057967,21.174215,22.94172,282.243389,0.992272,2237.115353,2057.625125,2237.615353,2038.874875,6.566516,-58.529227,39560.31126,309.085536,127.991467,136.895844,14.973173,15.745617,26.70966,22.131917,21.195765,23.06807,292.289965,0.985944,2421.847952,2172.886383,2422.347952,1923.613617,6.569049,-58.516478,31381.86807,292.867386,107.15385,110.08062,11.877716,15.247854,26.957628,21.53669,20.543693,22.529688,270.233785,0.991532,2120.616376,2358.487081,2121.116376,1738.012919,6.564852,-58.496806,37783.27712,306.811491,123.148181,121.896255,14.300583,15.690511,26.726889,22.362808,21.281117,23.444499,279.173569,0.989661,2424.07355,2978.088123,2424.57355,1118.411877,6.568929,-58.429272,199427.6139,505.565446,394.464486,490.827881,75.481309,15.792074,26.878639,21.943306,20.778836,23.107777,283.170431,0.986053,1826.361684,982.780734,1826.861684,3113.719266,6.561011,-58.646188,759955.4685,905.675943,839.103075,1843.995728,287.635361,16.834534,26.659058,21.743902,20.666634,22.821169,280.062335,0.988918,2301.641042,1519.115819,2302.141042,2577.384181,6.567507,-58.587456,164697.8656,468.604431,351.464593,401.603424,62.336455,15.39317,26.833875,21.813774,20.499337,23.128211,275.652397,0.985005,1244.927218,1520.104621,1245.427218,2576.395379,6.552868,-58.588681,324879.8512,618.530255,525.244883,797.265747,122.963696,16.271581,26.657673,21.673801,20.740949,22.606653,279.756783,0.99169,2715.878331,3711.538939,2716.378331,384.961061,6.572807,-58.349397,1116597.132,1087.16823,1027.069318,2621.504883,422.620578,18.350368,26.608785,21.549943,20.476818,22.623068,285.84017,0.986371
coj1m011-fa12-20190302-0225-e91.fits,0,58544.98522,2458544.985,2458544.986688,1.180929,8,29.84851,29,48,72,0.492703,0.02633,0.014915,0.012199,0.014666,0.08293,0.401234,0.066419,0.153239,0.791851,0.000617,0.00016,0.000142,0.000137,0.000141,0.000249,0.000646,0.000225,0.000341,0.001167,798.776853,164.06028,104.796722,89.199946,103.95894,332.79836,620.665093,294.5892,449.350393,678.805691,2106024.115,1551.168746,2026.403791,2103.993309,2026.903791,1992.506691,6.563599,-58.524471,1037643.507,2642.079422,1050.43113,987.82631,2257.043701,392.737439,18.521589,7781,26.693203,22.345226,21.359465,23.330988,279.467549,0.991333,1707.091731,1863.197253,1707.591731,2233.302747,6.559236,-58.551042,55450.87629,335.514201,165.271324,155.710037,20.987589,15.960146,26.799152,22.32424,21.453978,23.194503,282.251205,0.992681,2231.383803,2058.32008,2231.883803,2038.17992,6.566441,-58.529064,31411.85356,298.84657,105.110303,106.520187,11.889065,16.237769,26.506571,22.655737,21.772662,23.538812,281.678112,0.992811,2415.889791,2173.900767,2416.389791,1922.599233,6.568964,-58.516232,25691.10442,287.394771,89.393082,91.587799,9.72382,15.995345,26.624995,22.731308,22.794454,22.668162,320.351536,0.999105,2113.99833,2359.444849,2114.49833,1737.055151,6.564754,-58.496684,30886.2981,296.22871,104.265039,106.607971,11.690147,15.95419,27.130544,23.244694,22.787288,23.702099,295.940944,0.995938,2418.372982,2978.642053,2418.872982,1117.857947,6.568814,-58.429155,161278.006,468.841582,343.992538,388.62735,61.042073,16.478384,27.043415,22.157215,21.181487,23.132944,290.052991,0.986792,1820.480161,982.780448,1820.980161,3113.719552,6.560984,-58.646125,603045.6858,814.545897,740.345864,1312.5177,228.246615,16.932829,27.061421,22.318816,21.342865,23.294767,281.374651,0.991041,2295.661091,1519.768286,2296.161091,2576.731714,6.567451,-58.587223,131167.9475,434.132227,302.138241,326.932098,49.645725,16.070693,26.77042,22.3858,21.090189,23.681412,279.995495,0.984929,1238.77284,1521.175593,1239.27284,2575.324407,6.552823,-58.588746,279842.8621,582.504495,480.413223,679.923218,105.917657,16.624104,27.153687,22.349718,21.129427,23.570008,278.662762,0.986993,2710.345284,3712.247397,2710.845284,384.252603,6.57266,-58.349243,930689.6136,997.519301,933.004116,2049.077393,352.256486,18.099948,27.003416,22.101298,20.887757,23.314838,285.78528,0.983486
coj1m011-fa12-20190302-0231-e91.fits,0,58544.98772,2458544.988,2458544.989189,1.185171,8,29.594836,29,48,72,0.530596,0.027444,0.016244,0.012743,0.015988,0.089232,0.399295,0.068977,0.155838,0.764823,0.000545,0.000127,0.00011,0.000104,0.00011,0.000211,0.00054,0.000186,0.000285,0.000945,973.36805,215.582814,147.56276,121.946535,145.726144,423.312052,739.553074,371.73101,546.125236,809.694355,2899932.949,1783.939004,2030.182324,2099.306778,2030.682324,1997.193222,6.563658,-58.525044,1538693.281,2642.079422,1266.075425,1215.32513,3682.813477,582.379647,18.104815,7689,26.786209,21.959591,20.927255,22.991926,278.331035,0.990411,1710.336019,1858.408597,1710.836019,2238.091403,6.559283,-58.551553,79585.67153,365.904386,217.504011,223.592682,30.122362,15.205964,26.732629,21.889815,20.872612,22.907017,286.110689,0.987983,2234.316404,2053.781777,2234.816404,2042.718223,6.566486,-58.52966,47105.53969,317.905809,148.174517,152.015228,17.828964,15.177265,26.403544,21.844025,20.851138,22.836911,87.774025,0.99172,2418.86965,2169.415846,2419.36965,1927.084154,6.569012,-58.516864,36952.4051,302.167517,122.291123,114.698677,13.986107,15.260759,26.782704,21.599244,20.854194,22.344295,290.062086,0.991879,2117.877656,2354.461176,2118.377656,1742.038824,6.564821,-58.497318,46365.26456,316.886069,146.315251,145.321075,17.548778,15.194635,26.007718,22.156449,21.490308,22.82259,291.853167,0.993093,2421.309322,2973.714546,2421.809322,1122.785454,6.568881,-58.429873,237567.1264,540.316745,439.681221,585.054565,89.916724,15.29506,26.924668,21.993258,20.931812,23.054704,286.876399,0.986585,1823.879189,978.802634,1824.379189,3117.697366,6.561011,-58.64653,827509.3956,941.19433,879.212049,1944.928345,313.203831,16.353616,26.459589,21.653242,20.667976,22.638507,275.224646,0.991472,2298.902791,1515.37591,2299.402791,2581.12409,6.567486,-58.587791,187120.9339,489.27112,382.448352,500.99231,70.823357,14.621139,26.556484,21.76641,20.625508,22.907312,276.161092,0.988549,1242.210504,1516.730743,1242.710504,2579.769257,6.552867,-58.589111,390988.6666,667.911589,585.389852,992.149414,147.985206,15.43131,26.731792,21.94384,20.942616,22.945065,280.020597,0.990604,2712.919545,3707.39051,2713.419545,389.10949,6.572739,-58.350045,1256746.827,1148.545732,1094.207041,3248.814697,475.665802,17.497162,26.714517,21.566348,20.485641,22.647056,286.93931,0.9855
coj1m011-fa12-20190302-0233-e91.fits,0,58544.98855,2458544.989,2458544.990017,1.186612,8,29.599788,29,48,72,0.481382,0.023473,0.015011,0.012383,0.015447,0.090784,0.324691,0.064775,0.129834,0.983798,0.000749,0.000214,0.000199,0.000193,0.000199,0.000333,0.000686,0.00029,0.000394,0.001804,642.737559,109.718978,75.530724,64.114416,77.522859,272.876182,473.612783,223.572754,329.715892,545.19534,1438626.731,1320.404873,2027.251782,2110.631817,2027.751782,1985.868183,6.563612,-58.523826,692529.4439,2642.079422,870.014986,795.997144,1753.869751,262.115301,18.0717,7751,26.716856,21.924679,20.904296,22.945062,279.998613,0.990231,1708.261678,1870.070449,1708.761678,2226.429551,6.559255,-58.550245,33769.3604,306.215907,110.279576,114.03685,12.781357,16.849681,26.289917,21.475664,20.520361,22.430967,282.223718,0.990487,2231.322671,2065.450495,2231.822671,2031.049505,6.566435,-58.528406,21595.25308,285.225646,75.712873,89.792953,8.173582,16.781278,26.586147,22.979293,22.757723,23.200864,60.211588,0.99855,2416.215057,2180.131494,2416.715057,1916.368506,6.568961,-58.515738,17814.34165,277.370863,64.225714,90.780312,6.742546,16.590748,26.718449,20.567199,20.960485,20.173913,333.329069,0.9959,2114.156551,2365.852783,2114.656551,1730.647217,6.564763,-58.496139,22221.81473,285.922025,77.719842,97.401283,8.410729,16.668853,26.638611,23.62244,23.246334,23.998547,303.580997,0.993272,2418.458736,2985.44947,2418.958736,1111.05053,6.568832,-58.42877,119734.8992,423.847262,282.495394,339.52948,45.318433,16.847739,27.002124,21.789584,20.732525,22.846643,277.081136,0.990034,1820.745506,990.551461,1821.245506,3105.948539,6.560961,-58.645073,352617.2555,643.568678,547.909287,897.498657,133.46202,17.383348,26.747186,21.792379,20.873959,22.710799,279.163599,0.992144,2295.624425,1526.698071,2296.124425,2569.801929,6.567426,-58.586487,87517.76814,382.796912,228.627153,235.254623,33.124579,16.548056,26.859391,21.656075,20.572173,22.739977,271.313663,0.990009,1239.631695,1528.04526,1240.131695,2568.45474,6.55284,-58.587768,165318.119,475.199867,347.891762,438.885986,62.571215,16.937614,26.544717,21.441231,20.263895,22.618568,277.059448,0.987254,2710.283605,3719.323126,2710.783605,377.176874,6.57269,-58.349053,713438.6893,881.642498,809.215403,1867.620239,270.029237,17.940895,26.299645,21.227889,20.053952,22.401825,284.163633,0.984308
coj1m011-fa12-20190302-0238-e91.fits,0,58544.99065,2458544.991,2458544.992123,1.190372,8,30.022911,29,48,72,0.503423,0.026043,0.015708,0.012192,0.014775,0.083002,0.428844,0.069481,0.14919,0.749588,0.000566,0.000139,0.000123,0.000117,0.00012,0.000222,0.000615,0.000204,0.000301,0.000999,888.842062,187.872124,128.007711,104.629425,122.93761,374.354779,697.185099,340.643141,495.104534,750.111178,2528515.758,1678.817989,2028.595562,2112.952093,2029.095562,1983.547907,6.56362,-58.523483,1272912.91,2642.079422,1156.12698,1101.014795,2714.484619,481.784499,17.963804,7837,27.071984,22.305684,21.343307,23.26806,280.786812,0.991422,1708.95826,1872.303325,1709.45826,2224.196675,6.559248,-58.550042,65849.80566,347.765783,189.35102,194.521713,24.923477,15.411524,26.881946,22.108371,21.310437,22.906306,279.03135,0.99425,2232.093756,2067.604746,2232.593756,2028.895254,6.566443,-58.528057,39716.77489,309.145967,128.472564,121.265137,15.032393,15.643557,27.246899,23.602209,22.378365,24.826053,280.20656,0.987821,2416.510013,2183.551225,2417.010013,1912.948775,6.568967,-58.515186,30826.52284,293.913965,104.882811,107.007545,11.667523,15.549879,27.486403,21.309739,20.890838,21.72864,301.83235,0.992152,2115.720273,2369.128911,2116.220273,1727.371089,6.564771,-58.495602,37359.82983,302.878547,123.349211,124.213493,14.140313,15.287733,27.342563,22.81748,22.104603,23.530356,277.338921,0.995836,2419.223962,2987.666942,2419.723962,1108.833058,6.568826,-58.428111,193787.8078,500.27691,387.361087,444.983704,73.3467,15.852881,27.355935,22.392834,21.18926,23.596409,284.391097,0.985044,1821.633647,993.203413,1822.133647,3103.296587,6.560981,-58.645061,758892.15,903.727669,839.735438,1851.013672,287.232906,16.259375,26.55285,21.893659,20.833147,22.95417,272.740532,0.990572,2296.235184,1529.542977,2296.735184,2566.957023,6.567448,-58.58621,164269.381,469.046542,350.219789,398.749359,62.174278,15.658767,27.084564,22.010125,21.014618,23.005632,281.637407,0.990343,1240.57499,1530.529082,1241.07499,2565.970918,6.552826,-58.587723,328257.2874,620.825041,528.743633,767.64325,124.242021,16.050841,26.801499,22.026207,20.957374,23.09504,281.022852,0.989088,2710.759064,3721.90428,2711.259064,374.59572,6.572674,-58.348087,1083309.131,1070.514252,1011.952086,2479.553467,410.021411,17.662069,26.80468,21.819332,20.915144,22.72352,289.993863,0.988339
