,Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_T7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_T7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_T7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10
1,coj1m011-fa12-20200604-0266-e91.fits,1,0,59005.31031,2459005.310309,2459005.311393,1.667756,45.028,11.942689,16.532589,1.35,18,28,42,0.342531,0.243958,0.10098,0.030311,0.084096,0.020562,0.006192,0.582282,0.474158,0.450015,0.00053,0.000452,0.00034,0.000285,0.000326,0.000276,0.000265,0.00094,0.000797,0.000767,646.315727,539.549481,297.386724,106.31581,258.004397,74.563047,23.371283,619.586092,594.578216,586.362736,2440508.793,1912.012513,2139.939332,2066.080181,2140.439332,2030.419819,2.867847,-67.686843,835950.5882,858.680572,1115.339108,749.503521,7883.289551,973.529174,357.467022,2640,12.020751,12.031146,12.338314,11.723977,336.314104,0.994323,2273.390962,1860.381833,2273.890962,2236.118167,2.870444,-67.70888,595382.268,1000.046099,595.354823,5769.269043,693.368742,353.948434,12.04587,11.995249,12.258307,11.732191,332.242224,0.994005,2206.942593,2318.149836,2207.442593,1778.350164,2.869046,-67.659452,246442.2268,805.886991,305.802463,2528.228516,287.001051,353.635499,12.169598,12.099415,12.447259,11.75157,338.109783,0.993668,2196.192702,2199.310592,2196.692702,1897.189408,2.868877,-67.672331,73975.31528,693.389428,106.686535,1018.929077,86.149981,354.789474,11.960106,11.769468,12.284606,11.254329,343.456214,0.989125,2039.386107,1789.342487,2039.886107,2307.157513,2.866013,-67.716955,205236.0091,779.054705,263.442359,2194.622559,239.013221,353.296368,11.990974,11.75898,12.073094,11.444867,332.293974,0.991155,1741.529241,2111.428986,1742.029241,1985.071014,2.860264,-67.68255,50181.90352,671.863752,74.690595,812.131226,58.440711,350.827207,11.936807,11.242171,12.219525,10.264818,359.004035,0.970184,2486.002707,2068.37063,2486.502707,2028.12937,2.874422,-67.685996,15111.17599,646.461848,23.375202,510.68573,17.598134,355.885363,11.403833,11.021783,11.940681,10.102885,357.975264,0.972442,2196.313893,2775.290625,2196.813893,1321.209375,2.86871,-67.609997,898110.5584,1141.7732,786.592782,8415.478516,1045.919272,357.625559,11.949,12.04459,12.362218,11.726963,335.732649,0.993665,3057.323957,1842.299728,3057.823957,2254.200272,2.885361,-67.709342,784981.1209,1090.066409,720.122292,7161.021973,914.171284,354.483913,11.913571,12.02996,12.31253,11.74739,331.405299,0.992492,2389.913158,851.801013,2390.413158,3244.698987,2.872976,-67.817826,757417.1136,1078.842451,702.064618,6964.488281,882.070863,357.116411,12.036384,11.84939,12.227093,11.471688,338.44421,0.99239
2,coj1m011-fa12-20200604-0267-e91.fits,2,0,59005.31115,2459005.311147,2459005.312231,1.663334,44.976,12.886471,16.499013,1.35,18,28,42,0.341356,0.245402,0.101234,0.030348,0.084843,0.02132,0.006214,0.584713,0.471932,0.450133,0.000528,0.000452,0.000338,0.000282,0.000325,0.000274,0.000263,0.000942,0.000794,0.000767,646.327689,542.613628,299.155695,107.669301,261.214738,77.886167,23.61528,620.88274,594.626057,587.042259,2434789.412,1905.116745,2139.572973,2066.1869,2140.072973,2030.3131,2.867845,-67.686836,831130.9861,855.196322,1109.364773,749.195401,7305.969238,971.85987,351.187825,2571,11.831756,12.043447,12.227244,11.85965,330.108932,0.996324,2273.015218,1860.377857,2273.515218,2236.122143,2.870442,-67.708884,597501.0613,996.978478,599.311895,5480.235352,698.671225,349.787574,11.563877,11.976373,12.210488,11.742259,333.183221,0.995656,2206.596556,2318.205986,2207.096556,1778.294014,2.869044,-67.659453,246482.5403,801.037127,307.704265,2377.999756,288.217493,348.456322,11.832866,12.029213,12.266981,11.791446,333.284415,0.995601,2195.82868,2199.477098,2196.32868,1897.022902,2.868875,-67.672319,73889.94903,683.827842,108.053438,993.452148,86.401154,350.339778,11.889575,12.092042,12.225501,11.958583,323.771097,0.994638,2038.919256,1789.301644,2039.419256,2307.198356,2.86601,-67.716962,206573.7219,774.125123,266.847976,2151.339355,241.551228,347.612797,11.685278,11.984537,12.118843,11.850231,326.155692,0.996515,1741.222074,2111.43682,1741.722074,1985.06318,2.860264,-67.682554,51908.66902,665.229619,78.031205,799.349976,60.697956,347.175312,11.82207,12.056645,12.608468,11.504822,357.683155,0.991601,2485.407273,2068.496138,2485.907273,2028.003862,2.874415,-67.685989,15128.65354,640.520478,23.619313,521.02002,17.69027,349.774828,11.156136,11.687668,12.236542,11.138793,335.763103,0.980017,2195.882311,2775.414422,2196.382311,1321.085578,2.868707,-67.609995,898366.4701,1138.275541,789.234625,7886.628906,1050.479811,352.330321,11.685796,12.109275,12.318025,11.900525,329.366604,0.994859,3057.09291,1842.28265,3057.59291,2254.21735,2.88536,-67.709349,780644.3282,1085.0829,719.432891,7047.421875,912.824703,349.884925,11.663346,11.944938,12.011803,11.878074,321.845609,0.997763,2389.575904,851.789357,2390.075904,3244.710643,2.872974,-67.817824,755778.6133,1075.357478,702.81616,6700.381836,883.748672,351.43751,11.791324,11.841809,11.991019,11.692598,330.939576,0.997724
3,coj1m011-fa12-20200604-0268-e91.fits,3,0,59005.31198,2459005.311981,2459005.313065,1.658944,44.979,13.215741,16.264857,1.35,18,28,42,0.342114,0.244063,0.101526,0.030406,0.083917,0.020677,0.005887,0.584454,0.471477,0.450793,0.000526,0.000448,0.000335,0.000278,0.00032,0.00027,0.000259,0.000936,0.000788,0.000763,650.818005,544.905725,303.356955,109.401853,262.101851,76.650516,22.731341,624.231466,598.022408,590.448245,2436040.177,1895.490947,2139.416418,2066.286294,2139.916418,2030.213706,2.867843,-67.686837,833402.5663,831.094448,1104.21063,754.749632,7527.209473,1002.777203,351.027235,2528,11.852438,12.079903,12.296253,11.863554,332.134768,0.995956,2272.835177,1860.53886,2273.335177,2235.96114,2.87044,-67.70888,594547.3917,988.172869,601.663343,5547.208984,715.378851,348.451529,11.981068,12.053587,12.264975,11.842198,335.563636,0.997158,2206.404383,2318.275659,2206.904383,1778.224341,2.869042,-67.659456,247321.2966,792.24371,312.178303,2487.602295,297.585066,348.222188,11.925043,12.320479,12.569509,12.071449,342.039487,0.99751,2195.682896,2199.449712,2196.182896,1897.050288,2.868874,-67.672333,74070.34015,674.590766,109.800406,1003.735474,89.123854,349.806211,11.976655,12.244966,12.388413,12.10152,321.983887,0.990581,2038.839871,1789.474482,2039.339871,2307.025518,2.866009,-67.716956,204424.0914,763.549322,267.728731,2225.235107,245.969747,348.860138,11.816193,11.897315,12.155368,11.639262,335.316137,0.995567,1741.076116,2111.526097,1741.576116,1984.973903,2.860262,-67.682553,50370.69997,655.977729,76.787211,790.892273,60.607672,347.199363,11.774809,12.004529,12.378614,11.630443,339.324761,0.993121,2485.406197,2068.529345,2485.906197,2027.970655,2.874417,-67.685999,14340.63698,630.776417,22.734897,516.517517,17.255123,349.062565,12.17248,10.064956,9.830075,10.299837,312.484644,0.717016,2195.712413,2775.417522,2196.212413,1321.082478,2.868707,-67.610003,898576.3569,1132.771692,793.254601,8112.204102,1081.196438,352.351473,12.039072,12.160211,12.419234,11.901187,335.973317,0.995942,3056.7905,1842.449079,3057.2905,2254.050921,2.885357,-67.70935,780532.965,1078.652187,723.618766,7380.337402,939.162771,349.316971,11.926589,11.958411,12.150496,11.766326,334.94814,0.997493,2389.474264,851.89532,2389.974264,3244.60468,2.872972,-67.817831,756930.8548,1070.618364,707.00343,7107.246094,910.763941,352.434135,11.80659,11.865564,12.027486,11.703643,336.929956,0.998449
4,coj1m011-fa12-20200604-0269-e91.fits,4,0,59005.31281,2459005.312813,2459005.313897,1.654623,45.032,13.177913,16.482042,1.35,18,28,42,0.34194,0.24269,0.100958,0.030406,0.084271,0.021102,0.006265,0.58362,0.473521,0.449509,0.000527,0.000449,0.000338,0.000281,0.000324,0.000273,0.000263,0.000939,0.000795,0.000765,648.411234,540.140858,299.03478,108.033296,259.872544,77.287389,23.790743,621.41844,595.970053,587.639497,2440151.26,1906.817457,2139.840858,2066.518169,2140.340858,2029.981831,2.867843,-67.686837,834386.4601,853.437884,1109.400695,752.105586,7832.526855,977.676848,352.254207,2566,11.98191,11.996867,12.119157,11.874577,326.923138,0.997458,2273.313756,1860.798159,2273.813756,2235.701841,2.870441,-67.708875,592200.3427,993.9316,595.815993,5587.626465,693.89976,350.527328,11.90302,12.007495,12.08474,11.93025,321.684493,0.996904,2206.871934,2318.51307,2207.371934,1777.98693,2.869043,-67.659456,246353.1538,801.019699,307.549432,2495.941895,288.659736,349.047354,11.959693,12.082457,12.206703,11.958211,328.668887,0.997995,2196.101914,2199.673386,2196.601914,1896.826614,2.868874,-67.672334,74194.31414,684.321011,108.420336,1016.798584,86.935811,349.367471,11.971952,11.988883,11.972642,12.005123,313.916369,0.994868,2039.20105,1789.700377,2039.70105,2306.799623,2.866009,-67.716955,205633.7182,774.799203,265.402594,2231.378662,240.947493,348.056302,11.856757,11.902062,11.942405,11.86172,317.783852,0.995118,1741.431194,2111.819758,1741.931194,1984.680242,2.860261,-67.682548,51491.38928,665.016573,77.428731,822.19397,60.33408,345.986976,12.023119,12.220374,12.314193,12.126554,33.551902,0.998443,2486.167755,2068.564748,2486.667755,2027.935252,2.874423,-67.686017,15286.55575,642.431126,23.794855,522.562927,17.911738,350.947925,11.670686,12.453173,13.495463,11.410884,340.406292,0.954004,2196.215683,2775.742507,2196.715683,1320.757493,2.868708,-67.609995,899281.9728,1139.225196,789.38034,8143.209473,1053.71696,352.924442,11.910071,11.99469,12.128852,11.860529,327.010729,0.996981,3057.248359,1842.750698,3057.748359,2253.749302,2.885357,-67.709336,784151.1618,1086.595037,721.659068,7399.443359,918.81457,348.823247,11.67611,11.991694,12.034047,11.949341,318.89795,0.997288,2389.846176,852.142901,2390.346176,3244.357099,2.872972,-67.817821,756718.1252,1075.839204,703.374745,7289.597656,886.670418,352.256699,11.61007,11.71286,11.790999,11.634722,325.925538,0.998715
5,coj1m011-fa12-20200604-0270-e91.fits,5,0,59005.31366,2459005.313662,2459005.314746,1.650259,44.976,13.520836,17.403553,1.35,18,28,42,0.343027,0.2443,0.101643,0.030385,0.084203,0.021064,0.0059,0.58487,0.474111,0.447894,0.00054,0.000462,0.000352,0.000298,0.000337,0.000289,0.000278,0.000961,0.000813,0.000781,634.683152,528.78731,288.482942,102.044297,249.667313,72.835474,21.238635,608.435554,583.054978,573.720893,2437610.599,1947.427025,2139.612747,2066.04267,2140.112747,2030.45733,2.867847,-67.686857,836167.0967,951.537036,1135.534455,736.364355,7452.916992,878.754126,347.156161,2560,12.244411,12.615078,12.943416,12.286739,334.514022,0.993176,2273.046653,1860.340874,2273.546653,2236.159126,2.870444,-67.708894,595507.9382,1020.749722,583.402498,5515.356445,625.837898,345.396886,12.184524,12.606264,12.918652,12.293875,332.702994,0.992691,2206.609564,2318.07503,2207.109564,1778.42497,2.869046,-67.659472,247766.4447,835.738669,296.464019,2426.328369,260.385498,343.400938,12.358906,12.736901,13.065069,12.408734,331.452924,0.991015,2195.956234,2199.30631,2196.456234,1897.19369,2.868878,-67.672343,74067.52184,723.420918,102.385098,955.221741,77.839873,345.31861,12.343229,12.84759,13.112551,12.582629,326.644009,0.989125,2039.021788,1789.306093,2039.521788,2307.193907,2.866012,-67.716966,205255.0954,805.594607,254.787077,2215.68457,215.708993,344.492227,12.246391,12.417477,12.725616,12.109339,333.758866,0.993367,1741.252005,2111.38019,1741.752005,1985.11981,2.860265,-67.682562,51344.77736,703.74744,72.959096,764.754883,53.959831,341.554278,12.259249,13.144274,13.514774,12.773773,327.76248,0.982911,2485.634892,2068.07694,2486.134892,2028.42306,2.874421,-67.686041,14382.98642,677.111113,21.241693,489.588593,15.11553,346.036087,11.764125,11.553985,11.916922,11.191049,325.121236,0.967095,2195.979641,2775.268641,2196.479641,1321.231359,2.868711,-67.610014,899559.5221,1162.155954,774.043724,8095.666504,945.375207,348.209728,12.301816,12.663368,13.137945,12.188792,338.64164,0.989622,3057.123991,1842.282759,3057.623991,2254.217241,2.885362,-67.70936,783996.7153,1110.245248,706.147328,7274.697266,823.926643,345.267094,12.133485,12.616821,12.881553,12.35209,330.115159,0.993059,2389.664004,851.804152,2390.164004,3244.695848,2.872975,-67.817831,754054.3616,1099.645873,685.724723,6757.71582,792.459288,348.645011,12.194313,12.348826,12.698708,11.998944,336.250414,0.992976
6,coj1m011-fa12-20200604-0271-e91.fits,6,0,59005.3145,2459005.314495,2459005.315579,1.645969,45.028,13.392988,16.538901,1.35,18,28,42,0.34201,0.244666,0.101504,0.030228,0.08356,0.020948,0.005961,0.582847,0.473998,0.449696,0.000525,0.000448,0.000334,0.000278,0.000321,0.000268,0.000259,0.000934,0.000792,0.000761,651.453464,545.612502,303.52803,108.763627,260.413828,78.031867,23.010672,623.873726,598.677451,590.589219,2441499.931,1899.489474,2140.096886,2066.056331,2140.596886,2030.443669,2.867845,-67.686857,835017.1337,859.336297,1104.948428,755.706884,8432.924805,971.700063,339.451733,2571,12.116479,11.993382,12.167034,11.81973,328.668437,0.996025,2273.529623,1860.288459,2274.029623,2236.211541,2.870442,-67.708901,597351.4357,991.293807,602.597768,6287.533203,695.131159,336.78755,12.184997,12.096414,12.239166,11.953662,327.46456,0.996865,2207.03722,2318.16421,2207.53722,1778.33579,2.869043,-67.659464,247822.4707,793.381443,312.362323,2649.059814,288.388227,335.455021,12.26326,12.086187,12.251205,11.921168,328.058244,0.996153,2196.300324,2199.345937,2196.800324,1897.154063,2.868874,-67.67234,73801.41451,676.115021,109.155117,1026.140625,85.881877,337.503859,11.988778,12.373953,12.382763,12.365143,315.536781,0.994224,2039.515934,1789.242551,2040.015934,2307.257449,2.866011,-67.716975,204011.6603,767.1662,265.928896,2266.766602,237.406078,336.041458,12.270888,11.604539,11.733078,11.476,327.023759,0.997045,1741.69492,2111.37934,1742.19492,1985.12066,2.860263,-67.682565,51143.903,654.214371,78.176062,894.844604,59.515586,333.6385,11.800676,12.355898,12.37829,12.333506,316.094033,0.990988,2485.881485,2068.030479,2486.381485,2028.469521,2.874415,-67.686047,14554.9008,632.426923,23.01436,506.252319,16.937375,338.713663,11.206915,12.479355,13.074155,11.884554,324.668747,0.917502,2196.439245,2775.36429,2196.939245,1321.13571,2.868709,-67.610006,899025.7184,1135.196144,791.956283,8896.831055,1046.186134,340.673274,12.110693,12.054923,12.269369,11.840477,330.370865,0.995159,3057.577418,1842.241626,3058.077418,2254.258374,2.88536,-67.709362,785120.0701,1082.895985,725.018913,7834.100586,913.63541,337.723307,12.096489,11.942775,12.033124,11.852426,322.483392,0.996568,2390.123647,851.760071,2390.623647,3244.739929,2.872974,-67.817835,757354.1429,1070.853053,707.243763,7366.650391,881.324512,339.516002,12.369864,11.849207,11.982193,11.716222,327.644287,0.99724
7,coj1m011-fa12-20200604-0272-e91.fits,7,0,59005.31533,2459005.315332,2459005.316416,1.64171,44.976,13.805953,16.976464,1.35,18,28,42,0.34153,0.243557,0.10127,0.030728,0.084231,0.021086,0.006453,0.583448,0.473931,0.449256,0.000528,0.00045,0.000338,0.000282,0.000324,0.000273,0.000264,0.000939,0.000796,0.000765,647.124398,541.048706,299.492654,108.869338,259.770997,77.214165,24.483295,621.377775,595.632404,587.244511,2445466.593,1911.706443,2140.146621,2065.664078,2140.646621,2030.835922,2.867847,-67.686858,835200.6972,905.408049,1113.306039,750.198659,8159.828125,922.457778,330.349812,2577,12.660474,12.360633,12.581032,12.140235,333.557489,0.99651,2273.5383,1859.939176,2274.0383,2236.560824,2.870443,-67.708898,595609.941,997.529241,597.085195,5838.279785,657.835924,328.308473,12.568029,12.326098,12.597425,12.054771,336.349552,0.99579,2207.130749,2317.69535,2207.630749,1778.80465,2.869045,-67.659473,247651.5448,803.921258,308.05448,2704.737061,273.524788,327.222249,12.673919,12.349969,12.493692,12.206247,324.912728,0.995292,2196.284989,2198.92888,2196.784989,1897.57112,2.868874,-67.672343,75144.04982,687.718094,109.265774,990.420959,82.994678,328.212766,12.539015,12.84797,13.169231,12.526708,331.54433,0.991619,2039.519335,1788.873401,2040.019335,2307.626599,2.866012,-67.716975,205984.6969,776.42524,265.298816,2174.195557,227.504822,327.234017,12.629119,12.253136,12.364967,12.141305,325.003975,0.997154,1741.533935,2111.007871,1742.033935,1985.492129,2.86026,-67.682566,51565.75055,666.609895,77.355213,837.46582,56.953051,324.445227,12.606001,12.356912,12.719403,11.99442,14.010879,0.99559,2485.847459,2067.798052,2486.347459,2028.701948,2.874415,-67.68603,15779.41363,644.379075,24.487781,498.887299,17.427958,328.554749,11.696728,12.648583,12.202532,13.094633,305.082522,0.956901,2196.371946,2774.897274,2196.871946,1321.602726,2.868708,-67.610013,901073.6132,1141.047681,789.689711,8614.555664,995.212727,330.177365,12.511828,12.431621,12.747286,12.115956,339.165248,0.995384,3057.382126,1841.8937,3057.882126,2254.6063,2.885358,-67.709357,786321.1354,1090.399249,721.131399,7510.344727,868.471554,329.306625,12.489441,12.276645,12.474272,12.079018,333.893692,0.997241,2390.129201,851.427652,2390.629201,3245.072348,2.872975,-67.817833,758071.8439,1078.731288,702.743911,7449.616699,837.270935,331.411453,12.291989,12.100605,12.401746,11.799464,342.895326,0.996382
8,coj1m011-fa12-20200604-0273-e91.fits,8,0,59005.31617,2459005.316166,2459005.317250,1.63752,44.98,13.866775,17.10247,1.35,18,28,42,0.342881,0.244325,0.101668,0.031032,0.083882,0.020955,0.006655,0.585211,0.472915,0.448765,0.000529,0.000452,0.00034,0.000284,0.000326,0.000274,0.000265,0.000944,0.000795,0.000766,647.719046,540.211993,299.362055,109.118569,257.236481,76.3489,25.096062,620.234456,594.564713,586.042835,2446880.29,1916.366958,2140.059753,2066.055654,2140.559753,2030.444346,2.867843,-67.686853,838989.4735,918.898554,1116.259628,751.607827,7956.412598,913.038191,328.191756,2614,12.595391,12.205398,12.464193,11.946604,331.599705,0.994007,2273.504622,1860.32452,2274.004622,2236.17548,2.870441,-67.708894,597834.2614,1002.737738,596.202017,5845.56543,650.598762,327.268923,12.407512,12.12365,12.450021,11.797278,337.622278,0.99426,2207.083132,2318.091043,2207.583132,1778.408957,2.869043,-67.659468,248769.4682,807.835871,307.945558,2537.408936,270.725715,325.88534,12.531477,12.291262,12.585036,11.997487,332.56677,0.993108,2196.265775,2199.270479,2196.765775,1897.229521,2.868873,-67.672344,75931.15456,693.313398,109.519237,1023.213257,82.632794,326.917414,12.601896,12.747821,13.148755,12.346888,332.836181,0.988388,2039.392877,1789.248196,2039.892877,2307.251804,2.866008,-67.716971,205249.2014,781.540526,262.621316,2272.897705,223.364375,326.21227,12.386836,11.953152,12.199303,11.707,332.700023,0.994949,1741.530447,2111.335273,1742.030447,1985.164727,2.860259,-67.682564,51273.43534,670.365769,76.48576,834.10144,55.798799,323.61447,12.308105,12.44139,12.77661,12.10617,332.035756,0.990761,2486.004229,2068.680156,2486.504229,2027.819844,2.874416,-67.685974,16284.29004,648.752949,25.100911,493.94574,17.721532,327.643383,12.734981,13.723699,13.788795,13.658604,25.010942,0.999782,2196.39838,2775.333859,2196.89838,1321.166141,2.868708,-67.610004,903312.5871,1145.906213,788.295392,8757.59668,983.038425,329.087132,12.508245,12.29347,12.623543,11.963397,337.103727,0.994077,3057.396732,1842.306879,3057.896732,2254.193121,2.885356,-67.709356,785630.0864,1091.329012,719.883809,7827.643555,854.969336,327.319912,12.324803,12.156306,12.385818,11.926794,333.69322,0.996135,2390.065405,851.749888,2390.565405,3244.750112,2.872971,-67.817836,757937.6161,1080.908071,701.204512,7424.005371,824.832745,330.392746,12.462547,11.997369,12.262892,11.731846,336.368761,0.99575
9,coj1m011-fa12-20200604-0274-e91.fits,9,0,59005.31701,2459005.317007,2459005.318091,1.633304,44.984,13.890627,17.48467,1.35,18,28,42,0.34303,0.243749,0.101293,0.03098,0.084544,0.020995,0.006432,0.584755,0.475766,0.446396,0.000536,0.000458,0.000347,0.000293,0.000334,0.000285,0.000275,0.000953,0.000808,0.000772,639.905826,531.904326,291.879881,105.575975,253.118157,73.785474,23.382942,613.417346,588.55599,578.112861,2446302.176,1938.048994,2139.70118,2066.298722,2140.20118,2030.201278,2.867845,-67.68685,839153.9351,960.427914,1130.364583,742.374582,7890.182617,873.729223,334.168406,2599,12.678583,12.546594,12.86855,12.224638,334.46795,0.99334,2273.147079,1860.532455,2273.647079,2235.967545,2.870442,-67.708896,596283.0207,1016.641102,586.522638,5546.882324,620.851406,332.600497,12.533832,12.493674,12.82298,12.164368,335.156218,0.99337,2206.702299,2318.328671,2207.202299,1778.171329,2.869044,-67.659465,247793.3082,825.947407,300.011001,2410.253418,258.003026,330.579659,12.72865,12.565813,12.86783,12.263796,330.731853,0.991528,2195.954078,2199.52521,2196.454078,1896.97479,2.868875,-67.67234,75786.86611,715.326615,105.94722,1032.073486,78.909479,332.001474,12.623925,12.916345,13.178073,12.654616,328.539509,0.992081,2039.096962,1789.494058,2039.596962,2307.005942,2.86601,-67.716968,206820.5191,800.493809,258.366169,2157.554443,215.342053,330.52697,12.536878,12.416597,12.58959,12.243604,327.090496,0.995374,1741.170179,2111.534127,1741.670179,1984.965873,2.86026,-67.682566,51360.97722,694.894913,73.911862,799.044373,53.477181,328.961436,12.480375,12.616466,12.782428,12.450504,322.344399,0.989239,2485.882946,2068.856029,2486.382946,2027.643971,2.874422,-67.685979,15735.34091,672.825547,23.386955,500.32077,16.383677,332.667547,12.000674,13.361492,14.190318,12.532666,348.670036,0.982064,2196.060712,2775.502463,2196.560712,1320.997537,2.868709,-67.610008,902655.6008,1157.080742,780.114618,8231.710938,939.84732,335.329167,12.574251,12.512983,12.916993,12.108972,337.117949,0.99145,3057.099897,1842.477443,3057.599897,2254.022557,2.885358,-67.709363,788652.5465,1105.416191,713.443998,7581.365234,821.147048,332.039259,12.387676,12.471341,12.697621,12.245061,329.883446,0.994661,2389.715616,852.03551,2390.215616,3244.46449,2.872972,-67.817831,754994.0289,1093.276317,690.579332,6786.08252,786.101714,334.627199,12.49465,12.306252,12.601694,12.010809,336.32708,0.994984
