Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_C7,rel_flux_C8,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_C7,rel_flux_SNR_C8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8
elp1m008-fa05-20201220-0167-e91.fits,0,59204.85562,2459204.856,2459204.859265,1.487697,89.979,13.425594,21,37,56,0.174897,0.110493,0.158408,0.150303,0.995624,0.035015,4.390907,0.227743,0.000474,0.000429,0.000463,0.000457,0.001124,0.000377,0.011486,0.000596,368.730393,257.827669,342.483082,329.032473,885.982006,92.981499,382.294498,382.294498,2256897.294,1887.067174,2320.155328,2059.527244,2320.655328,2036.972756,10.107889,74.827199,394724.696,1385.44236,1018.349299,387.612282,2668.490479,284.908782,359.216057,4628,13.799712,16.995104,17.874844,16.115364,348.248878,0.987323,2180.863947,1945.644464,2181.363947,2150.855536,10.111669,74.839822,249371.1877,944.458802,264.036067,1884.307983,179.99391,358.472039,13.414184,17.2074,17.912397,16.502403,348.854868,0.992184,2210.039389,1774.56877,2210.539389,2321.93123,10.110773,74.858279,357511.473,1000.164665,357.452613,2451.10376,258.048608,360.190364,13.681021,17.251246,18.057705,16.444787,348.885775,0.989843,2021.800812,2289.40412,2022.300812,1807.09588,10.116228,74.80293,339219.126,991.176048,342.239027,2350.036133,244.845355,360.175688,13.076154,17.366158,18.222499,16.509817,350.159656,0.989083,2253.271372,2399.026182,2253.771372,1697.473818,10.109916,74.790595,2247021.624,1703.628534,1318.962191,13806.50781,1621.880266,366.567215,13.34642,17.117722,18.073065,16.162379,348.654425,0.985453,2135.964024,2286.596197,2136.464024,1809.903803,10.113084,74.803008,79025.60215,847.33431,93.263782,802.179626,57.039978,358.022474,12.19072,19.611526,18.452349,20.770704,83.913084,0.985477,1768.988915,1476.926756,1769.488915,2619.573244,10.122824,74.891347,1838248.372,1578.286721,1164.711295,10611.29785,1326.83136,363.849067,13.867701,17.443355,18.161375,16.725334,353.852629,0.992925,3084.274172,1590.99056,3084.774172,2505.50944,10.086495,74.876029,418648.9228,1034.424257,404.716846,2811.114502,302.177077,361.758697,14.028844,17.334904,18.014891,16.654918,339.120273,0.988973
elp1m008-fa05-20201220-0168-e91.fits,0,59204.85696,2459204.857,2459204.860611,1.48513,89.979,14.532805,21,37,56,0.175975,0.11101,0.157454,0.150397,1.000872,0.03393,4.361683,0.229269,0.000473,0.000425,0.00046,0.000454,0.001123,0.000373,0.011277,0.000593,371.965767,261.121774,342.463925,331.466364,891.153616,90.895644,386.785261,386.785261,2265196.638,1884.095075,2320.240824,2060.065141,2320.740824,2036.434859,10.107885,74.827172,398619.0911,1385.44236,1019.07639,391.157223,3002.373535,287.719722,355.30686,4669,13.002462,16.704308,17.558943,15.849673,351.064619,0.988501,2180.905693,1945.998372,2181.405693,2150.501628,10.111666,74.839814,251460.2744,940.012566,267.507354,1988.724609,181.501794,354.905327,12.708672,16.924262,17.728744,16.119781,351.236216,0.990105,2210.0111,1774.889407,2210.5111,2321.610593,10.110772,74.858275,356663.7203,998.318888,357.264322,2629.007568,257.436708,357.792315,13.121918,16.837291,17.570653,16.103928,348.179239,0.990992,2021.860903,2289.765233,2022.360903,1806.734767,10.116225,74.802921,340679.0425,987.960329,344.830691,2558.641846,245.899109,356.223476,12.808605,16.972316,17.908881,16.035751,352.338055,0.986985,2253.396094,2399.49272,2253.896094,1697.00728,10.10991,74.790575,2267172.122,1707.737953,1327.587829,15383.85547,1636.424717,361.785595,12.887964,16.84306,17.831333,15.854788,351.020226,0.984886,2136.059368,2287.136693,2136.559368,1809.363307,10.11308,74.80298,76857.6938,843.139695,91.156536,880.39386,55.475201,354.044321,11.944261,19.304234,18.155721,20.452747,82.232825,0.984855,1768.812485,1477.05632,1769.312485,2619.44368,10.122828,74.891364,1842718.007,1577.176995,1168.364751,11710.76367,1330.057504,360.095891,13.131291,17.042646,17.74232,16.342973,353.322225,0.992902,3084.424292,1591.336154,3084.924292,2505.163846,10.086489,74.876025,422478.6306,1030.692475,409.897851,3010.658936,304.941326,356.070881,13.231674,16.995343,17.755655,16.23503,342.18639,0.987931
elp1m008-fa05-20201220-0169-e91.fits,0,59204.8583,2459204.858,2459204.861953,1.482587,89.98,14.538622,21,37,56,0.175865,0.110763,0.15904,0.151292,1.000937,0.035242,4.381193,0.228248,0.000424,0.000379,0.000413,0.000408,0.001036,0.000327,0.01021,0.000532,414.330726,292.606699,384.806308,371.1529,966.538452,107.719489,429.102879,429.102879,2533242.135,1931.378919,2320.077878,2059.618998,2320.577878,2036.881002,10.107882,74.827168,445509.3422,1385.44236,1020.192698,436.691365,3443.273438,321.564689,333.518401,4892,12.896713,16.675778,17.528547,15.823009,349.396912,0.988027,2180.789968,1945.640488,2181.289968,2150.859512,10.111663,74.839798,280589.6311,934.764438,300.171487,2175.917236,202.527106,332.961791,13.077598,16.599018,17.390054,15.807982,350.889357,0.989977,2209.845775,1774.550515,2210.345775,2321.949485,10.11077,74.858256,402886.9102,1000.914029,402.518996,2939.421387,290.800196,334.400191,13.014192,16.854414,17.612678,16.096149,351.325657,0.99115,2021.721933,2289.393428,2022.221933,1807.106572,10.116221,74.80291,383260.447,990.41629,386.969046,2982.991211,276.633989,333.526776,12.314903,16.692714,17.597777,15.787651,354.605618,0.987886,2253.186977,2399.116349,2253.686977,1697.383651,10.109908,74.790566,2535616.691,1773.416224,1429.792204,17480.53125,1830.185625,340.380177,12.694024,16.628057,17.657709,15.598404,352.055756,0.983546,2135.807023,2286.750905,2136.307023,1809.749095,10.113079,74.80297,89275.8897,825.981502,108.084611,909.200867,64.438545,331.395908,11.575522,19.315937,17.966009,20.665865,78.72056,0.977314,1768.543934,1476.679735,1769.043934,2619.820265,10.122828,74.891343,2062483.694,1632.640517,1263.280968,13423.03711,1488.682426,338.685538,13.13463,16.895269,17.597834,16.192703,354.492111,0.992846,3084.133546,1590.959753,3084.633546,2505.540247,10.086493,74.876015,470758.4411,1031.847601,456.228653,3390.212646,339.789265,334.008338,13.068587,16.880731,17.578038,16.183425,340.658005,0.988837
elp1m008-fa05-20201220-0170-e91.fits,0,59204.85965,2459204.86,2459204.863303,1.480081,89.988,14.851196,21,37,56,0.176426,0.110952,0.15964,0.151129,1.004265,0.034849,4.359158,0.229402,0.000424,0.000379,0.000413,0.000407,0.001038,0.000326,0.010139,0.000534,415.661324,292.783509,386.825184,371.425798,967.6905,106.738352,429.93288,429.93288,2534198.926,1931.941413,2319.678959,2059.438823,2320.178959,2037.061177,10.107886,74.827175,447099.0473,1385.44236,1020.201477,438.245834,3023.167236,322.712124,332.233826,4676,12.734933,17.056225,17.811066,16.301384,347.116788,0.990378,2180.519981,1945.439162,2181.019981,2151.060838,10.111663,74.839808,281173.795,936.119472,300.361015,1970.737793,202.94875,331.12346,13.048283,17.138783,17.922283,16.355283,351.733117,0.990942,2209.665011,1774.395869,2210.165011,2322.104131,10.110767,74.858262,404560.1049,999.338067,404.828074,2706.356445,292.007893,332.194212,13.073646,17.372164,18.063831,16.680498,350.140552,0.992867,2021.36069,2289.17249,2021.86069,1807.32751,10.116224,74.80292,382990.4953,988.935639,387.275451,2617.220459,276.439141,332.057477,13.578639,17.283796,18.030785,16.536806,354.319764,0.992256,2252.8736,2398.861473,2253.3736,1697.638527,10.10991,74.790578,2545007.772,1775.527115,1433.38153,15600.2041,1836.964023,339.108336,12.950739,17.176014,18.049018,16.303009,352.7652,0.989035,2135.579162,2286.411776,2136.079162,1810.088224,10.113079,74.802992,88313.29073,824.637313,107.093494,837.826477,63.743749,330.599543,11.759274,19.668118,18.043267,21.292968,86.839203,0.972738,1768.362573,1476.545851,1768.862573,2619.954149,10.122826,74.891351,2061326.324,1631.809598,1263.214977,11787.31152,1487.847047,337.051315,13.725277,17.349261,17.940088,16.758435,354.391156,0.99519,3083.799768,1590.790156,3084.299768,2505.709844,10.086493,74.876019,472872.6016,1034.212289,457.229726,3028.358643,341.315247,332.179831,13.400155,17.26215,17.895106,16.629194,340.408687,0.991073
elp1m008-fa05-20201220-0171-e91.fits,0,59204.861,2459204.861,2459204.864647,1.477623,89.987,14.696225,21,37,56,0.176588,0.112034,0.158361,0.150057,1.005296,0.034956,4.374058,0.228621,0.000383,0.000338,0.00037,0.000364,0.000961,0.000285,0.009199,0.000481,460.740415,331.660679,427.664438,411.844895,1045.624902,122.702853,475.509291,475.509291,2826290.993,1983.313072,2319.932113,2060.084347,2320.432113,2036.415653,10.107887,74.827175,499089.3486,1385.44236,1025.052993,486.891265,3388.20752,360.238262,305.75441,4752,12.68611,16.873133,17.642319,16.103948,351.057106,0.99086,2180.501377,1946.12227,2181.001377,2150.37773,10.111671,74.839803,316640.2456,928.49443,341.025466,2296.592773,228.548119,305.083252,13.24242,17.056452,17.652264,16.46064,344.951366,0.993495,2209.69653,1775.039569,2210.19653,2321.460431,10.110775,74.85826,447572.87,998.310982,448.330108,3056.564697,323.054125,307.32277,12.604566,17.061189,17.737255,16.385123,351.286733,0.993122,2021.552715,2289.903331,2022.052715,1806.596669,10.116226,74.80291,424103.5282,985.822042,430.202927,2927.673584,306.114163,306.918122,12.882984,17.000507,17.786176,16.214837,352.707854,0.990917,2252.941456,2399.444217,2253.441456,1697.055783,10.109915,74.790587,2841258.82,1846.164325,1539.006458,18283.07227,2050.7954,314.303217,12.735447,16.885396,17.722397,16.048395,350.830524,0.989145,2135.725528,2287.169039,2136.225528,1809.330961,10.113082,74.802981,98797.20904,802.184132,123.160263,880.525635,71.310949,304.182153,11.671943,19.672861,18.035195,21.310527,82.085106,0.970464,1768.40594,1477.160037,1768.90594,2619.339963,10.122833,74.891346,2300377.239,1691.083977,1360.297461,13611.86133,1660.391876,311.619177,13.59278,17.185869,17.756191,16.615546,356.4329,0.995536,3084.126667,1591.523418,3084.626667,2504.976582,10.086494,74.876014,525913.7538,1036.226677,507.527711,3543.030762,379.59988,306.087282,13.302356,17.067738,17.689263,16.446214,342.398064,0.992077
elp1m008-fa05-20201220-0172-e91.fits,0,59204.86236,2459204.862,2459204.866010,1.475165,90.031,14.63658,21,37,56,0.17566,0.111528,0.158491,0.151328,1.001473,0.034908,4.346471,0.230072,0.000382,0.000337,0.00037,0.000365,0.000956,0.000285,0.009087,0.000481,459.995479,331.275599,428.795937,414.696714,1047.304652,122.48794,478.312425,478.312425,2841289.441,1989.222258,2319.86706,2059.840498,2320.36706,2036.659502,10.107881,74.827167,499101.9434,1385.44236,1027.208704,485.881731,3329.725342,360.247353,308.849916,4779,13.153708,16.983123,17.782265,16.183981,352.668574,0.990579,2180.609482,1945.924095,2181.109482,2150.575905,10.11166,74.839794,316884.5383,930.475621,340.561892,2250.396484,228.724447,307.467511,12.80122,17.041835,17.770638,16.313032,352.134775,0.992133,2209.745649,1774.795467,2210.245649,2321.704533,10.110765,74.858259,450319.1744,1001.75393,449.530729,3040.050537,325.036384,310.245524,13.320312,17.20207,17.814892,16.589249,350.659166,0.994357,2021.402934,2289.478397,2021.902934,1807.021603,10.116224,74.802921,429967.2654,992.162525,433.363743,3078.983398,310.346556,309.476908,13.004103,17.120551,17.902745,16.338357,354.810289,0.991406,2252.883751,2399.115587,2253.383751,1697.384413,10.10991,74.790583,2845476.042,1847.471514,1540.200225,18221.63867,2053.839354,317.555667,12.614988,16.947503,17.838643,16.056362,354.272083,0.98855,2135.752482,2286.676127,2136.252482,1809.823873,10.113074,74.802998,99185.03315,806.770508,122.940827,896.516235,71.590877,306.456861,11.43644,19.881703,18.581241,21.182165,83.784672,0.982207,1768.520694,1476.977862,1769.020694,2619.522138,10.122823,74.891349,2309856.769,1695.501059,1362.344633,14316.92481,1667.234116,315.083587,13.276617,17.109183,17.677362,16.541004,354.082326,0.995405,3083.961637,1591.154899,3084.461637,2505.345101,10.086486,74.876019,531432.6725,1040.32752,510.832081,3652.0896,383.583387,308.155121,12.789026,17.158798,17.866752,16.450845,342.486334,0.98988
elp1m008-fa05-20201220-0173-e91.fits,0,59204.86371,2459204.864,2459204.867354,1.472777,90.032,14.973042,21,37,56,0.176341,0.111739,0.158625,0.15045,1.006566,0.035067,4.347553,0.230014,0.000386,0.000341,0.000374,0.000368,0.000967,0.000288,0.009189,0.000486,457.224757,327.990372,424.628286,408.603323,1040.828669,121.702103,473.151457,473.151457,2812880.579,1985.634219,2319.581447,2059.531772,2320.081447,2036.968228,10.107889,74.827168,496026.6929,1385.44236,1026.803574,483.078464,3380.611328,358.027665,311.418873,4754,12.940789,17.060007,17.80773,16.312284,353.143539,0.99189,2180.27587,1945.455449,2180.77587,2151.044551,10.11167,74.839809,314307.9017,932.244994,337.151611,2172.541748,226.864654,309.984495,13.166243,17.211931,17.977737,16.446124,357.259814,0.99204,2209.4253,1774.413319,2209.9253,2322.086681,10.110776,74.858263,446194.2396,1002.470818,445.094492,2856.089844,322.059042,312.871555,13.434462,17.407125,18.154181,16.660068,355.865083,0.992505,2021.220654,2289.235444,2021.720654,1807.264556,10.116229,74.802913,423197.8412,991.699112,426.740163,2809.057617,305.460446,312.937453,13.473224,17.281545,18.092373,16.470718,355.061268,0.990967,2252.660616,2398.855633,2253.160616,1697.644367,10.109916,74.790581,2831350.229,1845.334209,1534.329237,17396.83789,2043.643467,320.389204,12.704988,17.156033,18.01296,16.299105,353.635165,0.989563,2135.271801,2286.572839,2135.771801,1809.927161,10.113088,74.802977,98638.62655,807.495871,122.153723,846.227295,71.196485,309.07627,12.354927,19.619094,18.078091,21.160098,82.113024,0.973679,1768.173392,1476.582164,1768.673392,2619.917836,10.122833,74.891346,2286867.963,1690.570114,1352.719975,13517.50098,1650.641,317.382955,13.808222,17.435327,18.041636,16.829017,357.409735,0.995135,3083.749471,1590.892643,3084.249471,2505.607357,10.086496,74.876019,526012.6163,1041.49697,505.05439,3581.010742,379.671238,312.181287,13.264903,17.314742,17.892387,16.737098,339.467377,0.992186
elp1m008-fa05-20201220-0174-e91.fits,0,59204.86505,2459204.865,2459204.868695,1.470425,89.98,14.583943,21,37,56,0.176331,0.111317,0.159092,0.150689,1.002573,0.034931,4.352539,0.229751,0.000384,0.000339,0.000373,0.000366,0.000962,0.000286,0.009164,0.000484,458.890206,328.566309,426.759643,411.299385,1042.681874,122.038713,474.941774,474.941774,2821901.951,1985.776004,2319.563123,2059.633012,2320.063123,2036.866988,10.107885,74.827166,497590.0155,1385.44236,1026.241087,484.866589,3893.538818,359.156057,309.467718,4777,12.739041,16.471025,17.314611,15.627438,352.330162,0.988777,2180.272603,1945.63839,2180.772603,2150.86161,10.111665,74.839798,314126.4665,930.146083,337.717346,2469.86377,226.733696,308.884354,12.819207,16.639787,17.447264,15.832311,358.998543,0.990613,2209.317821,1774.490712,2209.817821,2322.009288,10.110773,74.858263,448942.4212,1003.421492,447.411606,3378.427734,324.042655,311.561193,12.583855,16.743425,17.545512,15.941338,354.277149,0.990488,2021.191462,2289.418778,2021.691462,1807.081222,10.116224,74.802902,425230.5153,989.619903,429.690747,3273.180176,306.927612,310.231209,12.772751,16.709873,17.512463,15.907283,357.536703,0.990746,2252.623508,2399.031925,2253.123508,1697.468075,10.109912,74.790571,2829161.948,1843.543134,1534.632901,20239.3418,2042.063986,318.825046,12.47044,16.58423,17.505247,15.663213,355.447642,0.987424,2135.243868,2286.708097,2135.743868,1809.791903,10.113083,74.802971,98571.14347,804.719902,122.491246,916.151428,71.147777,307.1945,12.162584,19.390619,17.964185,20.817052,81.272673,0.976469,1768.1538,1476.6606,1768.6538,2619.8394,10.122829,74.891346,2294693.848,1691.798384,1356.36366,15219.00195,1656.289655,316.454397,13.528091,16.933526,17.587933,16.279119,1.695968,0.994023,3083.643465,1591.060176,3084.143465,2505.439824,10.086494,74.87601,527208.1031,1039.771401,507.04232,3948.762451,380.53413,309.842601,12.622532,16.715595,17.367266,16.063924,342.640666,0.991029
elp1m008-fa05-20201220-0175-e91.fits,0,59204.86639,2459204.866,2459204.870041,1.468105,89.983,14.480299,21,37,56,0.176428,0.111456,0.158938,0.151081,1.001907,0.034822,4.354879,0.229628,0.000385,0.00034,0.000374,0.000368,0.000963,0.000288,0.009204,0.000485,457.885923,327.655216,424.790991,410.174983,1040.620456,120.956298,473.160995,473.160995,2818827.441,1987.356532,2319.55316,2059.977184,2320.05316,2036.522816,10.107884,74.827172,497319.1745,1385.44236,1027.968642,483.788274,3589.25708,358.960566,313.058002,4708,12.708465,16.653059,17.414207,15.891911,351.946485,0.990985,2180.131361,1945.882427,2180.631361,2150.617573,10.111668,74.839815,314175.0369,932.923615,336.763945,2427.161621,226.768753,310.92821,12.863881,16.661689,17.426074,15.897303,351.952214,0.990919,2209.225767,1774.645975,2209.725767,2321.854025,10.110775,74.858289,448017.6951,1006.267587,445.227195,3220.876221,323.375196,313.541689,13.359584,16.908113,17.63602,16.180206,353.238795,0.992187,2021.100492,2289.771005,2021.600492,1806.728995,10.116225,74.802909,425871.9225,993.906863,428.482726,3050.497803,307.390574,313.366428,13.096994,16.783392,17.677885,15.888898,356.816724,0.988562,2252.650844,2399.456318,2253.150844,1697.043682,10.10991,74.79057,2824202.405,1844.157509,1531.432316,19266.25977,2038.484232,321.523254,12.160165,16.758046,17.649528,15.866565,355.488468,0.98846,2135.461571,2287.048663,2135.961571,1809.451337,10.113076,74.802978,98156.10828,808.544476,121.398527,945.072693,70.848208,311.098607,11.201082,19.409113,17.808545,21.009681,88.356655,0.973076,1768.08594,1476.872402,1768.58594,2619.627598,10.122829,74.891363,2292423.835,1691.988984,1354.869244,15120.21875,1654.651179,318.644563,13.162517,16.949546,17.549925,16.349168,357.618147,0.994959,3083.744393,1591.34515,3084.244393,2505.15485,10.086491,74.876021,526403.6063,1042.477464,504.954423,3766.147949,379.953451,312.415776,12.70576,16.951048,17.635904,16.266192,344.609375,0.991183
elp1m008-fa05-20201220-0176-e91.fits,0,59204.86774,2459204.868,2459204.871386,1.465829,89.995,14.377363,21,37,56,0.175205,0.111268,0.158199,0.150965,1.001674,0.034504,4.369625,0.228853,0.000385,0.000339,0.000372,0.000367,0.000961,0.000288,0.009226,0.000483,455.170326,328.346733,425.559143,411.544277,1042.828307,119.971924,473.599824,473.599824,2825407,1987.191231,2319.017393,2059.463356,2319.517393,2037.036644,10.107887,74.827177,495025.1037,1385.44236,1030.324108,480.455713,3713.77417,357.304727,313.903004,4735,12.827447,16.36257,17.206381,15.518758,352.402613,0.988638,2179.674051,1945.402663,2180.174051,2151.097337,10.111669,74.839815,314377.9561,931.576191,337.468861,2398.17749,226.915219,310.250535,12.656692,16.611938,17.266296,15.957579,352.492462,0.993367,2208.807288,1774.295214,2209.307288,2322.204786,10.110775,74.858276,446975.2228,1002.174009,446.005603,3168.778076,322.622749,312.188228,12.790747,16.816892,17.565069,16.068714,355.071411,0.991876,2020.594881,2289.219085,2021.094881,1807.280915,10.116227,74.802917,426536.4148,992.062358,429.949198,3227.595947,307.870199,311.888238,12.484326,16.75116,17.617174,15.885146,356.430016,0.989199,2252.159719,2398.967236,2252.659719,1697.532764,10.109912,74.790572,2830135.904,1844.753675,1534.153824,19527.71094,2042.766978,320.944615,12.662752,16.638145,17.518441,15.757849,354.265754,0.988407,2134.879565,2286.451892,2135.379565,1810.048108,10.11308,74.802991,97488.27852,809.69447,120.401314,925.06958,70.366174,310.072039,11.339521,19.002629,17.718408,20.286849,81.435041,0.980177,1767.662277,1476.504052,1768.162277,2619.995948,10.12283,74.891352,2299223.718,1692.504202,1358.474451,15352.43652,1659.559274,316.94711,12.644708,16.85388,17.477619,16.230141,358.032345,0.994511,3083.379148,1591.069003,3083.879148,2505.430997,10.08649,74.876002,526183.2819,1041.325365,505.301513,3824.752197,379.794423,311.603897,13.132416,16.788252,17.475558,16.100945,344.621108,0.990952
