Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,Variance_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,Variance_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,Variance_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,Variance_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,Variance_T6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,Variance_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,Variance_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,Variance_C9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10,Variance_C10
cpt1m013-fa14-20201023-0112-e91.fits,0,59146.45048,2459146.45,2459146.454840,1.985338,17.397127,24.146286,1.35,21,37,56,0.094388,0.047351,0.035524,0.022366,0.015224,0.020075,0.604277,0.123241,0.162159,0.597654,0.000332,0.000312,0.000302,0.000297,0.000294,0.000298,0.000907,0.000384,0.000417,0.000897,284.121351,151.922439,117.435892,75.340389,51.744023,67.40498,666.063724,321.16087,388.904324,666.525594,4168422.667,3154.345209,2080.001749,2039.201445,2080.501749,2057.298555,5.426604,8.440408,393449.4443,1831.684007,1352.408505,290.925,2117.522949,214.802031,567.444929,5016,17.294606,17.117518,18.096229,16.138807,28.787007,0.954816,102911.0092,1819.343507,2096.310115,1819.843507,2000.189885,5.424698,8.446349,197378.3505,1290.590653,152.936448,1366.217529,107.757861,566.379675,17.366847,16.918297,18.059828,15.776766,24.009942,0.959664,26764.59496,2380.714373,2044.857696,2381.214373,2051.642304,5.428798,8.441299,148080.2652,1255.956664,117.902368,1166.674316,80.843783,563.091866,17.040528,16.691437,17.658413,15.724462,30.986376,0.939605,15964.98931,1895.73473,1941.963744,1896.23473,2154.536256,5.425265,8.429706,93229.67516,1235.433457,75.46313,965.076599,50.89834,565.31553,17.360668,17.534295,19.065647,16.002943,22.96166,0.9379,5912.697136,2031.941314,2195.167418,2032.441314,1901.332582,5.426243,8.457253,63460.1289,1225.4838,51.783735,831.096619,34.645784,565.336664,17.569981,16.829628,17.789361,15.869895,25.509795,0.96734,3254.31561,2269.608911,2157.687641,2270.108911,1938.812359,5.42798,8.453415,83679.75905,1239.831722,67.492836,971.523193,45.684604,564.972451,17.056807,15.606847,16.705843,14.507851,27.124022,0.942471,6185.305293,2188.607414,2679.040066,2189.107414,1417.459934,5.427356,8.509798,1570103.376,1740.690448,902.00034,6490.68457,857.19118,574.48783,17.396768,17.150712,17.685387,16.616038,33.837506,0.97311,1595255.2,2587.581098,2415.601323,2588.081098,1680.898677,5.430285,8.481638,457355.0096,1380.505087,331.295418,2497.892334,249.690999,569.031606,16.548744,16.69825,17.178562,16.217938,36.945406,0.957084,147122.4665,1578.590879,2111.705776,1579.090879,1984.794224,5.42294,8.447789,581630.6548,1424.22149,408.384973,2755.240479,317.538753,566.326473,17.588176,17.087413,18.174885,15.999941,24.169111,0.96363,220715.6988,1315.840346,2976.579802,1316.340346,1119.920198,5.420966,8.541197,1559333.627,1727.91473,902.436677,5715.705566,851.311482,570.331694,18.74815,17.677882,18.447225,16.908539,18.737959,0.988017,1401553.679
cpt1m013-fa14-20201023-0113-e91.fits,0,59146.45148,2459146.451,2459146.455840,1.970625,18.821498,23.723102,1.35,21,37,56,0.094028,0.047798,0.034892,0.022218,0.015299,0.020678,0.603712,0.123677,0.163033,0.595684,0.000326,0.000304,0.000294,0.000289,0.000287,0.00029,0.000894,0.000376,0.00041,0.000883,288.636016,157.228162,118.519839,76.861197,53.301341,71.374618,675.256131,329.124314,397.211067,674.837446,4168284.79,3108.59728,2079.685251,2039.255489,2080.185251,2057.244511,5.426603,8.440407,391936.0658,1768.043006,1326.057886,295.564824,2176.198975,221.677903,561.53276,4759,16.669131,16.841209,17.835895,15.846522,27.766169,0.956737,111960.7681,1819.132413,2096.413247,1819.632413,2000.086753,5.424698,8.446352,199237.557,1258.445964,158.320311,1367.244141,112.688185,560.628216,17.571421,16.832429,18.023444,15.641414,23.460202,0.957499,28877.73186,2380.342917,2044.797779,2380.842917,2051.702221,5.428797,8.441287,145439.5486,1222.329564,118.985544,1235.367554,82.260187,558.152486,16.27229,16.310739,17.178653,15.442826,30.652509,0.95115,17183.08456,1895.595921,1942.065925,1896.095921,2154.434075,5.425266,8.429708,92611.21723,1202.933978,76.987781,990.787659,52.380636,559.042034,17.800826,17.343138,18.12144,16.564836,29.666459,0.969159,6106.057306,2031.671145,2195.115449,2032.171145,1901.384551,5.426243,8.457241,63768.82548,1195.43754,53.343503,887.490234,36.067463,559.630425,16.535745,16.351363,17.098969,15.603758,30.872054,0.962846,3587.870823,2269.336517,2157.954429,2269.836517,1938.545571,5.42798,8.453438,86192.46301,1205.894648,71.475948,958.874817,48.750207,558.556116,16.206694,16.006331,16.646722,15.36594,35.59863,0.938563,6764.105108,2188.214255,2679.161421,2188.714255,1417.338579,5.427355,8.50981,1569136.388,1718.963175,912.838862,6799.809082,887.498993,569.093919,17.400443,16.952441,17.474771,16.430111,33.678463,0.974428,1701780.995,2587.229715,2415.557129,2587.729715,1680.942871,5.430284,8.481631,458780.1626,1350.240702,339.776576,2562.014893,259.48473,562.694733,16.339428,16.523171,17.022356,16.023987,36.578406,0.956594,159205.2149,1578.387809,2111.908277,1578.887809,1984.591723,5.422939,8.447802,584307.2728,1399.691465,417.454337,2859.078125,330.4825,560.152955,17.258984,16.839875,18.1049,15.574851,22.392858,0.955692,239959.7454,1315.525063,2976.579092,1316.025063,1119.920908,5.420965,8.541195,1556060.967,1710.63044,909.641808,5880.900391,880.103573,564.969179,18.762892,17.50009,18.219531,16.780649,19.483797,0.988854,1482665.005
cpt1m013-fa14-20201023-0114-e91.fits,0,59146.45248,2459146.452,2459146.456842,1.956222,18.828517,23.510438,1.35,21,37,56,0.093739,0.046761,0.035012,0.0224,0.014554,0.020718,0.603881,0.123825,0.162204,0.59678,0.000321,0.0003,0.00029,0.000285,0.00028,0.000285,0.000885,0.000371,0.000404,0.000875,292.215068,155.837921,120.622137,78.646675,51.914381,72.818789,682.342011,333.675648,401.640358,681.865757,4184482.884,3086.669186,2079.752126,2039.030301,2080.252126,2057.469699,5.426603,8.44043,392249.8298,1736.486087,1310.777764,299.249683,2211.658691,225.887114,558.929394,4697,16.737431,16.784371,17.735438,15.833304,27.862941,0.959762,112471.7454,1819.043647,2096.043123,1819.543647,2000.456877,5.424697,8.446359,195668.9686,1247.269325,156.877881,1440.87439,112.680988,559.813089,16.887536,16.419202,17.626732,15.211673,22.883605,0.956017,29292.61975,2380.298223,2044.554195,2380.798223,2051.945805,5.428797,8.441308,146507.9495,1209.785055,121.102463,1253.94751,84.370356,555.368789,16.208742,16.400597,17.322786,15.478408,31.280522,0.940816,17260.24479,1895.483129,1941.716377,1895.983129,2154.783623,5.425265,8.429718,93733.76222,1189.826476,78.779355,1021.288696,53.978988,556.765669,16.281347,17.091507,17.984807,16.198207,30.183929,0.955545,6391.681406,2031.781894,2194.782546,2032.281894,1901.717454,5.426243,8.457252,60903.01518,1172.282923,51.952489,863.545715,35.072562,557.56351,17.670306,15.891983,16.166557,15.617408,40.340451,0.954491,3519.264613,2269.312193,2157.530142,2269.812193,1938.969858,5.427979,8.45344,86693.59304,1188.820056,72.924067,972.586121,49.924727,556.574983,16.142585,15.716056,16.627032,14.80508,29.98812,0.946678,6786.464373,2188.358923,2678.760956,2188.858923,1417.739044,5.427356,8.509812,1575509.194,1709.61822,921.556155,6686.924316,907.297332,564.329796,17.217862,17.031728,17.493142,16.570313,34.617767,0.976677,1692795.687,2587.376663,2415.398902,2587.876663,1681.101098,5.430285,8.481661,461053.4839,1338.126259,344.551555,2571.968018,265.50946,559.382643,16.303552,16.631817,17.030218,16.233415,37.941128,0.961466,158355.4272,1578.359268,2111.443159,1578.859268,1985.056841,5.422939,8.447799,584012.2946,1383.473532,422.13478,2908.015625,336.318442,558.6115,17.255192,16.812317,17.948697,15.675936,22.574413,0.963593,241533.9963,1315.593244,2976.208708,1316.093244,1120.291292,5.420965,8.541199,1563907.912,1702.98306,918.334391,5901.001953,900.616437,561.725174,18.75912,17.55468,18.215981,16.893378,19.214832,0.990776,1481634.994
cpt1m013-fa14-20201023-0115-e91.fits,0,59146.45348,2459146.453,2459146.457843,1.942161,18.841166,23.806299,1.35,21,37,56,0.09391,0.048014,0.035393,0.021606,0.01522,0.020917,0.605605,0.123406,0.162204,0.59592,0.000322,0.000301,0.000291,0.000285,0.000283,0.000286,0.000887,0.000371,0.000404,0.000874,291.78226,159.769642,121.653525,75.755971,53.76553,73.059942,682.955411,332.600283,401.17987,681.503103,4204070.786,3101.429266,2079.990185,2039.521912,2080.490185,2056.978088,5.426604,8.440432,394803.5485,1780.465883,1321.357311,298.786365,2179.15918,221.741709,550.597111,4684,16.603944,16.770463,17.838,15.702926,26.634721,0.955048,115594.3722,1819.384047,2096.683756,1819.884047,1999.816244,5.424698,8.446378,201853.7716,1254.598591,160.891119,1437.359253,113.371322,550.42946,16.733088,16.732552,18.085984,15.379121,21.094464,0.952947,30322.45775,2380.544481,2044.899658,2381.044481,2051.600342,5.428797,8.441293,148795.4712,1218.172932,122.146427,1215.124146,83.571088,546.413906,16.188897,16.635603,17.464911,15.806294,31.947556,0.948912,17738.32684,1896.059215,1942.170229,1896.559215,2154.329771,5.425267,8.429716,90833.85024,1197.158275,75.874554,934.075623,51.0169,550.04575,17.345824,16.851645,17.722267,15.981022,31.409561,0.949106,6501.135541,2031.996716,2195.199915,2032.496716,1901.300085,5.426243,8.457247,63985.22667,1189.142476,53.807872,863.844421,35.937351,548.563144,16.318154,16.556784,17.442142,15.671427,31.617871,0.943918,3691.13967,2269.518829,2157.985957,2270.018829,1938.514043,5.42798,8.453437,87934.64624,1201.846413,73.166293,977.60791,49.38856,547.446838,16.29099,16.037618,16.927823,15.147414,31.618886,0.939591,6860.833727,2188.508054,2679.333468,2189.008054,1417.166532,5.427356,8.509825,1585698.447,1715.250978,924.470219,6811.071777,890.608723,557.101842,17.434371,16.936413,17.505485,16.367341,32.918607,0.973108,1764583.003,2587.479746,2415.821738,2587.979746,1680.678262,5.430285,8.481654,461817.3628,1344.994747,343.359975,2623.304443,259.380069,551.686891,16.044819,16.454147,17.125643,15.782651,33.983014,0.952823,166114.0293,1578.674521,2112.132997,1579.174521,1984.367003,5.42294,8.447825,586745.2169,1391.738715,421.591503,2938.88916,329.545892,550.097338,17.647536,16.766309,17.992052,15.540565,22.15643,0.958687,249643.9795,1315.815939,2976.83975,1316.315939,1119.66025,5.420965,8.541223,1569809.76,1711.96672,916.962778,6430.846191,881.68483,553.79584,18.975522,17.418704,18.238652,16.598756,16.767613,0.9873,1559335.18
cpt1m013-fa14-20201023-0116-e91.fits,0,59146.45448,2459146.454,2459146.458847,1.928285,19.262195,23.995131,1.35,21,37,56,0.093862,0.0478,0.034579,0.02257,0.01469,0.020247,0.605085,0.124111,0.162262,0.594904,0.000321,0.000299,0.00029,0.000284,0.000281,0.000285,0.000883,0.000371,0.000403,0.000871,292.857929,159.95143,119.23062,79.370878,52.238406,71.119668,684.928418,334.735742,402.563531,683.393573,4227796.754,3109.786924,2080.15499,2039.530171,2080.65499,2056.969829,5.426603,8.440417,396829.4711,1808.823159,1323.211738,299.898693,2188.814941,219.385444,542.712856,4686,16.551386,16.898017,17.932414,15.86362,27.570534,0.95446,112227.7732,1819.410969,2096.594684,1819.910969,1999.905316,5.424697,8.446352,202090.6459,1254.675055,161.070107,1359.270752,111.724933,541.715917,17.41982,16.810014,17.877957,15.742071,24.794023,0.961894,28867.70548,2380.734525,2044.976556,2381.234525,2051.523444,5.428797,8.441286,146194.9109,1221.427849,119.691811,1200.393188,80.823219,539.264819,17.073989,16.327477,17.443103,15.211851,30.478893,0.921491,17294.02393,1896.010157,1942.208401,1896.510157,2154.291599,5.425266,8.429705,95420.03337,1200.154016,79.50649,943.986389,52.75255,540.541229,16.980153,17.620344,18.975465,16.265223,18.018245,0.964244,6322.974291,2032.078303,2195.329417,2032.578303,1901.170583,5.426243,8.457243,62106.16921,1188.02064,52.277012,823.151855,34.335125,540.048826,17.593664,15.926343,16.814054,15.038633,30.334916,0.948529,3564.138645,2269.857269,2157.952044,2270.357269,1938.547956,5.427981,8.453417,85600.17966,1201.959664,71.217182,950.939819,47.323686,539.356972,17.13996,16.185395,17.0939,15.276891,29.670507,0.951836,6583.127073,2188.706884,2679.383859,2189.206884,1417.116141,5.427356,8.509807,1593795.061,1719.410335,926.942818,6804.500488,881.122653,549.196634,17.56177,17.115943,17.656553,16.575333,32.972137,0.976032,1707239.601,2587.66784,2415.969596,2588.16784,1680.530404,5.430284,8.481651,466783.23,1350.447929,345.650669,2565.205811,258.059074,543.453703,16.79975,16.773034,17.327904,16.218163,35.530889,0.958532,159407.0501,1578.670665,2112.095274,1579.170665,1984.404726,5.422939,8.447802,590236.9152,1395.118075,423.07309,2894.888428,326.309906,542.372197,17.506935,17.011048,18.217624,15.804473,21.92808,0.961684,239082.411,1315.982073,2976.763745,1316.482073,1119.736255,5.420966,8.541186,1576981.547,1715.907562,919.036422,5867.888672,871.827375,545.323633,19.153353,17.646275,18.402734,16.889816,16.191716,0.989731,1490129.586
cpt1m013-fa14-20201023-0117-e91.fits,0,59146.45549,2459146.455,2459146.459852,1.914657,18.706686,24.217528,1.35,21,37,56,0.094029,0.047053,0.035201,0.022087,0.015188,0.021005,0.603424,0.123644,0.162544,0.596959,0.000323,0.0003,0.000293,0.000287,0.000284,0.000287,0.000884,0.000372,0.000405,0.000876,291.347084,156.703565,120.298509,76.910402,53.491305,73.163738,682.789541,332.288433,401.691611,681.815781,4229982.321,3120.745343,2079.715416,2039.384511,2080.215416,2057.115489,5.426603,8.440407,397742.5772,1842.508484,1333.274609,298.320072,2192.57251,215.870147,537.402736,4779,16.668222,17.055403,18.061446,16.04936,28.585098,0.952976,106204.4141,1819.118579,2096.507674,1819.618579,1999.992326,5.424697,8.446348,199032.9017,1261.606927,157.761421,1415.384521,108.022787,538.130828,15.925348,16.801224,18.092283,15.510166,23.280415,0.950625,27458.51451,2380.325813,2044.839767,2380.825813,2051.660233,5.428797,8.441278,148898.9815,1232.861368,120.775121,1244.053223,80.813186,533.479203,15.749385,16.640736,17.554645,15.726827,33.591553,0.920252,16526.70669,1895.443486,1942.196162,1895.943486,2154.303838,5.425264,8.429709,93426.77528,1212.79112,77.034515,960.286987,50.706293,536.062348,16.034129,17.580952,18.640745,16.521159,28.40837,0.951829,5872.730391,2031.874081,2195.047255,2032.374081,1901.452745,5.426244,8.457218,64244.44667,1200.090354,53.533008,817.147766,34.867924,535.005393,17.1157,17.023668,17.921134,16.126203,26.216293,0.970259,3298.243401,2269.36835,2157.98128,2269.86835,1938.51872,5.42798,8.453426,88849.7878,1212.62608,73.270557,933.551208,48.222187,535.31788,16.766267,16.15483,17.011107,15.298554,31.642247,0.944707,6410.531947,2188.325379,2679.232701,2188.825379,1417.267299,5.427355,8.509796,1591888.448,1723.780449,923.486775,6907.835449,863.978898,543.977935,17.271809,17.249426,17.822988,16.675864,32.343748,0.975861,1619799.838,2587.311475,2415.74282,2587.811475,1680.75718,5.430284,8.481633,465461.0819,1356.993234,343.00914,2542.980225,252.623576,538.622048,16.182937,16.885451,17.387453,16.383449,36.261471,0.960871,150305.8611,1578.362762,2111.994191,1578.862762,1984.505809,5.422939,8.447796,591424.4175,1400.822561,422.197953,2821.669189,320.988708,537.223198,17.418451,17.157,18.347654,15.966346,21.724326,0.9638,225949.2924,1315.611826,2976.646516,1316.111826,1119.853484,5.420966,8.541176,1581208.373,1721.597507,918.454149,5957.491211,858.182411,541.537226,18.672422,17.760254,18.549643,16.970864,17.252818,0.98841,1429094.832
cpt1m013-fa14-20201023-0118-e91.fits,0,59146.45649,2459146.456,2459146.460860,1.901359,18.742355,24.406374,1.35,21,37,56,0.093478,0.047196,0.034757,0.022248,0.015414,0.020438,0.600858,0.126866,0.162694,0.592746,0.000322,0.000301,0.000292,0.000287,0.000284,0.000287,0.000881,0.000374,0.000405,0.00087,290.516287,156.753634,119.093647,77.518582,54.276472,71.221161,682.339074,339.386774,402.083585,681.631588,4262031.109,3142.998747,2079.693653,2039.119466,2080.193653,2057.380534,5.426604,8.44041,398407.796,1871.355997,1339.53692,297.422035,2172.995117,212.897918,534.505337,4675,16.658583,17.225067,18.307046,16.143087,26.173156,0.95804,103100.7634,1819.072256,2096.301749,1819.572256,2000.198251,5.424698,8.446357,201149.4685,1274.618041,157.811566,1321.632446,107.488617,534.080607,17.293326,17.125442,18.535418,15.715467,21.270175,0.950725,26760.77194,2380.283525,2044.710141,2380.783525,2051.789859,5.428797,8.441296,148134.4113,1239.041859,119.555615,1235.833862,79.158862,530.217715,15.345761,16.78122,17.484062,16.078378,34.037404,0.94985,15762.71985,1895.498154,1941.862938,1895.998154,2154.637062,5.425265,8.429706,94821.92227,1221.21508,77.645555,908.140747,50.670168,532.401722,16.727694,17.898332,18.675245,17.121418,30.451117,0.968251,5854.206134,2031.777415,2194.766478,2032.277415,1901.733522,5.426244,8.457219,65693.09871,1209.372189,54.320001,823.041809,35.104544,531.546147,16.874201,16.76095,17.365257,16.156644,33.890276,0.963733,3432.595418,2269.290306,2157.523288,2269.790306,1938.976712,5.42798,8.453408,87107.51508,1221.368593,71.319596,918.987366,46.547806,532.075285,16.669404,16.197592,16.996898,15.398287,30.325579,0.959649,6053.60638,2188.234175,2678.869886,2188.734175,1417.630114,5.427355,8.509786,1599688.654,1737.904023,920.470079,6921.48584,854.828614,540.947745,17.002108,17.430151,18.05439,16.805913,30.966642,0.976883,1576161.758,2587.218294,2415.352209,2587.718294,1681.147791,5.430284,8.481621,479833.7114,1367.481793,350.888556,3358.243896,256.409637,535.308239,16.331619,17.482383,17.966257,16.998509,32.563618,0.982705,153312.9465,1578.285009,2111.626081,1578.785009,1984.873919,5.42294,8.447788,596379.3573,1411.091076,422.637041,2849.243652,318.688351,532.712236,17.101981,17.355773,18.639338,16.072207,20.04856,0.963017,222792.8442,1315.52074,2976.370726,1316.02074,1120.129274,5.420966,8.541174,1586129.387,1731.169042,916.218664,6068.79248,847.582923,538.305538,18.712189,17.906057,18.764049,17.048065,14.359735,0.988114,1396661.718
cpt1m013-fa14-20201023-0119-e91.fits,0,59146.4575,2459146.457,2459146.461861,1.888388,18.695335,24.974139,1.35,21,37,56,0.094198,0.047108,0.034971,0.022166,0.015637,0.020834,0.603364,0.123354,0.16313,0.596498,0.000331,0.000309,0.000301,0.000294,0.000292,0.000295,0.000899,0.00038,0.000414,0.00089,284.991728,152.55317,116.030194,75.35806,53.528775,70.525683,671.142802,324.438765,394.137945,670.457243,4253157.82,3194.563654,2079.595385,2039.075106,2080.095385,2057.424894,5.426604,8.440414,400639.9299,1959.435244,1373.209828,291.754342,2029.487549,204.467043,533.40419,4690,16.911333,17.679614,18.732607,16.62662,25.32746,0.964947,93535.86806,1818.914029,2096.209778,1819.414029,2000.290222,5.424698,8.446357,200359.1995,1304.72256,153.564601,1321.610107,102.253545,533.807067,17.071064,17.372666,18.448732,16.2966,25.495664,0.961561,25006.3569,2380.183583,2044.536019,2380.683583,2051.963981,5.428797,8.441284,148736.774,1277.002531,116.473359,1173.330444,75.907981,529.804461,15.6297,17.218904,18.220759,16.217048,28.362671,0.955318,14415.8793,1895.221167,1941.691776,1895.721167,2154.808224,5.425264,8.429697,94275.54588,1249.029061,75.479065,904.896057,48.113632,530.653737,16.743547,18.083321,18.976269,17.190372,29.395129,0.963851,5407.991429,2031.408664,2194.834334,2031.908664,1901.665666,5.426242,8.457235,66507.68676,1241.461435,53.572092,828.130371,33.942273,531.059608,16.984975,17.30259,18.3588,16.246379,17.665217,0.977772,3107.055066,2269.073633,2157.547801,2269.573633,1938.952199,5.427979,8.453418,88608.27819,1254.633323,70.62484,935.350403,45.221335,531.470545,16.02955,16.881586,17.824628,15.938545,30.962421,0.943994,5669.065138,2188.15764,2679.021103,2188.65764,1417.478897,5.427356,8.509811,1600511.748,1760.865015,908.934946,6490.965332,816.822987,540.382292,17.246334,17.790035,18.393853,17.186217,30.834049,0.979587,1444807.826,2587.17148,2415.554549,2587.67148,1680.945451,5.430285,8.481649,467032.6288,1395.177886,334.747729,2520.063477,238.350632,535.121894,15.563835,17.42616,17.967232,16.885089,35.044312,0.966816,134223.6709,1578.129409,2111.539378,1578.629409,1984.960622,5.422939,8.44779,596509.5589,1440.195362,414.186557,2696.655518,304.42933,533.17789,17.380472,17.776145,19.02388,16.528409,21.245799,0.964109,201850.7222,1315.407486,2976.403531,1315.907486,1120.096469,5.420966,8.54119,1589103.884,1756.105726,904.902171,5689.327637,811.00097,537.989546,18.650181,18.234861,19.04686,17.422863,14.797123,0.989551,1284390.848
cpt1m013-fa14-20201023-0120-e91.fits,0,59146.4585,2459146.458,2459146.462861,1.875668,19.292478,25.389104,1.35,21,37,56,0.094616,0.047493,0.034876,0.021889,0.015411,0.020562,0.602562,0.124313,0.162879,0.595831,0.000333,0.000315,0.000305,0.000299,0.000296,0.000299,0.000905,0.000386,0.000418,0.000895,283.766837,150.954874,114.320404,73.278499,52.046987,68.734021,666.044588,322.409066,389.446192,665.584007,4275533.67,3237.655978,2079.733685,2039.429726,2080.233685,2057.070274,5.426603,8.440414,404533.6018,2025.091437,1392.282559,290.554241,2053.07959,199.76066,532.855733,4740,17.498411,17.923125,18.90754,16.93871,27.506156,0.96352,88830.53962,1819.305463,2096.474705,1819.805463,2000.025295,5.424699,8.446348,203059.6867,1336.350601,151.950908,1873.444702,100.271861,532.911062,17.699535,17.55446,18.65171,16.45721,25.218542,0.961776,24127.65376,2380.330873,2044.853517,2380.830873,2051.646483,5.428797,8.441281,149112.8453,1299.444764,114.751199,1156.151245,73.632648,529.372509,16.006861,17.490088,18.404414,16.575762,30.484508,0.953834,13640.86116,1895.341078,1942.158661,1895.841078,2154.341339,5.425264,8.429708,93586.02081,1275.16021,73.391579,889.713501,46.213232,532.213747,17.571651,18.373057,19.388901,17.357214,29.457209,0.95441,5068.381337,2031.906697,2195.169917,2032.406697,1901.330083,5.426244,8.457235,65891.14252,1265.009761,52.087458,839.217407,32.537367,531.586676,17.946274,17.799407,19.270344,16.32847,21.666437,0.949066,2915.086971,2269.291605,2157.788329,2269.791605,1938.711671,5.427979,8.453408,87913.6676,1277.307835,68.827314,937.283691,43.412197,531.010344,16.95075,17.162336,18.005304,16.319367,32.240998,0.948252,5394.188452,2188.320189,2679.182402,2188.820189,1417.317598,5.427356,8.509793,1607597.215,1780.756863,902.760646,6284.033203,793.839323,540.490304,17.677144,18.036149,18.653564,17.418733,31.347755,0.977776,1351106.001,2587.328938,2415.72753,2587.828938,1680.77247,5.430285,8.481633,472738.0679,1420.968691,332.687181,2361.498047,233.440357,534.346085,16.575676,17.750242,18.198258,17.302226,37.006986,0.966446,125722.4301,1578.309446,2111.906667,1578.809446,1984.593333,5.422939,8.447791,598855.0383,1464.00692,409.052054,2680.052246,295.71753,532.990681,17.429227,17.980197,19.231439,16.728955,20.845486,0.965596,191678.6018,1315.603154,2976.632205,1316.103154,1119.867795,5.420966,8.54118,1596343.348,1774.500759,899.601389,5565.330078,788.282108,537.064929,18.873922,18.518704,19.355965,17.681443,15.629822,0.988856,1192292.433
