Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_T7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_C11,rel_flux_C12,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_T7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_err_C11,rel_flux_err_C12,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_T7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,rel_flux_SNR_C11,rel_flux_SNR_C12,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10,X(IJ)_C11,Y(IJ)_C11,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Source_SNR_C11,Peak_C11,Mean_C11,Sky/Pixel_C11,FWHM_C11,Width_C11,X-Width_C11,Y-Width_C11,Angle_C11,Roundness_C11,X(IJ)_C12,Y(IJ)_C12,X(FITS)_C12,Y(FITS)_C12,RA_C12,DEC_C12,Source-Sky_C12,Source_Error_C12,Source_SNR_C12,Peak_C12,Mean_C12,Sky/Pixel_C12,FWHM_C12,Width_C12,X-Width_C12,Y-Width_C12,Angle_C12,Roundness_C12
cpt1m010-fa16-20201129-0073-e91.fits,0,59183.29966,2459183.299655,2459183.304204,1.89514,45.061,19.767789,29.318202,1.35,28,46,69,0.154699,0.004559,0.013918,0.062244,0.006755,0.020335,0.024691,0.175547,0.350245,0.289927,0.310573,0.148813,0.000246,0.000193,0.000196,0.000211,0.000193,0.000198,0.0002,0.000289,0.000413,0.000366,0.000381,0.000273,629.708412,23.670321,71.107677,295.386566,34.938978,102.892225,123.689083,608.191044,848.969754,791.84807,814.967404,545.727037,9362950.677,5066.144209,2044.024513,2045.986943,2044.524513,2050.513057,5.607294,-24.244575,1448438.529,2700.377866,2162.537717,669.786482,4518.161621,536.383647,867.170312,7015,20.135101,21.634077,21.619642,21.648511,45.975043,0.998462,1934.448448,2229.391305,1934.948448,1867.108695,5.606413,-24.224822,42689.55497,1803.357603,23.672263,1119.356323,15.808734,863.823596,17.463679,18.206849,17.042761,19.370937,62.271061,0.949553,1747.786219,2226.458466,1748.286219,1870.041534,5.604936,-24.225324,130311.3615,1831.235074,71.160368,1264.564575,48.256714,863.168599,19.560074,21.345903,21.417497,21.274309,39.532975,0.998749,2479.425233,1700.382847,2479.925233,2396.117153,5.610769,-24.281557,582790.1323,1947.611254,299.233295,2438.976562,215.817993,864.876424,19.618975,21.804547,21.081688,22.527405,86.110761,0.995532,1948.293428,1846.36513,1948.793428,2250.13487,5.606551,-24.266291,63247.4068,1809.901377,34.945223,1108.678345,23.421688,865.473869,19.584266,21.547385,22.670562,20.424208,359.069626,0.989179,1827.641018,1729.01229,1828.141018,2367.48771,5.605604,-24.27912,190391.18,1847.524335,103.052055,1440.085449,70.505385,865.679828,19.830941,21.614287,21.04051,22.188063,273.755688,0.997136,1604.641711,1777.479348,1605.141711,2319.020652,5.603834,-24.274089,231179.1136,1864.843589,123.967026,1501.137085,85.609913,871.11927,20.810575,21.732802,21.340073,22.125531,65.698471,0.997015,2026.970879,2905.794112,2027.470879,1190.705888,5.607096,-24.151473,1398192.456,2153.385124,649.299765,4677.796387,517.776595,867.458862,18.712035,21.334856,21.885669,20.784042,8.363185,0.997097,2295.088236,1233.885966,2295.588236,2862.614034,5.609344,-24.332272,2428691.422,2395.725984,1013.760104,6770.099609,899.389472,875.003632,20.77249,22.050198,21.352099,22.748297,84.372496,0.99584,2965.962516,1411.292761,2966.462516,2685.207239,5.614645,-24.312346,2104436.177,2314.25295,909.337148,6089.492676,779.311741,874.374678,20.407959,22.091307,21.492226,22.690388,290.99787,0.994682,3452.361396,1062.741797,3452.861396,3033.758203,5.618528,-24.349551,2218785.129,2337.442107,949.236399,6197.656738,821.657279,873.43006,20.498883,22.082351,21.166361,22.998342,278.960671,0.992424,1249.980984,2492.140951,1250.480984,1604.359049,5.600976,-24.197026,1212845.493,2114.200638,573.666222,3925.770996,449.139177,870.801947,19.818486,21.952821,22.079434,21.826208,40.929346,0.993366
cpt1m010-fa16-20201129-0074-e91.fits,0,59183.30048,2459183.300479,2459183.305028,1.88208,45.061,21.465058,27.193446,1.35,28,46,69,0.155793,0.004584,0.014168,0.061842,0.006222,0.020019,0.024518,0.174569,0.34889,0.292332,0.311297,0.14827,0.000231,0.000176,0.000178,0.000195,0.000176,0.000181,0.000183,0.00027,0.000389,0.000347,0.000361,0.000255,674.02209,26.111928,79.536831,317.414382,35.337258,110.80128,134.046186,646.413204,897.975726,841.360758,863.086408,582.396143,9353957.826,4768.391669,2045.458319,2046.08782,2045.958319,2050.41218,5.607294,-24.244555,1457285.544,2323.155899,2030.439935,717.71911,4793.269531,627.287021,861.283684,6977,20.323228,20.694482,20.796704,20.592261,36.275091,0.998915,1935.527736,2229.992151,1936.027736,1866.507849,5.60641,-24.224751,42874.3031,1641.79774,26.114242,1066.265381,18.455198,857.825244,17.373744,16.28204,16.04306,16.521019,308.002241,0.985274,1748.969856,2226.461354,1749.469856,1870.038646,5.604933,-24.225319,132522.7806,1664.811182,79.602289,1265.959717,57.044291,857.46543,19.925419,20.618786,21.572922,19.664651,15.824087,0.988231,2480.567115,1700.907843,2481.067115,2395.592157,5.610765,-24.281483,578464.6336,1798.411472,321.653105,2402.196045,248.99949,859.586434,20.375086,21.226896,21.080623,21.37317,73.677439,0.999732,1949.713383,1846.347215,1950.213383,2250.152785,5.60655,-24.266282,58203.84116,1646.82832,35.342993,1110.223755,25.053782,859.579411,20.517054,17.186778,17.856404,16.517152,36.634937,0.926946,1829.51283,1729.181428,1830.01283,2367.318572,5.605607,-24.27909,187253.7216,1687.297991,110.978453,1419.566528,80.603166,860.302681,19.992906,20.232509,20.366964,20.098054,30.412108,0.999257,1606.737905,1777.655576,1607.237905,2318.844424,5.603839,-24.274061,229337.5611,1706.885558,134.360245,1577.821411,98.718111,865.499034,20.216176,20.171537,19.920472,20.422602,65.868099,0.998602,2028.800345,2906.447842,2029.300345,1190.052158,5.607098,-24.151403,1390221.749,2013.970506,690.289031,5268.723145,598.419482,862.652691,18.237502,19.90375,20.712185,19.095316,2.536309,0.993371,2296.69457,1234.282299,2297.19457,2862.217701,5.609344,-24.332207,2419397.615,2261.397844,1069.868189,7238.098633,1041.427145,869.198542,20.722893,21.109882,20.750126,21.469638,74.770736,0.998437,2967.184904,1411.597706,2967.684904,2684.902294,5.614643,-24.312287,2115914.05,2188.809719,966.696206,6430.407227,910.792966,868.504342,20.238345,21.091821,20.969781,21.21386,284.998526,0.999821,3453.888831,1063.056483,3454.388831,3033.443517,5.618527,-24.349483,2220594.975,2211.34507,1004.182932,6864.682617,955.852759,867.988947,20.380302,20.969325,20.331482,21.607168,282.363549,0.995522,1251.786737,2492.492386,1252.286737,1604.007614,5.600979,-24.196991,1207829.437,1971.45294,612.659533,4325.507324,519.908904,864.964038,19.510255,20.647693,21.318796,19.97659,26.616832,0.98823
cpt1m010-fa16-20201129-0075-e91.fits,0,59183.30132,2459183.301322,2459183.305871,1.868993,45.06,20.798595,27.344195,1.35,28,46,69,0.15518,0.005016,0.014601,0.061991,0.006201,0.020564,0.024651,0.175606,0.346678,0.292634,0.311893,0.148191,0.000231,0.000177,0.000179,0.000196,0.000177,0.000182,0.000184,0.000272,0.000388,0.000349,0.000362,0.000255,670.856363,28.367452,81.421139,316.490609,34.960535,113.177881,134.168323,646.495444,892.80066,839.088212,860.505874,580.460948,9337575.53,4776.369289,2043.863538,2046.215499,2044.363538,2050.284501,5.607294,-24.244576,1449005.191,2348.984496,2028.777948,714.225622,5135.880859,616.864519,856.799629,7150,18.996096,20.229522,20.370743,20.088302,0.09957,0.999805,1934.199604,2229.945312,1934.699604,1866.554688,5.606412,-24.224787,46837.18307,1650.91498,28.370439,1063.583252,19.939333,854.395267,15.683894,20.681326,20.465455,20.897197,57.378708,0.997516,1747.470134,2226.523607,1747.970134,1869.976393,5.604934,-24.225341,136333.287,1672.968414,81.491848,1279.58606,58.039245,853.265625,19.070369,21.538759,21.327969,21.74955,63.684954,0.99896,2479.100916,1700.906498,2479.600916,2395.593502,5.610766,-24.281528,578849.3837,1804.835575,320.721395,2544.696777,246.425374,856.031243,18.963415,20.703837,20.582526,20.825148,297.957952,0.999563,1948.008088,1846.418312,1948.508088,2250.081688,5.606549,-24.266309,57899.31288,1655.868663,34.966126,1103.338867,24.648657,856.580164,20.114538,13.60713,16.191341,11.022919,9.820887,0.848477,1827.392576,1729.015149,1827.892576,2367.484851,5.605602,-24.279142,192019.3609,1693.770053,113.368022,1466.723145,81.745691,855.744644,19.152039,20.745541,20.979862,20.511221,23.232446,0.998925,1604.952856,1777.29894,1605.452856,2319.20106,5.603837,-24.274129,230180.1419,1711.562125,134.485415,1552.826172,97.991341,861.849501,19.873265,20.712713,20.966443,20.458982,11.943526,0.999282,2027.104475,2905.875748,2027.604475,1190.624252,5.607098,-24.151493,1394796.008,2019.132003,690.789907,5413.395996,593.786809,858.596943,17.845135,19.898911,20.419642,19.378179,357.843321,0.997249,2294.885042,1234.230369,2295.385042,2862.269631,5.609342,-24.332258,2403791.267,2263.388687,1062.032023,7277.590332,1023.332113,865.742922,20.593141,21.109446,20.778457,21.440435,76.015924,0.99874,2965.591512,1412.048059,2966.091512,2684.451941,5.614642,-24.312292,2113897.319,2191.92936,964.400294,6927.203613,899.919656,863.892513,19.419284,20.467308,20.019684,20.914932,293.601382,0.995859,3452.455256,1063.56746,3452.955256,3032.93254,5.618528,-24.349492,2219939.445,2216.798054,1001.417085,7312.422363,945.063472,861.494512,19.593327,20.571792,19.759241,21.384343,291.186189,0.988602,1250.321795,2492.258496,1250.821795,1604.241504,5.60098,-24.197035,1205151.491,1973.609195,610.633298,4402.166504,513.052127,861.898184,18.81358,20.652053,21.198145,20.105961,18.047663,0.995722
cpt1m010-fa16-20201129-0076-e91.fits,0,59183.30215,2459183.302149,2459183.306698,1.856361,45.06,20.367279,24.700019,1.35,28,46,69,0.154954,0.004431,0.013986,0.062257,0.006593,0.020173,0.024242,0.17608,0.346475,0.292123,0.312174,0.148074,0.000213,0.000155,0.000158,0.000176,0.000156,0.00016,0.000162,0.00025,0.000362,0.000324,0.000337,0.000234,727.35815,28.637961,88.659281,354.13362,42.330001,125.81987,149.420809,704.503653,957.781462,901.301901,925.361614,633.513453,9361062.322,4439.007419,2044.287022,2046.902017,2044.787022,2049.597983,5.607296,-24.244568,1450530.251,1916.65718,1871.867643,774.910692,5711.594238,756.802137,842.95268,7135,18.885197,18.887826,18.983305,18.792348,34.28312,0.999235,1934.256351,2229.435753,1934.756351,1867.064247,5.606411,-24.22491,41475.00658,1448.119249,28.640602,1053.442871,21.639241,841.604583,18.370985,14.748302,16.140891,13.355714,18.494722,0.945085,1748.086708,2226.86266,1748.586708,1869.63734,5.604938,-24.225371,130919.4227,1475.352241,88.737739,1307.733276,68.306124,840.733555,17.971294,19.1861,19.123713,19.248487,48.128619,0.99644,2479.083989,1701.45972,2479.583989,2395.04028,5.610765,-24.281533,582792.6773,1622.315353,359.235137,2864.499268,304.06725,843.069289,18.478734,19.173971,18.849535,19.498408,85.812286,0.998831,1948.271542,1847.234367,1948.771542,2249.265633,5.60655,-24.266286,61717.46784,1457.713948,42.338531,1113.317139,32.200577,842.949959,18.039161,14.534082,14.931093,14.137072,34.876691,0.975115,1827.569509,1729.66147,1828.069509,2366.83853,5.605603,-24.279137,188842.411,1498.221186,126.044414,1478.631714,98.526963,844.117532,19.427355,18.630055,18.280558,18.979552,58.01011,0.99269,1605.193963,1778.172998,1605.693963,2318.327002,5.603838,-24.2741,226933.2483,1514.935429,149.797308,1593.921997,118.400542,849.131274,19.140125,18.83187,18.95657,18.707169,41.533896,0.987961,2027.461596,2906.637029,2027.961596,1189.862971,5.6071,-24.151481,1401519.494,1858.425877,754.143338,6035.578125,731.231181,844.698943,17.030782,18.423157,19.098048,17.748266,2.486107,0.994606,2294.856641,1234.795036,2295.356641,2861.704964,5.609341,-24.33226,2408790.957,2121.269139,1135.542356,8206.594727,1256.766719,852.35769,20.163996,19.60263,18.962703,20.242558,85.99642,0.995662,2965.576573,1412.635666,2966.076573,2683.864334,5.614641,-24.312294,2116344.962,2046.842138,1033.956123,7979.472168,1104.185445,851.897977,18.288506,19.103426,18.482247,19.724605,288.724249,0.993304,3452.829371,1064.083749,3453.329371,3032.416251,5.61853,-24.349499,2227053.049,2071.209023,1075.243022,8340.292969,1161.946473,849.920293,19.301869,19.078515,18.045092,20.111937,284.997216,0.984445,1250.500487,2492.798829,1251.000487,1603.701171,5.60098,-24.197045,1207353.86,1808.808395,667.485768,4891.629395,629.926871,848.945298,18.510754,19.090401,19.701969,18.478834,23.963798,0.990876
cpt1m010-fa16-20201129-0077-e91.fits,0,59183.30297,2459183.302974,2459183.307523,1.843939,45.061,19.889457,26.888957,1.35,28,46,69,0.155863,0.004917,0.014271,0.061834,0.006885,0.020654,0.024218,0.17521,0.345973,0.29142,0.314036,0.148401,0.000226,0.00017,0.000173,0.00019,0.00017,0.000176,0.000177,0.000264,0.000379,0.00034,0.000357,0.000249,689.640081,28.882345,82.663806,325.778513,40.426802,117.653003,136.760807,663.452982,911.957729,856.027339,880.552827,596.54654,9367814.894,4683.16094,2044.443308,2047.420993,2044.943308,2049.079007,5.607299,-24.244464,1460098.191,2271.421816,1987.381748,734.684311,5604.093262,642.812436,832.58381,7074,18.289471,19.558496,19.528152,19.588839,292.078331,0.999981,1934.651215,2230.889276,1935.151215,1865.610724,5.606417,-24.224719,46063.51724,1594.701357,28.885357,1062.370483,20.279596,830.024798,16.350708,18.695343,19.051736,18.338949,37.325265,0.979269,1747.553482,2227.813669,1748.053482,1868.686331,5.604937,-24.225239,133691.4757,1615.90997,82.734483,1332.341064,58.858057,828.087602,17.360274,19.825633,19.002944,20.648321,277.064173,0.992701,2479.51027,1701.734018,2480.01027,2394.765982,5.610768,-24.281426,579250.101,1754.309461,330.186956,2664.022461,255.016526,832.058908,18.45244,20.297239,20.081026,20.513453,296.644535,0.99873,1948.187119,1847.48471,1948.687119,2249.01529,5.606552,-24.2662,64496.55483,1595.065099,40.435061,1092.974854,28.394794,830.449238,17.18155,18.477936,19.305305,17.650567,358.394165,0.991987,1827.258496,1729.819485,1827.758496,2366.680515,5.605604,-24.279056,193486.3689,1641.70395,117.85704,1469.627808,85.182931,831.440667,18.23728,20.101473,20.012195,20.190752,286.340784,0.999889,1604.542818,1778.165802,1605.042818,2318.334198,5.603837,-24.274044,226871.5728,1655.011504,137.081568,1564.459473,99.880864,837.560265,19.579742,19.831742,19.77597,19.887515,47.621811,0.996212,2027.245902,2906.768811,2027.745902,1189.731189,5.607099,-24.151476,1396633.779,1969.055611,709.291181,5862.687988,614.872046,833.927778,17.147875,19.215587,19.499431,18.931743,356.642554,0.999115,2295.108889,1234.790224,2295.608889,2861.709776,5.609344,-24.332156,2407931.442,2222.050385,1083.652944,7657.616699,1060.098757,841.438376,19.84503,20.643378,20.050203,21.236553,85.215282,0.996609,2965.885349,1412.712817,2966.385349,2683.787183,5.614642,-24.31218,2113928.405,2151.455734,982.557239,7217.64502,930.663072,841.111779,18.536762,20.115578,19.662315,20.568841,287.244288,0.997014,3452.26843,1064.451822,3452.76843,3032.048178,5.618522,-24.349324,2238776.34,2184.450186,1024.869486,7456.422852,985.627735,840.614253,19.001672,20.35932,19.192932,21.525709,286.642677,0.981336,1250.099793,2493.408472,1250.599793,1603.091528,5.600982,-24.196975,1210544.927,1927.880724,627.914846,4544.050293,532.945893,835.097215,18.323405,20.242705,20.553698,19.931711,22.309531,0.998137
cpt1m010-fa16-20201129-0078-e91.fits,0,59183.3038,2459183.303801,2459183.308350,1.831703,45.064,20.042693,24.524811,1.35,28,46,69,0.155105,0.00488,0.014067,0.061947,0.00648,0.020103,0.024464,0.175476,0.347886,0.291943,0.311037,0.148639,0.000209,0.00015,0.000153,0.000171,0.000151,0.000156,0.000157,0.000245,0.000357,0.000319,0.000331,0.000229,742.088335,32.600344,91.844418,361.436909,43.050069,129.199385,155.378968,717.399109,974.525609,915.909307,938.648332,648.901228,9392279.156,4377.220424,2045.315341,2047.31009,2045.815341,2049.18991,5.607294,-24.244574,1456793.067,1889.562268,1841.958785,790.893411,6312.972656,770.968542,809.498264,7160,18.444158,18.298755,18.381109,18.2164,35.440849,0.999245,1935.997592,2230.08426,1936.497592,1866.41574,5.606415,-24.224886,45830.63923,1405.670727,32.604107,1035.244385,24.254633,806.489564,16.828194,15.810565,17.066672,14.554459,30.167565,0.898218,1748.945958,2227.603119,1749.445958,1868.896881,5.604935,-24.225337,132119.6938,1437.197926,91.92867,1339.161255,69.920794,806.21858,18.298184,18.75897,18.519129,18.998811,59.189593,0.997107,2480.431174,1701.969281,2480.931174,2394.530719,5.610766,-24.281536,581824.9667,1586.753366,366.676372,2955.397461,307.915212,809.450205,18.131086,18.888884,18.561745,19.216023,282.871625,0.998522,1949.105687,1847.843614,1949.605687,2248.656386,5.606547,-24.266272,60859.15691,1413.3986,43.058736,1073.038208,32.208072,808.711457,19.098288,14.924225,14.491984,15.356465,297.202549,0.990113,1828.656235,1729.977219,1829.156235,2366.522781,5.605601,-24.279156,188814.7456,1458.769753,129.434234,1550.690796,99.925125,810.033949,18.624508,18.355891,17.976626,18.735156,62.219238,0.994665,1606.279234,1778.399525,1606.779234,2318.100475,5.603836,-24.274125,229772.54,1474.905649,155.787958,1670.716675,121.600936,813.181489,19.406415,18.285212,17.598743,18.971682,66.391334,0.987814,2028.228681,2907.128123,2028.728681,1189.371877,5.607097,-24.151467,1402089.331,1825.469138,768.070685,6751.768555,742.018061,810.135821,16.755534,17.781718,18.321064,17.242372,356.231938,0.996262,2296.214515,1235.037999,2296.714515,2861.462001,5.609341,-24.332295,2424121.175,2097.962759,1155.46435,9217.910156,1282.900922,818.627998,19.366924,18.750394,18.133582,19.367207,271.103068,0.995674,2967.059536,1413.03956,2967.559536,2683.46044,5.614643,-24.312314,2122394.494,2021.085536,1050.126012,8606.334961,1123.220193,819.138347,18.708264,18.701448,18.02274,19.380156,282.538703,0.993595,3453.62727,1064.38075,3454.12727,3032.11925,5.618527,-24.34954,2228269.224,2046.192117,1088.983388,8722.633789,1179.251545,818.615949,19.071165,18.792226,17.661928,19.922524,285.198631,0.980689,1251.613424,2493.298898,1252.113424,1603.201102,5.600979,-24.197029,1215404.932,1776.114975,684.305323,5535.136719,643.220365,811.89071,17.89014,18.407583,18.778102,18.037064,29.168436,0.994123
cpt1m010-fa16-20201129-0079-e91.fits,0,59183.30463,2459183.304625,2459183.309174,1.819648,45.06,20.319352,24.277455,1.35,28,46,69,0.155327,0.004924,0.014327,0.061787,0.006998,0.020375,0.02432,0.174741,0.348253,0.292454,0.312238,0.147751,0.000206,0.000145,0.000149,0.000167,0.000147,0.000152,0.000154,0.000241,0.000353,0.000315,0.000327,0.000225,753.930524,33.881424,95.90047,368.963231,47.715691,133.971454,157.864364,726.207661,987.632168,929.222189,953.619638,656.903871,9421937.674,4329.419541,2044.77998,2047.130772,2045.27998,2049.369228,5.607294,-24.244563,1463477.504,1851.638425,1820.924541,803.700247,6337.254395,790.368943,791.621101,7118,18.845152,17.766839,17.724491,17.809186,52.128895,0.999625,1934.997495,2229.718572,1935.497495,1866.781428,5.606411,-24.2249,46389.31584,1369.00073,33.88553,1046.44397,25.053118,787.503327,17.506195,18.329966,18.1925,18.467431,305.875941,0.997706,1748.2063,2227.718708,1748.7063,1868.781292,5.604933,-24.225302,134991.8499,1406.257116,95.993719,1304.595947,72.904001,787.442579,18.586106,17.458094,17.628004,17.288184,33.441722,0.997542,2480.093885,1701.945355,2480.593885,2394.554645,5.610767,-24.281495,582150.4833,1554.959429,374.383069,3053.145752,314.397496,790.325208,18.768697,18.288644,17.787797,18.789491,278.994533,0.996689,1948.909773,1847.724889,1949.409773,2248.775111,5.606549,-24.266253,65936.40138,1381.527734,47.727164,1081.212036,35.609761,790.533541,18.728888,16.642255,16.966453,16.318057,38.837257,0.966713,1828.25905,1730.116281,1828.75905,2366.383719,5.605602,-24.279109,191969.402,1430.195003,134.226033,1527.969116,103.675426,791.921988,19.41918,17.913294,17.982433,17.844155,7.24126,0.999936,1605.880541,1778.602722,1606.380541,2317.897278,5.603838,-24.274076,229141.1702,1447.682707,158.281348,1690.157593,123.750494,796.924627,19.104771,17.677245,17.373304,17.981186,68.727662,0.997823,2027.901476,2907.183738,2028.401476,1189.316262,5.607097,-24.151443,1401501.156,1803.170099,777.242899,6799.986328,756.897857,791.776265,16.991434,17.249779,17.731232,16.768327,354.264128,0.996761,2295.961129,1235.42724,2296.461129,2861.07276,5.609344,-24.332206,2433683.408,2079.21352,1170.482677,9954.732422,1314.340519,801.055907,19.349823,18.334121,17.578398,19.089843,271.422693,0.99321,2966.346465,1413.139094,2966.846465,2683.360906,5.614641,-24.312248,2131977.124,2000.844374,1065.538705,8965.759766,1151.400347,800.405687,19.17411,18.248913,17.605187,18.892639,287.23672,0.992695,3453.135988,1064.460165,3453.635988,3032.039835,5.618527,-24.349462,2241883.791,2024.615807,1107.313191,9251.268555,1210.756787,798.480776,18.567871,18.02544,16.966368,19.084511,286.907231,0.980134,1251.081923,2493.23103,1251.581923,1603.26897,5.600979,-24.197026,1212892.196,1751.24953,692.586736,5474.9375,655.037279,794.487176,18.747303,17.912571,18.358553,17.466589,28.017157,0.992066
