,Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_T7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_T7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_T7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10
1,coj1m011-fa12-20200604-0266-e91.fits,1,0,59005.31031,2459005.31,2459005.311393,1.667756,45.028,11.955529,18,28,42,0.342742,0.24411,0.101182,0.030257,0.08409,0.020405,0.006069,0.582884,0.474094,0.449572,0.000549,0.000471,0.000362,0.000311,0.000349,0.000302,0.000292,0.000973,0.000826,0.000795,624.641258,517.905817,279.633586,97.258312,241.074918,67.544249,20.769875,599.185949,574.04973,565.6479,2452900.558,1989.487385,2139.969596,2066.103652,2140.469596,2030.396348,2.867847,-67.68684,840712.293,1017.87602,1160.395555,724.504924,7883.289551,825.947637,357.455502,2643,12.040428,12.031146,12.338314,11.723977,336.314104,0.994323,2273.394859,1860.409125,2273.894859,2236.090875,2.870444,-67.708877,598778.0444,1049.203683,570.69762,5769.269043,588.262257,353.995771,12.045027,11.995249,12.258307,11.732191,332.242224,0.994005,2206.970799,2318.173758,2207.470799,1778.326242,2.869046,-67.659449,248189.708,864.424034,287.115696,2528.228516,243.830981,353.576092,12.167484,12.099415,12.447259,11.75157,338.109783,0.993668,2196.21409,2199.306879,2196.71409,1897.193121,2.868877,-67.672331,74217.32902,760.717029,97.562334,1018.929077,72.913918,354.807354,11.9518,11.769468,12.284606,11.254329,343.456214,0.989125,2039.393234,1789.363104,2039.893234,2307.136896,2.866013,-67.716953,206263.2487,839.083145,245.819797,2194.622559,202.640837,353.290261,11.989819,11.75898,12.073094,11.444867,332.293974,0.991155,1741.550219,2111.45162,1742.050219,1985.04838,2.860264,-67.682547,50052.47213,739.919492,67.645835,812.131226,49.173447,350.850618,11.955241,11.242171,12.219525,10.264818,359.004035,0.970184,2485.971947,2068.433934,2486.471947,2028.066066,2.874421,-67.685989,14887.6749,716.69002,20.772823,510.68573,14.626216,355.907322,11.470152,11.021783,11.940681,10.102885,357.975264,0.972442,2196.32496,2775.301936,2196.82496,1321.198064,2.868711,-67.609995,903260.5287,1185.379589,762.001082,8415.478516,887.397395,357.616071,11.948503,12.04459,12.362218,11.726963,335.732649,0.993665,3057.335309,1842.311138,3057.835309,2254.188862,2.885361,-67.70934,788894.5838,1135.162256,694.961957,7161.021973,775.039954,354.491426,11.959312,12.02996,12.31253,11.74739,331.405299,0.992492,2389.9467,851.808744,2390.4467,3244.691256,2.872976,-67.817825,760745.4455,1124.429606,676.561202,6964.488281,747.385173,357.107025,12.027523,11.84939,12.227093,11.471688,338.44421,0.99239
2,coj1m011-fa12-20200604-0267-e91.fits,2,0,59005.31115,2459005.311,2459005.312231,1.663334,44.976,12.919379,18,28,42,0.341596,0.245261,0.101248,0.030333,0.084871,0.021184,0.00622,0.585011,0.471729,0.450081,0.000547,0.000471,0.000361,0.000308,0.000348,0.0003,0.000291,0.000975,0.000822,0.000795,624.48786,520.256536,280.52258,98.542179,243.865024,70.59029,21.387117,599.84902,573.685068,566.032386,2448373.069,1984.821328,2139.574535,2066.201958,2140.074535,2030.298042,2.867845,-67.686835,836354.8861,1017.87602,1154.962071,724.140565,7305.969238,821.666755,351.111829,2568,11.865507,12.043447,12.227244,11.85965,330.108932,0.996324,2273.046437,1860.417015,2273.546437,2236.082985,2.870443,-67.70888,600490.584,1046.542182,573.785361,5480.235352,589.944721,349.797814,11.564548,11.976373,12.210488,11.742259,333.183221,0.995656,2206.590558,2318.22345,2207.090558,1778.27655,2.869044,-67.659451,247893.0981,860.529705,288.070356,2377.999756,243.53958,348.469646,11.838411,12.029213,12.266981,11.791446,333.284415,0.995601,2195.906139,2199.521604,2196.406139,1896.978396,2.868876,-67.672314,74266.07218,751.238957,98.858122,993.452148,72.961806,350.392847,11.907629,12.092042,12.225501,11.958583,323.771097,0.994638,2038.965127,1789.341117,2039.465127,2307.158883,2.86601,-67.716958,207795.0117,835.273233,248.774896,2151.339355,204.145699,347.382713,11.703602,11.984537,12.118843,11.850231,326.155692,0.996515,1741.220939,2111.436074,1741.720939,1985.063926,2.860264,-67.682554,51866.36426,733.548055,70.706157,799.349976,50.955483,347.173847,11.82213,12.056645,12.608468,11.504822,357.683155,0.991601,2485.323606,2068.414586,2485.823606,2028.085414,2.874414,-67.685998,15228.35979,711.927226,21.390332,521.02002,14.960918,349.734276,11.23713,11.687668,12.236542,11.138793,335.763103,0.980017,2195.917901,2775.440952,2196.417901,1321.059048,2.868708,-67.609992,903668.9854,1183.47657,763.571505,7886.628906,887.798679,352.46537,11.765434,12.109275,12.318025,11.900525,329.366604,0.994859,3057.123392,1842.299222,3057.623392,2254.200778,2.885361,-67.709347,784769.6609,1131.062042,693.834318,7047.421875,770.987474,349.898176,11.707516,11.944938,12.011803,11.878074,321.845609,0.997763,2389.605544,851.804979,2390.105544,3244.695021,2.872974,-67.817822,759934.4226,1122.317945,677.111532,6700.381836,746.588394,351.462498,11.826356,11.841809,11.991019,11.692598,330.939576,0.997724
3,coj1m011-fa12-20200604-0268-e91.fits,3,0,59005.31198,2459005.312,2459005.313065,1.658944,44.979,13.234569,18,28,42,0.342522,0.244269,0.101876,0.030388,0.08384,0.020584,0.005936,0.585279,0.471177,0.450393,0.000547,0.00047,0.000361,0.000308,0.000346,0.0003,0.000291,0.000975,0.000821,0.000796,625.714773,519.461218,282.44384,98.687529,242.028917,68.502843,20.402294,600.395612,573.939085,566.139719,2451973.928,1986.60001,2139.423676,2066.309533,2139.923676,2030.190467,2.867843,-67.686835,839854.0074,1017.87602,1156.965114,725.911263,7527.209473,825.104424,351.027219,2527,11.887143,12.079903,12.296253,11.863554,332.134768,0.995956,2272.874564,1860.572423,2273.374564,2235.927577,2.870441,-67.708877,598940.9655,1045.914411,572.648162,5547.208984,588.422317,348.371056,12.013558,12.053587,12.264975,11.842198,335.563636,0.997158,2206.412076,2318.294154,2206.912076,1778.205846,2.869043,-67.659454,249798.0544,860.948454,290.142869,2487.602295,245.411081,348.075982,11.903515,12.320479,12.569509,12.071449,342.039487,0.99751,2195.683,2199.445318,2196.183,1897.054682,2.868874,-67.672334,74509.97902,752.59176,99.004511,1003.735474,73.201429,349.819729,11.976468,12.244966,12.388413,12.10152,321.983887,0.990581,2038.864286,1789.510911,2039.364286,2306.989089,2.86601,-67.716952,205573.6831,832.886166,246.820864,2225.235107,201.963382,348.880609,11.920192,11.897315,12.155368,11.639262,335.316137,0.995567,1741.089918,2111.548511,1741.589918,1984.951489,2.860262,-67.68255,50470.90238,735.635265,68.608596,790.892273,49.584528,347.215258,11.775442,12.004529,12.378614,11.630443,339.324761,0.993121,2485.400212,2068.622311,2485.900212,2027.877689,2.874417,-67.685989,14555.35755,713.320235,20.405082,516.517517,14.299735,349.000712,12.067778,10.064956,9.830075,10.299837,312.484644,0.717016,2195.745118,2775.458201,2196.245118,1321.041799,2.868707,-67.609998,905259.5176,1183.884704,764.651756,8112.204102,889.361278,352.31775,12.041855,12.160211,12.419234,11.901187,335.973317,0.995942,3056.845764,1842.488648,3057.345764,2254.011352,2.885358,-67.709346,785299.0136,1131.449922,694.064314,7380.337402,771.50753,349.39343,12.033725,11.958411,12.150496,11.766326,334.94814,0.997493,2389.498386,851.906194,2389.998386,3244.593806,2.872972,-67.81783,761415.3969,1124.641135,677.029653,7107.246094,748.043359,352.469541,11.806634,11.865564,12.027486,11.703643,336.929956,0.998449
4,coj1m011-fa12-20200604-0269-e91.fits,4,0,59005.31281,2459005.313,2459005.313897,1.654623,45.032,13.164911,18,28,42,0.341971,0.24289,0.101054,0.030447,0.084357,0.021114,0.006303,0.583973,0.473943,0.448805,0.000546,0.000469,0.000361,0.000308,0.000348,0.0003,0.000292,0.000973,0.000824,0.000793,626.129596,518.205208,280.284028,98.885291,242.651183,70.363906,21.603806,600.441348,574.946686,566.15627,2453208.706,1986.508581,2139.866131,2066.553617,2140.366131,2029.946383,2.867844,-67.686833,838925.7856,1017.87602,1154.875498,726.420975,7832.526855,824.192504,352.264678,2566,11.983217,11.996867,12.119157,11.874577,326.923138,0.997458,2273.327632,1860.810526,2273.827632,2235.689474,2.870442,-67.708874,595860.6325,1043.722064,570.899718,5587.626465,585.396081,350.419325,11.897025,12.007495,12.08474,11.93025,321.684493,0.996904,2206.900567,2318.550628,2207.400567,1777.949372,2.869044,-67.659452,247907.1379,861.403429,287.794464,2495.941895,243.553373,349.074707,11.962023,12.082457,12.206703,11.958211,328.668887,0.997995,2196.127739,2199.708922,2196.627739,1896.791078,2.868874,-67.67233,74693.52045,752.929756,99.203837,1016.798584,73.381747,349.396872,11.992899,11.988883,11.972642,12.005123,313.916369,0.994868,2039.228898,1789.716948,2039.728898,2306.783052,2.866009,-67.716953,206945.0041,836.224327,247.475465,2231.378662,203.310619,348.300123,11.856699,11.902062,11.942405,11.86172,317.783852,0.995118,1741.459162,2111.810843,1741.959162,1984.689157,2.860262,-67.682549,51798.00352,734.948604,70.478403,822.19397,50.888323,346.001883,11.892078,12.220374,12.314193,12.126554,33.551902,0.998443,2486.138114,2068.584793,2486.638114,2027.915207,2.874423,-67.686015,15463.08066,715.647701,21.607113,522.562927,15.191517,350.973237,11.622446,12.453173,13.495463,11.410884,340.406292,0.954004,2196.238068,2775.759054,2196.738068,1320.740946,2.868708,-67.609994,904439.8901,1183.595267,764.146255,8143.209473,888.556045,352.890427,11.914814,11.99469,12.128852,11.860529,327.010729,0.996981,3057.270141,1842.767945,3057.770141,2253.732055,2.885357,-67.709334,788824.0223,1133.351978,696.009746,7399.443359,774.970632,348.840378,11.683374,11.991694,12.034047,11.949341,318.89795,0.997288,2389.855622,852.146562,2390.355622,3244.353438,2.872972,-67.817821,759944.794,1122.867704,676.789253,7289.597656,746.598583,352.24567,11.609962,11.71286,11.790999,11.634722,325.925538,0.998715
5,coj1m011-fa12-20200604-0270-e91.fits,5,0,59005.31366,2459005.314,2459005.314746,1.650259,44.976,13.513705,18,28,42,0.343068,0.244327,0.101638,0.030649,0.084122,0.021083,0.00584,0.584895,0.474241,0.447747,0.000548,0.00047,0.000362,0.000309,0.000346,0.0003,0.00029,0.000975,0.000825,0.000792,625.722736,519.978558,281.094137,99.171444,242.785501,70.207146,20.149797,600.028933,574.723987,565.143286,2442962.055,1979.956384,2139.628214,2066.060278,2140.128214,2030.439722,2.867847,-67.686855,838102.8812,1017.87602,1154.40026,726.007183,7452.916992,823.384052,347.160201,2546,12.244865,12.615078,12.943416,12.286739,334.514022,0.993176,2273.064235,1860.344997,2273.564235,2236.155003,2.870444,-67.708894,596881.4621,1040.982885,573.38259,5515.356445,586.398982,345.385584,12.185157,12.606264,12.918652,12.293875,332.702994,0.992691,2206.629679,2318.093379,2207.129679,1778.406621,2.869046,-67.65947,248298.3316,860.099516,288.685585,2426.328369,243.937697,343.367759,12.359715,12.736901,13.065069,12.408734,331.452924,0.991015,2195.954936,2199.314289,2196.454936,1897.185711,2.868878,-67.672342,74874.49737,752.557867,99.493342,955.221741,73.559545,344.928554,12.348043,12.84759,13.112551,12.582629,326.644009,0.989125,2039.039653,1789.309554,2039.539653,2307.190446,2.866013,-67.716966,205506.0306,829.902399,247.626746,2215.68457,201.896917,344.511573,12.246974,12.417477,12.725616,12.109339,333.758866,0.993367,1741.246474,2111.396488,1741.746474,1985.103512,2.860265,-67.68256,51503.90272,732.410592,70.321078,764.754883,50.599387,341.579174,12.258026,13.144274,13.514774,12.773773,327.76248,0.982911,2485.603503,2068.014799,2486.103503,2028.485201,2.87442,-67.686048,14267.0578,707.955277,20.152485,489.588593,14.016499,346.118831,11.702431,11.553985,11.916922,11.191049,325.121236,0.967095,2195.979446,2775.276555,2196.479446,1321.223445,2.868711,-67.610013,901559.374,1180.263691,763.86267,8095.666504,885.726116,348.206986,12.300408,12.663368,13.137945,12.188792,338.64164,0.989622,3057.138399,1842.289839,3057.638399,2254.210161,2.885363,-67.709359,785863.8852,1129.041297,696.045298,7274.697266,772.062481,345.261408,12.133978,12.616821,12.881553,12.35209,330.115159,0.993059,2389.677715,851.814318,2390.177715,3244.685682,2.872976,-67.81783,755538.7959,1119.138353,675.10759,6757.71582,742.269963,348.685392,12.192539,12.348826,12.698708,11.998944,336.250414,0.992976
6,coj1m011-fa12-20200604-0271-e91.fits,6,0,59005.3145,2459005.314,2459005.315579,1.645969,45.028,13.37681,18,28,42,0.342174,0.244925,0.101514,0.030522,0.08335,0.021035,0.006027,0.583182,0.473984,0.449428,0.000543,0.000467,0.000356,0.000303,0.000343,0.000294,0.000286,0.000966,0.000819,0.000788,630.476282,524.65538,285.424801,100.702881,243.052945,71.614527,21.103508,603.848457,578.61622,570.4636,2454101.206,1974.580982,2140.120509,2066.08087,2140.620509,2030.41913,2.867845,-67.686854,839728.7827,1017.87602,1147.799785,731.598658,8432.924805,824.981399,339.459246,2587,12.111415,11.993382,12.167034,11.81973,328.668437,0.996025,2273.534247,1860.316314,2274.034247,2236.183686,2.870442,-67.708898,601069.8405,1038.564029,578.750875,6287.533203,590.513804,336.786602,12.183476,12.096414,12.239166,11.953662,327.46456,0.996865,2207.060541,2318.18189,2207.560541,1778.31811,2.869043,-67.659462,249125.3487,849.49452,293.263044,2649.059814,244.750189,335.448652,12.26207,12.086187,12.251205,11.921168,328.058244,0.996153,2196.296046,2199.35798,2196.796046,1897.14202,2.868874,-67.672339,74904.68291,741.372988,101.035085,1026.140625,73.589201,337.406704,12.000634,12.373953,12.382763,12.365143,315.536781,0.994224,2039.518563,1789.254725,2040.018563,2307.245275,2.866011,-67.716974,204550.2051,825.337192,247.838347,2266.766602,200.957878,335.995293,12.270439,11.604539,11.733078,11.476,327.023759,0.997045,1741.754877,2111.423071,1742.254877,1985.076929,2.860264,-67.682561,51622.11554,719.635357,71.733712,894.844604,50.715524,333.675962,11.823431,12.355898,12.37829,12.333506,316.094033,0.990988,2485.814105,2068.027526,2486.314105,2028.472474,2.874413,-67.686047,14791.41627,700.79741,21.106551,506.252319,14.531648,338.611779,11.014673,12.479355,13.074155,11.884554,324.668747,0.917502,2196.442018,2775.396924,2196.942018,1321.103076,2.868709,-67.610002,903994.4878,1177.61308,767.649836,8896.831055,888.118465,340.662821,12.11476,12.054923,12.269369,11.840477,330.370865,0.995159,3057.588942,1842.266634,3058.088942,2254.233366,2.88536,-67.70936,789156.5079,1126.663472,700.436757,7834.100586,775.297278,337.704055,12.095596,11.942775,12.033124,11.852426,322.483392,0.996568,2390.143753,851.772099,2390.643753,3244.727901,2.872974,-67.817833,760950.2105,1114.82147,682.575848,7366.650391,747.586342,339.656837,12.377899,11.849207,11.982193,11.716222,327.644287,0.99724
7,coj1m011-fa12-20200604-0272-e91.fits,7,0,59005.31533,2459005.315,2459005.316416,1.64171,44.976,13.81684,18,28,42,0.341653,0.243508,0.101238,0.03084,0.08431,0.02104,0.006418,0.583606,0.473882,0.449171,0.00054,0.000463,0.000353,0.000299,0.000339,0.00029,0.000282,0.000961,0.000814,0.000783,632.617022,526.323559,286.912922,102.983076,248.454372,72.445959,22.765445,607.593713,581.872074,573.347501,2455087.151,1964.140028,2140.168389,2065.686836,2140.668389,2030.813164,2.867847,-67.686856,838787.4926,1017.87602,1143.54701,733.496293,8159.828125,824.05664,330.299587,2577,12.672703,12.360633,12.581032,12.140235,333.557489,0.99651,2273.557219,1859.968939,2274.057219,2236.531061,2.870443,-67.708895,597833.6259,1030.26138,580.273742,5838.279785,587.334424,328.290507,12.567705,12.326098,12.597425,12.054771,336.349552,0.99579,2207.154585,2317.741581,2207.654585,1778.758419,2.869046,-67.659468,248548.23,843.154375,294.783776,2704.737061,244.183206,327.200687,12.703015,12.349969,12.493692,12.206247,324.912728,0.995292,2196.305469,2198.961013,2196.805469,1897.538987,2.868875,-67.67234,75714.86865,732.71704,103.33439,990.420959,74.385158,328.233956,12.530913,12.84797,13.169231,12.526708,331.54433,0.991619,2039.515834,1788.903589,2040.015834,2307.596411,2.866012,-67.716972,206988.9656,816.482779,253.512959,2174.195557,203.353809,327.19666,12.632179,12.253136,12.364967,12.141305,325.003975,0.997154,1741.499873,2111.049827,1741.999873,1985.450173,2.86026,-67.682561,51655.01404,711.815836,72.567947,837.46582,50.747845,324.530202,12.594462,12.356912,12.719403,11.99442,14.010879,0.99559,2485.837641,2067.823733,2486.337641,2028.676267,2.874415,-67.686027,15756.20038,691.995566,22.769222,498.887299,15.479489,328.55742,11.712306,12.648583,12.202532,13.094633,305.082522,0.956901,2196.381679,2774.931419,2196.881679,1321.568581,2.868708,-67.610009,904773.2062,1170.530699,772.959827,8614.555664,888.883507,330.166376,12.501357,12.431621,12.747286,12.115956,339.165248,0.995384,3057.389088,1841.928479,3057.889088,2254.571521,2.885358,-67.709353,789358.9819,1120.737763,704.320857,7510.344727,775.496197,329.310732,12.468272,12.276645,12.474272,12.079018,333.893692,0.997241,2390.149719,851.444263,2390.649719,3245.055737,2.872976,-67.817831,760954.9629,1109.797639,685.670014,7449.616699,747.591011,331.410711,12.408678,12.100605,12.401746,11.799464,342.895326,0.996382
8,coj1m011-fa12-20200604-0273-e91.fits,8,0,59005.31617,2459005.316,2459005.317250,1.63752,44.98,13.889184,18,28,42,0.342927,0.244194,0.10164,0.030991,0.083863,0.021043,0.006657,0.585467,0.472868,0.448597,0.00054,0.000463,0.000353,0.0003,0.00034,0.00029,0.000282,0.000963,0.000812,0.000782,634.771906,527.016812,288.208147,103.329462,247.008383,72.584187,23.646404,608.017734,582.415731,574.002594,2454284.44,1961.686016,2140.075963,2066.07159,2140.575963,2030.42841,2.867844,-67.686851,841639.8874,1017.87602,1142.562156,736.625035,7956.412598,826.858941,328.22518,2651,12.515186,12.205398,12.464193,11.946604,331.599705,0.994007,2273.525486,1860.331695,2274.025486,2236.168305,2.870441,-67.708893,599322.5418,1031.38123,581.087307,5845.56543,588.797192,327.316803,12.458153,12.12365,12.450021,11.797278,337.622278,0.99426,2207.099421,2318.104925,2207.599421,1778.395075,2.869044,-67.659466,249453.4562,842.253798,296.173739,2537.408936,245.072535,325.900274,12.521893,12.291262,12.585036,11.997487,332.56677,0.993108,2196.272771,2199.26066,2196.772771,1897.23934,2.868873,-67.672345,76060.30844,733.580277,103.683688,1023.213257,74.724531,327.036359,12.600717,12.747821,13.148755,12.346888,332.836181,0.988388,2039.397093,1789.258653,2039.897093,2307.241347,2.866008,-67.716969,205823.8733,816.865313,251.967944,2272.897705,202.209178,326.168428,12.386809,11.953152,12.199303,11.707,332.700023,0.994949,1741.546401,2111.347299,1742.046401,1985.152701,2.860259,-67.682563,51645.76097,710.330642,72.706649,834.10144,50.738754,323.617274,12.296543,12.44139,12.77661,12.10617,332.035756,0.990761,2486.10596,2068.771572,2486.60596,2027.728428,2.874418,-67.685964,16337.19081,690.771946,23.650629,493.94574,16.050276,327.728184,12.879246,13.723699,13.788795,13.658604,25.010942,0.999782,2196.415721,2775.343165,2196.915721,1321.156835,2.868708,-67.610003,906295.8086,1171.998274,773.291078,8757.59668,890.379369,329.152452,12.568203,12.29347,12.623543,11.963397,337.103727,0.994077,3057.40628,1842.314204,3057.90628,2254.185796,2.885356,-67.709356,787953.855,1117.679705,704.990751,7827.643555,774.115747,327.31488,12.350918,12.156306,12.385818,11.926794,333.69322,0.996135,2390.080909,851.770055,2390.580909,3244.729945,2.872971,-67.817834,760034.7764,1106.988775,686.578576,7424.005371,746.686985,330.284703,12.497332,11.997369,12.262892,11.731846,336.368761,0.99575
9,coj1m011-fa12-20200604-0274-e91.fits,9,0,59005.31701,2459005.317,2459005.318091,1.633304,44.984,13.905462,18,28,42,0.343011,0.243705,0.101247,0.031029,0.084543,0.021047,0.006452,0.584839,0.475794,0.4463,0.000542,0.000465,0.000355,0.000302,0.000342,0.000294,0.000284,0.000965,0.000818,0.000782,632.407266,524.068505,285.566968,102.624614,247.300528,71.706807,22.68727,606.347027,581.519988,570.933376,2450935.24,1965.101188,2139.713389,2066.307199,2140.213389,2030.192801,2.867845,-67.686849,840697.8831,1017.87602,1145.799595,733.721575,7890.182617,825.93348,334.171661,2589,12.678608,12.546594,12.86855,12.224638,334.46795,0.99334,2273.160079,1860.547467,2273.660079,2235.952533,2.870442,-67.708894,597305.6257,1034.250167,577.525288,5546.882324,586.815697,332.697767,12.542697,12.493674,12.82298,12.164368,335.156218,0.99337,2206.71058,2318.33638,2207.21058,1778.16362,2.869044,-67.659464,248148.7497,845.885091,293.359881,2410.253418,243.790742,330.642486,12.726217,12.565813,12.86783,12.263796,330.731853,0.991528,2195.947899,2199.539933,2196.447899,1896.960067,2.868875,-67.672338,76049.87112,738.536206,102.973789,1032.073486,74.714277,331.996019,12.656614,12.916345,13.178073,12.654616,328.539509,0.992081,2039.11164,1789.509549,2039.61164,2306.990451,2.86601,-67.716966,207210.4863,821.253499,252.310019,2157.554443,203.571439,330.518019,12.576218,12.416597,12.58959,12.243604,327.090496,0.995374,1741.187547,2111.570236,1741.687547,1984.929764,2.86026,-67.682562,51584.86408,718.195955,71.825612,799.044373,50.678927,328.865986,12.505711,12.616466,12.782428,12.450504,322.344399,0.989239,2485.879761,2068.877995,2486.379761,2027.622005,2.874422,-67.685976,15812.88937,696.878606,22.691024,500.32077,15.535182,332.626945,12.003147,13.361492,14.190318,12.532666,348.670036,0.982064,2196.070884,2775.519077,2196.570884,1320.980923,2.86871,-67.610006,904446.8125,1172.247902,771.549099,8231.710938,888.562846,335.316347,12.575776,12.512983,12.916993,12.108972,337.117949,0.99145,3057.115479,1842.491862,3057.615479,2254.008138,2.885359,-67.709361,790177.748,1121.012176,704.878827,7581.365234,776.300583,332.029418,12.399475,12.471341,12.697621,12.245061,329.883446,0.994661,2389.726668,852.052408,2390.226668,3244.447592,2.872972,-67.817829,756310.6797,1109.409408,681.723694,6786.08252,743.028291,334.513863,12.500976,12.306252,12.601694,12.010809,336.32708,0.994984
