Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,Variance_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,Variance_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,Variance_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,Variance_T5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,Variance_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,Variance_C8
elp1m008-fa05-20201118-0373-e91.fits,1,0,59172.85776,2459172.858,2459172.860264,1.73503,33.517778,32,53,80,0.090392,0.057439,0.081708,0.05714,0.071991,0.688628,1.004769,0.100119,0.000309,0.000296,0.000304,0.000297,0.000302,0.00088,0.001283,0.000338,292.585948,194.368527,268.397236,192.1125,238.281514,782.174263,783.330263,296.468324,5581148.56,3560.863102,2003.150017,2039.07226,2003.650017,2057.42774,10.108048,74.827826,504491.6601,3216.990877,1693.941939,297.821105,1436.097168,156.820979,552.972007,9733,33.412039,28.084666,28.453378,27.715953,353.511245,0.999274,33345.88576,1863.639487,1925.314382,1864.139487,2171.185618,10.111829,74.840452,320575.8245,1636.58841,195.880542,1107.11438,99.650834,551.729566,33.639093,27.689839,29.034565,26.345113,358.291901,0.990577,13960.57197,1892.326847,1753.966322,1892.826847,2342.533678,10.110939,74.858927,456022.9087,1673.962883,272.421159,1326.655884,141.754492,553.614025,33.577714,28.441357,28.704527,28.178187,25.763967,0.999115,26248.04593,1685.088759,1709.180353,1685.588759,2387.319647,10.116638,74.864223,318907.1729,1647.485388,193.57208,1108.405029,99.132135,555.798916,33.48338,26.552741,27.588928,25.516554,10.182751,0.99309,15442.92701,1705.020016,2269.217105,1705.520016,1827.282895,10.116388,74.803586,401793.8372,1666.614785,241.083807,1245.992798,124.897413,554.064519,33.270457,26.940463,27.559793,26.321132,354.081213,0.997796,23309.01847,1450.923691,1456.539685,1451.423691,2639.960315,10.122983,74.892029,2276009.981,2160.552655,1053.438793,4214.643066,707.49656,557.068722,33.881503,28.026255,28.289806,27.762704,19.244674,0.999423,662388.8161,1936.60516,2378.593646,1937.10516,1717.906354,10.110079,74.791245,2797212.919,2274.902989,1229.596573,5133.719238,869.512232,554.381897,33.178346,27.641891,28.202,27.081782,357.041203,0.998341,1044002.085,2766.044708,1569.274984,2766.544708,2527.225016,10.086677,74.876652,507925.6606,1684.213362,301.580353,1424.921387,157.888437,543.957267,33.699693,27.568198,27.807405,27.328991,331.121842,0.998942,35178.47072
elp1m008-fa05-20201118-0374-e91.fits,2,0,59172.85911,2459172.859,2459172.861610,1.729703,37.698883,32,53,80,0.090345,0.056586,0.082733,0.057368,0.073173,0.690966,1.003412,0.099537,0.000309,0.000296,0.000307,0.000297,0.000303,0.000884,0.001282,0.000338,292.263846,191.11191,269.625761,193.144033,241.658281,781.884087,782.817733,294.710518,5575965.479,3560.339417,2002.560418,2038.683413,2003.060418,2057.816587,10.107589,74.826827,503758.4603,3216.990877,1693.363749,297.48981,1355.805786,156.593065,552.320409,9664,33.447522,28.240192,29.194566,27.285817,359.476794,0.995441,31541.6291,1863.122374,1924.904674,1863.622374,2171.595326,10.111365,74.839461,315521.7853,1638.640877,192.550906,1070.733765,98.079789,552.263531,33.718121,27.504583,29.257706,25.751461,3.654613,0.983615,13220.02892,1891.859548,1753.776966,1892.359548,2342.723034,10.110472,74.85791,461318.6433,1685.412693,273.712572,1253.295898,143.400669,553.171246,33.734986,28.77904,29.627135,27.930946,15.231889,0.995333,24932.53027,1684.667774,1708.794714,1685.167774,2387.705286,10.116169,74.863237,319880.8347,1643.534877,194.629782,1084.019775,99.434797,556.122071,33.54986,26.819925,28.496637,25.143214,9.462402,0.982664,14600.47494,1704.711489,2268.947095,1705.211489,1827.552905,10.115923,74.802587,408010.826,1668.158624,244.587547,1248.40625,126.829961,553.471387,32.935061,27.424626,28.415842,26.43341,7.86954,0.994374,22380.27563,1450.548298,1456.237034,1451.048298,2640.262966,10.12251,74.891044,2278463.257,2160.771234,1054.4676,4026.94458,708.25916,556.673746,33.900082,28.303197,29.026445,27.579948,13.818866,0.996676,623210.8449,1936.15834,2378.213838,1936.65834,1718.286162,10.109619,74.790248,2792730.461,2273.980802,1228.124028,4791.432617,868.118863,554.175857,33.105092,27.865789,28.973863,26.757715,2.367617,0.993652,977740.7891,2765.629397,1568.95822,2766.129397,2527.54178,10.086209,74.875607,504771.7606,1684.071183,299.733031,1401.851196,156.908048,543.61788,33.682561,27.888218,28.677126,27.09931,353.525372,0.996635,32209.87054
elp1m008-fa05-20201118-0375-e91.fits,3,0,59172.86045,2459172.86,2459172.862952,1.724432,33.924441,32,53,80,0.090519,0.057107,0.082102,0.05732,0.072564,0.690304,1.004033,0.09963,0.000309,0.000296,0.000306,0.000297,0.000301,0.000882,0.001281,0.000337,293.243229,193.224162,268.568894,192.869106,240.757497,782.81733,783.781691,295.689881,5575276.034,3555.32209,2002.739488,2038.960593,2003.239488,2057.539407,10.108064,74.827735,504665.8469,3216.990877,1690.622297,298.508927,1460.924683,156.875125,549.828167,9778,33.056226,27.622159,28.308881,26.935436,0.43336,0.99753,35867.42821,1863.362638,1925.25446,1863.862638,2171.24554,10.111841,74.840352,318385.7926,1635.197027,194.707908,1149.287598,98.970064,548.61118,1.301652,27.423143,28.784131,26.062155,4.125757,0.98999,14718.5062,1891.969609,1754.005082,1892.469609,2342.494918,10.110955,74.858817,457741.9458,1679.1923,272.596501,1385.703125,142.288854,550.830292,33.324387,27.961344,28.472807,27.44988,16.018196,0.998139,28359.30337,1684.97593,1709.262445,1685.47593,2387.237555,10.116648,74.864103,319574.4013,1644.369644,194.344625,1167.255737,99.339542,553.529778,33.19397,26.163522,27.308109,25.018936,8.65215,0.991634,16416.71796,1704.714815,2269.154646,1705.214815,1827.345354,10.1164,74.803481,404564.0735,1660.457434,243.646158,1340.12207,125.758539,550.920622,32.993949,26.627269,27.398064,25.856474,7.193799,0.996434,25306.31107,1450.725438,1456.556247,1451.225438,2639.943753,10.122997,74.891911,2276890.068,2157.411607,1055.380466,4505.620117,707.770135,553.212422,33.543176,27.661955,28.157634,27.166275,17.168662,0.998117,702236.7266,1936.279855,2378.486462,1936.779855,1718.013538,10.11009,74.791151,2793247.391,2272.649683,1229.070812,5674.446289,868.27955,552.12672,32.918731,27.209375,27.956194,26.462555,358.306147,0.996981,1120813.608,2765.72236,1569.274784,2766.22236,2527.225216,10.086693,74.876569,505138.5755,1679.56951,300.75479,1471.519287,157.022073,541.578166,33.364558,26.978555,27.372032,26.585078,336.193608,0.998129,37463.5434
elp1m008-fa05-20201118-0376-e91.fits,4,0,59172.8618,2459172.862,2459172.864303,1.719156,37.728639,32,53,80,0.090612,0.05643,0.082073,0.056856,0.073215,0.693948,1.000286,0.099222,0.000311,0.000298,0.000308,0.000299,0.000305,0.000891,0.001283,0.00034,291.164709,189.497386,266.45812,190.127605,240.333309,779.000927,779.553443,291.842677,5566313.558,3570.098894,2002.498111,2038.839947,2002.998111,2057.660053,10.107551,74.826855,504373.872,3216.990877,1701.789494,296.378532,1478.159302,156.784365,557.384019,9647,33.311325,27.870563,28.444765,27.296362,355.342564,0.998258,34289.84493,1862.808919,1925.081014,1863.308919,2171.418986,10.111336,74.839476,314107.9051,1645.296124,190.912688,1119.407715,97.640285,556.405633,33.502506,27.472936,29.105886,25.839985,2.51619,0.985859,14022.62326,1891.774829,1753.78202,1892.274829,2342.71798,10.11044,74.857941,456841.5303,1689.273599,270.436672,1345.371948,142.00896,558.917679,33.680548,28.206318,28.441572,27.971063,16.469385,0.999605,26975.5371,1684.704811,1708.971897,1685.204811,2387.528103,10.116132,74.863234,316476.4432,1652.125175,191.557182,1140.808228,98.376544,561.195113,33.666049,26.423591,27.683188,25.163993,3.746657,0.990795,15501.34829,1704.38418,2268.955819,1704.88418,1827.544181,10.115887,74.802619,407536.926,1675.449019,243.240422,1282.779907,126.682649,557.875737,33.117809,27.113628,27.970824,26.256432,0.511751,0.996009,24152.94489,1450.633008,1456.453833,1451.133008,2640.046167,10.122474,74.891015,2280314.087,2165.363088,1053.086247,4386.704102,708.83449,560.693625,33.874601,28.012732,28.429932,27.595532,14.227805,0.998853,670191.8586,1936.031834,2378.309888,1936.531834,1718.190112,10.109577,74.790288,2783554.485,2278.169644,1221.838107,5221.929199,865.266515,559.747838,33.128422,27.534579,28.283629,26.785529,357.232527,0.997016,1056306.07,2765.692616,1569.113377,2766.192616,2527.386623,10.086181,74.875674,502444.9855,1693.148512,296.751869,1471.479858,156.184772,551.067447,33.623414,27.432504,27.786926,27.078083,331.940721,0.997852,35124.63665
elp1m008-fa05-20201118-0377-e91.fits,5,0,59172.86315,2459172.863,2459172.865655,1.713959,30.185058,32,53,80,0.090917,0.057107,0.082617,0.057569,0.072974,0.688823,1.008602,0.098885,0.00031,0.000297,0.000308,0.000298,0.000303,0.000883,0.001292,0.000338,292.987051,192.521352,268.611313,193.117282,240.81367,779.780709,780.576789,292.420245,5568148.488,3563.795253,2002.647913,2039.113072,2003.147913,2057.386928,10.108068,74.827729,506238.217,3216.990877,1697.200717,298.278343,1461.837158,157.363896,553.800935,9778,33.510271,27.819296,28.538478,27.100114,6.006419,0.997209,35607.45821,1863.137788,1925.261735,1863.637788,2171.238265,10.111849,74.84036,317981.2279,1639.08062,193.999748,1125.250854,98.844305,553.658428,1.760565,27.2203,28.531929,25.908671,5.719915,0.990377,14937.37649,1891.953958,1754.00588,1892.453958,2342.49412,10.110957,74.858823,460021.9846,1687.094556,272.671133,1364.599121,142.997603,555.360813,1.479973,28.243925,28.669544,27.818305,17.525911,0.998645,27960.35983,1684.922398,1709.271464,1685.422398,2387.228536,10.11665,74.864106,320554.7893,1647.168803,194.609556,1145.614014,99.644295,558.184387,33.322208,26.383288,27.630489,25.136086,9.591693,0.990024,16606.64539,1704.882211,2269.292202,1705.382211,1827.207798,10.116395,74.803479,406329.2532,1667.155962,243.726,1326.251953,126.307244,555.08452,33.297066,26.827778,27.722259,25.933297,8.072353,0.995191,25207.89786,1450.652341,1456.600341,1451.152341,2639.899659,10.123,74.891906,2271089.488,2161.961035,1050.476605,4369.857422,705.967028,558.782679,33.764459,27.785339,28.217191,27.353487,20.010859,0.998353,700052.1216,1936.244167,2378.615256,1936.744167,1717.884744,10.110092,74.791153,2795997.877,2277.479785,1227.671875,5511.411133,869.134537,556.268147,33.244659,27.381521,28.115568,26.647475,2.154753,0.997113,1109318.247,2765.842937,1569.389556,2766.342937,2527.110444,10.086695,74.876563,501061.1226,1685.125193,297.343559,1474.717529,155.754599,546.904143,33.372624,27.106687,27.634178,26.579195,344.888354,0.997973,36962.5544
elp1m008-fa05-20201118-0378-e91.fits,6,0,59172.8645,2459172.864,2459172.867003,1.708812,37.651978,32,53,80,0.090502,0.057387,0.082536,0.056792,0.073004,0.68724,1.006856,0.100081,0.000311,0.000298,0.000308,0.000299,0.000305,0.000883,0.001292,0.00034,290.975681,192.420155,267.621415,189.817517,239.387667,778.391228,779.354944,294.079749,5563458.348,3566.958061,2002.359369,2038.883704,2002.859369,2057.616296,10.108084,74.827754,503502.4614,3216.990877,1700.015308,296.175251,1419.511841,156.513487,557.740347,9616,33.830611,28.015125,28.871648,27.158602,357.268215,0.996234,34067.6031,1863.166153,1925.097745,1863.666153,2171.402255,10.111855,74.84037,319267.8871,1646.547805,193.901377,1122.544922,99.244262,557.343873,33.771045,27.867951,29.511783,26.224119,0.089186,0.986179,13979.12579,1891.790179,1753.916015,1892.290179,2342.583985,10.110969,74.858818,459187.7844,1690.365041,271.650072,1347.367554,142.738292,560.222449,33.980346,28.398861,29.077474,27.720248,15.8184,0.996853,26912.5156,1684.632093,1709.162259,1685.132093,2387.337741,10.116664,74.8641,315959.3669,1652.170126,191.239003,1134.505005,98.215811,563.048794,33.888252,26.435286,27.874609,24.995962,2.590916,0.988115,15509.45849,1704.56483,2269.06173,1705.06483,1827.43827,10.116408,74.803511,406154.8416,1676.538122,242.258041,1333.429443,126.253029,559.252274,33.763061,27.198941,28.061681,26.336201,357.776973,0.995959,23741.67018,1450.44985,1456.423264,1450.94985,2640.076736,10.123008,74.891892,2266085.206,2161.817347,1048.231577,4227.472168,704.411449,563.120534,34.221523,28.126808,28.678202,27.575414,11.566388,0.998184,660583.2133,1935.995015,2378.456661,1936.495015,1718.043339,10.110105,74.791184,2791232.912,2277.347649,1225.650775,5447.964355,867.65335,559.833718,33.526758,27.738328,28.527065,26.949591,357.177285,0.996739,1050276.578,2765.538618,1569.2556,2766.038618,2527.2444,10.086721,74.876564,506140.2303,1692.165256,299.108038,1474.966675,157.333437,548.987431,34.049165,27.700124,28.101387,27.298862,336.998627,0.998261,34845.54869
elp1m008-fa05-20201118-0379-e91.fits,7,0,59172.86585,2459172.866,2459172.868350,1.703717,38.498403,32,53,80,0.090096,0.057362,0.082972,0.056935,0.072589,0.690548,1.00778,0.098402,0.00031,0.000297,0.000308,0.000298,0.000303,0.000885,0.001291,0.000338,290.812661,193.291109,269.75049,190.815179,239.84665,780.2903,780.724557,290.702868,5573613.503,3566.892979,2002.54724,2038.841979,2003.04724,2057.658021,10.108069,74.82775,502159.6743,3216.990877,1696.578569,295.983742,1508.884277,156.096083,554.630756,9570,33.769355,27.922249,28.731084,27.113413,359.474666,0.996648,35070.64871,1862.851204,1925.054708,1863.351204,2171.445292,10.111856,74.840377,319711.215,1641.336627,194.787108,1122.799561,99.382071,553.520114,33.859665,27.733327,29.496585,25.970068,5.979185,0.983241,14470.21801,1891.867304,1753.792103,1892.367304,2342.707897,10.110959,74.858846,462455.2188,1688.64303,273.862036,1374.018066,143.753973,555.660932,33.95446,28.676047,29.310366,28.041728,17.335047,0.997109,27618.71914,1684.676047,1708.955527,1685.176047,2387.544473,10.116658,74.864142,317333.2859,1650.59396,192.253997,1186.519409,98.642893,558.722539,33.72569,26.374005,27.786279,24.96173,4.061291,0.988364,16303.23565,1704.580459,2269.06262,1705.080459,1827.43738,10.116404,74.803488,404585.0565,1666.859446,242.722959,1378.748413,125.765062,555.471645,33.61419,26.994018,27.955533,26.032503,2.1081,0.99491,24799.9413,1450.398714,1456.332816,1450.898714,2640.167184,10.123009,74.891943,2276686.736,2162.445832,1052.829487,4588.539062,707.706929,558.962984,34.042103,28.000314,28.66528,27.335348,10.704634,0.9974,698014.4468,1936.063116,2378.300529,1936.563116,1718.199471,10.110096,74.791167,2797604.974,2278.558994,1227.795717,5848.779297,869.634102,556.745371,33.472494,27.654723,28.656328,26.653117,358.79587,0.994757,1098186.731,2765.613775,1569.16054,2766.113775,2527.33946,10.086694,74.876596,499321.7928,1689.592395,295.52796,1445.727661,155.213929,547.888705,33.897288,27.167553,27.866498,26.468608,343.146298,0.996179,36828.10022
elp1m008-fa05-20201118-0380-e91.fits,8,0,59172.86719,2459172.867,2459172.869695,1.698698,34.307689,32,53,80,0.091036,0.056586,0.081972,0.05707,0.073543,0.687479,1.00923,0.099267,0.000308,0.000295,0.000306,0.000296,0.000302,0.000878,0.001288,0.000337,295.110326,191.835664,268.285782,192.745569,243.710069,782.991737,783.827245,294.314401,5592831.9,3564.528511,2002.742056,2038.896307,2003.242056,2057.603693,10.108055,74.82789,509146.289,3216.990877,1694.482918,300.472955,1546.442505,158.267868,551.891109,9633,33.361454,27.833157,28.356758,27.309555,357.227766,0.998572,36617.66718,1863.24835,1925.122643,1863.74835,2171.377357,10.111836,74.840512,316474.6982,1637.340856,193.285776,1171.256226,98.376001,552.185201,1.99989,27.441861,29.088931,25.794792,4.98194,0.985252,15020.21836,1892.090623,1753.832529,1892.590623,2342.667471,10.110944,74.85898,458458.0701,1683.676013,272.295897,1402.980347,142.511461,554.12291,33.469922,28.197472,28.792091,27.602853,13.824089,0.997735,28556.01735,1685.060713,1709.071562,1685.560713,2387.428438,10.116637,74.864265,319181.3258,1643.429925,194.216572,1203.014771,99.217355,556.630606,33.491157,26.408608,27.867633,24.949583,4.428157,0.98757,16793.81468,1704.591843,2269.129405,1705.091843,1827.370595,10.116393,74.80363,411313.3475,1667.232534,246.704247,1440.074463,127.856548,553.458496,33.348291,27.1244,28.082077,26.166722,7.265396,0.994692,25887.95718,1450.640047,1456.376011,1451.140047,2640.123989,10.122992,74.892067,2278520.653,2161.121784,1054.323116,4740.992188,708.277002,557.201952,33.651729,27.794061,28.292522,27.2956,16.383298,0.998182,717839.1919,1936.256697,2378.453967,1936.756697,1718.046033,10.11008,74.791304,2809262.378,2277.683164,1233.385935,5809.164062,873.257801,554.351149,33.126744,27.397993,28.207412,26.588574,358.4926,0.996505,1146591.908,2765.893362,1569.225213,2766.393362,2527.274787,10.086682,74.87673,505048.8682,1687.476089,299.292459,1523.801758,156.994187,545.791797,33.513924,27.249792,27.696394,26.80319,343.139313,0.998448,37954.64612
elp1m008-fa05-20201118-0381-e91.fits,9,0,59172.86853,2459172.869,2459172.871037,1.693704,38.13501,32,53,80,0.090035,0.056908,0.082286,0.057473,0.072329,0.69027,1.001743,0.100335,0.000308,0.000295,0.000305,0.000296,0.000301,0.00088,0.001275,0.000337,292.385407,192.932717,269.752256,194.236315,240.025699,784.571446,785.550329,297.421511,5594540.805,3560.330938,2002.715754,2038.890681,2003.215754,2057.609319,10.108108,74.827842,503705.387,3216.990877,1692.658717,297.582367,1478.255981,156.576567,550.401317,9658,33.843591,28.041157,29.097025,26.985288,4.423745,0.994208,35156.11152,1863.266668,1925.209438,1863.766668,2171.290562,10.111886,74.840449,318376.4484,1637.708432,194.40362,1155.011475,98.967159,550.197504,33.801657,27.618315,29.1779,26.05873,3.173632,0.987169,14843.60325,1892.168982,1753.731041,1892.668982,2342.768959,10.110992,74.858929,460354.4543,1681.247759,273.817141,1343.997192,143.100951,551.988641,33.952258,28.463601,29.3032,27.624002,14.658335,0.99543,28045.16791,1684.809955,1708.982439,1685.309955,2387.517561,10.116692,74.864213,321533.0001,1642.674758,195.737469,1160.718506,99.948372,554.205991,33.870616,26.619716,28.000524,25.238907,1.828265,0.989251,16495.8137,1704.740987,2269.030688,1705.240987,1827.469312,10.116438,74.803606,404646.6162,1666.063176,242.875914,1323.138428,125.784198,551.965299,33.606009,26.946309,28.145874,25.746744,6.095041,0.991736,25341.51212,1450.760979,1456.292287,1451.260979,2640.207713,10.123032,74.892004,2284689.921,2158.922451,1058.254742,4548.417969,710.194715,554.739017,34.025409,27.972895,28.719682,27.226108,15.221826,0.99617,708676.8681,1936.366509,2378.409727,1936.866509,1718.090273,10.11013,74.791277,2799706.675,2274.205433,1231.070261,5902.932617,870.287415,553.074847,33.674868,27.645528,28.694793,26.596263,2.804711,0.994199,1110651.515,2765.998651,1569.152271,2766.498651,2527.347729,10.08674,74.876656,510144.2098,1686.119774,302.555143,2052.142822,158.578072,543.890695,33.99798,27.657455,28.277533,27.037377,349.462161,0.997693,37340.00124
elp1m008-fa05-20201118-0382-e91.fits,10,0,59172.86988,2459172.87,2459172.872382,1.688788,38.206532,32,53,80,0.090771,0.057562,0.08288,0.057413,0.073102,0.689956,1.006298,0.099097,0.000307,0.000293,0.000304,0.000294,0.000299,0.000877,0.001279,0.000335,296.024746,196.669564,273.054117,195.078422,244.128777,786.280514,787.061909,295.767342,5590168.987,3549.212463,2002.319992,2038.984669,2002.819992,2057.515331,10.108068,74.827799,507422.6627,3216.990877,1683.575413,301.395862,1474.644897,157.73208,543.531197,9716,33.322557,27.798211,28.850631,26.745791,1.986794,0.994256,37973.68458,1862.934343,1925.083773,1863.434343,2171.416227,10.111846,74.840438,321782.1315,1623.351034,198.220918,1161.927612,100.025814,542.568221,33.550191,27.312713,29.182522,25.442905,3.309192,0.981178,15832.45449,1891.755609,1753.734552,1892.255609,2342.765448,10.110953,74.858913,463312.9382,1671.088046,277.25226,1367.802368,144.020594,543.938305,33.573255,28.29796,28.992493,27.603427,18.275923,0.996271,29922.74822,1684.656146,1709.164219,1685.156146,2387.335781,10.116648,74.864184,320950.939,1632.572623,196.592136,1228.734009,99.767438,547.034679,33.462581,26.262362,27.824329,24.700396,10.928225,0.98369,17640.07659,1704.324329,2269.06374,1704.824329,1827.43626,10.116404,74.803563,408650.2367,1653.683014,247.115217,1364.465454,127.028721,544.088287,33.094845,26.830555,27.923483,25.737626,2.977117,0.993313,26839.18602,1450.195841,1456.442219,1450.695841,2640.057781,10.123002,74.891997,2282289.904,2152.969669,1060.065981,4770.481934,709.448671,546.081541,33.711557,27.710245,28.375476,27.045014,16.689693,0.996698,752104.882,1935.893512,2378.425873,1936.393512,1718.074127,10.110095,74.791226,2803858.756,2270.190937,1235.076183,5893.754883,871.578088,545.903962,33.126502,27.362037,28.354186,26.369888,1.348391,0.994743,1180092.333,2765.434389,1569.350953,2765.934389,2527.149047,10.086693,74.876612,504020.3272,1675.668171,300.787671,1474.64978,156.674466,537.928127,33.675757,27.119623,27.886255,26.352991,351.389852,0.996502,39409.23961
