Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,Variance_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,Variance_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,Variance_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,Variance_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,Variance_T5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,Variance_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,Variance_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,Variance_C8
elp1m008-fa05-20201118-0428-e91.fits,56,0,59172.93192,2459172.931916,2459172.934424,1.510264,38.600928,38.719883,1.35,30,53,80,0.090933,0.056528,0.082999,0.056896,0.071673,0.691767,1.007792,0.097885,0.000364,0.000351,0.00036,0.000353,0.000356,0.000985,0.001439,0.000396,249.833878,161.136889,230.639871,161.293649,201.205496,702.116984,700.194731,247.281448,5732593.95,4090.044707,1999.205079,2038.788824,1999.705079,2057.711176,10.108045,74.827987,521280.5954,4709.967773,2053.094096,253.900002,1463.401123,110.676043,522.749848,9536,33.565157,27.834271,28.883762,26.784781,356.406305,0.994239,29895.99321,1859.951674,1924.793065,1860.451674,2171.706935,10.111822,74.840627,324049.5257,1997.685753,162.212463,1120.970947,68.800795,522.466405,33.796666,27.530972,29.124919,25.937025,3.498659,0.986481,12315.88275,1888.775798,1753.637228,1889.275798,2342.862772,10.110933,74.859088,475802.2019,2034.843391,233.827431,1330.876953,101.020267,524.037429,33.93834,28.243662,29.072615,27.414708,8.200521,0.996262,23655.28669,1681.438322,1708.736436,1681.938322,2387.763564,10.116637,74.864377,326158.841,2008.708807,162.372386,1160.057983,69.248635,526.749649,33.821671,26.974234,28.320018,25.62845,5.591394,0.989706,13977.53291,1701.147122,2268.822598,1701.647122,1827.677402,10.116379,74.803724,410874.2623,2020.911989,203.311309,1252.250732,87.235047,523.591193,33.388311,27.081893,28.256052,25.907734,3.081161,0.992422,21042.79524,1447.403443,1456.090793,1447.903443,2640.409207,10.122986,74.892167,2344068.915,2454.205142,955.123463,4465.454102,497.68258,526.730122,34.023793,27.980947,28.802843,27.15905,9.471698,0.996149,591755.7414,1932.617836,2378.191119,1933.117836,1718.308881,10.110068,74.791405,2877420.042,2560.03703,1123.975946,5544.268555,610.921386,524.487857,33.426827,27.600289,28.669959,26.530619,357.119026,0.993949,929988.243,2762.806654,1569.47744,2763.306654,2527.02256,10.086661,74.876846,511104.994,2037.53607,250.844636,1412.759766,108.515603,517.298354,33.894656,27.51247,28.320988,26.703952,345.798858,0.995543,30677.64701
elp1m008-fa05-20201118-0429-e91.fits,57,0,59172.93326,2459172.933263,2459172.935771,1.507382,39.115119,39.091085,1.35,30,53,80,0.09116,0.057694,0.082913,0.056005,0.072382,0.690864,1.007897,0.098234,0.000366,0.000354,0.000364,0.000356,0.000358,0.000991,0.001449,0.000398,248.849498,162.937501,227.900231,157.494295,201.986442,697.210531,695.580044,246.515143,5732176.07,4116.815764,1998.944175,2038.895608,1999.444175,2057.604392,10.108053,74.827942,522547.973,4800.708416,2066.046853,252.921647,1359.53186,108.848097,519.222173,9672,34.062358,28.064585,29.15832,26.970849,2.263855,0.993905,27870.35197,1859.210153,1925.253166,1859.710153,2171.246834,10.111842,74.840537,330711.0995,2015.7357,164.064713,2078.58252,68.887979,519.254098,35.065571,28.100293,29.291188,26.909398,354.326902,0.992553,12521.08473,1888.381419,1753.719089,1888.881419,2342.780911,10.110945,74.859032,475269.1846,2057.302543,231.015699,1301.695068,98.999802,521.505532,34.32556,28.454768,29.415204,27.494332,9.015302,0.994972,21792.53983,1681.099799,1708.940725,1681.599799,2387.559275,10.116646,74.864302,321030.0611,2025.27836,158.511574,1099.190063,66.871393,523.778294,34.265102,27.004181,28.498353,25.510008,4.653055,0.987502,12829.77491,1700.583676,2268.950977,1701.083676,1827.549023,10.116391,74.80368,414907.5218,2032.406965,204.145887,1274.548218,86.426312,520.29716,33.95892,27.350578,28.592892,26.108264,1.617726,0.991755,19686.94687,1446.97747,1456.242763,1447.47747,2640.257237,10.122996,74.892082,2342089.188,2472.393953,947.296116,4341.485352,487.863245,524.16674,34.459485,28.242427,29.095864,27.38899,11.629082,0.995681,548496.9123,1932.194025,2378.336913,1932.694025,1718.163087,10.110079,74.791367,2877360.902,2575.356312,1117.267109,5289.443359,599.36173,521.554453,33.887304,27.833182,28.961241,26.705124,0.769347,0.993446,866168.3694,2762.517968,1569.604767,2763.017968,2526.895233,10.08668,74.876794,512725.9804,2050.11708,250.095951,1413.887085,106.80215,513.625762,34.295723,27.830506,28.637814,27.023199,352.000452,0.996364,28573.45473
elp1m008-fa05-20201118-0430-e91.fits,58,0,59172.93461,2459172.934606,2459172.937114,1.504531,39.031374,38.900415,1.35,30,53,80,0.090491,0.055913,0.082573,0.055551,0.072232,0.691338,1.006473,0.09846,0.000364,0.000352,0.000361,0.000353,0.000357,0.000987,0.00144,0.000396,248.509646,159.055019,228.431832,157.28658,202.35217,700.430712,698.872298,248.74281,5740860.433,4104.321089,1998.939592,2038.766394,1999.439592,2057.733606,10.108053,74.827954,519495.3922,4753.99094,2057.18588,252.527201,1384.629517,109.275638,522.184988,9807,34.047373,27.987948,28.910727,27.065169,358.25097,0.995645,28702.64252,1859.447619,1924.806307,1859.947619,2171.693693,10.111836,74.840583,320989.1157,2005.010914,160.093451,1140.890137,67.519926,522.378324,34.232775,27.702256,29.452306,25.952206,357.858562,0.984074,11984.87628,1888.38911,1753.625825,1888.88911,2342.874175,10.110945,74.859041,474042.2004,2047.340972,231.540426,1266.362793,99.714578,523.937075,34.247934,28.441505,29.326524,27.556486,9.306043,0.995696,22767.36719,1681.316404,1708.662323,1681.816404,2387.837677,10.11664,74.86433,318910.3346,2014.715059,158.29054,1103.709717,67.082655,526.924976,34.216297,26.89321,28.141207,25.645212,7.877595,0.99074,13329.07746,1700.62677,2268.76299,1701.12677,1827.73701,10.11639,74.803696,414670.9912,2027.696375,204.503493,1240.575195,87.225869,522.789731,33.929886,27.487941,28.493384,26.482499,359.345892,0.99466,20215.3318,1447.022048,1456.04443,1447.522048,2640.45557,10.122996,74.892102,2346589.644,2465.210013,951.882246,4231.314941,493.604147,527.249441,34.305101,28.166638,28.989836,27.343441,11.017652,0.99603,567986.0592,1932.17925,2378.207196,1932.67925,1718.292804,10.110079,74.791378,2879690.351,2571.299158,1119.935944,5304.31543,605.741657,523.891581,33.864522,27.766134,28.825988,26.706279,358.284418,0.994168,893565.641,2762.464756,1569.470076,2762.964756,2527.029924,10.086681,74.876813,514580.4376,2038.777045,252.396621,1431.810303,108.241779,515.89376,34.291984,27.708413,28.381009,27.035817,349.41259,0.997293,29826.7593
elp1m008-fa05-20201118-0431-e91.fits,59,0,59172.93595,2459172.935953,2459172.938461,1.501713,38.628021,38.846521,1.35,30,53,80,0.091197,0.056576,0.083208,0.055819,0.072219,0.691625,1.006362,0.098373,0.000364,0.000351,0.000363,0.000355,0.000357,0.000988,0.001442,0.000397,250.829069,161.222356,229.233804,157.155491,202.382364,699.747197,698.074971,247.928292,5721707.003,4095.340673,1998.657985,2038.829828,1999.157985,2057.670172,10.108043,74.827993,521802.6034,4740.827351,2046.510842,254.971825,1461.650513,110.065726,519.164134,9589,33.677488,27.798279,28.868107,26.728452,358.490221,0.994077,29752.81036,1859.376439,1924.938054,1859.876439,2171.561946,10.111821,74.840625,323710.4223,1994.437469,162.306629,1106.959351,68.28142,518.900755,33.731534,27.679835,29.393877,25.965792,1.865532,0.984714,12242.22621,1888.344938,1753.721351,1888.844938,2342.778649,10.110928,74.859095,476090.983,2048.733241,232.383101,1336.009155,100.423607,521.263499,34.009419,28.198365,29.027357,27.369373,8.243866,0.996247,23386.71224,1680.9411,1708.805494,1681.4411,2387.694506,10.116635,74.864387,319381.5462,2019.366744,158.159258,1140.840698,67.368314,524.371649,33.617979,26.719322,28.245344,25.193301,3.735228,0.986814,13769.31446,1700.553015,2268.844681,1701.053015,1827.655319,10.116379,74.803727,413214.5638,2020.216905,204.539702,1342.397095,87.160855,520.713664,33.594241,27.347357,28.757472,25.937243,0.727415,0.989414,20749.13315,1446.921034,1456.117073,1447.421034,2640.382927,10.122985,74.892186,2339333.636,2458.768534,951.424912,4527.483398,493.444174,524.140992,34.047822,27.951709,28.863745,27.039674,8.3693,0.995366,586246,1932.070384,2378.22224,1932.570384,1718.27776,10.110067,74.791404,2869924.92,2564.419846,1119.132237,5538.287598,605.363728,522.082586,33.478464,27.548402,28.71367,26.383135,357.88376,0.99283,919870.3393,2762.303942,1569.555903,2762.803942,2526.944097,10.086654,74.876857,512448.4465,2037.160617,251.55034,1487.417725,108.092619,513.357034,33.835845,27.493184,28.332037,26.654331,350.721294,0.995864,30593.82993
elp1m008-fa05-20201118-0432-e91.fits,60,0,59172.93731,2459172.937307,2459172.939815,1.498927,38.505124,38.501087,1.35,30,53,80,0.089834,0.056172,0.082872,0.055885,0.072751,0.691603,1.003505,0.09924,0.000356,0.000343,0.000354,0.000346,0.000351,0.000972,0.001413,0.000389,252.011447,163.552525,234.030502,161.579673,207.142151,711.341362,710.308729,255.380051,5720778.481,4025.440802,1998.568693,2038.912767,1999.068693,2057.587233,10.10807,74.827985,513917.9799,4656.888765,2006.945588,256.069713,1452.006958,110.356507,507.74796,9752,33.580783,27.798793,28.806276,26.791309,6.016746,0.994522,29222.80418,1859.271426,1925.248923,1859.771426,2171.251077,10.111846,74.840592,321348.5385,1951.748629,164.646478,1104.71167,69.004985,506.652907,33.789362,27.606529,29.147446,26.065612,6.328145,0.986991,12127.61687,1888.053979,1753.811362,1888.553979,2342.688638,10.110957,74.859078,474091.87,1998.113127,237.269784,1347.194092,101.804422,508.478006,33.750841,28.069349,28.848125,27.290573,15.641601,0.995791,23428.96916,1680.788781,1709.007208,1681.288781,2387.492792,10.116657,74.864363,319705.4633,1965.794059,162.634261,1118.238281,68.652158,511.329538,33.452916,26.572776,28.004126,25.141426,7.756773,0.987572,13718.24691,1700.22399,2268.984225,1700.72399,1827.515775,10.116412,74.803734,416193.745,1987.760687,209.378195,1319.859497,89.371631,507.885972,33.44076,27.124438,28.136549,26.112326,4.773178,0.994289,20703.18104,1446.693246,1456.20742,1447.193246,2640.29258,10.123005,74.892171,2338910.348,2422.072503,965.664878,4495.110352,502.247416,511.921478,33.974787,27.828347,28.611861,27.044833,16.172164,0.995565,582710.3936,1931.845591,2378.373573,1932.345591,1718.126427,10.1101,74.791406,2865393.769,2523.53509,1135.468169,5529.014648,615.302171,509.149468,33.333228,27.470086,28.533226,26.406945,4.246037,0.993893,912351.4564,2761.979563,1569.393189,2762.479563,2527.106811,10.086691,74.87683,516474.3643,1992.36269,259.227081,1818.503052,110.905454,501.759958,34.090298,27.333632,28.066983,26.600281,359.038154,0.997122,31170.36501
elp1m008-fa05-20201118-0433-e91.fits,61,0,59172.93865,2459172.938651,2459172.941159,1.496202,38.343958,38.879426,1.35,30,53,80,0.091503,0.055439,0.082824,0.057085,0.07313,0.689863,1.009916,0.098053,0.00036,0.000347,0.000356,0.000349,0.000352,0.000978,0.001435,0.000392,254.488644,159.931559,232.450984,163.380424,207.934938,705.450563,703.895586,250.291144,5723346.282,4061.06104,1998.318942,2038.852446,1998.818942,2057.647554,10.108097,74.827981,523701.4904,4748.862054,2024.029273,258.742053,1797.090576,110.279365,503.730068,9567,33.496253,27.684522,28.950607,26.418436,355.498342,0.99146,30557.14478,1858.951039,1925.002822,1859.451039,2171.497178,10.111874,74.840595,317294.3594,1971.12245,160.97141,1091.649658,66.814819,503.667496,33.478015,27.169699,29.195835,25.143563,358.609358,0.977949,12343.3605,1887.787508,1753.722238,1888.287508,2342.777762,10.110985,74.859052,474028.9932,2011.334388,235.678859,1347.206543,99.819491,505.193228,33.745283,27.987051,29.053323,26.920779,4.368683,0.994074,23971.87665,1680.59357,1708.832031,1681.09357,2387.667969,10.116681,74.864336,326714.5029,1986.233416,164.489481,1140.986328,68.798482,507.925571,33.577067,26.716285,28.546516,24.886054,359.114042,0.981385,14184.14544,1700.009761,2268.91224,1700.509761,1827.58776,10.116431,74.803738,418550.747,1990.863183,210.235817,1332.729126,88.137062,504.278485,33.37485,27.128604,28.424264,25.832944,356.568989,0.990786,21316.84304,1446.492525,1456.125975,1446.992525,2640.374025,10.123026,74.892107,2336476.028,2440.205589,957.491467,4695.410156,492.007559,509.25088,33.875313,27.812921,28.889349,26.736492,4.636824,0.993867,596235.5986,1931.621031,2378.296936,1932.121031,1718.203064,10.110122,74.791427,2875791.934,2547.10408,1129.043747,5997.383301,605.574957,505.964429,33.042741,27.397242,28.7741,26.020385,355.577929,0.989705,940731.1365,2761.994973,1569.724654,2762.494973,2526.775346,10.086731,74.876775,511078.3198,2012.42994,253.960801,1459.488647,107.621218,497.910623,33.657014,27.307501,28.562603,26.0524,351.514017,0.990802,31123.30322
elp1m008-fa05-20201118-0434-e91.fits,62,0,59172.94,2459172.939997,2459172.942505,1.493506,34.679114,38.452469,1.35,30,53,80,0.090603,0.057081,0.083025,0.056731,0.072163,0.68989,1.003779,0.099882,0.000353,0.000341,0.000351,0.000343,0.000346,0.000965,0.001406,0.000386,256.429354,167.193016,236.698934,165.578462,208.570222,714.606822,713.939902,258.873166,5711997.019,3998.712977,1998.531844,2038.918874,1999.031844,2057.581126,10.108033,74.828019,517525.6529,4645.134924,1985.414663,260.663761,1396.683838,111.412405,497.54321,9671,1.178628,27.873151,28.624611,27.121691,339.324808,0.994848,29922.38937,1859.065644,1925.072829,1859.565644,2171.427171,10.111817,74.840645,326046.1317,1936.714364,168.350139,1090.000244,70.190885,496.263114,34.043514,27.757112,29.137608,26.376616,349.190731,0.988608,12434.86024,1887.897782,1753.796346,1888.397782,2342.703654,10.110928,74.859124,474241.3499,1975.865894,240.016972,1290.008179,102.094203,498.537773,34.022749,28.187536,28.906885,27.468187,348.077285,0.99689,23883.35207,1680.624551,1708.805574,1681.124551,2387.694426,10.116632,74.864421,324046.3586,1943.864181,166.70216,1097.806641,69.760376,501.680309,33.99143,27.035853,27.9757,26.096006,347.867419,0.994198,13982.88395,1700.112077,2268.912188,1700.612077,1827.587812,10.116378,74.803752,412193.5947,1955.102306,210.829681,1238.341187,88.736625,498.181988,33.661448,27.117562,27.918752,26.316372,342.388619,0.994777,21379.65579,1446.557193,1456.12343,1447.057193,2640.37657,10.122985,74.892219,2331896.621,2407.77582,968.485771,4386.650879,502.008372,501.745122,34.348687,27.937167,28.547417,27.326916,346.950609,0.997636,595577.7716,1931.698892,2378.305973,1932.198892,1718.194027,10.110063,74.791429,2861384.864,2509.58164,1140.184012,5492.128418,615.996071,499.695667,33.671124,27.584027,28.473807,26.694247,341.692623,0.993553,935626.9194,2762.077718,1569.729749,2762.577718,2526.770251,10.086647,74.876885,518715.5345,1973.403423,262.853266,1416.854736,111.668561,490.823177,34.171378,27.628197,28.281702,26.974692,332.219743,0.99301,31311.41294
elp1m008-fa05-20201118-0435-e91.fits,63,0,59172.94134,2459172.941336,2459172.943845,1.49085,33.650492,38.039988,1.35,30,53,80,0.090571,0.056418,0.082461,0.056735,0.072318,0.693078,1.001972,0.099079,0.000349,0.000338,0.000347,0.000338,0.000342,0.000961,0.001391,0.000382,259.627224,167.082219,237.790035,167.734252,211.210723,721.290749,720.274837,259.39267,5722204.338,3971.403433,1998.233472,2039.015876,1998.733472,2057.484124,10.108033,74.827961,518267.2399,4546.012492,1963.523454,263.947568,1471.604858,114.004799,499.221551,9531,33.236291,27.401126,28.368504,26.433749,351.716212,0.994587,31722.42192,1858.807732,1925.129944,1859.307732,2171.370056,10.111816,74.840594,322833.6452,1919.149428,168.217045,1121.290771,71.014685,499.122085,1.573017,27.211738,28.818565,25.60491,357.92614,0.986077,13200.62457,1887.76184,1753.940124,1888.26184,2342.559876,10.110922,74.859064,471861.2975,1957.151197,241.095986,1370.127808,103.796745,501.089361,33.334368,27.648042,28.365396,26.930688,359.834038,0.997311,24996.09283,1680.426551,1708.886211,1680.926551,2387.613789,10.116629,74.864373,324651.9035,1922.353648,168.882507,1193.398071,71.414653,503.416804,33.28454,26.406391,27.811767,25.001015,3.081258,0.988603,14709.92487,1700.045471,2268.857594,1700.545471,1827.642406,10.116373,74.803712,413817.0603,1938.097124,213.517194,1295.140747,91.02858,499.708341,33.109194,26.687526,27.805458,25.569594,353.084203,0.992582,22403.81071,1446.42952,1456.211938,1446.92952,2640.288062,10.122979,74.892175,2342441.041,2390.8969,979.733188,4724.616699,515.27378,503.331838,33.590705,27.412665,28.247743,26.577587,3.316822,0.996245,633671.4891,1931.511222,2378.346791,1932.011222,1718.153209,10.110061,74.791374,2863921.121,2493.605986,1148.505874,5794.548828,629.985317,502.062429,33.090861,27.01771,28.113298,25.922121,354.300819,0.993178,987279.8826,2762.005213,1569.764669,2762.505213,2526.735331,10.086637,74.876825,515842.1748,1958.975862,263.322374,1485.761841,113.47135,494.641119,33.305845,27.065225,27.891423,26.239026,347.16274,0.99542,33192.59977
elp1m008-fa05-20201118-0436-e91.fits,64,0,59172.94268,2459172.942681,2459172.945190,1.488238,29.724712,38.257971,1.35,30,53,80,0.090389,0.05686,0.082601,0.05624,0.072342,0.6899,1.007715,0.098695,0.000346,0.000333,0.000344,0.000335,0.00034,0.00095,0.00139,0.000378,261.116238,170.699494,240.28487,167.865115,213.032929,726.100471,724.794479,260.979509,5734397.376,3952.651122,1998.059093,2039.148295,1998.559093,2057.351705,10.108101,74.827916,518327.8425,4598.262329,1952.629552,265.451192,1452.133057,112.722547,485.589248,9667,33.192901,27.211209,28.3957,26.026718,353.828888,0.992088,31746.86685,1858.652917,1925.300004,1859.152917,2171.199996,10.111883,74.840543,326055.5032,1896.846034,171.8935,1108.735962,70.908417,484.440442,1.734374,27.161917,28.989021,25.334813,354.921872,0.981488,13074.51648,1887.614136,1753.980013,1888.114136,2342.519987,10.110989,74.859023,473665.606,1944.041171,243.649987,1340.153442,103.009696,486.131479,33.52826,27.724079,28.752909,26.695249,359.266693,0.994503,24886.14744,1680.439452,1709.049099,1680.939452,2387.450901,10.116689,74.864317,322504.5033,1908.308056,169.000232,1129.862549,70.136169,488.986124,2.120875,26.381895,27.961745,24.802045,356.450152,0.985537,14632.15428,1700.020842,2269.139747,1700.520842,1827.360253,10.116436,74.803657,414837.2389,1926.183185,215.367491,1312.20813,90.216088,485.771918,33.120016,26.724256,28.005546,25.442965,351.845712,0.990064,22246.02062,1446.302243,1456.392819,1446.802243,2640.107181,10.123042,74.892112,2341062.267,2376.252724,985.190777,4598.589844,509.118902,489.121103,33.71725,27.442113,28.479121,26.405106,359.050676,0.994298,628378.2094,1931.426695,2378.536551,1931.926695,1717.963449,10.110127,74.791332,2878216.308,2489.254067,1156.256545,5903.860352,625.935647,487.382496,33.212052,27.068608,28.321149,25.816067,350.950891,0.990561,989014.4135,2761.839796,1570.0101,2762.339796,2526.4899,10.08671,74.876754,515118.8011,1944.347725,264.931419,1436.954834,112.024666,481.144064,33.521479,26.88173,27.808711,25.954748,341.163693,0.992426,33175.10964
elp1m008-fa05-20201118-0437-e91.fits,65,0,59172.94403,2459172.944029,2459172.946538,1.485644,32.590948,37.882999,1.35,30,53,80,0.090323,0.056247,0.082295,0.057288,0.072036,0.69017,1.002433,0.100169,0.000338,0.000325,0.000334,0.000326,0.00033,0.000933,0.001356,0.000369,267.261645,173.147528,246.346379,175.551531,218.514127,739.473245,739.250006,271.435061,5736826.229,3879.19298,1997.989704,2039.556345,1998.489704,2056.943655,10.108032,74.827962,518164.7905,4508.567455,1906.86916,271.735891,1463.314941,114.92892,468.669811,9624,32.679089,26.85886,28.090173,25.627547,2.446488,0.991567,33830.16106,1858.498379,1925.675906,1858.998379,2170.824094,10.111817,74.840589,322678.8028,1850.789004,174.346618,1076.579956,71.57014,468.200934,32.590649,26.751361,28.683621,24.819101,4.915993,0.978727,13671.91471,1887.03019,1754.100325,1887.53019,2342.399675,10.110936,74.859099,472110.4351,1889.673783,249.837003,2196.440674,104.714067,469.191176,1.779432,27.142949,28.248066,26.037831,9.603336,0.992589,26366.8776,1680.121908,1709.551568,1680.621908,2386.948432,10.11663,74.864345,328654.0081,1858.885665,176.801626,1137.682129,72.89544,471.123288,32.731411,25.90597,27.593956,24.217985,5.562618,0.98251,15676.48277,1699.602843,2269.382537,1700.102843,1827.117463,10.116375,74.803711,413256.0793,1870.451285,220.939237,1306.057251,91.660174,468.237226,32.542555,26.265774,27.706592,24.824956,2.337786,0.987956,23749.4358,1446.058074,1456.816096,1446.558074,2639.683904,10.122983,74.892143,2342596.631,2340.171394,1001.03635,4695.252441,519.587797,471.940839,33.100089,27.074377,28.220892,25.927862,9.514935,0.992002,663965.4082,1931.241674,2378.991288,1931.741674,1717.508712,10.110058,74.791369,2871898.683,2446.155053,1174.046052,5708.996094,636.986961,469.892268,32.484073,26.699157,28.125905,25.272409,1.198046,0.988623,1043362.027,2761.662094,1570.439726,2762.162094,2526.060274,10.086646,74.876824,522330.9156,1894.217906,275.750173,1950.286621,115.852967,462.968686,33.095576,26.748206,27.82264,25.673772,352.660044,0.993125,35320.64539
elp1m008-fa05-20201118-0438-e91.fits,66,0,59172.94538,2459172.945375,2459172.947884,1.483101,29.42475,37.793493,1.35,30,53,80,0.09064,0.056602,0.082002,0.056404,0.072774,0.693327,1.00286,0.098707,0.000335,0.000322,0.000332,0.000324,0.000329,0.000932,0.00135,0.000366,270.768377,175.655459,247.089904,173.896992,221.322299,743.69071,743.011435,269.566793,5735157.826,3858.264649,1997.817798,2039.103285,1998.317798,2057.396715,10.108052,74.827938,519832.5831,4487.287886,1887.72249,275.375531,1522.048096,115.845606,464.466169,9572,33.201067,27.181463,28.239728,26.123199,346.764101,0.992456,32948.08922,1858.454489,1925.268286,1858.954489,2171.231714,10.111833,74.840562,324619.5366,1835.098325,176.894901,1167.874756,72.342035,463.425314,33.303841,26.997919,28.511685,25.484153,349.735448,0.985751,13501.33441,1887.367217,1754.066998,1887.867217,2342.433002,10.110942,74.859031,470294.7483,1876.854414,250.576041,1381.936768,104.806012,466.666848,1.502848,27.359182,28.179526,26.538838,352.133452,0.996125,26262.81796,1679.989695,1709.065435,1680.489695,2387.434565,10.116648,74.86433,323487.1531,1847.449434,175.099327,1148.404175,72.089681,469.024832,1.590746,26.063785,27.564233,24.563338,355.833243,0.986548,15358.57864,1699.562833,2269.106389,1700.062833,1827.393611,10.116392,74.803673,417371.2979,1864.787439,223.81709,1325.673462,93.011928,464.773686,33.189578,26.653636,27.732194,25.575077,348.464814,0.992287,23211.9826,1445.999606,1456.398297,1446.499606,2640.101703,10.122997,74.892124,2348240.676,2327.96402,1008.710038,4862.005859,523.309566,469.028179,33.560603,27.294104,28.103933,26.484275,351.724527,0.996174,656333.1365,1931.093038,2378.560487,1931.593038,1717.939513,10.110079,74.791344,2871673.714,2433.917038,1179.85686,6137.526855,639.957539,467.097454,33.05174,26.907483,27.972864,25.842103,345.459254,0.991815,1026060.616,2761.587716,1569.944572,2762.087716,2526.555428,10.086662,74.876792,515243.4356,1882.242671,273.739111,1496.379272,114.822906,459.276373,33.406627,26.793679,27.657276,25.930083,336.164762,0.990855,34071.80374
