Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_T7,rel_flux_T8,rel_flux_T9,rel_flux_T10,rel_flux_T11,rel_flux_T12,rel_flux_T13,rel_flux_T14,rel_flux_T15,rel_flux_T16,rel_flux_T17,rel_flux_T18,rel_flux_C19,rel_flux_C20,rel_flux_C21,rel_flux_C22,rel_flux_C23,rel_flux_C24,rel_flux_C25,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_T7,rel_flux_err_T8,rel_flux_err_T9,rel_flux_err_T10,rel_flux_err_T11,rel_flux_err_T12,rel_flux_err_T13,rel_flux_err_T14,rel_flux_err_T15,rel_flux_err_T16,rel_flux_err_T17,rel_flux_err_T18,rel_flux_err_C19,rel_flux_err_C20,rel_flux_err_C21,rel_flux_err_C22,rel_flux_err_C23,rel_flux_err_C24,rel_flux_err_C25,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_T7,rel_flux_SNR_T8,rel_flux_SNR_T9,rel_flux_SNR_T10,rel_flux_SNR_T11,rel_flux_SNR_T12,rel_flux_SNR_T13,rel_flux_SNR_T14,rel_flux_SNR_T15,rel_flux_SNR_T16,rel_flux_SNR_T17,rel_flux_SNR_T18,rel_flux_SNR_C19,rel_flux_SNR_C20,rel_flux_SNR_C21,rel_flux_SNR_C22,rel_flux_SNR_C23,rel_flux_SNR_C24,rel_flux_SNR_C25,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,X(IJ)_T8,Y(IJ)_T8,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Source_SNR_T8,Peak_T8,Mean_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,X-Width_T8,Y-Width_T8,Angle_T8,Roundness_T8,X(IJ)_T9,Y(IJ)_T9,X(FITS)_T9,Y(FITS)_T9,RA_T9,DEC_T9,Source-Sky_T9,Source_Error_T9,Source_SNR_T9,Peak_T9,Mean_T9,Sky/Pixel_T9,FWHM_T9,Width_T9,X-Width_T9,Y-Width_T9,Angle_T9,Roundness_T9,X(IJ)_T10,Y(IJ)_T10,X(FITS)_T10,Y(FITS)_T10,RA_T10,DEC_T10,Source-Sky_T10,Source_Error_T10,Source_SNR_T10,Peak_T10,Mean_T10,Sky/Pixel_T10,FWHM_T10,Width_T10,X-Width_T10,Y-Width_T10,Angle_T10,Roundness_T10,X(IJ)_T11,Y(IJ)_T11,X(FITS)_T11,Y(FITS)_T11,RA_T11,DEC_T11,Source-Sky_T11,Source_Error_T11,Source_SNR_T11,Peak_T11,Mean_T11,Sky/Pixel_T11,FWHM_T11,Width_T11,X-Width_T11,Y-Width_T11,Angle_T11,Roundness_T11,X(IJ)_T12,Y(IJ)_T12,X(FITS)_T12,Y(FITS)_T12,RA_T12,DEC_T12,Source-Sky_T12,Source_Error_T12,Source_SNR_T12,Peak_T12,Mean_T12,Sky/Pixel_T12,FWHM_T12,Width_T12,X-Width_T12,Y-Width_T12,Angle_T12,Roundness_T12,X(IJ)_T13,Y(IJ)_T13,X(FITS)_T13,Y(FITS)_T13,RA_T13,DEC_T13,Source-Sky_T13,Source_Error_T13,Source_SNR_T13,Peak_T13,Mean_T13,Sky/Pixel_T13,FWHM_T13,Width_T13,X-Width_T13,Y-Width_T13,Angle_T13,Roundness_T13,X(IJ)_T14,Y(IJ)_T14,X(FITS)_T14,Y(FITS)_T14,RA_T14,DEC_T14,Source-Sky_T14,Source_Error_T14,Source_SNR_T14,Peak_T14,Mean_T14,Sky/Pixel_T14,FWHM_T14,Width_T14,X-Width_T14,Y-Width_T14,Angle_T14,Roundness_T14,X(IJ)_T15,Y(IJ)_T15,X(FITS)_T15,Y(FITS)_T15,RA_T15,DEC_T15,Source-Sky_T15,Source_Error_T15,Source_SNR_T15,Peak_T15,Mean_T15,Sky/Pixel_T15,FWHM_T15,Width_T15,X-Width_T15,Y-Width_T15,Angle_T15,Roundness_T15,X(IJ)_T16,Y(IJ)_T16,X(FITS)_T16,Y(FITS)_T16,RA_T16,DEC_T16,Source-Sky_T16,Source_Error_T16,Source_SNR_T16,Peak_T16,Mean_T16,Sky/Pixel_T16,FWHM_T16,Width_T16,X-Width_T16,Y-Width_T16,Angle_T16,Roundness_T16,X(IJ)_T17,Y(IJ)_T17,X(FITS)_T17,Y(FITS)_T17,RA_T17,DEC_T17,Source-Sky_T17,Source_Error_T17,Source_SNR_T17,Peak_T17,Mean_T17,Sky/Pixel_T17,FWHM_T17,Width_T17,X-Width_T17,Y-Width_T17,Angle_T17,Roundness_T17,X(IJ)_T18,Y(IJ)_T18,X(FITS)_T18,Y(FITS)_T18,RA_T18,DEC_T18,Source-Sky_T18,Source_Error_T18,Source_SNR_T18,Peak_T18,Mean_T18,Sky/Pixel_T18,FWHM_T18,Width_T18,X-Width_T18,Y-Width_T18,Angle_T18,Roundness_T18,X(IJ)_C19,Y(IJ)_C19,X(FITS)_C19,Y(FITS)_C19,RA_C19,DEC_C19,Source-Sky_C19,Source_Error_C19,Source_SNR_C19,Peak_C19,Mean_C19,Sky/Pixel_C19,FWHM_C19,Width_C19,X-Width_C19,Y-Width_C19,Angle_C19,Roundness_C19,X(IJ)_C20,Y(IJ)_C20,X(FITS)_C20,Y(FITS)_C20,RA_C20,DEC_C20,Source-Sky_C20,Source_Error_C20,Source_SNR_C20,Peak_C20,Mean_C20,Sky/Pixel_C20,FWHM_C20,Width_C20,X-Width_C20,Y-Width_C20,Angle_C20,Roundness_C20,X(IJ)_C21,Y(IJ)_C21,X(FITS)_C21,Y(FITS)_C21,RA_C21,DEC_C21,Source-Sky_C21,Source_Error_C21,Source_SNR_C21,Peak_C21,Mean_C21,Sky/Pixel_C21,FWHM_C21,Width_C21,X-Width_C21,Y-Width_C21,Angle_C21,Roundness_C21,X(IJ)_C22,Y(IJ)_C22,X(FITS)_C22,Y(FITS)_C22,RA_C22,DEC_C22,Source-Sky_C22,Source_Error_C22,Source_SNR_C22,Peak_C22,Mean_C22,Sky/Pixel_C22,FWHM_C22,Width_C22,X-Width_C22,Y-Width_C22,Angle_C22,Roundness_C22,X(IJ)_C23,Y(IJ)_C23,X(FITS)_C23,Y(FITS)_C23,RA_C23,DEC_C23,Source-Sky_C23,Source_Error_C23,Source_SNR_C23,Peak_C23,Mean_C23,Sky/Pixel_C23,FWHM_C23,Width_C23,X-Width_C23,Y-Width_C23,Angle_C23,Roundness_C23,X(IJ)_C24,Y(IJ)_C24,X(FITS)_C24,Y(FITS)_C24,RA_C24,DEC_C24,Source-Sky_C24,Source_Error_C24,Source_SNR_C24,Peak_C24,Mean_C24,Sky/Pixel_C24,FWHM_C24,Width_C24,X-Width_C24,Y-Width_C24,Angle_C24,Roundness_C24,X(IJ)_C25,Y(IJ)_C25,X(FITS)_C25,Y(FITS)_C25,RA_C25,DEC_C25,Source-Sky_C25,Source_Error_C25,Source_SNR_C25,Peak_C25,Mean_C25,Sky/Pixel_C25,FWHM_C25,Width_C25,X-Width_C25,Y-Width_C25,Angle_C25,Roundness_C25
cpt1m010-fa16-20201227-0182-e91.fits,0,59211.49092,2459211.491,2459211.489646,1.673759,60.076,13.252199,23.351559,1.35,21,37,56,0.057449,0.07633,0.084261,0.085598,0.053335,0.023773,0.043653,0.018795,0.034604,0.00612,0.015142,0.016531,0.012586,0.021358,0.024339,0.034604,0.013405,0.028259,0.166406,0.116643,0.125262,0.132938,0.125676,0.173205,0.360434,0.000181,0.000189,0.000197,0.000194,0.000183,0.000169,0.000174,0.000162,0.00017,0.000158,0.000161,0.000162,0.000161,0.000164,0.000165,0.00017,0.00016,0.000167,0.000263,0.000229,0.000234,0.00024,0.000234,0.000267,0.000413,317.418548,402.990262,428.675573,440.130504,292.219501,140.597322,250.517168,115.919982,203.359619,38.716592,93.825841,101.740999,78.207119,130.40776,147.134226,203.359619,83.537168,169.185117,633.525822,508.635805,534.31608,554.770928,538.132271,649.222281,871.776031,7382729.76,4075.340485,2021.668221,2080.061027,2022.168221,2016.438973,12.181749,-75.131908,424133.8146,1713.095712,1315.525851,322.406294,2715.008545,247.583256,557.170848,4472,13.008798,16.867083,17.133504,16.600661,27.254167,0.997041,1789.509178,2169.663548,1790.009178,1926.836452,12.175203,-75.122343,563523.6012,1363.316845,413.347494,3382.977539,328.950448,557.013622,13.069109,17.23692,17.498941,16.974898,33.488876,0.99396,1728.394983,2043.746036,1728.894983,2052.753964,12.1735,-75.136013,622074.2047,1409.939709,441.206245,3599.14624,363.128692,568.321228,13.542424,17.081798,17.268618,16.894977,31.189399,0.997775,1647.726393,2007.223295,1648.226393,2089.276705,12.171233,-75.140005,631943.9787,1392.789556,453.725386,3564.28125,368.890059,561.904782,13.487163,17.162648,17.563314,16.761982,27.767288,0.9932,1754.992425,1983.399321,1755.492425,2113.100679,12.174256,-75.142537,393760.3158,1329.834831,296.097159,2391.974609,229.853074,569.346291,13.423986,17.727916,18.119054,17.336778,20.6997,0.996543,1759.026674,2077.225391,1759.526674,2019.274609,12.174358,-75.132372,175509.0917,1244.545081,141.022687,1485.286255,102.451422,563.554599,13.59328,17.154377,17.585665,16.72309,27.539748,0.992294,2038.512365,2309.074747,2039.012365,1787.425253,12.182181,-75.107089,322278.5214,1274.092679,252.947471,1866.998779,188.126395,559.069805,14.786799,18.63179,18.356932,18.906648,51.20366,0.981152,2072.75441,1977.531516,2073.25441,2118.968484,12.183206,-75.142978,138756.1182,1194.546014,116.158035,1351.03418,80.997295,555.002322,12.806697,16.376314,16.70361,16.049018,13.858573,0.997963,2000.122862,1873.964294,2000.622862,2222.535706,12.181179,-75.154248,255473.4264,1248.323761,204.653179,1837.37561,149.129686,556.262056,13.420169,16.996044,17.169656,16.822432,34.353698,0.996835,2062.405149,2124.489178,2062.905149,1972.010822,12.182887,-75.127067,45179.68268,1166.666833,38.725437,850.202698,26.373122,556.922623,12.560698,17.53351,18.802312,16.264707,336.840903,0.956544,2109.315952,2251.888103,2109.815952,1844.611897,12.184182,-75.113232,111791.2731,1189.877242,93.951938,1181.325317,65.256875,556.956974,13.210525,16.011742,15.967057,16.056426,51.324271,0.99935,2190.125269,1912.437759,2190.625269,2184.062241,12.186526,-75.149937,122045.6561,1197.678699,101.901834,1229.788818,71.242754,560.081905,13.493432,16.773661,16.905425,16.641896,30.03036,0.999009,2129.944028,1899.354401,2130.444028,2197.145599,12.184833,-75.151403,92915.89668,1186.967019,78.2801,1041.08313,54.23859,557.818114,13.366391,17.738818,17.196538,18.281098,306.912386,0.951921,1945.838723,1810.082019,1946.338723,2286.417981,12.17966,-75.161203,157676.842,1205.969396,130.746968,1318.349121,92.04205,554.522148,13.445577,17.211076,17.271331,17.150822,42.042031,0.995385,1782.676473,1834.639316,1783.176473,2261.860684,12.175056,-75.158637,179691.2968,1217.239822,147.621934,1423.019165,104.892736,556.501694,13.244735,17.622299,17.199798,18.0448,64.996263,0.99444,2000.122862,1873.964294,2000.622862,2222.535706,12.181179,-75.154248,255473.4264,1248.323761,204.653179,1837.37561,149.129686,556.262056,13.420169,16.996044,17.169656,16.822432,34.353698,0.996835,2140.117383,2303.852887,2140.617383,1792.647113,12.185037,-75.107579,98966.59831,1183.441118,83.626128,1144.587646,57.770618,555.430572,12.507259,16.27587,16.550244,16.001495,26.825554,0.996766,2169.864769,1792.855353,2170.364769,2303.644647,12.18598,-75.162907,208627.7696,1227.743613,169.927799,1536.538818,121.784071,556.870413,12.968431,17.897445,17.764074,18.030816,48.745293,0.986931,1946.242838,1544.019358,1946.742838,2552.480642,12.179715,-75.190023,1053261.204,1539.400363,684.202258,5527.843262,614.829164,565.15028,13.858945,17.298712,17.222123,17.375302,49.883457,0.997275,2392.84964,1450.843442,2393.34964,2645.656558,12.192356,-75.199753,771189.5848,1449.642431,531.986073,4127.873535,450.173087,566.99269,13.641942,17.137361,16.994801,17.279922,63.632387,0.999245,2800.061356,1757.742728,2800.561356,2338.757272,12.203763,-75.166044,821829.6947,1462.430878,561.961394,4863.52002,479.733671,562.964672,12.713583,16.907478,16.905468,16.909488,308.873979,0.999999,2664.617812,1855.812803,2665.117812,2240.687197,12.199913,-75.155591,866282.192,1477.632769,586.263522,4995.177246,505.682307,561.970072,12.699429,16.843847,16.817975,16.869719,58.581573,0.999955,2417.015311,2553.461397,2417.515311,1543.038603,12.192752,-75.080295,824241.5059,1455.038007,566.47421,5093.697754,481.141538,554.555101,12.256224,16.599022,16.909743,16.288302,0.821671,0.998598,1348.473039,2314.235557,1348.973039,1782.264443,12.162792,-75.106836,1089940.212,1546.613657,704.726877,5957.945312,636.240114,558.928601,13.486554,17.171401,17.647276,16.695525,25.638051,0.992162,1186.735565,2428.336708,1187.235565,1668.163292,12.158246,-75.094495,1955985.366,1818.222026,1075.768162,10175.22363,1141.784053,569.674081,13.292648,17.18759,17.713157,16.662023,25.154433,0.990847
cpt1m010-fa16-20201227-0183-e91.fits,0,59211.49192,2459211.492,2459211.490650,1.670229,60.064,14.393777,23.943212,1.35,21,37,56,0.057514,0.075821,0.08445,0.08547,0.05302,0.024004,0.043698,0.018541,0.034874,0.005764,0.014831,0.016219,0.012886,0.02144,0.024101,0.034874,0.013184,0.028186,0.164982,0.116414,0.125028,0.132967,0.125298,0.173124,0.363681,0.000186,0.000194,0.000202,0.000199,0.000187,0.000174,0.000179,0.000167,0.000175,0.000163,0.000166,0.000167,0.000165,0.00017,0.00017,0.000175,0.000166,0.000172,0.000267,0.000234,0.000239,0.000244,0.000238,0.000272,0.000424,309.759126,391.186712,418.452651,428.880095,283.49433,137.89606,243.798057,110.854472,198.889647,35.321813,89.370442,96.913846,77.991405,126.487775,141.473324,198.889647,79.569859,163.782567,618.387456,497.827046,522.877933,544.124914,525.603481,635.863823,858.617174,7373750.508,4150.645774,2022.046541,2079.950289,2022.546541,2016.549711,12.181751,-75.131919,424093.9322,1801.004017,1348.136277,314.577939,2525.351807,235.476394,557.052599,4354,14.039065,17.315585,17.795205,16.835964,23.239927,0.993538,1789.97765,2169.485736,1790.47765,1927.014264,12.175208,-75.122361,559088.7234,1394.13256,401.029816,3073.769287,310.431692,557.898608,13.831236,17.557481,17.916139,17.198823,30.718764,0.992704,1728.717012,2043.693099,1729.217012,2052.806901,12.1735,-75.136017,622712.3589,1446.260176,430.567314,3329.364502,345.758451,568.996554,14.156415,17.507903,17.815423,17.200383,28.435356,0.995871,1648.124151,2007.178011,1648.624151,2089.321989,12.171235,-75.140008,630232.7108,1426.020405,441.952099,3434.741455,349.934095,562.468203,14.01716,17.533658,17.931671,17.135644,27.982032,0.993427,1755.478676,1983.202342,1755.978676,2113.297658,12.174261,-75.142557,390954.7435,1361.38461,287.174352,2307.229736,217.075998,571.228704,14.236016,17.985802,18.490773,17.48083,17.931769,0.995207,1759.4673,2077.089438,1759.9673,2019.410562,12.174361,-75.132385,176999.6069,1279.700005,138.31336,1410.902832,98.278297,564.40652,13.718843,17.332841,17.759445,16.906237,29.687813,0.990674,2038.912396,2309.045203,2039.412396,1787.454797,12.182184,-75.107092,322216.371,1309.14838,246.1267,1835.123535,178.909302,560.322159,15.088084,18.799587,18.750275,18.8489,46.038469,0.979047,2073.020761,1977.41311,2073.520761,2119.08689,12.183205,-75.14299,136720.2993,1230.927937,111.070921,1243.611328,75.913378,555.299074,14.053765,17.02609,17.248875,16.803306,17.098644,0.998999,2000.687092,1873.744585,2001.187092,2222.755415,12.181186,-75.154271,257152.8409,1284.8141,200.147898,1716.122314,142.783047,555.580105,14.069454,17.475047,17.700702,17.249391,34.377689,0.994922,2062.722909,2124.391169,2063.222909,1972.108831,12.182887,-75.127077,42502.06279,1203.043037,35.328797,817.790588,23.599094,557.264113,13.888768,16.604965,17.67974,15.530191,341.847379,0.974411,2109.79992,2251.814991,2110.29992,1844.685009,12.184187,-75.113239,109359.2989,1222.113597,89.483743,1152.113525,60.721296,559.015489,13.274803,16.41206,16.724594,16.099525,22.607315,0.997079,2190.643026,1912.329742,2191.143026,2184.170258,12.186532,-75.149948,119595.5941,1232.202729,97.058375,1140.688354,66.404957,561.299358,13.960284,17.196625,17.302807,17.090442,29.04521,0.999454,2130.286172,1899.505683,2130.786172,2196.994317,12.184834,-75.151386,95015.28999,1217.104425,78.06667,1000.109192,52.756845,558.403351,13.770861,18.475119,17.630788,19.31945,299.572396,0.968371,1946.357498,1809.878986,1946.857498,2286.621014,12.179666,-75.161225,158093.4551,1246.699384,126.809604,1297.964478,87.780734,554.0447,13.759247,17.607966,17.711755,17.504178,38.645401,0.997129,1783.169498,1834.3591,1783.669498,2262.1409,12.175061,-75.158666,177712.0439,1252.162936,141.924057,1355.757446,98.673874,557.942454,13.937738,18.02269,17.917768,18.127613,49.019641,0.993069,2000.687092,1873.744585,2001.187092,2222.755415,12.181186,-75.154271,257152.8409,1284.8141,200.147898,1716.122314,142.783047,555.580105,14.069454,17.475047,17.700702,17.249391,34.377689,0.994922,2140.386326,2303.673031,2140.886326,1792.826969,12.185036,-75.107598,97213.66246,1220.513703,79.649792,1098.261963,53.977482,556.912891,13.987281,16.465798,16.804904,16.126692,7.269704,0.998191,2170.446326,1792.500724,2170.946326,2303.999276,12.185988,-75.162945,207838.3502,1263.585101,164.483065,1448.498169,115.401381,557.219617,13.863491,18.217018,18.09593,18.338107,48.186155,0.985654,1946.799836,1543.732205,1947.299836,2552.767795,12.179722,-75.190054,1044252.586,1565.040269,667.23688,5092.125,579.816911,564.91582,14.293584,17.753414,17.872675,17.634153,37.857811,0.997035,2393.199563,1450.72879,2393.699563,2645.77121,12.192357,-75.199766,768895.2204,1477.017056,520.573014,4008.702637,426.925878,565.824791,13.709156,17.726498,17.862769,17.590226,29.552863,0.999103,2800.391241,1757.604478,2800.891241,2338.895522,12.203764,-75.166061,819468.9621,1490.512042,549.790233,4238.776855,455.006738,562.209772,13.914501,17.610917,17.791501,17.430333,351.199426,0.999537,2664.906292,1855.713792,2665.406292,2240.786208,12.199912,-75.155603,865396.4895,1504.972611,575.024744,4539.421875,480.507806,561.561392,13.473422,17.530415,17.764607,17.296224,9.275619,0.999206,2417.362213,2553.445134,2417.862213,1543.054866,12.192754,-75.080296,821043.8575,1484.682738,553.009634,4494.302246,455.881192,555.768545,13.155106,17.124597,17.71022,16.538973,5.263865,0.995172,1348.856824,2314.154927,1349.356824,1782.345073,12.162794,-75.106842,1088182.102,1576.986192,690.03908,5772.050293,604.208593,559.989771,13.202203,17.30988,17.768382,16.851378,28.096953,0.990947,1187.053258,2428.230821,1187.553258,1668.269179,12.158246,-75.094503,1966511.29,1849.105979,1063.493014,10249.30957,1091.897226,570.495563,13.122288,17.223943,17.645159,16.802728,30.291218,0.990096
cpt1m010-fa16-20201227-0184-e91.fits,0,59211.49293,2459211.493,2459211.491653,1.666747,60.06,13.822582,23.593151,1.35,21,37,56,0.057404,0.075929,0.084273,0.08527,0.05321,0.024156,0.04343,0.018854,0.034815,0.006022,0.014992,0.016504,0.01238,0.021264,0.024131,0.034815,0.013112,0.028219,0.164677,0.11561,0.125702,0.132613,0.125724,0.174143,0.362822,0.000182,0.000191,0.000198,0.000196,0.000183,0.000171,0.000176,0.000164,0.000171,0.000159,0.000163,0.000164,0.000162,0.000165,0.000167,0.000171,0.000162,0.000169,0.000263,0.00023,0.000236,0.00024,0.000235,0.000269,0.000418,314.593676,397.598524,424.585405,435.803195,290.010686,141.576296,246.671775,115.002015,203.219747,37.860416,91.844448,100.880885,76.400634,128.528034,144.706771,203.219747,80.758172,166.986217,625.240747,502.895357,532.022685,551.690857,534.559512,647.077554,868.372827,7370624.005,4093.123297,2022.508841,2080.140885,2023.008841,2016.359115,12.181752,-75.131924,423105.7593,1748.726024,1324.244308,319.507327,2761.349854,241.950857,551.457357,4470,12.858339,16.753443,17.43098,16.075906,12.438499,0.992077,1790.387281,2169.759718,1790.887281,1926.740282,12.175208,-75.122357,559641.2678,1372.81461,407.659755,3325.616211,320.027986,552.007581,12.959394,17.208515,17.598127,16.818903,23.131055,0.995715,1729.118675,2043.965228,1729.618675,2052.534772,12.1735,-75.136012,621144.2647,1421.695829,436.903768,3634.392334,355.198159,563.591685,13.377075,16.992256,17.372871,16.611641,16.318539,0.997173,1648.503372,2007.409979,1649.003372,2089.090021,12.171234,-75.140006,628495.3962,1399.282808,449.155376,3694.209961,359.401866,556.138168,13.346694,16.975452,17.452264,16.49864,20.275063,0.994543,1755.884934,1983.402953,1756.384934,2113.097047,12.174261,-75.142559,392192.6254,1334.685126,293.846554,2482.577148,224.27334,564.9173,13.106075,17.467391,18.101129,16.833652,11.263665,0.993845,1759.825517,2077.377907,1760.325517,2019.122093,12.17436,-75.132378,178041.7019,1253.674427,142.0159,1465.482422,101.812233,557.852965,13.243418,16.96209,17.732401,16.19178,13.314152,0.989719,2039.514718,2309.225377,2040.014718,1787.274623,12.182189,-75.1071,320109.6668,1285.481782,249.019217,1842.655396,183.05307,554.50159,14.211295,18.468378,18.417145,18.519611,46.340667,0.985935,2073.640804,1977.636415,2074.140804,2118.863585,12.18321,-75.142991,138967.8866,1205.928432,115.237259,1339.446411,79.468073,550.165707,12.858934,16.535904,17.060972,16.010835,15.492998,0.994524,2001.126391,1874.077459,2001.626391,2222.422541,12.181186,-75.154258,256610.3316,1254.65662,204.526344,1858.932007,146.741301,550.61216,13.231117,16.945778,17.360766,16.530791,21.418848,0.995544,2063.158196,2124.685827,2063.658196,1971.814173,12.182887,-75.127071,44386.90362,1172.12374,37.868786,823.878113,25.382423,550.865723,13.111953,17.246909,18.939879,15.553939,340.275291,0.936589,2110.211302,2252.225939,2110.711302,1844.274061,12.184186,-75.113222,110502.7306,1201.584946,91.964144,1200.128662,63.190419,552.876053,12.877503,15.787034,16.495424,15.078645,354.831018,0.991712,2191.201812,1912.591346,2191.701812,2183.908654,12.186535,-75.149945,121645.3708,1203.937991,101.039565,1188.258545,69.562281,553.765887,12.675071,17.023344,17.471594,16.575095,352.105787,0.997009,2130.936639,1899.46989,2131.436639,2197.03011,12.184839,-75.151414,91247.62638,1193.255305,76.469492,1048.602539,52.179487,552.489888,13.554159,17.140506,16.448283,17.832729,306.369873,0.926139,1946.793502,1809.996635,1947.293502,2286.503365,12.179665,-75.161235,156726.0299,1216.281769,128.856679,1339.412598,89.622976,548.704156,13.551593,17.000885,17.240405,16.761365,12.604415,0.99903,1783.562956,1834.701822,1784.062956,2261.798178,12.17506,-75.158652,177859.2188,1225.125854,145.176284,1456.731445,101.707881,551.817459,13.287965,17.528424,17.395574,17.661274,53.712023,0.997438,2001.126391,1874.077459,2001.626391,2222.422541,12.181186,-75.154258,256610.3316,1254.65662,204.526344,1858.932007,146.741301,550.61216,13.231117,16.945778,17.360766,16.530791,21.418848,0.995544,2140.867363,2303.996006,2141.367363,1792.503994,12.185037,-75.107591,96642.10313,1195.481082,80.839509,1093.20459,55.264291,550.99888,12.58885,15.716974,16.458931,14.975017,1.157961,0.991111,2171.073835,1792.797463,2171.573835,2303.702537,12.185993,-75.162936,207990.4353,1240.187505,167.708862,1474.461304,118.938263,551.766458,13.550813,17.947684,18.16522,17.730148,40.134741,0.979435,1947.264772,1544.091803,1947.764772,2552.408197,12.179723,-75.190036,1042153.899,1545.535185,674.299692,5333.803223,595.950358,559.286004,13.967004,17.288936,17.626783,16.951089,19.923288,0.997411,2393.699379,1450.984644,2394.199379,2645.515356,12.192358,-75.19976,763813.6343,1452.977595,525.688515,4107.739746,436.782906,560.8333,13.607586,17.194937,17.397302,16.992572,5.402264,0.999426,2800.85849,1757.94858,2801.35849,2338.55142,12.203763,-75.16605,823042.0062,1470.603657,559.662695,4671.049805,470.652346,556.061745,13.230238,17.128113,17.43856,16.817667,342.849492,0.998076,2665.397773,1856.024212,2665.897773,2240.475788,12.199912,-75.155595,862996.8901,1480.153729,583.045446,4682.139648,493.500342,556.262511,13.811396,17.002484,17.379925,16.625044,355.062295,0.997971,2417.864535,2553.702731,2418.364535,1542.797269,12.192755,-75.080299,823172.8278,1462.98743,562.665687,4917.427734,470.727156,549.602108,12.740713,16.640351,17.324605,15.956098,357.636194,0.993213,1348.998655,2314.481169,1349.498655,1782.018831,12.162788,-75.106832,1093173.092,1555.434428,702.808856,6014.177246,625.125421,554.728893,13.089693,16.982306,17.526034,16.438577,19.77347,0.993118,1187.196068,2428.62006,1187.696068,1667.87994,12.15824,-75.094486,1962271.656,1827.729949,1073.611371,10285.86816,1122.114974,566.463545,13.102775,17.058747,17.714268,16.403226,15.761466,0.991895
