Label,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,DATE,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_C11,rel_flux_C12,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_err_C11,rel_flux_err_C12,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,rel_flux_SNR_C11,rel_flux_SNR_C12,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10,X(IJ)_C11,Y(IJ)_C11,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Source_SNR_C11,Peak_C11,Mean_C11,Sky/Pixel_C11,FWHM_C11,Width_C11,X-Width_C11,Y-Width_C11,Angle_C11,Roundness_C11,X(IJ)_C12,Y(IJ)_C12,X(FITS)_C12,Y(FITS)_C12,RA_C12,DEC_C12,Source-Sky_C12,Source_Error_C12,Source_SNR_C12,Peak_C12,Mean_C12,Sky/Pixel_C12,FWHM_C12,Width_C12,X-Width_C12,Y-Width_C12,Angle_C12,Roundness_C12
coj1m011-fa12-20190203-0067-e91.fits,0,58517.93582,2458517.936,2019,NaN,NaN,NaN,NaN,2019,9.89853,16.148911,1.4,9,18,22,0.047426,0.012661,0.00807,0.156554,0.140366,0.053576,0.054217,0.304369,0.044278,0.357448,0.057437,0.048088,0.000082,0.000065,0.000063,0.00014,0.000132,0.000088,0.000088,0.000213,0.000083,0.000239,0.000089,0.000084,577.736203,195.912196,127.436712,1116.687685,1065.041438,609.176148,616.842893,1429.135254,532.7605,1495.048848,643.130464,570.352003,12347766.57,3857.564471,2051.701936,2048.039629,2052.201936,2048.460371,5.267014,-31.413028,585602.9277,819.287553,996.969564,587.382954,6112.210449,714.770932,155.561108,439,11.05265,10.59142,9.599383,11.583458,283.055335,0.957232,1856.706492,2169.740858,1857.206492,1926.759142,5.265356,-31.400115,156340.6702,796.517876,196.280178,1709.290161,190.82515,146.442284,10.739012,10.581588,9.732678,11.430499,285.4536,0.965475,1739.484233,2255.886033,1739.984233,1840.613967,5.264359,-31.390946,99644.45041,781.293296,127.537828,1160.111938,121.623293,145.367232,9.729472,10.548516,9.61219,11.484842,284.382124,0.959626,3033.583901,1683.601459,3034.083901,2412.898541,5.275341,-31.451139,1671427.331,1386.627187,1205.390567,17328.4082,2040.098529,172.281554,9.972232,10.467581,9.485296,11.449866,284.234499,0.955211,3007.461494,1862.466714,3007.961494,2234.033286,5.275102,-31.431846,1519865.607,1333.534725,1139.727057,16065.37109,1855.106429,167.595414,9.55171,10.501721,9.467477,11.535964,283.873611,0.951415,3006.251686,2161.056227,3006.751686,1935.443773,5.27506,-31.39958,627905.3969,1011.265132,620.910755,5725.018555,766.40417,154.193046,10.914113,10.622079,9.635399,11.608759,283.897019,0.956648,2382.78374,1651.888595,2383.28374,2444.611405,5.269848,-31.455424,635031.4638,1009.502866,629.053651,6180.459961,775.102052,153.530195,10.678657,10.616265,9.60372,11.628809,283.745252,0.954591,2000.319874,2702.804211,2000.819874,1393.695789,5.266517,-31.342333,2881302.078,1720.583791,1674.607243,29212.95313,3516.838585,200.826824,9.052542,10.580629,9.606322,11.554936,284.286673,0.956758,2370.612795,3252.484847,2371.112795,844.015153,5.269586,-31.282468,523547.4299,968.699514,540.464223,5332.776855,639.027687,150.378729,9.194247,10.548294,9.627492,11.469096,287.368228,0.955545,3110.69351,2245.780684,3111.19351,1850.719316,5.275932,-31.390282,3251459.512,1800.795103,1805.568832,33431.08984,3968.642634,198.135507,9.681954,10.507027,9.45311,11.560944,283.786054,0.949797,3483.445726,2469.171577,3483.945726,1627.328423,5.279053,-31.365624,670697.1458,1020.73944,657.069884,7221.63916,818.634609,154.143211,8.969161,10.471597,9.365705,11.57749,284.020223,0.943988,1611.279372,2877.165203,1611.779372,1219.334797,5.263219,-31.323958,566530.6084,976.95511,579.894206,5625.677734,691.49178,151.942414,9.246615,10.617899,9.701223,11.534576,285.016386,0.960809
coj1m011-fa12-20190203-0068-e91.fits,0,58517.93678,2458517.937,2019,NaN,NaN,NaN,NaN,2019,10.732831,16.275322,1.4,9,18,22,0.047346,0.012885,0.00818,0.157096,0.140097,0.053444,0.054383,0.304066,0.044261,0.357448,0.057607,0.047884,0.000082,0.000064,0.000064,0.000141,0.000132,0.000089,0.000088,0.000213,0.000085,0.00024,0.00009,0.000085,577.081234,201.603381,128.034852,1116.843717,1061.845915,603.438427,615.348406,1426.109107,520.232189,1488.295117,637.484679,563.079238,12320891.76,3868.65581,2051.492269,2048.260303,2051.992269,2048.239697,5.267013,-31.413027,583343.8017,832.164269,994.119022,586.794729,5851.97998,700.995973,155.322071,437,10.4334,10.641741,9.673147,11.610334,281.071892,0.962007,1856.499176,2170.030618,1856.999176,1926.469382,5.265355,-31.400105,158749.2196,785.854069,202.008523,1667.914429,190.766686,143.394006,9.890172,10.668975,9.720069,11.617882,281.045728,0.963722,1739.237626,2256.183846,1739.737626,1840.316154,5.264357,-31.390936,100782.4997,786.512606,128.138442,1176.217651,121.108901,142.110589,9.608924,10.641466,9.603641,11.679292,281.224687,0.956295,3033.519184,1683.872805,3034.019184,2412.627195,5.275342,-31.451133,1672780.331,1386.14037,1206.789996,16374.28711,2010.1564,173.327864,9.895523,10.57667,9.486439,11.666901,279.371293,0.953597,3007.399871,1862.684525,3007.899871,2233.815475,5.275102,-31.431845,1514014.661,1331.941322,1136.697718,14803.18359,1819.369946,168.73052,9.152949,10.598517,9.524904,11.67213,280.196371,0.954226,3006.195792,2161.233553,3006.695792,1935.266447,5.27506,-31.399583,625067.5768,1016.451864,614.950495,5350.61377,751.134842,155.020672,11.592029,10.659952,9.712234,11.607669,282.738112,0.961813,2382.687354,1652.117954,2383.187354,2444.382046,5.269848,-31.455422,635481.9825,1012.560088,627.59928,6215.547852,763.649686,154.083473,10.330664,10.59647,9.578305,11.614634,280.469548,0.958434,2000.119756,2703.109828,2000.619756,1393.390172,5.266516,-31.34232,2872836.442,1716.605929,1673.55617,28196.88477,3452.246809,205.600491,9.311931,10.648275,9.636181,11.660368,282.782606,0.956386,2370.389372,3252.814885,2370.889372,843.685115,5.269585,-31.282451,522216.6811,990.073079,527.452662,5386.415039,627.540379,149.52903,8.835317,10.604855,9.577074,11.632637,282.441597,0.955192,3110.631893,2245.969411,3111.131893,1850.530589,5.275933,-31.390283,3244378.204,1804.393119,1798.04399,31002.78125,3898.723274,201.108457,10.452398,10.573937,9.483918,11.663955,280.335522,0.952459,3483.357999,2469.375572,3483.857999,1627.124428,5.279054,-31.365623,671104.7176,1030.590383,651.184727,7000.50293,806.457021,152.689463,9.129591,10.507953,9.450767,11.565139,282.460693,0.951753,1611.140168,2877.387293,1611.640168,1219.112707,5.263219,-31.323954,563011.1623,983.697597,572.341707,5523.86084,676.562529,152.670066,10.26254,10.595641,9.679462,11.51182,282.803898,0.963767
coj1m011-fa12-20190203-0069-e91.fits,0,58517.93773,2458517.938,2019,NaN,NaN,NaN,NaN,2019,11.106486,16.17389,1.4,9,18,22,0.047156,0.01271,0.008007,0.156596,0.140422,0.053549,0.054392,0.304576,0.044017,0.356892,0.058009,0.047759,0.000082,0.000063,0.000062,0.000139,0.000132,0.000087,0.000088,0.000212,0.000082,0.000239,0.000089,0.000084,575.861566,200.495061,128.71804,1128.078849,1063.417794,618.6302,619.476919,1435.688673,539.818843,1496.040303,649.114826,565.487722,12339289.68,3839.270064,2051.460542,2048.275002,2051.960542,2048.224998,5.267013,-31.413017,581874.3528,821.824013,994.089686,585.33386,6067.464844,708.027927,148.906187,417,10.237316,10.586758,9.66127,11.512246,282.654262,0.963161,1856.451433,2170.085189,1856.951433,1926.414811,5.265355,-31.400091,156832.4645,780.702549,200.886323,1712.930298,190.834609,138.803066,10.350067,10.588599,9.618185,11.559014,280.878498,0.961698,1739.14761,2256.237448,1739.64761,1840.262552,5.264357,-31.390922,98805.84954,766.99876,128.821394,1205.303711,120.227504,139.145035,9.673005,10.55178,9.476301,11.627258,280.270119,0.953582,3033.469992,1683.809384,3033.969992,2412.690616,5.275342,-31.451133,1670661.803,1370.362464,1219.13862,16614.78125,2032.870513,167.554536,9.774034,10.525928,9.44762,11.604235,279.821086,0.953652,3007.361647,1862.620717,3007.861647,2233.879283,5.275102,-31.431845,1519360.113,1336.374636,1136.92678,15651.4375,1848.76578,159.958641,9.475284,10.522887,9.476311,11.569464,280.323217,0.955696,3006.157786,2161.227627,3006.657786,1935.272373,5.27506,-31.399577,627176.3165,994.176435,630.850113,5447.042969,763.151607,148.539604,11.965981,10.643366,9.707595,11.579138,283.390089,0.961797,2382.713667,1652.100479,2383.213667,2444.399521,5.269849,-31.455415,636534.5959,1007.583773,631.743596,6552.204102,774.538813,146.25929,11.471412,10.540203,9.542571,11.537835,281.193488,0.958827,2000.067466,2703.12288,2000.567466,1393.37712,5.266517,-31.342313,2880822.924,1711.977564,1682.745723,29265.76563,3505.401251,194.329516,10.200811,10.554092,9.56356,11.544623,281.968772,0.958556,2370.36523,3252.867626,2370.86523,843.632374,5.269586,-31.282442,520234.7064,949.709063,547.783239,5472.468262,633.024465,145.056842,9.428947,10.553856,9.581484,11.526227,283.911197,0.957316,3110.565793,2245.931192,3111.065793,1850.568808,5.275933,-31.390282,3245497.493,1800.473664,1802.579821,32017.50781,3949.139282,194.366816,9.628406,10.530054,9.435863,11.624244,280.429861,0.95159,3483.354592,2469.346968,3483.854592,1627.153032,5.279054,-31.365622,676546.4121,1019.904492,663.342908,6948.806152,823.225412,143.436861,9.975149,10.478916,9.444772,11.51306,283.540483,0.951801,1611.042814,2877.459655,1611.542814,1219.040345,5.263219,-31.32394,562455.3157,978.706934,574.692277,5622.880859,684.398736,145.182554,10.364586,10.564206,9.692416,11.435996,283.900998,0.965656
coj1m011-fa12-20190203-0070-e91.fits,0,58517.93869,2458517.939,2019,NaN,NaN,NaN,NaN,2019,11.329931,16.420554,1.4,9,18,22,0.047198,0.012737,0.008179,0.156913,0.140419,0.05344,0.054282,0.304478,0.044116,0.356933,0.057611,0.048048,0.000081,0.000064,0.000064,0.00014,0.000132,0.000089,0.000087,0.000213,0.000083,0.000239,0.00009,0.000085,581.110636,199.620813,127.352082,1120.882574,1060.871478,603.39064,622.412708,1428.421004,534.07409,1491.007099,641.289669,565.52591,12320755.06,3854.272059,2051.795953,2048.227405,2052.295953,2048.272595,5.267012,-31.413015,581518.4039,847.082067,984.027862,590.957255,5526.309082,686.495945,141.956129,427,10.41594,10.672007,9.626541,11.717473,281.676451,0.955318,1856.822061,2169.989598,1857.322061,1926.510402,5.265355,-31.400094,156931.2745,784.612525,200.011177,1610.35144,185.261004,131.255655,11.58911,10.671258,9.588268,11.754248,278.202519,0.956139,1739.626675,2256.193463,1740.126675,1840.306537,5.264358,-31.390919,100769.2273,790.636678,127.453267,1054.564209,118.960407,130.323693,10.674916,10.713766,9.626648,11.800885,281.138999,0.952879,3033.861854,1683.724589,3034.361854,2412.775411,5.275341,-31.451133,1671075.771,1379.768979,1211.127223,16211.25098,1972.743653,159.328538,10.367403,10.650491,9.489891,11.81109,280.78406,0.946361,3007.706339,1862.554032,3008.206339,2233.945968,5.275102,-31.431843,1517042.884,1336.869553,1134.772559,14864.50488,1790.904262,156.629915,9.827942,10.619721,9.524526,11.714917,281.039039,0.951496,3006.453588,2161.158682,3006.953588,1935.341318,5.27506,-31.399575,625021.4574,1016.616669,614.805439,5216.563477,737.852307,142.749523,11.900798,10.660571,9.638355,11.682787,282.05081,0.956663,2383.019518,1652.053494,2383.519518,2444.446506,5.269848,-31.455413,634358.583,998.960855,635.018459,6283.159668,748.875,139.480291,10.161227,10.640055,9.549375,11.730735,279.415353,0.954052,2000.424416,2703.013613,2000.924416,1393.486387,5.266516,-31.342316,2875785.831,1717.399312,1674.500398,27518.64844,3394.931782,189.626851,10.208074,10.712182,9.670078,11.754285,281.874529,0.95566,2370.72922,3252.720983,2371.22922,843.779017,5.269585,-31.282448,520575.5429,960.715347,541.86242,4974.836914,614.551486,136.809999,10.076577,10.668688,9.676139,11.661236,284.857282,0.954886,3110.902387,2245.918761,3111.402387,1850.581239,5.275932,-31.390274,3240900.685,1801.545736,1798.955541,30862.45117,3825.958324,188.855419,9.990794,10.598523,9.382004,11.815043,280.265581,0.941462,3483.689222,2469.255477,3484.189222,1627.244523,5.279054,-31.365621,671147.4363,1024.433029,655.140372,6870.364746,792.305094,140.199353,9.782377,10.551583,9.389648,11.713518,281.796887,0.943618,1611.362831,2877.370496,1611.862831,1219.129504,5.263218,-31.323942,564846.8669,982.615785,574.840009,5635.522949,666.814809,139.175119,9.857527,10.639842,9.688295,11.59139,282.130367,0.962117
coj1m011-fa12-20190203-0071-e91.fits,0,58517.93964,2458517.94,2019,NaN,NaN,NaN,NaN,2019,11.753009,16.485806,1.4,9,18,22,0.047285,0.012805,0.008201,0.156617,0.140383,0.05365,0.05415,0.30535,0.044079,0.35662,0.057682,0.047836,0.000082,0.000063,0.000065,0.00014,0.000132,0.000088,0.000088,0.000214,0.000083,0.000239,0.000091,0.000085,576.216871,201.955159,127.117508,1118.331323,1065.076382,607.419316,616.695097,1428.638275,533.596952,1491.847132,632.364016,566.096026,12319181.77,3855.773153,2051.424234,2048.088591,2051.924234,2048.411409,5.267011,-31.413019,582510.9783,853.827687,994.346588,585.822876,6288.881836,682.23482,143.822294,453,11.454104,10.70931,9.626355,11.792265,278.918333,0.955771,1856.439428,2169.87802,1856.939428,1926.62198,5.265354,-31.400096,157748.1551,779.542846,202.359827,1639.315674,184.754087,132.292,11.313462,10.710231,9.636345,11.784116,278.442907,0.95695,1739.226432,2255.985809,1739.726432,1840.514191,5.264357,-31.390932,101027.7865,794.129741,127.218238,1128.484863,118.32339,132.146473,10.632729,10.738178,9.588308,11.888048,278.460194,0.951018,3033.550747,1683.66614,3034.050747,2412.83386,5.275341,-31.451127,1668136.868,1380.966227,1207.949069,16710.56445,1953.716064,161.076729,10.915113,10.618064,9.422951,11.813176,277.490744,0.947047,3007.434172,1862.489979,3007.934172,2234.010021,5.275101,-31.431838,1516513.07,1330.126525,1140.126929,15073.78418,1776.134802,157.366049,10.413768,10.605456,9.488672,11.722241,278.384934,0.952673,3006.266044,2161.045709,3006.766044,1935.454291,5.27506,-31.399576,627274.8145,1013.216424,619.092624,5543.115723,734.662068,142.072151,11.767819,10.736855,9.70185,11.77186,280.188599,0.958477,2382.753464,1651.961452,2383.253464,2444.538548,5.269848,-31.455411,632816.1893,1006.151446,628.947254,6269.522949,741.152107,142.71317,11.622776,10.658424,9.534666,11.782183,277.210036,0.953632,2000.084687,2702.910696,2000.584687,1393.589304,5.266515,-31.342318,2881727.378,1720.003622,1675.419366,29877.82422,3375.069024,191.17732,10.326361,10.675359,9.537883,11.812834,281.278292,0.947941,2370.444013,3252.606054,2370.944013,843.893946,5.269585,-31.282452,520089.5974,960.687651,541.372211,5250.689453,609.127117,138.621381,9.774814,10.610652,9.579073,11.64223,280.662946,0.957242,3110.66724,2245.737001,3111.16724,1850.762999,5.275932,-31.390282,3238390.755,1797.884163,1801.223249,31461.43555,3792.791923,191.900904,10.595878,10.627467,9.449587,11.805347,278.408072,0.947669,3483.4155,2469.097921,3483.9155,1627.402079,5.279053,-31.365627,671840.4653,1040.619158,645.616084,7082.242188,786.857203,141.608393,9.92592,10.581087,9.405192,11.756981,280.427544,0.944801,1611.067566,2877.184176,1611.567566,1219.315824,5.263218,-31.323953,562392.6369,977.305041,575.452508,5715.23877,658.672289,141.528521,10.96344,10.686743,9.63786,11.735626,279.712181,0.957499
coj1m011-fa12-20190203-0072-e91.fits,0,58517.9406,2458517.941,2019,NaN,NaN,NaN,NaN,2019,10.799781,16.320347,1.4,9,18,22,0.04728,0.012714,0.007963,0.156953,0.140605,0.053538,0.054204,0.30408,0.044054,0.357291,0.057704,0.047852,0.000081,0.000063,0.000063,0.000139,0.000132,0.000087,0.000087,0.000212,0.000081,0.000238,0.000089,0.000086,582.286239,201.361374,125.528254,1127.352465,1068.860859,613.031997,622.649864,1433.662476,543.038695,1498.179222,646.637521,558.468348,12338273.85,3839.610866,2051.636673,2048.094823,2052.136673,2048.405177,5.267013,-31.413024,583350.4695,836.774934,985.242829,592.088013,6052.695801,697.141424,139.933537,384,10.355463,10.716419,9.745013,11.687825,282.51533,0.960616,1856.653353,2169.885005,1857.153353,1926.614995,5.265355,-31.400101,156863.8435,777.4856,201.757876,1751.02478,187.462407,129.144521,10.597073,10.67619,9.712174,11.640205,280.445198,0.963238,1739.467933,2256.081956,1739.967933,1840.418044,5.264358,-31.390926,98255.22061,782.136458,125.624141,1128.498047,117.421324,130.238696,10.145862,10.712142,9.682215,11.742069,282.810109,0.95535,3033.700256,1683.592614,3034.200256,2412.907386,5.275342,-31.45114,1673820.311,1373.961254,1218.244187,16835.65039,2000.323196,155.136525,9.575144,10.622157,9.578317,11.665997,281.258045,0.955596,3007.547725,1862.454764,3008.047725,2234.045236,5.275102,-31.431847,1520965.967,1329.800923,1143.754633,15885.93555,1817.652399,152.541171,10.097962,10.564269,9.580555,11.547983,282.461955,0.958549,3006.342938,2161.035405,3006.842938,1935.464595,5.27506,-31.399581,627001.5477,1003.355719,624.904544,5491.814453,749.307277,140.093771,11.134745,10.727525,9.737681,11.717369,282.420867,0.95934,2382.880135,1651.904108,2383.380135,2444.595892,5.269848,-31.455423,634394.2102,998.847497,635.126195,6305.630371,758.141985,137.864993,9.97955,10.635511,9.588719,11.682303,280.472064,0.956423,2000.2401,2702.866817,2000.7401,1393.633183,5.266516,-31.342326,2876989.593,1713.255557,1679.253035,28615.82617,3438.188066,186.590478,8.81741,10.681223,9.646237,11.716208,282.510286,0.955109,2370.572278,3252.555529,2371.072278,843.944471,5.269585,-31.282459,520617.9341,944.589338,551.157961,5240.844238,622.172,134.041357,9.479798,10.593083,9.709829,11.476337,286.65317,0.960734,3110.803565,2245.684741,3111.303565,1850.815259,5.275933,-31.390291,3247903.515,1797.262316,1807.139385,32563.25,3881.454118,184.147156,9.434146,10.636295,9.584122,11.688469,283.641691,0.9514,3483.523402,2469.123349,3484.023402,1627.376651,5.279054,-31.365627,673131.0255,1018.816591,660.698924,7098.350586,804.434977,135.678923,8.902938,10.576328,9.469595,11.683061,283.041389,0.946874,1611.239586,2877.23239,1611.739586,1219.26761,5.263218,-31.323952,563449.749,993.186718,567.315026,5661.214355,673.35878,136.845349,9.324274,10.72018,9.799496,11.640864,284.027849,0.962669
coj1m011-fa12-20190203-0073-e91.fits,0,58517.94156,2458517.942,2019,NaN,NaN,NaN,NaN,2019,11.540631,16.374814,1.4,9,18,22,0.047195,0.012812,0.008053,0.156923,0.140404,0.053534,0.054163,0.304333,0.044093,0.357078,0.057841,0.047881,0.000082,0.000064,0.000061,0.000139,0.000132,0.000088,0.000089,0.000213,0.000081,0.000239,0.000089,0.000084,577.462189,201.082396,131.506923,1130.033688,1060.862695,611.804456,605.245218,1426.881721,541.075878,1494.905149,649.524084,568.460254,12311877.92,3842.745474,2051.576786,2048.337218,2052.076786,2048.162782,5.267012,-31.413015,581054.6714,842.369434,989.742722,587.076478,5919.908691,689.786035,140.084568,436,11.077,10.666796,9.668419,11.665172,281.132896,0.959792,1856.534498,2170.082559,1857.034498,1926.417441,5.265354,-31.400098,157740.3477,782.909777,201.479599,1716.199829,187.25792,128.116627,10.680479,10.738243,9.743861,11.732626,282.20227,0.959339,1739.322496,2256.263022,1739.822496,1840.236978,5.264357,-31.390926,99142.20572,753.25811,131.61784,1093.279419,117.694448,128.77981,10.514431,10.734714,9.716011,11.753417,282.353188,0.957128,3033.661104,1683.913643,3034.161104,2412.586357,5.275341,-31.45112,1669962.222,1366.095313,1222.434632,16294.49707,1982.458236,157.126841,11.124416,10.657002,9.504885,11.80912,280.493641,0.947602,3007.534561,1862.705596,3008.034561,2233.794404,5.275102,-31.431835,1515813.759,1336.306029,1134.331303,15212.65039,1799.464343,155.19755,10.711851,10.63385,9.521983,11.745717,280.381798,0.951059,3006.318912,2161.298688,3006.818912,1935.201312,5.27506,-31.399569,625613.6711,1003.103129,623.678317,5533.291992,742.683253,138.369031,11.830688,10.682598,9.77233,11.592867,283.79746,0.963554,2382.865081,1652.131793,2383.365081,2444.368207,5.269848,-31.455414,632584.9726,1025.743564,616.708693,6125.220703,750.959077,137.966298,11.01358,10.681661,9.65066,11.712661,279.817256,0.958764,2000.184702,2703.126065,2000.684702,1393.373935,5.266515,-31.342318,2872666.406,1720.351429,1669.813712,28013.44531,3410.221562,187.507767,10.065116,10.63848,9.58679,11.69017,281.366651,0.954932,2370.505116,3252.799411,2371.005116,843.700589,5.269584,-31.282453,519940.6349,946.803281,549.153816,5152.666992,617.235876,134.482965,9.531958,10.662183,9.610763,11.713604,283.710036,0.95158,3110.763264,2246.026492,3111.263264,1850.473508,5.275932,-31.390271,3239537.149,1795.665966,1804.086735,31396.72266,3845.743945,185.927351,10.775502,10.588012,9.465679,11.710345,281.570529,0.948021,3483.409307,2469.35102,3483.909307,1627.14898,5.279053,-31.365618,673192.3987,1014.023566,663.8824,6737.229004,799.165273,135.213168,10.177583,10.534905,9.516323,11.553488,282.970682,0.95461,1611.137943,2877.448893,1611.637943,1219.051107,5.263218,-31.323949,562566.7043,973.494365,577.883883,5486.126465,667.838459,136.998836,10.185183,10.655166,9.633975,11.676357,282.030073,0.956733
