 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,EXPTIME,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_T7,rel_flux_T8,rel_flux_T9,rel_flux_T10,rel_flux_T11,rel_flux_T12,rel_flux_T13,rel_flux_T14,rel_flux_T15,rel_flux_T16,rel_flux_T17,rel_flux_T18,rel_flux_T19,rel_flux_T20,rel_flux_T21,rel_flux_T22,rel_flux_C23,rel_flux_C24,rel_flux_C25,rel_flux_C26,rel_flux_C27,rel_flux_C28,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_T7,rel_flux_err_T8,rel_flux_err_T9,rel_flux_err_T10,rel_flux_err_T11,rel_flux_err_T12,rel_flux_err_T13,rel_flux_err_T14,rel_flux_err_T15,rel_flux_err_T16,rel_flux_err_T17,rel_flux_err_T18,rel_flux_err_T19,rel_flux_err_T20,rel_flux_err_T21,rel_flux_err_T22,rel_flux_err_C23,rel_flux_err_C24,rel_flux_err_C25,rel_flux_err_C26,rel_flux_err_C27,rel_flux_err_C28,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_T7,rel_flux_SNR_T8,rel_flux_SNR_T9,rel_flux_SNR_T10,rel_flux_SNR_T11,rel_flux_SNR_T12,rel_flux_SNR_T13,rel_flux_SNR_T14,rel_flux_SNR_T15,rel_flux_SNR_T16,rel_flux_SNR_T17,rel_flux_SNR_T18,rel_flux_SNR_T19,rel_flux_SNR_T20,rel_flux_SNR_T21,rel_flux_SNR_T22,rel_flux_SNR_C23,rel_flux_SNR_C24,rel_flux_SNR_C25,rel_flux_SNR_C26,rel_flux_SNR_C27,rel_flux_SNR_C28,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,X(IJ)_T8,Y(IJ)_T8,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Source_SNR_T8,Peak_T8,Mean_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,X-Width_T8,Y-Width_T8,Angle_T8,Roundness_T8,X(IJ)_T9,Y(IJ)_T9,X(FITS)_T9,Y(FITS)_T9,RA_T9,DEC_T9,Source-Sky_T9,Source_Error_T9,Source_SNR_T9,Peak_T9,Mean_T9,Sky/Pixel_T9,FWHM_T9,Width_T9,X-Width_T9,Y-Width_T9,Angle_T9,Roundness_T9,X(IJ)_T10,Y(IJ)_T10,X(FITS)_T10,Y(FITS)_T10,RA_T10,DEC_T10,Source-Sky_T10,Source_Error_T10,Source_SNR_T10,Peak_T10,Mean_T10,Sky/Pixel_T10,FWHM_T10,Width_T10,X-Width_T10,Y-Width_T10,Angle_T10,Roundness_T10,X(IJ)_T11,Y(IJ)_T11,X(FITS)_T11,Y(FITS)_T11,RA_T11,DEC_T11,Source-Sky_T11,Source_Error_T11,Source_SNR_T11,Peak_T11,Mean_T11,Sky/Pixel_T11,FWHM_T11,Width_T11,X-Width_T11,Y-Width_T11,Angle_T11,Roundness_T11,X(IJ)_T12,Y(IJ)_T12,X(FITS)_T12,Y(FITS)_T12,RA_T12,DEC_T12,Source-Sky_T12,Source_Error_T12,Source_SNR_T12,Peak_T12,Mean_T12,Sky/Pixel_T12,FWHM_T12,Width_T12,X-Width_T12,Y-Width_T12,Angle_T12,Roundness_T12,X(IJ)_T13,Y(IJ)_T13,X(FITS)_T13,Y(FITS)_T13,RA_T13,DEC_T13,Source-Sky_T13,Source_Error_T13,Source_SNR_T13,Peak_T13,Mean_T13,Sky/Pixel_T13,FWHM_T13,Width_T13,X-Width_T13,Y-Width_T13,Angle_T13,Roundness_T13,X(IJ)_T14,Y(IJ)_T14,X(FITS)_T14,Y(FITS)_T14,RA_T14,DEC_T14,Source-Sky_T14,Source_Error_T14,Source_SNR_T14,Peak_T14,Mean_T14,Sky/Pixel_T14,FWHM_T14,Width_T14,X-Width_T14,Y-Width_T14,Angle_T14,Roundness_T14,X(IJ)_T15,Y(IJ)_T15,X(FITS)_T15,Y(FITS)_T15,RA_T15,DEC_T15,Source-Sky_T15,Source_Error_T15,Source_SNR_T15,Peak_T15,Mean_T15,Sky/Pixel_T15,FWHM_T15,Width_T15,X-Width_T15,Y-Width_T15,Angle_T15,Roundness_T15,X(IJ)_T16,Y(IJ)_T16,X(FITS)_T16,Y(FITS)_T16,RA_T16,DEC_T16,Source-Sky_T16,Source_Error_T16,Source_SNR_T16,Peak_T16,Mean_T16,Sky/Pixel_T16,FWHM_T16,Width_T16,X-Width_T16,Y-Width_T16,Angle_T16,Roundness_T16,X(IJ)_T17,Y(IJ)_T17,X(FITS)_T17,Y(FITS)_T17,RA_T17,DEC_T17,Source-Sky_T17,Source_Error_T17,Source_SNR_T17,Peak_T17,Mean_T17,Sky/Pixel_T17,FWHM_T17,Width_T17,X-Width_T17,Y-Width_T17,Angle_T17,Roundness_T17,X(IJ)_T18,Y(IJ)_T18,X(FITS)_T18,Y(FITS)_T18,RA_T18,DEC_T18,Source-Sky_T18,Source_Error_T18,Source_SNR_T18,Peak_T18,Mean_T18,Sky/Pixel_T18,FWHM_T18,Width_T18,X-Width_T18,Y-Width_T18,Angle_T18,Roundness_T18,X(IJ)_T19,Y(IJ)_T19,X(FITS)_T19,Y(FITS)_T19,RA_T19,DEC_T19,Source-Sky_T19,Source_Error_T19,Source_SNR_T19,Peak_T19,Mean_T19,Sky/Pixel_T19,FWHM_T19,Width_T19,X-Width_T19,Y-Width_T19,Angle_T19,Roundness_T19,X(IJ)_T20,Y(IJ)_T20,X(FITS)_T20,Y(FITS)_T20,RA_T20,DEC_T20,Source-Sky_T20,Source_Error_T20,Source_SNR_T20,Peak_T20,Mean_T20,Sky/Pixel_T20,FWHM_T20,Width_T20,X-Width_T20,Y-Width_T20,Angle_T20,Roundness_T20,X(IJ)_T21,Y(IJ)_T21,X(FITS)_T21,Y(FITS)_T21,RA_T21,DEC_T21,Source-Sky_T21,Source_Error_T21,Source_SNR_T21,Peak_T21,Mean_T21,Sky/Pixel_T21,FWHM_T21,Width_T21,X-Width_T21,Y-Width_T21,Angle_T21,Roundness_T21,X(IJ)_T22,Y(IJ)_T22,X(FITS)_T22,Y(FITS)_T22,RA_T22,DEC_T22,Source-Sky_T22,Source_Error_T22,Source_SNR_T22,Peak_T22,Mean_T22,Sky/Pixel_T22,FWHM_T22,Width_T22,X-Width_T22,Y-Width_T22,Angle_T22,Roundness_T22,X(IJ)_C23,Y(IJ)_C23,X(FITS)_C23,Y(FITS)_C23,RA_C23,DEC_C23,Source-Sky_C23,Source_Error_C23,Source_SNR_C23,Peak_C23,Mean_C23,Sky/Pixel_C23,FWHM_C23,Width_C23,X-Width_C23,Y-Width_C23,Angle_C23,Roundness_C23,X(IJ)_C24,Y(IJ)_C24,X(FITS)_C24,Y(FITS)_C24,RA_C24,DEC_C24,Source-Sky_C24,Source_Error_C24,Source_SNR_C24,Peak_C24,Mean_C24,Sky/Pixel_C24,FWHM_C24,Width_C24,X-Width_C24,Y-Width_C24,Angle_C24,Roundness_C24,X(IJ)_C25,Y(IJ)_C25,X(FITS)_C25,Y(FITS)_C25,RA_C25,DEC_C25,Source-Sky_C25,Source_Error_C25,Source_SNR_C25,Peak_C25,Mean_C25,Sky/Pixel_C25,FWHM_C25,Width_C25,X-Width_C25,Y-Width_C25,Angle_C25,Roundness_C25,X(IJ)_C26,Y(IJ)_C26,X(FITS)_C26,Y(FITS)_C26,RA_C26,DEC_C26,Source-Sky_C26,Source_Error_C26,Source_SNR_C26,Peak_C26,Mean_C26,Sky/Pixel_C26,FWHM_C26,Width_C26,X-Width_C26,Y-Width_C26,Angle_C26,Roundness_C26,X(IJ)_C27,Y(IJ)_C27,X(FITS)_C27,Y(FITS)_C27,RA_C27,DEC_C27,Source-Sky_C27,Source_Error_C27,Source_SNR_C27,Peak_C27,Mean_C27,Sky/Pixel_C27,FWHM_C27,Width_C27,X-Width_C27,Y-Width_C27,Angle_C27,Roundness_C27,X(IJ)_C28,Y(IJ)_C28,X(FITS)_C28,Y(FITS)_C28,RA_C28,DEC_C28,Source-Sky_C28,Source_Error_C28,Source_SNR_C28,Peak_C28,Mean_C28,Sky/Pixel_C28,FWHM_C28,Width_C28,X-Width_C28,Y-Width_C28,Angle_C28,Roundness_C28
1,elp1m008-fa05-20190401-0058-e91.fits,1,0,58575.58978,2458575.59,2019,NaN,2458575.589,NaN,NaN,60,1.225978,6.153574,12,20,27,0.054818,0.021276,0.060536,0.029432,0.020916,0.002275,0.074203,0.041555,0.037701,0.012637,0.010636,0.00139,0.001663,0.003219,0.002655,0.006254,0.011749,0.017753,0.002126,0.00317,0.002865,0.000732,0.080107,0.290963,0.502172,0.090289,0.153789,0.17654,0.000175,0.000158,0.000178,0.00016,0.000157,0.000146,0.000186,0.000167,0.000164,0.000149,0.000147,0.000143,0.000143,0.000144,0.000143,0.000145,0.000147,0.000152,0.000142,0.000145,0.000142,0.000142,0.0002,0.000363,0.000547,0.00021,0.000256,0.000274,313.840549,134.400113,339.933893,183.511514,133.354849,15.620644,399.345543,248.737273,229.79061,84.564213,72.18834,9.702298,11.647807,22.396055,18.530957,43.193285,79.660866,116.746154,15.014537,21.896788,20.167698,5.140839,400.153828,802.016051,917.343661,430.8764,601.781027,644.336318,4648453.114,2522.395104,2054.372727,2040.214346,2054.872727,2056.285654,5.541055,15.556996,254820.3425,452.389342,800.081477,318.492991,5256.862793,563.276627,682.927726,869,6.388163,10.11268,10.174056,10.051304,322.745094,0.997934,2087.810196,2057.522089,2088.310196,2038.977911,5.540805,15.555125,98902.68618,733.922874,134.758964,2496.854004,218.622936,680.022727,5.863455,10.035335,9.882535,10.188135,304.979462,0.992107,1996.737171,2081.608646,1997.237171,2014.891354,5.541486,15.552521,281396.5128,813.592966,345.868911,5903.254395,622.022861,681.788851,5.834983,10.096277,10.208647,9.983907,336.385012,0.998926,2045.916072,2076.356109,2046.416072,2020.143891,5.541119,15.553089,136811.6794,741.81546,184.428186,3367.987549,302.420209,684.769858,6.266384,9.922402,9.924776,9.920028,315.442886,0.999042,2081.873151,2078.813323,2082.373151,2017.686677,5.54085,15.552823,97228.64518,727.185783,133.705371,2586.774414,214.922493,682.965661,5.880524,9.976449,9.84052,10.112377,304.725808,0.993975,2097.808924,2100.176495,2098.308924,1996.323505,5.54073,15.550514,10572.94954,676.833165,15.621205,899.453613,23.37135,672.991398,5.50484,10.597205,10.855939,10.338471,18.942712,0.996177,1789.221194,1981.903935,1789.721194,2114.596065,5.543039,15.563297,344929.9898,843.214756,409.06541,7396.088867,762.462679,677.369504,6.069932,10.231072,10.234801,10.227342,316.34346,0.999758,1877.668178,2037.977012,1878.168178,2058.522988,5.542377,15.557237,193166.3514,769.481583,251.034405,4207.157715,426.991384,677.882289,5.987089,10.141081,10.153153,10.129009,318.591387,0.999637,2144.299175,2201.742283,2144.799175,1894.757717,5.540383,15.539534,175249.9354,756.698488,231.598104,4082.452881,387.38741,673.099531,5.914357,10.11811,10.176875,10.059346,325.497873,0.998949,1852.24907,2192.142454,1852.74907,1904.357546,5.542567,15.540571,58743.95344,693.935086,84.653384,1821.046631,129.852647,675.813684,6.48939,10.194205,10.261002,10.127409,324.067052,0.998227,1990.55263,1897.810988,1991.05263,2198.689012,5.541533,15.57239,49442.08696,684.378396,72.243787,1557.737915,109.291007,673.102441,6.010444,10.755953,10.877113,10.634793,27.589347,0.998444,2054.900081,2142.514295,2055.400081,1953.985705,5.541051,15.545937,6461.275289,665.943863,9.702432,804.46344,14.282554,671.852856,6.477585,10.455933,12.591735,8.320132,354.668193,0.840749,1817.534952,2130.786163,1818.034952,1965.713837,5.542827,15.547204,7730.419565,663.66703,11.648039,853.268188,17.087979,673.449881,6.907501,11.570867,11.525549,11.616185,313.414523,0.979948,2032.087826,1864.315594,2032.587826,2232.184406,5.541222,15.576011,14962.99499,668.059171,22.397709,947.57428,33.075481,672.008713,5.588301,10.316904,10.1516,10.482208,309.243521,0.974235,1917.878685,1910.988595,1918.378685,2185.511405,5.542076,15.570965,12339.62359,665.858735,18.531894,913.833435,27.276557,672.661206,5.601984,10.64029,11.577577,9.703003,13.350653,0.961706,2215.262202,2287.858078,2215.762202,1808.641922,5.539852,15.530225,29072.44072,672.892888,43.205154,1286.498047,64.264203,670.567303,6.128901,9.766234,9.806359,9.726108,13.394743,0.999915,2371.900311,2232.786084,2372.400311,1863.713916,5.53868,15.536176,54615.10272,684.954313,79.735395,1603.254761,120.725883,666.646222,5.765767,10.825951,10.980434,10.671468,340.10199,0.998621,2433.076841,2052.071652,2433.576841,2044.428348,5.538222,15.55571,82523.86556,705.445985,116.981126,2130.316162,182.417793,670.4987,6.348714,10.304094,10.2164,10.391787,292.149421,0.999434,2121.395509,1911.204212,2121.895509,2185.295788,5.540554,15.570942,9881.536104,658.109417,15.015035,833.686523,21.842991,666.443409,6.078421,12.453457,9.866964,15.03995,270.286121,0.841414,2056.699195,2338.302713,2057.199195,1758.197287,5.541038,15.524773,14735.47036,672.903728,21.898334,978.688354,32.572541,673.728423,6.070059,10.320776,10.372141,10.26941,316.898859,0.977416,1956.704048,2333.735732,1957.204048,1762.764268,5.541786,15.525266,13319.86044,660.415637,20.168905,935.369568,29.443356,672.683677,6.403482,9.144132,9.278083,9.010182,324.738474,0.992283,1984.299344,2322.742626,1984.799344,1773.757374,5.541579,15.526454,3401.838127,661.72565,5.140859,785.933105,7.519713,674.75717,8.039559,8.926112,11.061173,6.791051,339.265365,0.635325,2242.598613,1619.625759,2243.098613,2476.874241,5.539647,15.60246,344758.0363,840.234077,410.311895,6872.01123,762.082578,676.494644,5.942559,10.156488,10.092921,10.220056,302.926776,0.999064,2496.420635,2304.934911,2496.920635,1791.565089,5.537749,15.528374,1047687.955,1129.52884,927.544227,20096.38867,2315.898844,687.024885,5.897443,10.127479,10.198484,10.056475,323.279472,0.99758,1651.814941,2200.704468,1652.314941,1895.795532,5.544066,15.539642,1553964.744,1300.663371,1194.747833,29488.82227,3435.016256,701.0206,5.945533,10.127092,10.193699,10.060485,327.475428,0.999028,1749.334417,2523.133879,1749.834417,1573.366121,5.543337,15.50479,384946.7969,867.431675,443.777658,7969.688477,850.919244,686.880691,6.216331,10.139515,10.291637,9.987393,335.475071,0.997905,1925.922394,2649.188002,1926.422394,1447.311998,5.542016,15.491165,619594.079,965.210927,641.926093,11848.95996,1369.603616,690.931036,6.389477,10.140058,10.198667,10.081448,324.025227,0.998608,1801.504304,2582.464256,1802.004304,1514.035744,5.542946,15.498377,697501.5035,1002.423719,695.815044,13102.50098,1541.816835,695.693143,6.288907,10.092463,10.209096,9.975831,330.680985,0.998028
2,elp1m008-fa05-20190401-0059-e91.fits,2,0,58575.59079,2458575.591,2019,NaN,2458575.59,NaN,NaN,60,1.230542,5.668429,12,20,27,0.054673,0.021594,0.060756,0.029962,0.020865,0.00222,0.074128,0.041296,0.037249,0.012644,0.010387,0.001474,0.001649,0.00323,0.002532,0.006248,0.011722,0.017566,0.002192,0.003296,0.003167,0.000934,0.079627,0.290475,0.502541,0.090387,0.153987,0.17697,0.00014,0.000122,0.000144,0.000125,0.000122,0.000107,0.000152,0.000132,0.000129,0.000113,0.000112,0.000105,0.000105,0.000106,0.000107,0.000108,0.000111,0.000116,0.000105,0.000106,0.000106,0.000104,0.000164,0.000313,0.000474,0.000172,0.000216,0.000233,390.415877,177.641087,421.837313,240.356973,170.886484,20.811662,487.297273,312.978059,288.709323,111.730279,93.03658,14.025389,15.743781,30.41422,23.63132,57.9937,105.486517,151.889902,20.959593,30.953829,29.987679,8.940043,486.070659,926.664139,1059.195569,525.919006,712.246534,760.207122,5405089.162,2504.775305,2054.242559,2039.786062,2054.742559,2056.713938,5.54109,15.555769,295512.6053,452.389342,744.426303,396.966905,6656.701172,653.226276,469.948405,886,5.634582,9.639424,9.750189,9.52866,333.967874,0.998603,2087.662199,2057.075036,2088.162199,2039.424964,5.540842,15.553839,116716.9331,654.807873,178.246075,3062.415527,258.001067,469.980144,5.293964,9.640754,9.59408,9.687428,307.16952,0.998713,1996.575814,2081.114489,1997.075814,2015.385511,5.541527,15.551401,328389.5015,763.45512,430.135961,7812.775879,725.900172,468.861791,5.48765,9.626246,9.736782,9.51571,348.077037,0.99937,2045.820681,2075.920224,2046.320681,2020.579776,5.541158,15.551875,161949.9272,669.596488,241.861972,4097.724121,357.987937,467.722378,5.345356,9.631109,9.737955,9.524264,345.08595,0.999346,2081.747209,2078.306696,2082.247209,2018.193304,5.540889,15.551553,112774.9282,657.868048,171.424845,2908.040527,249.287323,471.741749,5.600691,9.487414,9.507093,9.467735,318.159954,0.99858,2097.237401,2099.597476,2097.737401,1996.902524,5.540776,15.549222,11998.22159,576.487525,20.81263,763.887939,26.521893,461.857024,5.547095,9.619166,9.839078,9.399254,333.177817,0.994057,1789.08634,1981.451473,1789.58634,2115.048527,5.543068,15.562549,400670.4226,800.991234,500.218236,9367.424805,885.676088,466.404069,5.299992,9.700445,9.7746,9.626291,12.164102,0.999719,1877.493986,2037.581863,1877.993986,2058.918137,5.542413,15.556321,223206.3919,705.628532,316.322798,5393.605957,493.394453,465.364071,5.52293,9.615176,9.670537,9.559815,347.79088,0.99984,2144.184584,2201.211311,2144.684584,1895.288689,5.540437,15.538146,201334.4055,691.090686,291.328489,5006.595215,445.046748,462.478951,5.765604,9.52524,9.615757,9.434722,332.63197,0.998917,1852.136208,2191.579359,1852.636208,1904.920641,5.542622,15.539706,68344.03831,610.867233,111.880348,2019.070679,151.073493,464.018031,5.454352,9.566868,9.511815,9.621922,302.349032,0.999275,1990.484898,1897.412009,1990.984898,2199.087991,5.54155,15.571284,56144.37114,602.90442,93.123171,1656.376587,124.106308,460.304443,5.945743,9.737285,9.919939,9.554632,3.37719,0.998574,2054.692729,2141.658327,2055.192729,1954.841673,5.5411,15.544748,7969.499079,568.207471,14.025685,673.526123,17.616461,459.249691,4.832062,10.372552,10.877652,9.867452,5.43498,0.990212,1818.173886,2130.62327,1818.673886,1965.87673,5.542869,15.546361,8913.067924,566.117559,15.7442,678.064209,19.702206,461.404099,5.79871,9.05324,10.556033,7.550447,3.559042,0.893987,2032.261051,1864.021963,2032.761051,2232.478037,5.541233,15.574822,17460.84529,574.044339,30.417242,936.66803,38.596942,461.12641,5.070755,9.722657,9.764709,9.680604,318.758853,0.995629,1917.467299,1910.780022,1917.967299,2185.719978,5.542099,15.569967,13686.73606,579.143067,23.632737,757.804932,30.254329,459.955486,5.483132,9.209447,9.953134,8.46576,12.102161,0.969051,2215.334375,2287.340329,2215.834375,1809.159671,5.539915,15.528702,33769.19881,582.08049,58.014655,1255.234863,74.646318,460.003765,5.788861,9.152312,9.435776,8.868848,3.24104,0.996121,2371.786731,2232.275163,2372.286731,1864.224837,5.538737,15.534378,63359.2288,599.920099,105.612779,1750.246338,140.054645,456.666636,5.547392,10.462624,10.885804,10.039444,350.437169,0.992693,2432.994868,2051.565521,2433.494868,2044.934479,5.538257,15.553817,94943.13087,623.528262,152.267566,2473.635742,209.870397,460.857624,5.204879,9.624195,9.673326,9.575064,320.359333,0.996987,2121.214597,1910.249586,2121.714597,2186.250414,5.540573,15.569663,11849.64581,565.330007,20.960582,660.511292,26.193468,455.430293,4.994013,12.264899,10.514516,14.015283,84.110641,0.918347,2056.536142,2338.120982,2057.036142,1758.379018,5.54111,15.523492,17817.8543,575.567592,30.957015,888.540833,39.386105,462.030339,5.118787,9.725552,9.381996,10.069108,296.386446,0.986396,1956.594784,2333.502168,1957.094784,1762.997832,5.541857,15.524169,17118.12984,570.783656,29.990575,878.06189,37.839375,460.134442,4.824781,10.092936,9.639096,10.546777,284.445719,0.989492,1983.960769,2321.923468,1984.460769,1774.576532,5.541651,15.525373,5049.435703,564.806259,8.94012,581.471985,11.161703,461.136985,6.074685,9.311111,9.35713,9.265092,316.924375,0.978315,2242.54055,1619.094299,2243.04055,2477.405701,5.539629,15.600943,398646.4083,798.053941,499.523137,9097.058594,881.202034,467.306947,5.579205,9.686385,9.686633,9.686137,315.064162,0.999478,2496.337504,2304.43522,2496.837504,1792.06478,5.537814,15.526348,1216638.783,1142.133426,1065.233496,27142.95117,2689.36217,476.185583,5.771249,9.623381,9.738447,9.508315,332.452872,0.998254,1651.703123,2200.092145,1652.203123,1896.407855,5.544123,15.539138,1807789.393,1333.212404,1355.965027,40492.01172,3996.091917,491.855237,5.401778,9.584295,9.663672,9.504918,343.720398,0.999614,1749.176561,2522.60587,1749.676561,1573.89413,5.543433,15.504078,448050.1931,824.680411,543.301608,10690.13086,990.408375,472.734949,5.241008,9.561138,9.705469,9.416807,346.079325,0.998835,1925.834172,2648.657487,1926.334172,1447.842513,5.542126,15.49013,721251.3016,947.613304,761.124078,15871.72559,1594.315415,476.51769,5.449378,9.616512,9.743807,9.489216,340.864732,0.998863,1801.376818,2581.927206,1801.876818,1514.572794,5.54305,15.497569,812713.0825,988.441401,822.216756,19136.57031,1796.490339,481.553265,5.483811,9.590707,9.744504,9.43691,343.283124,0.998524
