TOI
617.01
226.01
497.01
529.01
513.01
1495.01
566.01
543.01
639.01
643.01
1285.01
1289.01
1284.01
716.01
1540.01
2022.01
2084.02
973.01
1632.01
538.01
531.01
436.01
636.01
464.01
975.01
975.01
920.01
920.01
549.01
1202.01
1760.01
528.01
1474.01
633.01
482.01
1276.01
1646.01
1633.01
203.01
876.01
516.01
224.01
450.01
472.01
1724.11
1724.01
1433.01
749.01
454.01
717.01
526.01
460.01
278.01
667.01
551.01
468.01
256.01
256.02
1779.01
1796.01
2221.01
562.01
455.01
540.01
263.01
127.01
270.01
270.02
270.03
732.01
732.02
704.01
134.01
731.01
1634.01
1235.01
1468.01
1468.02
1078.01
700.01
700.02
700.03
696.01
696.02
1266.01
1266.02
1827.01
519.01
776.01
776.02
1640.01
1899.01
488.01
1685.01
175.01
175.02
175.03
136.01
736.01
736.02
736.31
237.01
122.01
442.01
507.01
734.01
1080.01
521.01
177.01
2120.01
218.01
674.01
210.01
663.02
142.01
756.01
870.01
234.01
1201.01
552.01
530.01
672.01
620.01
654.01
2136.01
1728.01
2084.01
1695.01
277.01
435.01
663.01
2205.01
1638.01
912.01
1749.02
233.01
1448.01
2208.01
1470.01
573.01
2013.01
2278.01
2119.01
2445.01
1243.01
1883.01
782.01
1743.01
2379.01
1442.01
2266.01
1763.01
1696.01
2407.01
1224.01
698.01
206.01
910.01
555.01
532.01
771.01
805.01
789.01
714.01
715.01
709.01
1680.01
1738.01
2015.01
1227.01
2415.01
1759.01
1756.01
1752.01
1639.01
797.01
1802.01
1730.01
1730.02
1693.01
1806.01
1452.01
2068.01
2079.01
244.01
1278.01
797.02
864.01
1245.01
904.01
2406.01
1754.01
2441.01
2341.01
714.02
2496.01
1801.01
176.01
737.01
0.11
762.01
269.01
1231.01
486.01
2096.02
2096.01
1880.01
873.01
406.01
2095.02
2081.01
1846.01
2269.02
1746.01
1238.01
457.01
2384.01
2274.01
1450.01
2072.01
1238.02
1215.01
212.01
198.01
2290.01
2095.01
741.01
221.01
557.01
1178.01
455.22
2433.01
393.01
785.01
900.01
1499.01
1467.01
1732.01
1256.01
1749.01
2283.01
2291.01
2293.01
2269.01
2269.03
1113.01
1745.01
2444.01
2451.01
1635.01
2331.01
2453.01
2455.01
727.01
821.01
1234.01
227.01
285.01
2267.01
1083.01
2094.01
1955.11
1955.01
2257.01
2285.01
2142.01
2495.01
833.01
2605.01
2603.01
2610.01
2640.01
2781.01
2952.01
3088.01
3064.01
3059.01
3029.01
3235.01
3223.01
3220.01
3216.01
3213.01
3153.01
3333.01
3332.01
3313.01
3312.01
3288.01
3432.01
3397.01
3440.01
3494.01
3528.01
3583.01
3580.01
3579.01
3629.01
3606.01
3757.01
3750.01
3743.01
3742.01
3714.01
3785.01
3884.01
3984.01
4181.01
663.03
696.03
797.03
709.02
4184.01
4188.01
4201.01
4219.01
4261.01
2441.02
406.02
4312.01
4306.01
4327.01
4325.01
4323.01
4324.01
4323.02
4339.01
4337.01
4336.01
4353.01
4349.01
4346.01
4345.01
4342.01
4342.02
4341.01
789.03
789.02
4364.01
4360.01
4459.01
4446.01
4438.01
4481.01
4479.01
4506.01
4508.01
4529.01
4527.01
4526.01
4522.01
4552.01
4556.01
4567.01
4569.01
4567.02
4565.01
4559.01
4574.01
4572.01
4587.01
4599.01
4599.02
4622.01
4616.01
700.04
4643.01
4642.01
4636.01
4675.01
4670.01
4668.01
4666.01
4728.01
4709.01
4832.01
4817.01
4863.01
4860.01
4858.01
4856.01
4898.01
4889.01
4988.01
5041.01
5033.01
5031.01
5023.01
5010.01
5007.01
4991.01
5102.01
5097.01
5095.01
5094.01
5090.01
