col0,Label,slice,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,AIRMASS,EXPTIME,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_C11,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_err_C11,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,rel_flux_SNR_C11,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10,X(IJ)_C11,Y(IJ)_C11,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Source_SNR_C11,Peak_C11,Mean_C11,Sky/Pixel_C11,Width_C11,X-Width_C11,Y-Width_C11,Angle_C11,Roundness_C11
1,cpt1m010-fl16-20180910-0167-e91.fits,1,0,58372.44694,2458372.447,2018,nan,2458372.45,nan,1.249145,42,14.909635,1.4,12,22,25,0.054815,0.056287,0.328204,0.052388,0.050337,0.13788,0.175268,0.057706,0.077156,0.195218,0.04393,9.30E-05,9.70E-05,0.000245,9.40E-05,9.30E-05,0.000142,0.000163,9.80E-05,0.000109,0.000173,9.00E-05,591.587712,581.460403,1337.184737,559.185257,539.038714,971.557162,1077.681702,589.777247,709.63944,1130.432501,489.546524,9908956.796,3413.754618,2032.910589,2242.245749,2033.410589,1854.254251,22.69978,-69.172843,543158.9892,898.866604,604.270964,9415.504883,890.025905,115.191398,10.542599,10.633883,10.451316,336.34913,0.999348,2312.240884,2319.187514,2312.740884,1777.312486,22.705431,-69.164225,528026.3343,888.951107,593.98805,9211.106445,865.776117,112.52885,10.601051,10.683331,10.518772,329.434755,0.998966,2042.096908,1559.247853,2042.596908,2537.252147,22.700092,-69.24674,2448538.691,1533.265055,1596.94417,39372.72266,3630.847245,137.924719,10.829191,10.585791,11.072592,87.882167,0.99797,2329.362186,1471.535842,2329.862186,2624.964158,22.705959,-69.255927,493268.8006,864.989287,570.260011,7975.370117,824.598533,114.859251,10.851517,10.541173,11.161861,276.369733,0.996567,1241.792149,2699.451365,1242.292149,1397.048635,22.683682,-69.123969,474881.843,865.154613,548.898238,8434.049805,796.288184,113.004957,10.449923,10.857031,10.042815,11.578538,0.99284,3503.339262,1566.377371,3503.839262,2530.122629,22.729836,-69.24396,1200691.972,1153.718258,1040.715065,20504.87305,1844.879022,119.746879,10.612947,10.185467,11.040427,296.402117,0.982301,1353.664853,405.368724,1354.164853,3691.131276,22.686209,-69.372149,1477725.923,1253.182004,1179.179016,21609.61328,2252.905886,129.736457,11.105875,10.564745,11.647005,69.567783,0.983474,830.898769,1829.694956,831.398769,2266.805044,22.675416,-69.218267,540609.7477,896.709772,602.881517,9098.953125,884.831224,114.731869,10.775281,10.903658,10.646904,37.843051,0.990714,344.071985,1666.04326,344.571985,2430.45674,22.66552,-69.236071,709771.7243,967.767156,733.411668,12019.19043,1133.153082,119.193476,10.730063,10.785571,10.674556,42.675531,0.983706,3112.046194,3571.164236,3112.546194,525.335764,22.72129,-69.02769,1618457.412,1292.01403,1252.662413,31171.69336,2435.339663,123.257647,10.087839,10.489848,9.68583,329.465011,0.97294,848.265082,3031.724923,848.765082,1064.775077,22.675694,-69.088187,416984.3498,839.2812,496.835089,7798.25293,711.19845,114.654315,10.357599,10.916638,9.79856,13.115692,0.985602
2,cpt1m010-fl16-20180910-0168-e91.fits,2,0,58372.44794,2458372.448,2018,nan,2458372.451,nan,1.249465,42,14.972229,1.4,12,22,25,0.055128,0.0564,0.328214,0.052445,0.050053,0.13789,0.175769,0.057239,0.07763,0.194446,0.044234,9.30E-05,9.60E-05,0.000246,9.50E-05,9.30E-05,0.000143,0.000163,9.80E-05,0.00011,0.000173,9.00E-05,595.287786,586.004243,1331.74696,552.296023,541.073612,963.186534,1078.242687,584.671087,708.174574,1122.719238,490.3927,9890566.096,3419.70115,2032.716006,2242.015764,2033.216006,1854.484236,22.69978,-69.172841,545246.57,896.32684,608.31222,9093.9375,885.250385,114.038829,10.657443,10.718807,10.596079,330.065531,0.999474,2312.048406,2318.936993,2312.548406,1777.563007,22.705431,-69.164224,528044.6078,881.613739,598.952335,8932.435547,857.476449,111.650731,10.649635,10.708337,10.590933,323.074353,0.998429,2041.908707,1559.044112,2042.408707,2537.455888,22.700092,-69.246735,2444049.664,1537.140105,1589.997981,38120,3600.326383,138.499663,10.863874,10.602128,11.125619,87.39329,0.997661,2329.211352,1471.278961,2329.711352,2625.221039,22.70596,-69.255927,492860.8884,875.382466,563.023487,8026.784668,811.400166,114.284341,10.913086,10.593305,11.232866,276.041796,0.996414,1241.592718,2699.201776,1242.092718,1397.298224,22.683681,-69.123972,471458.0278,855.432636,551.13402,8315.047852,788.873112,116.322431,10.476409,10.867634,10.085185,9.75594,0.993739,3503.129902,1566.133726,3503.629902,2530.366274,22.729835,-69.243955,1198544.707,1162.654307,1030.869365,19842.73242,1816.509149,121.254966,10.673784,10.236644,11.110924,296.263311,0.981935,1353.506575,405.174732,1354.006575,3691.325268,22.686211,-69.372145,1478571.425,1252.013929,1180.954453,21390.57031,2245.867032,127.569862,11.182866,10.635386,11.730346,69.935304,0.983679,830.726485,1829.547834,831.226485,2266.952166,22.675417,-69.218259,535473.9673,896.16278,597.518642,8710.015625,883.938619,118.975808,10.770956,10.888613,10.653299,37.605312,0.992677,343.94373,1665.832467,344.44373,2430.667533,22.665521,-69.236071,712492.3746,973.378846,731.978487,11831.37402,1129.77122,119.143738,10.799999,10.851354,10.748644,42.696827,0.985978,3111.790661,3570.968269,3112.290661,525.531731,22.721287,-69.027682,1610105.36,1295.362583,1242.976585,30939.59375,2409.42498,125.587591,10.105473,10.49791,9.713037,328.24801,0.969784,848.116787,3031.487247,848.616787,1065.012753,22.675694,-69.088189,418965.0738,841.672005,497.777129,7587.671387,710.532865,113.71652,10.402191,11.03882,9.765561,10.692819,0.982849
3,cpt1m010-fl16-20180910-0169-e91.fits,3,0,58372.44891,2458372.449,2018,nan,2458372.452,nan,1.249803,42,15.229696,1.4,12,22,25,0.054837,0.056439,0.328227,0.052273,0.049903,0.137858,0.175786,0.057427,0.077256,0.195331,0.044012,9.30E-05,9.70E-05,0.000248,9.60E-05,9.50E-05,0.000144,0.000164,9.80E-05,0.000111,0.000174,9.10E-05,588.284244,579.370226,1323.866809,545.56499,527.208821,955.778272,1070.731234,584.004304,697.408136,1121.023676,483.04036,9889282.972,3446.715261,2032.777727,2242.303835,2033.277727,1854.196165,22.69978,-69.172838,542298.9069,902.24681,601.053837,8286.708008,859.307777,114.391696,10.780883,10.915473,10.646292,343.57601,0.999117,2312.108213,2319.232677,2312.608213,1777.267323,22.705431,-69.164221,528322.3385,892.322554,592.075518,8215.244141,839.507558,111.790839,10.810348,10.892795,10.7279,325.610413,0.998224,2041.993159,1559.335852,2042.493159,2537.164148,22.700093,-69.246732,2443808.354,1544.223738,1582.548107,35682.64844,3502.746861,136.619652,11.007784,10.828004,11.187565,271.414733,0.998931,2329.279358,1471.627702,2329.779358,2624.872298,22.70596,-69.255918,491261.9292,883.463596,556.063579,7207.310547,789.32216,114.511817,11.033038,10.784464,11.281611,278.279125,0.997792,1241.688684,2699.49804,1242.188684,1397.00196,22.683682,-69.123967,470047.332,875.920116,536.632649,7414.906738,757.700185,116.435067,10.666014,11.047203,10.284825,11.149831,0.994047,3503.213755,1566.422817,3503.713755,2530.077183,22.729836,-69.243953,1198146.74,1171.222842,1022.987852,18438.03711,1764.237357,120.689017,10.835282,10.433147,11.237417,297.300975,0.983625,1353.614851,405.510639,1354.114851,3690.989361,22.686212,-69.372136,1478497.026,1260.430811,1173.009271,19943.72852,2144.9732,127.924051,11.346326,10.818794,11.873859,69.016163,0.984427,830.813378,1829.793057,831.313378,2266.706943,22.675417,-69.21826,537069.7814,899.564288,597.03324,8232.143555,854.426947,114.661408,10.951849,11.089195,10.814503,36.880622,0.991958,344.033519,1666.123613,344.533519,2430.376387,22.665522,-69.236068,709211.2233,984.385336,720.46098,10769.81055,1093.799453,119.608212,10.945774,11.004766,10.886782,42.364211,0.986237,3111.910105,3571.236199,3112.410105,525.263801,22.721289,-69.027682,1616021.256,1299.722924,1243.358277,28616.30859,2349.616376,123.691781,10.303201,10.718192,9.88821,330.389971,0.975301,848.160827,3031.745443,848.660827,1064.754557,22.675694,-69.088189,416896.9924,850.4568,490.203609,7172.75,688.350513,114.112231,10.57613,11.129866,10.022394,12.378889,0.986775
4,cpt1m010-fl16-20180910-0170-e91.fits,4,0,58372.4499,2458372.45,2018,nan,2458372.453,nan,1.25016,42,15.490827,1.4,12,22,25,0.054983,0.056623,0.327857,0.052437,0.050129,0.137606,0.175914,0.057598,0.076985,0.195088,0.04406,9.50E-05,0.000101,0.000251,9.80E-05,9.70E-05,0.000145,0.000167,0.000101,0.000114,0.000178,9.40E-05,577.078356,558.798467,1307.900002,536.012622,514.87117,945.882908,1056.165017,570.257105,676.484914,1095.385775,470.432246,9843549.674,3496.852841,2032.861468,2242.407303,2033.361468,1854.092697,22.699768,-69.172853,541228.5722,917.957829,589.600693,7499.160156,829.082328,112.223292,11.023417,11.066421,10.980412,325.909889,0.999559,2312.146157,2319.340343,2312.646157,1777.159657,22.70542,-69.164253,527498.9744,924.472203,570.594738,7465.813477,809.814997,111.140859,11.02195,11.043617,11.000283,318.896732,0.999159,2042.038362,1559.492848,2042.538362,2537.007152,22.700072,-69.246751,2430442.691,1548.030233,1570.022755,31047.91016,3361.764613,142.635222,11.204785,10.979238,11.430332,88.89362,0.998378,2329.299887,1471.785033,2329.799887,2624.714967,22.705938,-69.255957,490449.1667,897.669171,546.358483,6469.790527,764.324768,114.723223,11.253637,10.947242,11.560033,274.207464,0.996975,1241.752698,2699.627486,1242.252698,1396.872514,22.683673,-69.123923,469893.416,896.777312,523.980045,6966.40625,736.895465,114.520079,10.867763,11.19278,10.542745,11.541054,0.99578,3503.232339,1566.512529,3503.732339,2529.987471,22.729818,-69.244074,1190688.913,1174.385132,1013.882823,15684.47559,1694.171568,123.341868,11.081781,10.652882,11.51068,294.345653,0.986291,1353.640287,405.611833,1354.140287,3690.888167,22.686174,-69.372132,1472569.135,1271.044663,1158.550268,17821.26367,2072.114172,129.410828,11.461611,10.954975,11.968248,69.703128,0.986498,830.839632,1829.966855,831.339632,2266.533145,22.675396,-69.218195,536090.7773,919.783593,582.844466,7233.592285,829.600673,114.81297,11.124871,11.259832,10.98991,36.426474,0.993229,344.054612,1666.286243,344.554612,2430.213757,22.665498,-69.235975,703636.7585,1007.685894,698.26993,9623.106445,1055.254538,122.049288,11.116273,11.108699,11.123847,45.361822,0.988359,3111.880907,3571.292801,3112.380907,525.207199,22.721293,-69.027754,1606878.056,1324.11724,1213.546662,24341.01172,2250.005654,121.690347,10.588922,10.941257,10.236587,329.145947,0.980329,848.22302,3031.879433,848.72302,1064.620567,22.675688,-69.088114,415401.7869,870.321603,477.296882,6205.663086,664.266761,113.336009,10.814556,11.258549,10.370564,15.932936,0.990684
5,cpt1m010-fl16-20180910-0171-e91.fits,5,0,58372.45087,2458372.451,2018,nan,2458372.454,nan,1.250533,42,15.309888,1.4,12,22,25,0.054902,0.056353,0.328474,0.052414,0.050228,0.137723,0.175829,0.057559,0.077248,0.194479,0.044091,9.40E-05,9.80E-05,0.000249,9.70E-05,9.60E-05,0.000144,0.000164,0.0001,0.000111,0.000175,9.20E-05,584.847735,572.463299,1316.849469,542.878813,523.834687,958.534817,1070.419343,576.278947,697.105647,1111.147138,477.601539,9877299.181,3460.929603,2032.951537,2242.296945,2033.451537,1854.203055,22.69978,-69.172841,542279.1321,907.536353,597.528827,8249.369141,853.136407,115.341669,10.881459,10.979087,10.783831,337.747325,0.999367,2312.251311,2319.210085,2312.751311,1777.289915,22.705431,-69.164225,526924.8148,900.983151,584.833151,7763.308594,827.210377,112.251334,10.921141,10.997711,10.844571,326.38614,0.998688,2042.160903,1559.336024,2042.660903,2537.163976,22.700093,-69.246735,2442228.286,1551.404005,1574.205222,35051.80078,3448.340042,139.087622,11.085397,10.852595,11.318198,270.900147,0.998236,2329.437351,1471.610407,2329.937351,2624.889593,22.70596,-69.255922,491926.6195,889.023319,553.333764,7090.188965,779.302918,114.537216,11.117513,10.846693,11.388333,275.969677,0.997523,1241.840091,2699.49397,1242.340091,1397.00603,22.683681,-69.123971,472386.6967,885.990771,533.173383,7234.50293,757.269687,113.691081,10.721657,11.112109,10.331206,7.956291,0.994279,3503.333337,1566.389976,3503.833337,2530.110024,22.729836,-69.243958,1195662.975,1163.815927,1027.364335,17598.61133,1743.343728,123.204195,10.922417,10.521432,11.323402,296.598718,0.985018,1353.801661,405.521232,1354.301661,3690.978768,22.686213,-69.37214,1477014.087,1258.010989,1174.086793,19463.98438,2137.339864,127.796889,11.358735,10.846288,11.871182,70.595421,0.986647,830.987293,1829.824698,831.487293,2266.675302,22.675418,-69.218261,537585.272,912.85118,588.9079,7909.09375,849.909081,115.502972,11.025627,11.125329,10.925925,38.379445,0.993766,344.205467,1666.154782,344.705467,2430.345218,22.665522,-69.236069,708290.3598,983.177566,720.409399,10407.54981,1085.536295,119.246582,11.01425,11.050221,10.978279,43.34516,0.9872,3111.989883,3571.151964,3112.489883,525.348036,22.721287,-69.027691,1608173.129,1306.215923,1231.169442,25688.26367,2325.400286,125.437045,10.45761,10.83466,10.08056,329.253339,0.977231,848.3568,3031.784553,848.8568,1064.715447,22.675694,-69.088188,417106.9414,860.739205,484.591545,6896.670898,681.92479,115.972359,10.604486,11.125851,10.083121,11.641057,0.988596
6,cpt1m010-fl16-20180910-0172-e91.fits,6,0,58372.45185,2458372.452,2018,nan,2458372.455,nan,1.250927,42,15.208354,1.4,12,22,25,0.054978,0.05625,0.328542,0.052237,0.050176,0.138076,0.175574,0.057501,0.077446,0.194842,0.043874,9.40E-05,9.90E-05,0.000248,9.60E-05,9.50E-05,0.000144,0.000165,9.90E-05,0.00011,0.000175,9.00E-05,587.776591,570.716957,1325.468825,545.509031,526.902397,958.793991,1063.701296,581.669192,700.89844,1114.437197,486.746521,9875407.573,3447.137108,2033.00475,2242.277335,2033.50475,1854.222665,22.699768,-69.172856,542930.1743,904.050912,600.552654,8302.558594,863.807346,113.90379,10.821569,10.853139,10.789999,327.657022,0.999814,2312.323794,2319.258332,2312.823794,1777.241668,22.70542,-69.164249,525911.7908,902.290155,582.86327,8297.111328,836.147231,111.750825,10.789488,10.808517,10.770458,318.225825,0.999014,2042.206435,1559.396541,2042.706435,2537.103459,22.700072,-69.246749,2442139.888,1538.715808,1587.128614,34562.53125,3498.575126,139.373079,11.016226,10.760345,11.272107,85.924232,0.9978,2329.434195,1471.644792,2329.934195,2624.855208,22.705938,-69.255959,490248.0025,881.677794,556.039866,7119.331543,786.838742,116.18484,11.016717,10.673801,11.359632,273.68661,0.996067,1241.879096,2699.491354,1242.379096,1397.008646,22.683673,-69.123926,471830.4981,879.72534,536.338419,7455.216309,764.245542,114.341274,10.660188,11.015366,10.30501,10.111814,0.994968,3503.419265,1566.500958,3503.919265,2529.999042,22.729819,-69.244063,1198128.135,1166.597938,1027.027475,17734.33398,1765.119276,121.596457,10.84795,10.394228,11.301671,293.523904,0.984981,1353.811703,405.448355,1354.311703,3691.051645,22.686175,-69.372137,1474906.84,1267.203769,1163.906608,19656.11719,2156.864808,128.107119,11.308507,10.739169,11.877845,70.559702,0.983354,831.008168,1829.785725,831.508168,2266.714275,22.675397,-69.218203,536969.8132,903.116782,594.574062,7954.015137,857.020575,115.349562,10.970438,11.032179,10.908698,41.194282,0.992779,344.218403,1666.158351,344.718403,2430.341649,22.665498,-69.235976,709832.7792,979.869743,724.415448,10590.17383,1099.208082,120.128386,10.908701,10.882901,10.934501,46.186905,0.986958,3112.04723,3571.189819,3112.54723,525.310181,22.721293,-69.027754,1610372.953,1304.431666,1234.539911,27809.90234,2343.486893,125.34233,10.297572,10.641121,9.954023,328.015881,0.976936,848.375702,3031.782346,848.875702,1064.717654,22.675688,-69.088114,415066.8741,840.026922,494.111395,6987.447266,687.408032,114.901999,10.520849,11.021434,10.020265,13.258736,0.988741
7,cpt1m010-fl16-20180910-0173-e91.fits,7,0,58372.45285,2458372.453,2018,nan,2458372.456,nan,1.25134,42,15.337149,1.4,12,22,25,0.054843,0.056315,0.328505,0.052417,0.050172,0.137982,0.175866,0.057264,0.077122,0.194669,0.044176,9.40E-05,0.000101,0.00025,9.70E-05,9.50E-05,0.000145,0.000165,9.90E-05,0.000111,0.000175,9.20E-05,581.496415,560.156946,1316.363917,539.746432,526.906224,954.641851,1065.827537,578.864872,697.874655,1109.509661,480.224312,9869435.609,3464.73365,2033.019182,2242.352975,2033.519182,1854.147025,22.699781,-69.172843,541269.0987,911.219859,594.004941,8150.856934,847.099435,116.641812,10.832716,10.970189,10.695244,337.89631,0.998747,2312.332866,2319.341732,2312.832866,1777.158268,22.705431,-69.164219,526164.8952,920.289063,571.738725,8077.428223,819.995983,112.785102,10.825556,10.958029,10.693082,329.04375,0.997299,2042.229886,1559.4316,2042.729886,2537.0684,22.700093,-69.246733,2440454.924,1549.417743,1575.078725,35278.16406,3438.208908,140.296849,11.038315,10.891966,11.184663,276.901909,0.999255,2329.506722,1471.694576,2330.006722,2624.805424,22.70596,-69.255923,491556.0219,893.653689,550.052026,7220.641602,778.292317,114.923866,11.071346,10.845264,11.297427,285.107936,0.997768,1241.907612,2699.556401,1242.407612,1396.943599,22.683682,-69.123968,471513.9799,878.933309,536.461612,7365.12207,752.402384,115.22133,10.699683,11.169823,10.229544,5.796403,0.991983,3503.431441,1566.492717,3503.931441,2530.007283,22.729836,-69.243961,1196682.915,1169.98983,1022.814801,18148.36914,1723.734495,121.749335,10.887012,10.53055,11.243475,298.914126,0.984907,1353.843771,405.555275,1354.343771,3690.944725,22.686211,-69.372144,1476100.679,1263.379319,1168.374895,19940.44531,2125.202356,127.772478,11.323441,10.871344,11.775538,69.435431,0.988797,831.01495,1829.841546,831.51495,2266.658454,22.675416,-69.218262,534552.803,903.366867,591.733904,7812.055176,846.367033,117.099908,10.979059,11.151625,10.806493,34.04032,0.992912,344.248048,1666.236262,344.748048,2430.263738,22.665521,-69.236062,706654.6218,979.605944,721.366204,10415.55078,1078.178453,120.651865,10.98569,11.070722,10.900659,41.020447,0.987502,3112.089056,3571.34776,3112.589056,525.15224,22.721289,-69.02768,1608205.055,1308.010694,1229.504516,27911.06055,2306.437088,127.297447,10.346645,10.805138,9.888153,330.459035,0.970364,848.396229,3031.787026,848.896229,1064.712974,22.675694,-69.088189,417549.7143,856.747513,487.366124,6742.666992,676.561423,113.066532,10.621044,11.241522,10.000565,9.28192,0.984912
8,cpt1m010-fl16-20180910-0174-e91.fits,8,0,58372.45382,2458372.454,2018,nan,2458372.457,nan,1.251767,42,15.391168,1.4,12,22,25,0.055055,0.056411,0.328334,0.052647,0.050178,0.137548,0.17564,0.057427,0.07732,0.194702,0.044129,9.50E-05,9.90E-05,0.00025,9.70E-05,9.60E-05,0.000145,0.000166,0.0001,0.000111,0.000176,9.30E-05,580.123747,568.243436,1315.587221,542.655798,521.876351,951.336189,1058.481427,573.39104,698.706839,1105.509414,476.266664,9856842.726,3468.714089,2032.736264,2242.162089,2033.236264,1854.337911,22.699781,-69.172848,542670.6375,915.738559,592.604332,7752.670898,843.747459,113.369751,10.930489,10.943121,10.917856,320.30519,0.999842,2312.039608,2319.095871,2312.539608,1777.404129,22.705431,-69.16423,526338.5507,906.795545,580.437954,7608.381348,827.658436,111.551564,10.926051,10.945393,10.90671,318.228142,0.999009,2041.960936,1559.297556,2042.460936,2537.202444,22.700094,-69.246731,2436387.754,1546.050618,1575.878387,33336.26563,3413.909247,139.194523,11.110266,10.851888,11.368644,89.864389,0.997839,2329.243368,1471.555168,2329.743368,2624.944832,22.705961,-69.255921,492979.3797,891.148628,553.195465,6731.104492,774.422589,111.815896,11.161703,10.869145,11.454261,276.052951,0.997129,1241.623739,2699.388994,1242.123739,1397.111006,22.683682,-69.123972,470968.7109,886.625683,531.192272,7125.314941,743.73885,113.258648,10.793081,11.072958,10.513203,16.434189,0.996192,3503.130592,1566.351279,3503.630592,2530.148721,22.729836,-69.243958,1191851.621,1169.527252,1019.08837,16766.74414,1722.42758,120.476476,10.975248,10.518664,11.431832,294.034392,0.984551,1353.568791,405.374988,1354.068791,3691.125012,22.686212,-69.372146,1472606.802,1270.503602,1159.0733,18706.37891,2100.402586,129.041405,11.382253,10.816364,11.948141,72.080154,0.985029,830.77065,1829.749862,831.27065,2266.750138,22.675418,-69.218258,535310.9933,913.596678,585.937981,8006.085938,831.186864,115.530456,11.012827,11.058635,10.967019,41.984682,0.99373,343.976325,1666.035891,344.476325,2430.464109,22.665522,-69.23607,707431.4696,979.250149,722.421611,10295.44922,1084.843864,118.40743,11.016375,10.957702,11.075047,47.885493,0.988779,3111.771774,3571.109867,3112.271774,525.390133,22.721288,-69.02769,1606382.352,1311.68419,1224.671581,25847.13477,2286.247189,124.225181,10.451127,10.780656,10.121598,328.131289,0.97973,848.098674,3031.643076,848.598674,1064.856924,22.675695,-69.088192,416585.0927,862.030871,483.260063,6551.133301,671.261778,112.087157,10.700736,11.175179,10.226294,15.843545,0.989183
9,cpt1m010-fl16-20180910-0175-e91.fits,9,0,58372.45479,2458372.455,2018,nan,2458372.458,nan,1.252212,42,15.224578,1.4,12,22,25,0.054931,0.05651,0.328539,0.052397,0.050136,0.138012,0.175992,0.057302,0.077245,0.194235,0.044075,9.30E-05,9.80E-05,0.000249,9.60E-05,9.60E-05,0.000144,0.000165,9.90E-05,0.000111,0.000174,9.30E-05,588.576906,576.928319,1320.104652,546.341443,519.772114,956.398999,1067.858101,576.093982,697.092127,1116.064458,476.407307,9873219.304,3455.991244,2032.943017,2242.459489,2033.443017,1854.040511,22.699782,-69.172835,542344.6025,901.68283,601.480459,7871.061523,859.143988,113.140408,10.80743,10.897805,10.717055,331.552762,0.999062,2312.231217,2319.427967,2312.731217,1777.072033,22.705433,-69.164216,528094.9131,895.710564,589.582097,7892.5,836.917131,112.507099,10.801326,10.896939,10.705713,326.10648,0.997807,2042.091781,1559.432943,2042.591781,2537.067057,22.700093,-69.246735,2441585.159,1545.805442,1579.490595,33905.64453,3491.833158,138.007391,11.00838,10.822618,11.194142,275.022079,0.998826,2329.391128,1471.719398,2329.891128,2624.780602,22.70596,-69.255924,491567.29,882.545357,556.988132,7060.183594,787.97105,113.667497,11.048155,10.812675,11.283635,283.18195,0.997739,1241.797996,2699.626267,1242.297996,1396.873733,22.683684,-69.123962,471372.4185,891.29728,528.861053,7299.628418,762.113321,114.623735,10.610045,11.042798,10.177292,6.164871,0.993051,3503.364553,1566.641822,3503.864553,2529.858178,22.729837,-69.243954,1197367.428,1168.720699,1024.511185,17509.24414,1754.979402,121.463129,10.820244,10.425323,11.215165,298.465777,0.98215,1353.729121,405.507017,1354.229121,3690.992983,22.686211,-69.372145,1477565.365,1262.529259,1170.321681,18944.42969,2151.096465,127.034321,11.323332,10.808545,11.83812,70.832694,0.986619,830.898612,1829.85599,831.398612,2266.64401,22.675418,-69.218259,535091.7878,908.963819,588.683264,7747.178711,854.019331,116.978301,10.953368,11.096531,10.810205,35.981759,0.992875,344.143464,1666.185638,344.643464,2430.314362,22.665523,-69.236063,707966.2148,982.822169,720.340095,10222.83301,1092.746056,118.927329,10.938849,10.992815,10.884882,42.359936,0.988504,3111.935079,3571.274695,3112.435079,525.225305,22.72129,-69.0277,1605818.506,1297.343102,1237.774729,27635.88672,2337.553706,125.682485,10.3073,10.688413,9.926186,328.263623,0.972659,848.279159,3031.871444,848.779159,1064.628556,22.675697,-69.088181,416790.222,862.336638,483.326585,6883.960938,687.203127,113.901583,10.569038,11.137219,10.000856,9.922338,0.987009
