,Label,slice,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,EXPTIME,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_T7,rel_flux_T8,rel_flux_T9,rel_flux_T10,rel_flux_T11,rel_flux_T12,rel_flux_T13,rel_flux_T14,rel_flux_T15,rel_flux_T16,rel_flux_T17,rel_flux_T18,rel_flux_T19,rel_flux_T20,rel_flux_T21,rel_flux_C22,rel_flux_C23,rel_flux_C24,rel_flux_C25,rel_flux_C26,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_T7,rel_flux_err_T8,rel_flux_err_T9,rel_flux_err_T10,rel_flux_err_T11,rel_flux_err_T12,rel_flux_err_T13,rel_flux_err_T14,rel_flux_err_T15,rel_flux_err_T16,rel_flux_err_T17,rel_flux_err_T18,rel_flux_err_T19,rel_flux_err_T20,rel_flux_err_T21,rel_flux_err_C22,rel_flux_err_C23,rel_flux_err_C24,rel_flux_err_C25,rel_flux_err_C26,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_T7,rel_flux_SNR_T8,rel_flux_SNR_T9,rel_flux_SNR_T10,rel_flux_SNR_T11,rel_flux_SNR_T12,rel_flux_SNR_T13,rel_flux_SNR_T14,rel_flux_SNR_T15,rel_flux_SNR_T16,rel_flux_SNR_T17,rel_flux_SNR_T18,rel_flux_SNR_T19,rel_flux_SNR_T20,rel_flux_SNR_T21,rel_flux_SNR_C22,rel_flux_SNR_C23,rel_flux_SNR_C24,rel_flux_SNR_C25,rel_flux_SNR_C26,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,X(IJ)_T8,Y(IJ)_T8,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Source_SNR_T8,Peak_T8,Mean_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,X-Width_T8,Y-Width_T8,Angle_T8,Roundness_T8,X(IJ)_T9,Y(IJ)_T9,X(FITS)_T9,Y(FITS)_T9,RA_T9,DEC_T9,Source-Sky_T9,Source_Error_T9,Source_SNR_T9,Peak_T9,Mean_T9,Sky/Pixel_T9,FWHM_T9,Width_T9,X-Width_T9,Y-Width_T9,Angle_T9,Roundness_T9,X(IJ)_T10,Y(IJ)_T10,X(FITS)_T10,Y(FITS)_T10,RA_T10,DEC_T10,Source-Sky_T10,Source_Error_T10,Source_SNR_T10,Peak_T10,Mean_T10,Sky/Pixel_T10,FWHM_T10,Width_T10,X-Width_T10,Y-Width_T10,Angle_T10,Roundness_T10,X(IJ)_T11,Y(IJ)_T11,X(FITS)_T11,Y(FITS)_T11,RA_T11,DEC_T11,Source-Sky_T11,Source_Error_T11,Source_SNR_T11,Peak_T11,Mean_T11,Sky/Pixel_T11,FWHM_T11,Width_T11,X-Width_T11,Y-Width_T11,Angle_T11,Roundness_T11,X(IJ)_T12,Y(IJ)_T12,X(FITS)_T12,Y(FITS)_T12,RA_T12,DEC_T12,Source-Sky_T12,Source_Error_T12,Source_SNR_T12,Peak_T12,Mean_T12,Sky/Pixel_T12,FWHM_T12,Width_T12,X-Width_T12,Y-Width_T12,Angle_T12,Roundness_T12,X(IJ)_T13,Y(IJ)_T13,X(FITS)_T13,Y(FITS)_T13,RA_T13,DEC_T13,Source-Sky_T13,Source_Error_T13,Source_SNR_T13,Peak_T13,Mean_T13,Sky/Pixel_T13,FWHM_T13,Width_T13,X-Width_T13,Y-Width_T13,Angle_T13,Roundness_T13,X(IJ)_T14,Y(IJ)_T14,X(FITS)_T14,Y(FITS)_T14,RA_T14,DEC_T14,Source-Sky_T14,Source_Error_T14,Source_SNR_T14,Peak_T14,Mean_T14,Sky/Pixel_T14,FWHM_T14,Width_T14,X-Width_T14,Y-Width_T14,Angle_T14,Roundness_T14,X(IJ)_T15,Y(IJ)_T15,X(FITS)_T15,Y(FITS)_T15,RA_T15,DEC_T15,Source-Sky_T15,Source_Error_T15,Source_SNR_T15,Peak_T15,Mean_T15,Sky/Pixel_T15,FWHM_T15,Width_T15,X-Width_T15,Y-Width_T15,Angle_T15,Roundness_T15,X(IJ)_T16,Y(IJ)_T16,X(FITS)_T16,Y(FITS)_T16,RA_T16,DEC_T16,Source-Sky_T16,Source_Error_T16,Source_SNR_T16,Peak_T16,Mean_T16,Sky/Pixel_T16,FWHM_T16,Width_T16,X-Width_T16,Y-Width_T16,Angle_T16,Roundness_T16,X(IJ)_T17,Y(IJ)_T17,X(FITS)_T17,Y(FITS)_T17,RA_T17,DEC_T17,Source-Sky_T17,Source_Error_T17,Source_SNR_T17,Peak_T17,Mean_T17,Sky/Pixel_T17,FWHM_T17,Width_T17,X-Width_T17,Y-Width_T17,Angle_T17,Roundness_T17,X(IJ)_T18,Y(IJ)_T18,X(FITS)_T18,Y(FITS)_T18,RA_T18,DEC_T18,Source-Sky_T18,Source_Error_T18,Source_SNR_T18,Peak_T18,Mean_T18,Sky/Pixel_T18,FWHM_T18,Width_T18,X-Width_T18,Y-Width_T18,Angle_T18,Roundness_T18,X(IJ)_T19,Y(IJ)_T19,X(FITS)_T19,Y(FITS)_T19,RA_T19,DEC_T19,Source-Sky_T19,Source_Error_T19,Source_SNR_T19,Peak_T19,Mean_T19,Sky/Pixel_T19,FWHM_T19,Width_T19,X-Width_T19,Y-Width_T19,Angle_T19,Roundness_T19,X(IJ)_T20,Y(IJ)_T20,X(FITS)_T20,Y(FITS)_T20,RA_T20,DEC_T20,Source-Sky_T20,Source_Error_T20,Source_SNR_T20,Peak_T20,Mean_T20,Sky/Pixel_T20,FWHM_T20,Width_T20,X-Width_T20,Y-Width_T20,Angle_T20,Roundness_T20,X(IJ)_T21,Y(IJ)_T21,X(FITS)_T21,Y(FITS)_T21,RA_T21,DEC_T21,Source-Sky_T21,Source_Error_T21,Source_SNR_T21,Peak_T21,Mean_T21,Sky/Pixel_T21,FWHM_T21,Width_T21,X-Width_T21,Y-Width_T21,Angle_T21,Roundness_T21,X(IJ)_C22,Y(IJ)_C22,X(FITS)_C22,Y(FITS)_C22,RA_C22,DEC_C22,Source-Sky_C22,Source_Error_C22,Source_SNR_C22,Peak_C22,Mean_C22,Sky/Pixel_C22,FWHM_C22,Width_C22,X-Width_C22,Y-Width_C22,Angle_C22,Roundness_C22,X(IJ)_C23,Y(IJ)_C23,X(FITS)_C23,Y(FITS)_C23,RA_C23,DEC_C23,Source-Sky_C23,Source_Error_C23,Source_SNR_C23,Peak_C23,Mean_C23,Sky/Pixel_C23,FWHM_C23,Width_C23,X-Width_C23,Y-Width_C23,Angle_C23,Roundness_C23,X(IJ)_C24,Y(IJ)_C24,X(FITS)_C24,Y(FITS)_C24,RA_C24,DEC_C24,Source-Sky_C24,Source_Error_C24,Source_SNR_C24,Peak_C24,Mean_C24,Sky/Pixel_C24,FWHM_C24,Width_C24,X-Width_C24,Y-Width_C24,Angle_C24,Roundness_C24,X(IJ)_C25,Y(IJ)_C25,X(FITS)_C25,Y(FITS)_C25,RA_C25,DEC_C25,Source-Sky_C25,Source_Error_C25,Source_SNR_C25,Peak_C25,Mean_C25,Sky/Pixel_C25,FWHM_C25,Width_C25,X-Width_C25,Y-Width_C25,Angle_C25,Roundness_C25,X(IJ)_C26,Y(IJ)_C26,X(FITS)_C26,Y(FITS)_C26,RA_C26,DEC_C26,Source-Sky_C26,Source_Error_C26,Source_SNR_C26,Peak_C26,Mean_C26,Sky/Pixel_C26,FWHM_C26,Width_C26,X-Width_C26,Y-Width_C26,Angle_C26,Roundness_C26
1,cpt1m013-fa14-20190613-0071-e91.fits,1,0,58648.2494,2458648.249,2019,NaN,2458648.251,NaN,NaN,180.1,1.084128,6.424025,10,21,32,0.11304,0.371675,0.052462,0.035249,0.017552,0.00468,0.005953,0.006963,0.005661,0.003413,0.006223,0.003733,0.010709,0.030722,0.006789,0.003147,0.01106,0.005751,0.013798,0.003424,0.002883,0.226685,0.147196,0.266597,0.268462,0.360116,0.000346,0.000525,0.000311,0.000302,0.000292,0.000285,0.000287,0.000286,0.000287,0.000284,0.000288,0.000285,0.000289,0.0003,0.000287,0.000286,0.000289,0.000286,0.000291,0.000287,0.000286,0.000492,0.000411,0.000531,0.000534,0.00064,326.71147,708.348985,168.597141,116.904115,60.140995,16.392882,20.735818,24.306057,19.732729,12.000088,21.570439,13.079754,37.089143,102.343849,23.646878,11.002848,38.223787,20.098728,47.441392,11.950656,10.075999,460.893306,357.88983,502.064309,502.312457,562.857731,2926135.871,2409.807307,2060.74185,2032.359378,2061.24185,2064.140622,11.400983,-19.556828,330769.1008,314.159265,975.084502,339.22096,8816.621094,1052.870748,2158.997513,1578,6.22851,8.851119,9.188215,8.514023,325.618259,0.955907,2382.84076,2054.434018,2383.34076,2042.065982,11.403451,-19.558916,1087572.884,1247.045233,872.119836,24815.82617,3461.852009,2147.54845,6.230448,8.850534,9.107684,8.593385,323.011101,0.95575,1962.641548,2322.315197,1963.141548,1774.184803,11.400251,-19.588302,153510.4884,901.697089,170.246184,5292.605469,488.639061,2169.050306,6.260273,8.716852,9.197243,8.236462,329.688509,0.949821,1767.952624,2324.790245,1768.452624,1771.709755,11.39876,-19.588746,103142.678,878.185921,117.449706,4196.818848,328.313341,2169.013467,6.496567,8.907816,9.374585,8.441047,330.27546,0.957724,2151.633399,1685.08383,2152.133399,2411.41617,11.401656,-19.519155,51360.0262,852.945513,60.214897,3192.234863,163.484041,2145.026041,6.427009,8.942082,8.961213,8.922952,315.645203,0.963901,2015.164562,1875.322284,2015.664562,2221.177716,11.400624,-19.539872,13693.4544,835.253145,16.394376,2501.669434,43.587619,2150.790506,6.147226,8.474857,9.353889,7.595825,358.275111,0.957725,1963.786323,1918.248409,1964.286323,2178.251591,11.400233,-19.544565,17418.51241,839.898035,20.738842,2541.178711,55.444847,2153.944519,5.387926,10.101716,9.999828,10.203605,311.365355,0.974589,1887.760102,1904.002598,1888.260102,2192.497402,11.39965,-19.543093,20374.14678,838.065355,24.310928,2606.318115,64.852923,2159.749711,5.174756,9.788608,9.845226,9.731989,317.183066,0.976911,1946.099401,2077.845956,1946.599401,2018.654044,11.400108,-19.561856,16565.06483,839.36069,19.735336,2544.516113,52.728239,2159.061366,6.671543,8.405212,8.996876,7.813548,326.237329,0.865702,2046.272853,1983.483477,2046.772853,2113.016523,11.400869,-19.551551,9986.58984,832.169056,12.000674,2352.44751,31.788303,2154.625199,6.849197,9.721985,10.465924,8.978047,17.367252,0.965722,1899.58569,2145.199869,1900.08569,1951.300131,11.399756,-19.569189,18208.29609,843.998737,21.573843,2592.477539,57.958807,2164.826485,6.153457,9.028472,9.473911,8.583033,336.561432,0.979263,1963.90287,2127.793258,1964.40287,1968.706742,11.400248,-19.567246,10924.33428,835.16098,13.080513,2432.628662,34.773236,2158.109293,5.853501,7.774371,7.172319,8.376424,300.413784,0.900238,1775.241178,2199.085271,1775.741178,1897.414729,11.398808,-19.575133,31336.53045,844.503432,37.106457,2786.267334,99.747274,2163.836465,6.28414,8.687758,9.463255,7.912261,347.072819,0.961264,1833.121835,1855.199386,1833.621835,2241.300614,11.399229,-19.53786,89895.29408,875.239898,102.709319,3899.402344,286.145608,2166.472755,6.327009,8.921338,9.313675,8.529,332.694963,0.977024,1798.624449,1845.166873,1799.124449,2251.333127,11.398964,-19.536805,19866.72251,839.982137,23.651363,2962.990967,63.237742,2164.057027,8.187789,9.284201,10.022049,8.546354,1.125848,0.975013,1825.917808,2235.260158,1826.417808,1861.239842,11.399198,-19.579003,9208.10126,836.849116,11.003299,2363.668701,29.310297,2173.720453,6.538588,9.596595,8.663582,10.529608,89.859381,0.962894,1912.187516,2344.267877,1912.687516,1752.232123,11.399866,-19.590724,32363.9603,846.277247,38.242739,2850.027588,103.017685,2168.014842,6.447091,8.532239,8.959292,8.105186,326.402228,0.933628,1859.235865,1757.739401,1859.735865,2338.760599,11.399423,-19.527287,16826.80014,837.09252,20.101482,2499.735596,53.561368,2159.354805,7.763086,8.413104,9.450557,7.375651,332.703589,0.82419,1789.854182,1674.316801,1790.354182,2422.183199,11.398886,-19.518321,40375.55522,850.411963,47.477643,2917.070068,128.519384,2157.32242,6.289346,9.329809,9.305989,9.35363,313.743543,0.986436,1730.734603,1980.250045,1731.234603,2116.249955,11.398453,-19.551487,10019.25785,838.345023,11.951234,2399.069092,31.892288,2168.967086,6.934571,9.031046,9.051836,9.010256,316.07647,0.98498,1717.736105,2024.559037,1718.236105,2071.940963,11.398356,-19.556295,8435.838704,837.192248,10.076346,2366.478027,26.852109,2165.754169,7.1816,9.915069,10.600517,9.229621,332.440907,0.942103,1350.065839,2679.241518,1350.565839,1417.258482,11.395581,-19.627481,540734.2584,1066.049549,507.231825,12881.5957,1721.210603,2197.107248,6.261695,8.886086,9.625168,8.147003,337.90277,0.946908,1814.26903,2777.876601,1814.76903,1318.623399,11.399144,-19.637745,375451.261,998.153738,376.145724,9929.511719,1195.098482,2175.523967,6.275265,8.849646,9.46005,8.239242,332.454941,0.942444,2526.023485,2490.077229,2526.523485,1606.422771,11.404577,-19.605933,615902.4283,1084.303511,568.016632,14670.70898,1960.478318,2157.859092,6.260286,8.816461,9.145819,8.487103,324.114172,0.943108,1429.901565,1828.306924,1430.401565,2268.193076,11.39614,-19.535308,619298.7054,1089.518099,568.415253,14152.4082,1971.289004,2173.576966,6.246073,9.036088,9.478377,8.593798,335.377163,0.97762,2693.0019,3086.441518,2693.5019,1010.058482,11.405897,-19.670321,774749.2179,1145.266318,676.479528,17712.19336,2466.103354,2169.780799,6.147711,8.740459,9.206755,8.274163,326.52306,0.926134
2,cpt1m013-fa14-20190613-0072-e91.fits,2,0,58648.2518,2458648.252,2019,NaN,2458648.253,NaN,NaN,180.103,1.089307,6.453386,10,21,32,0.113324,0.372726,0.052628,0.034415,0.017341,0.004307,0.005665,0.006648,0.006108,0.003185,0.005575,0.004149,0.010702,0.031622,0.006277,0.002846,0.011987,0.006069,0.013283,0.003732,0.002361,0.227682,0.146763,0.265347,0.267963,0.36152,0.00035,0.00053,0.000316,0.000306,0.000296,0.00029,0.000291,0.000292,0.000292,0.00029,0.000291,0.00029,0.000294,0.000304,0.000291,0.00029,0.000295,0.000291,0.000296,0.000291,0.00029,0.000496,0.000416,0.000535,0.000539,0.000646,323.369246,703.909038,166.441631,112.605529,58.667399,14.832142,19.474672,22.755049,20.903252,10.98503,19.13707,14.295422,36.418709,103.957135,21.543773,9.796618,40.699871,20.839384,44.92768,12.804463,8.137398,458.818682,352.932522,496.04806,496.843012,559.455811,2942444.75,2445.087871,2060.627043,2032.424496,2061.127043,2064.075504,11.400984,-19.556829,333448.3411,314.159265,993.243578,335.716584,9252.335938,1061.399035,2260.722159,1603,6.062598,8.745553,9.166938,8.324168,328.116406,0.952691,2382.733436,2054.513476,2383.233436,2041.986524,11.403452,-19.55892,1096725.371,1263.710776,867.861059,25880.0957,3490.985281,2249.485901,6.027777,8.70518,9.026316,8.384043,324.738876,0.951173,1962.512682,2322.437154,1963.012682,1774.062846,11.400251,-19.588308,154854.6898,921.442644,168.056787,5608.992188,492.917787,2271.898538,6.126561,8.706999,9.199752,8.214246,330.194746,0.950259,1767.805096,2324.847934,1768.305096,1771.652066,11.39876,-19.588746,101264.0471,895.33572,113.101761,4390.043457,322.333473,2271.73012,6.426852,8.712186,9.292212,8.13216,330.369408,0.932733,2151.5694,1685.126658,2152.0694,2411.373342,11.401657,-19.519155,51024.57031,868.692007,58.737239,3342.380615,162.416252,2253.638678,5.611646,8.630923,8.957725,8.304122,336.872266,0.988039,2015.265108,1875.966851,2015.765108,2220.533149,11.400626,-19.539936,12673.91505,854.424989,14.833268,2568.323486,40.342325,2255.771828,7.191217,8.56739,9.098038,8.036741,340.290509,0.974483,1963.573954,1918.238601,1964.073954,2178.261399,11.400233,-19.544559,16669.79172,855.860836,19.477222,2616.394531,53.061595,2258.439157,6.247359,8.542553,9.626282,7.458825,347.981156,0.925243,1888.243263,1904.68423,1888.743263,2191.81577,11.399656,-19.54316,19560.15741,859.442662,22.759119,2861.484131,62.261915,2270.633027,7.716951,9.370195,11.062537,7.677854,3.853108,0.875394,1946.22395,2077.72863,1946.72395,2018.77137,11.400111,-19.561837,17972.08441,859.644851,20.906406,2657.920898,57.206921,2264.208833,6.33017,8.786459,9.100177,8.472741,322.422582,0.922515,2046.399726,1984.090024,2046.899726,2112.409976,11.400872,-19.55161,9371.720515,853.100081,10.985488,2546.86792,29.831113,2256.24863,7.924287,9.558302,11.985411,7.131192,1.847739,0.771434,1899.817277,2145.224287,1900.317277,1951.275713,11.39976,-19.569185,16405.00929,857.128863,19.13949,2736.695557,52.218766,2269.372436,5.364139,7.584408,7.4955,7.673316,310.241999,0.979894,1964.007169,2128.433474,1964.507169,1968.066526,11.40025,-19.567309,12207.80012,853.905423,14.296431,2627.703125,38.858635,2261.709064,4.814626,8.189082,8.570986,7.807178,319.540831,0.652331,1775.293582,2198.793955,1775.793582,1897.706045,11.398809,-19.575096,31489.18967,864.247195,36.435397,2920.194336,100.233204,2264.917925,6.35876,8.428269,9.212843,7.643694,338.650778,0.936924,1833.051797,1855.206284,1833.551797,2241.293716,11.39923,-19.537855,93045.12723,891.687763,104.347207,4141.483398,296.171839,2265.966396,6.128275,8.871753,9.250161,8.493345,329.298228,0.96835,1797.360094,1844.942802,1797.860094,2251.557198,11.398956,-19.536776,18469.25015,857.152095,21.547226,2723.607422,58.789449,2268.239824,6.595203,8.879228,9.444926,8.31353,328.791462,0.924883,1825.15737,2234.907091,1825.65737,1861.592909,11.399194,-19.578959,8372.807167,854.634715,9.796943,2485.104004,26.651473,2273.747009,6.663569,9.98836,11.141326,8.835394,333.159226,0.852033,1912.155764,2344.560367,1912.655764,1751.939633,11.399867,-19.590749,35272.4968,866.153063,40.723168,3059.921143,112.275844,2269.126733,5.663903,8.831896,9.661696,8.002096,353.777143,0.963615,1858.843564,1758.142224,1859.343564,2338.357776,11.399421,-19.527326,17856.73306,856.745832,20.842509,2648.266846,56.839747,2268.044918,6.776336,8.598072,8.591386,8.604757,314.703836,0.977372,1789.730533,1674.408457,1790.230533,2422.091543,11.398887,-19.518325,39084.23858,869.330248,44.959023,3168.991943,124.408995,2263.734136,5.525191,8.46703,8.690991,8.24307,327.223803,0.983684,1730.91673,1978.858931,1731.41673,2117.641069,11.398456,-19.551331,10981.98881,857.620273,12.805188,2539.561768,34.956756,2272.5283,5.814185,9.273704,7.98774,10.559667,278.209042,0.919531,1716.787091,2024.66848,1717.287091,2071.83152,11.39835,-19.556301,6948.407675,853.866201,8.137584,2497.103271,22.117469,2272.917138,6.06529,8.112332,8.078374,8.146291,314.709176,0.31986,1349.863956,2679.326669,1350.363956,1417.173331,11.395581,-19.627482,545696.3325,1079.366389,505.570989,13681.38086,1737.005375,2297.881706,5.828604,8.785893,9.59962,7.972165,339.058533,0.939147,1814.102911,2777.980555,1814.602911,1318.519445,11.399144,-19.637749,376574.4733,1015.832892,370.705139,10261.40137,1198.673777,2278.677456,6.142077,8.690297,9.343182,8.037413,332.943737,0.935033,2525.934882,2490.190436,2526.434882,1606.309564,11.404578,-19.605939,617038.9359,1100.767102,560.553576,15700.53613,1964.095934,2264.436531,5.950798,8.66305,9.068692,8.257408,325.413877,0.930932,1429.726032,1828.362817,1430.226032,2268.137183,11.39614,-19.535308,621836.9298,1106.858229,561.803593,14567.15723,1979.368423,2275.894051,5.943803,8.907774,9.434537,8.381012,337.759964,0.972714,2692.889632,3086.529676,2693.389632,1009.970324,11.405897,-19.670324,781298.0782,1159.604708,673.762423,18510.48242,2486.949023,2268.257452,6.063847,8.630531,9.162351,8.098711,327.470966,0.915235
