Label,slice,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,EXPTIME,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_T7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_C11,rel_flux_C12,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_T7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_err_C11,rel_flux_err_C12,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_T7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,rel_flux_SNR_C11,rel_flux_SNR_C12,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10,X(IJ)_C11,Y(IJ)_C11,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Source_SNR_C11,Peak_C11,Mean_C11,Sky/Pixel_C11,FWHM_C11,Width_C11,X-Width_C11,Y-Width_C11,Angle_C11,Roundness_C11,X(IJ)_C12,Y(IJ)_C12,X(FITS)_C12,Y(FITS)_C12,RA_C12,DEC_C12,Source-Sky_C12,Source_Error_C12,Source_SNR_C12,Peak_C12,Mean_C12,Sky/Pixel_C12,FWHM_C12,Width_C12,X-Width_C12,Y-Width_C12,Angle_C12,Roundness_C12
lsc1m009-fa04-20190325-0058-e91.fits,1,0,58568.4873,2458568.487,2019,NaN,2458568.49,NaN,NaN,50,1.059506,5.264928,11,20,30,0.089525,0.011379,0.151607,0.009462,0.019814,0.054414,0.188638,0.400748,0.172471,0.1299,0.337209,0.249476,0.000183,0.000134,0.000218,0.000132,0.000139,0.000161,0.00024,0.000434,0.000256,0.000224,0.000382,0.000314,489.812856,85.04542,693.943234,71.654599,142.601667,337.091581,785.397164,923.173894,674.770108,579.015303,883.070271,795.088884,4614045.049,2320.822154,2063.580776,2061.799724,2064.080776,2034.700276,8.108641,-15.764707,413070.6157,380.132711,817.328326,505.391289,10829.93555,1086.648435,748.947594,1370,5.417274,8.499296,8.021183,8.977408,285.088374,0.983169,2021.230902,1979.783996,2021.730902,2116.716004,8.108324,-15.773581,52505.04949,616.811446,85.123338,2084.76709,138.122945,744.132473,5.115939,8.366943,7.772129,8.961757,282.093662,0.97595,1886.351875,1984.385721,1886.851875,2112.114279,8.107313,-15.773081,699520.3232,944.636534,740.517964,18128.10156,1840.200285,749.344628,5.18316,8.479638,8.058099,8.901176,287.926101,0.985027,1912.625265,2069.465685,1913.125265,2027.034315,8.10751,-15.763875,43659.39413,608.907573,71.701184,1819.901855,114.853031,746.776449,5.423992,8.18116,7.713609,8.648711,285.745084,0.98215,2138.073613,2052.82012,2138.573613,2043.67988,8.1092,-15.76568,91421.32326,639.444472,142.969917,2952.336182,240.498438,744.010152,5.285807,8.590551,8.200226,8.980876,291.412206,0.984712,1999.521491,2239.193466,2000.021491,1857.306534,8.108162,-15.745513,251066.4277,734.017777,342.04407,6638.751953,660.470463,748.863354,5.233552,8.472159,7.91569,9.028628,285.276268,0.97693,2305.987025,2046.529968,2306.487025,2049.970032,8.110458,-15.766361,870383.1112,1018.066751,854.937174,22463.44531,2289.682224,754.553125,4.985099,8.422157,7.941121,8.903194,281.256658,0.984809,2403.748195,1987.705821,2404.248195,2108.794179,8.111191,-15.772725,1320057.656,1185.463205,1113.537434,34067.46484,3472.623159,760.019049,5.282797,8.355475,7.86866,8.842291,278.852958,0.985139,1368.439179,1779.528032,1368.939179,2316.971968,8.10343,-15.795227,678727.1013,936.829955,724.493381,18557.78711,1785.500383,746.517223,5.067692,8.53147,8.258495,8.804445,297.673036,0.987361,1330.197514,1712.671247,1330.697514,2383.828753,8.103143,-15.802459,530457.5571,872.505804,607.970233,14843.49805,1395.453592,747.377599,4.855522,8.519757,8.238628,8.800886,296.52478,0.987973,2463.859696,2485.414199,2464.359696,1611.085801,8.111641,-15.718873,1163541.274,1125.960419,1033.37671,26908.38281,3060.881739,755.510778,5.591789,8.500727,7.861362,9.140092,281.890478,0.973281,1614.353049,2726.698955,1614.853049,1369.801045,8.105276,-15.692755,921261.4612,1036.430824,888.878872,20857.00586,2423.525875,752.435704,5.736509,8.749093,8.174993,9.323193,292.74315,0.965259
lsc1m009-fa04-20190325-0059-e91.fits,2,0,58568.48819,2458568.488,2019,NaN,2458568.491,NaN,NaN,50,1.058252,5.969628,11,20,30,0.089574,0.011671,0.151467,0.009603,0.019564,0.054698,0.189074,0.400699,0.171891,0.130046,0.337959,0.249339,0.000177,0.000125,0.000213,0.000123,0.00013,0.000154,0.000235,0.000426,0.000249,0.000217,0.000375,0.000307,506.989039,93.601098,710.51037,77.879068,150.42297,355.48502,804.236578,939.732858,690.421287,598.747547,900.705117,812.888022,4594827.929,2261.905569,2063.547031,2061.63167,2064.047031,2034.86833,8.108641,-15.764709,411578.6894,380.132711,786.120172,523.556962,10439.93652,1082.723684,615.468946,1413,5.716003,8.607949,8.263431,8.952467,289.633589,0.989344,2021.110137,1979.652512,2021.610137,2116.847488,8.108323,-15.773579,53626.3061,572.315387,93.700619,1892.589478,141.07259,608.859301,5.46801,8.594799,8.167284,9.022314,288.854281,0.984266,1886.276483,1984.202603,1886.776483,2112.297397,8.107313,-15.773084,695966.663,917.661197,758.413525,16915.62109,1830.851812,615.532775,5.438268,8.572244,8.286481,8.858007,293.948697,0.990133,1912.521765,2069.231097,1913.021765,2027.268903,8.107509,-15.763884,44125.60548,566.174803,77.936364,1621.554077,116.079475,610.662542,5.452236,8.610215,8.273466,8.946965,288.15904,0.990604,2138.005924,2052.636176,2138.505924,2043.863824,8.109199,-15.765683,89893.63123,595.965081,150.837078,2785.03833,236.479599,611.419549,5.585743,8.541425,8.29263,8.79022,293.78141,0.992559,1999.500971,2238.950416,2000.000971,1857.549584,8.108162,-15.745522,251326.0374,696.085283,361.056387,6456.866699,661.153408,614.65365,5.480062,8.639123,8.202048,9.076197,289.656482,0.982984,2305.952321,2046.36775,2306.452321,2050.13225,8.110458,-15.766362,868761.178,991.967624,875.7959,21455.57813,2285.415469,619.665434,5.456217,8.519208,8.178017,8.860398,285.302237,0.991367,2403.698338,1987.581597,2404.198338,2108.918403,8.111191,-15.772722,1314446.987,1162.809466,1130.406164,32362.82031,3457.863396,628.287869,5.708546,8.467813,8.110981,8.824646,282.610453,0.991352,1368.389076,1779.3965,1368.889076,2317.1035,8.10343,-15.795225,673963.1347,908.919648,741.499137,17037.73047,1772.968006,615.271099,5.339915,8.62972,8.478922,8.780517,305.001263,0.989563,1330.137699,1712.514283,1330.637699,2383.985717,8.103143,-15.802459,528773.8195,839.837768,629.614242,13605.59766,1391.02425,611.766343,4.911888,8.612828,8.4996,8.726056,307.011811,0.990878,2463.863615,2485.235736,2464.363615,1611.264264,8.111642,-15.718875,1160622.19,1102.183706,1053.020639,25892.46289,3053.202621,622.887963,5.896283,8.601764,8.145314,9.058214,286.217087,0.984277,1614.323825,2726.584367,1614.823825,1369.915633,8.105276,-15.692751,917021.7979,1008.870469,908.958906,19674.50977,2412.372761,620.934343,5.917442,8.853642,8.43907,9.268215,297.171029,0.974304
lsc1m009-fa04-20190325-0060-e91.fits,3,0,58568.48907,2458568.489,2019,NaN,2458568.492,NaN,NaN,50,1.057034,5.145439,11,20,30,0.089039,0.011518,0.151262,0.009614,0.019428,0.054451,0.189261,0.400693,0.172488,0.130094,0.337666,0.248864,0.000169,0.000115,0.000207,0.000114,0.000122,0.000146,0.000229,0.000416,0.000242,0.00021,0.000366,0.000299,525.398857,99.968506,732.07948,84.296466,159.599934,372.093128,826.600873,962.74078,713.944576,619.613628,922.541394,833.429696,4639246.281,2223.934201,2063.818313,2061.714923,2064.318313,2034.785077,8.108642,-15.764722,413073.1409,380.132711,760.863678,542.900328,12758.38281,1086.655078,512.264031,1384,4.64221,8.135641,7.73011,8.541172,286.938356,0.985653,2021.435497,1979.708633,2021.935497,2116.791367,8.108324,-15.773595,53433.61202,533.890346,100.083495,2116.65625,140.565677,506.689927,4.732967,8.109628,7.669128,8.550128,281.23627,0.98626,1886.570724,1984.256833,1887.070724,2112.243167,8.107313,-15.773101,701739.5217,897.590349,781.803773,21579.55273,1846.038242,510.148913,4.53216,8.141066,7.729045,8.553086,287.42535,0.984864,1912.794489,2069.302138,1913.294489,2027.197862,8.10751,-15.763899,44599.51006,528.647089,84.365375,1848.640747,117.326157,507.546643,4.503436,8.214035,7.846247,8.581822,287.001242,0.988378,2138.312271,2052.741943,2138.812271,2043.758057,8.1092,-15.765693,90129.4656,563.065977,160.069102,3201.736328,237.099999,506.840799,4.546841,8.104686,7.812699,8.396673,295.082752,0.98738,1999.791508,2239.035471,2000.291508,1857.464529,8.108162,-15.745533,252611.0934,668.004841,378.157579,7504.897461,664.533954,512.347076,4.760101,8.183349,7.698176,8.668522,287.401168,0.979293,2306.256349,2046.420912,2306.756349,2050.079088,8.110459,-15.766377,878026.2911,975.262718,900.297196,26044.45703,2309.788833,518.089384,4.72129,8.080146,7.624924,8.535367,281.303854,0.985197,2404.013546,1987.618764,2404.513546,2108.881236,8.111192,-15.772739,1327139.094,1147.932709,1156.112274,40347.16406,3491.252018,522.994431,4.490455,8.032475,7.57905,8.485899,279.058555,0.985979,1368.655414,1779.427241,1369.155414,2317.072759,8.10343,-15.795248,682492.2504,888.927285,767.770617,21678.95703,1795.405211,509.116699,4.329364,8.212851,7.944526,8.481176,297.105802,0.987542,1330.450894,1712.531926,1330.950894,2383.968074,8.103143,-15.802485,534061.0828,818.87641,652.187652,17813.63281,1404.933244,508.999707,4.58098,8.182461,7.929536,8.435386,297.422244,0.988494,2464.167486,2485.312181,2464.667486,1611.187819,8.111642,-15.718883,1171081.046,1087.32502,1077.02943,30959.97656,3080.716318,518.096618,4.974766,8.170628,7.578378,8.762877,282.193989,0.974928,1614.610166,2726.610144,1615.110166,1369.889856,8.105276,-15.692763,924472.8076,992.525986,931.434361,24016.91797,2431.973836,517.911449,4.961066,8.409187,7.876825,8.941549,293.63778,0.965452
lsc1m009-fa04-20190325-0061-e91.fits,4,0,58568.48996,2458568.49,2019,NaN,2458568.493,NaN,NaN,50,1.055837,5.165534,11,20,30,0.089084,0.011473,0.151108,0.009502,0.019792,0.054566,0.189149,0.401601,0.172386,0.12963,0.337431,0.24903,0.000165,0.000108,0.000203,0.000108,0.000115,0.000141,0.000225,0.000411,0.000237,0.000205,0.000361,0.000294,540.662996,105.859146,743.868968,88.080344,171.495602,386.502117,840.72718,976.456697,727.444876,631.949675,933.971011,846.92694,4633997.425,2187.699594,2063.633398,2061.896891,2064.133398,2034.603109,8.108642,-15.764723,412814.6878,380.132711,738.243051,559.185335,11947.56152,1085.975176,431.281998,1407,4.90242,8.0506,7.653449,8.447751,288.170897,0.985069,2021.248285,1979.805779,2021.748285,2116.694221,8.108324,-15.773606,53166.10216,501.606797,105.99159,2078.014648,139.86195,426.510499,4.533943,7.933802,7.514405,8.353199,292.318191,0.978048,1886.387595,1984.446586,1886.887595,2112.053414,8.107313,-15.773101,700231.833,881.382308,794.470035,21484.93555,1842.072025,430.991979,4.715142,8.057638,7.726781,8.388495,290.232999,0.988387,1912.694814,2069.522705,1913.194814,2026.977295,8.10751,-15.763895,44031.40902,499.468135,88.156593,1780.845947,115.831676,427.007275,4.810091,7.912828,7.373964,8.451692,290.200194,0.968307,2138.178367,2052.944778,2138.678367,2043.555222,8.1092,-15.765692,91717.33102,533.052942,172.060454,3110.208252,241.277134,427.049385,4.731454,8.123281,7.767244,8.479317,290.131645,0.986855,1999.593062,2239.221909,2000.093062,1857.278091,8.108162,-15.745533,252858.2256,643.23903,393.101497,7418.430176,665.184074,430.045489,4.754783,8.16627,7.741918,8.590621,288.378097,0.983264,2306.105621,2046.607568,2306.605621,2049.892432,8.110459,-15.766378,876517.5228,956.933453,915.964972,27232.52539,2305.819776,437.102759,4.754162,7.997883,7.591621,8.404145,283.312072,0.987152,2403.869188,1987.818509,2404.369188,2108.681491,8.111192,-15.772739,1327779.658,1133.25318,1171.65315,39461.09375,3492.937123,442.691011,4.831387,7.955227,7.542417,8.368038,280.577785,0.987682,1368.474927,1779.61493,1368.974927,2316.88507,8.10343,-15.795248,681377.8678,870.427607,782.8082,22376.56836,1792.473649,430.02891,4.569726,8.148723,7.948187,8.349259,301.567858,0.988151,1330.261649,1712.753528,1330.761649,2383.746472,8.103143,-15.802482,531773.1329,798.99424,665.553149,17548.75586,1398.914425,428.885338,4.332646,8.124794,7.949778,8.299811,302.828786,0.989086,2464.012942,2485.452906,2464.512942,1611.047094,8.111642,-15.718888,1169146.983,1073.964325,1088.627393,31610.51563,3075.628456,438.989824,4.848778,8.085931,7.544236,8.627625,283.96032,0.977212,1614.43792,2726.763722,1614.93792,1369.736278,8.105276,-15.692766,923919.783,975.874663,946.760704,24021.45898,2430.519016,436.44143,5.056437,8.350717,7.878466,8.822969,295.031996,0.969153
lsc1m009-fa04-20190325-0062-e91.fits,5,0,58568.49086,2458568.491,2019,NaN,2458568.494,NaN,NaN,50,1.054672,5.394573,11,20,30,0.089398,0.011468,0.151594,0.00967,0.019418,0.05466,0.189661,0.40084,0.172327,0.130273,0.33705,0.249249,0.000161,0.000103,0.000199,0.000102,0.00011,0.000137,0.000222,0.000406,0.000233,0.000201,0.000356,0.00029,555.214962,110.808476,760.385779,94.747886,176.705976,398.191054,854.263223,988.229182,740.291114,647.360417,946.311545,858.872513,4645986.93,2161.652099,2063.565321,2061.923333,2064.065321,2034.576667,8.108642,-15.764728,415344.1099,380.132711,722.686506,574.722381,12217.20898,1092.629226,370.570793,1348,5.173644,7.938894,7.52138,8.356408,283.495531,0.986144,2021.242643,1979.919712,2021.742643,2116.580288,8.108325,-15.773601,53281.21851,480.201169,110.956037,2000.209351,140.164782,365.930437,4.845543,7.881593,7.423409,8.339777,277.153927,0.9857,1886.359665,1984.488543,1886.859665,2112.011457,8.107314,-15.773105,704305.8361,866.343909,812.963338,21404.04102,1852.789343,369.339494,4.947211,7.94335,7.582706,8.303994,289.385602,0.986491,1912.65264,2069.604835,1913.15264,2026.895165,8.107511,-15.763895,44924.49259,473.686759,94.840085,1702.813232,118.181075,365.524921,4.960243,8.070719,7.575038,8.566399,289.026325,0.975849,2138.12149,2052.928111,2138.62149,2043.571889,8.109201,-15.765702,90217.68482,508.824059,177.306248,3093.904785,237.332074,366.516097,4.931532,7.900546,7.579587,8.221506,299.295735,0.975772,1999.537691,2239.264375,2000.037691,1857.235625,8.108162,-15.745538,253951.4033,626.721832,405.20593,7494.347168,668.059853,367.209914,5.093362,8.016358,7.546461,8.486256,286.878291,0.980253,2306.030494,2046.636919,2306.530494,2049.863081,8.110459,-15.766382,881161.9757,946.510701,930.958281,27000.16016,2318.037754,375.408041,4.946058,7.8841,7.481798,8.286403,283.235629,0.98707,2403.763399,1987.841509,2404.263399,2108.658491,8.111192,-15.772743,1329415.883,1123.220717,1183.574931,39300.37891,3497.241474,380.954511,5.14164,7.845031,7.409925,8.280137,280.469262,0.985981,1368.447188,1779.66643,1368.947188,2316.83357,8.103431,-15.795251,682939.0587,856.792474,797.088069,21083.16992,1796.580612,367.99881,4.786222,8.020034,7.761589,8.278479,298.574458,0.985913,1330.24882,1712.792476,1330.74882,2383.707524,8.103144,-15.802485,535486.5296,784.459503,682.618449,16462.875,1408.68311,366.886778,4.557484,7.991465,7.730658,8.252273,297.722245,0.986786,2463.944091,2485.522967,2464.444091,1610.977033,8.111643,-15.71889,1171181.584,1062.62136,1102.162659,32177.08789,3080.9808,376.736045,5.013943,7.96659,7.416922,8.516257,283.295901,0.976411,1614.375944,2726.843961,1614.875944,1369.656039,8.105276,-15.69277,926963.8743,965.650459,959.937279,24464.62891,2438.526986,374.187231,5.172457,8.208305,7.701904,8.714705,294.231045,0.965639
lsc1m009-fa04-20190325-0063-e91.fits,6,0,58568.49175,2458568.492,2019,NaN,2458568.495,NaN,NaN,50,1.053537,5.159468,11,20,30,0.089028,0.011464,0.151259,0.009628,0.019826,0.054678,0.189242,0.401175,0.171901,0.129694,0.33775,0.249565,0.000158,0.000099,0.000197,0.000098,0.000106,0.000134,0.00022,0.000402,0.00023,0.000198,0.000353,0.000287,563.937809,115.547664,769.124594,98.364177,186.290792,408.725598,861.732227,998.182584,748.465997,654.779913,955.895872,868.583148,4654531.059,2142.76961,2063.647015,2061.883845,2064.147015,2034.616155,8.108642,-15.764728,414382.0627,380.132711,709.606169,583.960626,12597.29981,1090.098407,324.611384,1373,4.907462,7.803439,7.463193,8.143686,283.805969,0.990352,2021.317327,1979.7739,2021.817327,2116.7261,8.108325,-15.773612,53360.63518,461.152444,115.711487,2009.958862,140.3737,319.480576,4.612429,7.721666,7.386047,8.057286,286.179027,0.98945,1886.427347,1984.432692,1886.927347,2112.067308,8.107313,-15.773106,704040.2264,856.077419,822.40252,22746.28125,1852.090614,323.071386,4.787182,7.821144,7.486254,8.156034,285.358164,0.990114,1912.673871,2069.484764,1913.173871,2027.015236,8.10751,-15.763903,44814.37421,455.129139,98.465183,1761.578491,117.891391,318.712597,4.697828,7.990467,7.675226,8.305708,297.593971,0.980956,2138.194285,2052.869531,2138.694285,2043.630469,8.109201,-15.765704,92281.84432,493.539434,186.979678,3260.986328,242.762177,318.197886,4.744318,7.936283,7.582884,8.289681,287.482359,0.988237,1999.623075,2239.168345,2000.123075,1857.331655,8.108162,-15.745543,254498.6219,611.541781,416.159009,7881.40332,669.4994,322.248978,4.718748,7.87165,7.468055,8.275245,286.117612,0.98538,2306.108689,2046.577847,2306.608689,2049.922153,8.110459,-15.766385,880832.4696,938.290678,938.762891,29313.67969,2317.170935,329.628391,4.448845,7.739496,7.348228,8.130765,278.847056,0.988794,2403.865303,1987.766882,2404.365303,2108.733118,8.111192,-15.772748,1332653.016,1115.183487,1195.007846,42326.03125,3505.757273,335.680009,4.819948,7.713653,7.325417,8.10189,276.01055,0.989461,1368.54921,1779.634194,1369.04921,2316.865806,8.103431,-15.795249,682751.364,847.136212,805.952283,23796.25977,1796.086851,322.792047,4.495612,7.858467,7.662152,8.054781,298.835771,0.991282,1330.337577,1712.713602,1330.837577,2383.786398,8.103144,-15.802488,534360.1324,773.852242,690.51959,18831.83008,1405.719942,321.253332,4.374459,7.854614,7.680964,8.028264,300.753451,0.991418,2464.034018,2485.429956,2464.534018,1611.070044,8.111643,-15.718895,1175157.593,1055.825409,1113.022649,35176.18359,3091.440329,331.723306,4.756843,7.828181,7.316667,8.339695,280.479172,0.980582,1614.472056,2726.796555,1614.972056,1369.703445,8.105277,-15.692768,929608.9525,957.378213,970.994472,25068.71484,2445.485288,329.739363,5.155373,8.083876,7.619277,8.548475,293.119122,0.972564
lsc1m009-fa04-20190325-0064-e91.fits,7,0,58568.49263,2458568.493,2019,NaN,2458568.496,NaN,NaN,50,1.052438,5.535573,11,20,30,0.089026,0.011322,0.151217,0.009566,0.019864,0.054644,0.189067,0.400295,0.171994,0.129917,0.337949,0.249712,0.000156,0.000096,0.000195,0.000095,0.000103,0.000132,0.000218,0.0004,0.000228,0.000196,0.000352,0.000286,569.57196,117.708848,774.215893,100.980501,191.946292,414.088102,867.159966,1001.855162,754.994785,662.247969,960.958294,873.901641,4643082.543,2124.835329,2063.466681,2062.129498,2063.966681,2034.370502,8.108642,-15.764725,413352.7771,380.132711,700.638263,589.966034,11559.79785,1087.390706,291.134635,1376,5.356453,7.889827,7.44835,8.331304,283.71888,0.984199,2021.160713,1980.090613,2021.660713,2116.409387,8.108325,-15.773602,52568.78595,445.951695,117.88,1863.879639,138.290614,285.480688,5.122821,7.776163,7.431443,8.120883,291.685741,0.985182,1886.252854,1984.732099,1886.752854,2111.767901,8.107314,-15.773098,702110.723,848.037288,827.924353,21478.93555,1847.014746,288.961442,4.861204,7.923517,7.512371,8.334663,285.128767,0.985642,1912.488198,2069.743143,1912.988198,2026.756857,8.10751,-15.763899,44417.15128,439.388771,101.088499,1602.092163,116.846433,285.309789,5.141403,7.71896,7.347098,8.090822,281.828922,0.988986,2138.015772,2053.161043,2138.515772,2043.338957,8.109201,-15.765696,92231.31054,478.648419,192.691142,2862.431152,242.629239,283.092379,5.0549,8.084041,7.706844,8.461237,289.588395,0.985571,1999.426224,2239.484994,1999.926224,1857.015006,8.108162,-15.745533,253715.1924,601.606285,421.729624,7412.108887,667.438463,288.734601,5.292167,8.003759,7.528514,8.479004,285.782607,0.98071,2305.890774,2046.876985,2306.390774,2049.623015,8.110459,-15.766376,877853.4125,929.20574,944.735245,25895.73633,2309.334048,294.855159,5.291002,7.877311,7.419915,8.334708,279.624614,0.984971,2403.643793,1988.05808,2404.143793,2108.44192,8.111192,-15.77274,1327293.008,1108.422973,1197.460753,38336.94141,3491.656912,302.121696,5.262056,7.826306,7.35622,8.296393,277.989967,0.984497,1368.337897,1779.930361,1368.837897,2316.569639,8.10343,-15.795241,681386.1224,837.682891,813.417738,20621.13281,1792.495364,288.566776,4.611322,7.963483,7.687919,8.239048,295.458484,0.987978,1330.162422,1713.001063,1330.662422,2383.498937,8.103144,-15.802481,533858.5481,763.865475,698.890794,16215.55078,1404.400444,285.548005,4.621487,7.9776,7.727521,8.227679,296.889409,0.988765,2463.800965,2485.708773,2464.300965,1610.791227,8.111642,-15.71889,1172783.497,1048.505129,1118.529099,31246.72266,3085.194887,297.207983,5.378267,7.974443,7.381948,8.566937,280.231272,0.97512,1614.292996,2727.039205,1614.792996,1369.460795,8.105277,-15.692766,927761.3681,949.609179,976.992839,24677.47461,2440.624921,295.585723,5.274321,8.189435,7.627557,8.751312,291.192321,0.96581
